회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
(주)엑세스바이오인코퍼레이션,950130,2022/12,858697,586098,885480,590149,55.54,58.66,232417,259382,0.04,0.05,334076,319761,986236,369198,349746,1033863
(주)엑셈,205100,2022/12,100501,41705,119021,46121,21.2,24.21,11091,17588,-1.74,-1.42,6046,7396,42427,8942,9603,55133
(주)엑스게이트,356680,2022/12,34707,14859,,,53.88,,12134,,-0.16,,3639,4579,38299,,,
(주)엑시콘,092870,2022/12,149268,83633,169618,104590,33.38,29.45,24833,24833,-0.43,-0.43,-2545,10229,91157,-2545,15211,91157
(주)엔바이오니아,317870,2022/12,36308,0,39986,295,12.96,10.66,16305,19007,6.67,6.09,858,-445,8789,1743,74,11024
(주)엔비티,236810,2022/12,81738,4652,83342,4411,14.35,16.11,44303,46148,0.52,0.52,4665,-338,102520,1851,-469,108211
(주)엔시스,333620,2022/12,83697,15811,83704,15815,32.86,32.95,27891,27891,-0.67,-0.67,8938,3536,41960,8938,3535,41960
(주)엔에스엔,031860,2022/12,89717,-80338,82928,-84781,2.31,2.64,22501,23067,12.72,13.51,-9061,-16335,8254,-11347,-15193,8349
(주)엔에이치엔벅스,104200,2022/12,93696,39471,,,9.01,,19861,,-0.41,,2473,2527,65846,,,
(주)엔에프씨,265740,2022/12,73414,27056,73414,27111,16.14,16.14,16138,16143,0.62,0.61,3387,1663,30867,3003,1872,31478
(주)엔이능률,053290,2022/12,112426,43178,,,49.84,,26984,,-0.37,,5609,4542,80230,,,
(주)엔젠바이오,354200,2022/12,56196,-40610,56164,-40886,25.19,25.05,30669,30837,-1.72,-1.7,-7534,-9509,11018,-7820,-9839,11018
(주)엔지스테크널러지,208860,2022/12,33855,-18516,,,-66.99,,27171,,72.91,,-7644,-946,3494,,,
(주)엔지켐생명과학,183490,2022/12,246838,-151252,247555,-151053,71.73,71.91,45402,45811,22.71,22.73,-14222,-24919,26638,-14320,-25093,26638
(주)엔케이맥스,182400,2022/12,148791,-195279,169695,-191040,-19.28,-27.28,67637,86474,-30.36,-2.53,-9261,-101966,11056,-38063,-55607,11263
(주)엔켐,348370,2022/12,552690,-3656,680250,-7897,-1.29,13.27,261826,386892,8.05,4.21,-42672,30313,163341,-35991,21805,509793
(주)엔텔스,069410,2022/12,64804,35865,66179,37061,60.03,60.27,13717,13895,-1.87,-1.27,1420,-71,52233,1753,115,53582
(주)엔투텍,227950,2022/06,114965,-56422,119607,-60989,34.75,34.89,27281,29807,14.82,9.99,4643,7549,17220,7898,3084,29566
(주)엔피,291230,2022/12,36557,775,54602,-664,5.85,-14.84,4365,20189,0.45,1.43,903,252,22469,-332,-1323,39845
(주)엔피디,198080,2022/12,130670,38016,205261,35969,26.35,14.95,36066,113756,0,0.83,17433,-1189,195657,10564,-1432,316140
(주)엔피케이,048830,2022/12,69256,19918,72390,16684,5.59,5.98,24125,28586,-1.31,0.17,6520,-289,58891,7928,1480,65201
(주)엘디티,096870,2022/12,17183,2056,,,60.7,,1768,,-0.53,,3319,1954,11730,,,
(주)엘비루셈,376190,2022/12,236145,131326,,,35.56,,33704,,-0.77,,33153,12354,203062,,,
(주)엘아이에스,138690,2022/12,96464,-62140,93956,-65253,-82.5,-84.92,92125,93208,24.75,21.87,-6572,-26269,8818,-7231,-29760,9978
(주)엘앤씨바이오,290650,2022/12,159171,24778,199725,36865,26.3,22.8,71274,91904,4.23,4.58,-10877,4136,41743,-6076,5692,52572
(주)엘앤에프,066970,2022/12,2980300,571152,3023933,571608,34.4,33.57,1695811,1738603,0.39,0.43,-872306,272173,3886226,-864288,271012,3887294
(주)엘앤케이바이오메드,156100,2022/12,68709,-38082,52663,-65348,0.17,-3.48,31327,41902,13.95,10.05,948,-8836,11924,-6881,-16233,19767
(주)엘엠에스,073110,2022/12,216811,86390,228950,89248,11.81,9.9,125301,132323,-4.32,2.26,10955,7108,70875,10248,267,98900
(주)엘오티베큠,083310,2022/12,283927,146967,323674,150269,23.16,27.28,76773,112152,-0.26,0.04,1205,22564,289952,7192,22076,374197
(주)엠게임,058630,2022/12,116144,58593,116428,58658,59.56,59.93,23153,23303,-1.16,-1.13,37180,22515,73015,37053,22576,73654
(주)엠디에스테크,086960,2022/12,131274,59630,159468,75084,16.07,45.96,40550,51925,0.49,0.57,-4382,-71,88533,-4108,-7126,153522
(주)엠로,058970,2022/12,72218,19580,73671,20162,8.01,8.94,22135,22707,-0.08,-0.07,4613,6062,54801,5541,6584,58623
(주)엠아이텍,179290,2022/12,94049,35616,,,71.63,,10501,,-0.97,,8591,19148,60662,,,
(주)엠에스씨,009780,2022/12,207226,118907,212206,122378,25.06,24.86,78735,79059,0.29,0.28,-7866,18257,202278,-7762,18125,204299
(주)엠에스오토텍,123040,2022/12,477812,47761,1542201,70036,-27.31,0.61,343110,1080294,6.18,1.61,28087,11368,215017,155144,113027,2025137
(주)엠투아이코퍼레이션,347890,2022/12,79266,57214,,,57.34,,6258,,-1.6,,8430,10486,41683,,,
(주)엠투엔,033310,2022/12,176108,-17201,185085,-17575,2.79,6.03,38618,43669,7.67,7.67,-550,5373,28470,-1670,5151,28451
(주)엠플러스,259630,2022/12,321264,21811,321323,22011,14.43,12.43,265017,264879,2.61,2.61,-36019,-15375,116612,-36048,-15229,116612
(주)엠피대산,065150,2022/12,64595,-16174,73967,-43789,12.58,11.75,32233,41292,0.13,0.29,-13456,-7276,137391,-16039,-5584,150036
(주)엠피씨플러스,050540,2022/12,29136,-928,29235,-5361,1.85,-3.25,18524,20207,0.78,0.83,1762,-963,56008,1779,-981,56477
(주)연우,115960,2022/12,281847,175139,293638,172812,29.91,25.03,33525,46355,-0.19,-0.04,8852,-1647,222882,8908,371,234738
(주)영림원소프트랩,060850,2022/12,59571,19657,61368,21339,50.78,50.6,17504,17632,-0.52,-0.52,7239,7053,57283,6989,7149,57529
(주)영우디에스피,143540,2022/12,81459,-19215,82111,-18632,29.03,28.97,41257,41867,1.03,1.04,-1522,-25835,49510,-1488,-25689,49532
(주)예림당,036000,2022/12,121571,75056,211888,16349,36.83,24.17,3501,24834,-6.33,-0.84,1720,2430,14939,-988,-22969,26373
(주)예선테크,250930,2022/12,55756,5462,63179,6721,10.25,21.56,25720,30610,1.61,1.29,3412,-1547,24042,5342,-9117,53168
(주)예스티,122640,2022/12,164203,13023,189740,13691,-6.89,-14.44,81489,107752,1.56,2.34,-15089,-850,66317,-17767,-5230,75994
(주)오공,045060,2022/12,93631,54489,136776,84350,17.11,34.99,17015,32964,0.07,-0.07,3939,2409,65425,7821,7544,170424
(주)오디텍,080520,2022/12,136603,106682,135571,103908,41.06,41.88,12092,12092,-22.87,-2.6,6494,4111,40389,3492,-4055,40389
(주)오로스테크놀로지,322310,2022/12,68925,13155,69702,13935,50.62,52.15,8637,8629,-1.27,-1.26,-8993,-3798,35019,-9207,-2978,35398
(주)오르비텍,046120,2022/12,115112,-27845,118356,-27302,14.18,17.45,58791,61069,3.27,2.95,1535,-13946,52421,-4883,-13411,59220
(주)오리엔탈정공,014940,2022/12,101183,49307,186851,45237,29.76,0.16,19570,102051,-0.45,1.47,9787,8063,69844,11145,8372,131568
(주)오리엔트정공,065500,2022/12,78257,-7048,125003,-1397,-7.3,0.02,39513,74832,-0.93,0.4,5213,-8618,89396,3061,-6681,134303
(주)오리콤,010470,2022/12,148738,38787,214448,54878,12.63,21.53,65014,107887,-0.58,-0.71,15685,9457,122582,19184,12286,190089
(주)오비고,352910,2022/12,38990,-28020,39219,-28120,85.12,84.53,3989,4182,-5.32,-4.8,-1274,-2455,11004,-1156,-2605,12085
(주)오스코텍,039200,2022/12,143699,-100940,143736,-119189,67.81,62.13,11820,21915,-21.21,-17.86,-16047,-15761,4521,-26421,-27774,5062
(주)오스테오닉,226400,2022/12,61421,-16559,61525,-16653,29.54,28.83,24826,25025,5.92,5.84,4023,927,19597,3985,836,19839
(주)오스템,031510,2022/12,174724,53766,187257,57224,2.45,6.86,79871,91943,2.24,2.06,-962,-13650,93987,-1311,-13661,110893
(주)오에스피,368970,2022/12,37421,12080,,,58.51,,2771,,-0.99,,896,1101,16800,,,
(주)오이솔루션,138080,2022/12,185646,89840,187920,90861,32.16,32.11,39304,40264,-0.17,0.01,-6749,-5152,76954,-7980,-5977,76954
(주)오킨스전자,080580,2022/12,84001,10977,82559,7386,-5.41,-4.45,49357,49586,3.02,2.98,7776,2993,63177,7618,3008,64177
(주)오텍,067170,2022/12,198844,81739,611455,76486,-14.52,6.16,82478,469312,1.64,0.62,-2379,-30040,115611,-35170,-38776,1019470
(주)오파스넷,173130,2022/12,119327,23347,119291,23305,21.9,21.98,83959,83962,0.4,0.4,-35270,6069,170158,-35246,6069,170585
(주)오픈베이스,049480,2022/12,90702,25144,150743,29570,15.34,25.02,25004,62046,-0.24,0.06,-8382,3723,93586,-2398,6829,193095
(주)오하임아이엔티,309930,2022/12,41983,12339,,,55.36,,13915,,-0.17,,3561,1502,32410,,,
(주)옵투스제약,131030,2022/12,136240,86636,,,52.57,,11773,,-2.24,,2045,5012,58658,,,
(주)옵트론텍,082210,2022/12,190809,-47861,272057,-48289,-66.35,-55.95,163803,241617,6.26,3.3,17593,-71508,79071,3120,-78273,199490
(주)옵티코어,380540,2022/12,36267,-8644,36272,-8806,46.53,46.62,14825,14970,2.01,2.03,1584,-10588,24199,1528,-10801,24319
(주)옵티팜,153710,2022/12,41182,-22404,,,29.83,,12171,,-0.69,,-2434,-2045,16008,,,
(주)와이더플래닛,321820,2022/12,41675,-39060,48981,-39181,65.43,61.54,37307,41555,11.74,8.6,-941,-18175,25635,-4426,-18952,35760
(주)와이비엠넷,057030,2022/12,88289,26951,88058,26747,15.13,15.35,38886,38866,0.06,0.07,15562,7778,62563,15656,7633,62563
(주)와이솔,122990,2022/12,322904,166807,401386,207815,38.75,33.97,25592,58900,-9.63,-0.16,31200,-4654,152689,47997,-14776,345885
(주)와이어블,065530,2022/12,125499,53558,,,6.01,,49884,,0.36,,14779,2435,64284,,,
(주)와이엔텍,067900,2022/12,256069,162205,281089,171299,-5.44,-4.57,65385,81311,1.48,1.22,24416,20195,76707,33858,24634,123803
(주)와이엠텍,273640,2022/12,63709,35321,,,67.25,,4280,,-1.11,,10702,12728,49293,,,
(주)와이오엠,066430,2022/12,56347,735,,,27.14,,18698,,1.15,,693,576,37411,,,
(주)와이제이엠게임즈,193250,2022/12,73438,-32217,94852,-19538,7.18,23.91,8568,10941,0.64,-4.19,1143,13693,5805,4892,6239,30234
(주)와이즈버즈,273060,2022/12,75329,17338,,,45.92,,29575,,-1.35,,4169,2239,15774,,,
(주)와이지-원,019210,2022/12,758085,187556,940867,225616,2.24,2.18,450336,601069,2.25,2.56,-2731,37152,404453,13113,33429,549801
(주)와이지엔터테인먼트,122870,2022/12,501421,173652,712873,160086,19.54,28.44,92437,186584,-1.05,-0.9,52776,29058,281951,55088,46775,391175
(주)와이티엔,040300,2022/12,360132,140420,,,40.88,,104835,,-1.96,,5761,5514,152191,,,
(주)와이팜,332570,2022/12,117665,-4069,118632,-4069,35.11,42.3,55699,56654,3.52,3.33,14825,-10107,47841,22526,-10390,51389
(주)우리기술,032820,2022/12,148039,-53337,162014,-46174,13.54,9.44,54582,66542,5.12,3.83,-371,3060,29381,1568,3369,49495
(주)우리넷,115440,2022/12,110745,24241,112088,22222,22.51,27.45,50453,52458,1.48,1.47,-8230,-7709,61407,-10502,-9751,62266
(주)우리로,046970,2022/12,58301,-22632,60975,-21849,36.2,40.73,20511,23316,0.11,0.19,3050,-1708,89287,1289,-3469,99007
(주)우양,103840,2022/12,151023,21374,,,-8.23,,110954,,1.8,,2753,-2999,163413,,,
(주)우정바이오,215380,2022/12,94994,-18397,,,-33.01,,65275,,5.8,,2502,-1880,46918,,,
(주)우주일렉트로닉스,065680,2022/12,296516,214991,292905,205778,38.54,43.32,64140,67370,-0.45,-0.39,36871,18093,184291,38728,12219,187205
(주)원바이오젠,307280,2022/12,38721,20022,38933,19909,14.04,17.01,10696,12107,5.54,4.28,5246,3450,19765,5782,3272,26748
(주)원방테크,053080,2022/12,199313,122518,320726,138668,27.03,26.67,58369,161493,-0.52,0.31,24355,14584,198727,40224,15995,388809
(주)원익,032940,2022/12,194370,77181,377009,208994,-12.09,-5.97,74979,121824,1.92,1.36,-3346,6871,53681,-3057,38309,108089
(주)원익머트리얼즈,104830,2022/12,555286,369405,583018,370413,23.45,18.96,114087,137651,-0.03,0.08,-8322,58960,558440,-9827,57732,581258
(주)원익아이피에스,240810,2022/12,1120248,518666,1121671,521284,30.64,30.95,253328,251943,-0.53,-0.53,27248,90591,1011455,28027,89438,1011485
(주)원익큐브,014190,2022/12,135166,31026,136796,37289,50.16,50.67,36436,37309,-0.12,-0.12,3431,4354,242719,3767,4297,245980
(주)원익큐엔씨,074600,2022/12,498097,326272,1274288,335675,-2.32,8.63,148645,804379,0.22,3.26,21818,46754,354983,64569,58239,783179
(주)원익피앤이,217820,2022/12,401652,95583,411777,100903,-7.76,-6.38,280963,297145,0.44,0.52,-38318,4454,233973,-26315,30,288844
(주)원익홀딩스,030530,2022/12,901959,242510,1815526,648454,-18.04,-5.44,251230,494372,-2.06,0.71,-4496,13508,269244,-3674,128759,881012
(주)원일특강,012620,2022/12,244653,129589,273356,145311,20.24,17.27,112373,125105,0.48,0.83,-7062,10835,357447,-6425,10605,385097
(주)원준,382840,2022/12,153339,43175,157321,47263,42.44,41.74,46165,45877,-0.54,-0.47,-8929,12978,143200,-9056,15181,143200
(주)원티드랩,376980,2022/12,56863,30857,56895,30857,51.25,58.64,13901,13924,-0.39,-0.4,12768,9438,50239,12481,9404,50291
(주)원풍,008370,2022/12,90520,63700,93370,65722,54.91,53.41,6799,7637,-0.78,-0.78,12588,8422,89491,12829,8500,89491
(주)월덱스,101160,2022/12,237098,139847,261797,144367,37.54,43.57,56704,75905,0.11,0.37,18668,41527,211902,22301,41497,255930
(주)웨이버스,336060,2022/12,36185,565,39523,2460,34.11,33.97,11224,12668,-0.59,-0.55,4324,-8427,38176,4640,-8095,40547
(주)웨이브일렉트로닉스,095270,2022/12,91170,12281,95929,6144,47.1,52.21,18176,27239,-0.67,0.23,-8499,-8585,41178,-9381,-8857,59177
(주)웰크론,065950,2022/12,142201,17467,339230,12572,-1.19,3.94,58558,210309,1.29,0.49,9910,2765,110906,29649,-841,445710
(주)웰크론한텍,076080,2022/12,197726,25093,200933,20165,11.08,10.64,131129,136198,0.03,0.03,21618,-983,326384,21591,-2581,326740
(주)웹스,196700,2022/12,60243,10540,61543,10456,-1.64,10.95,26614,27997,-0.39,2.28,5047,-4573,32142,2315,-8498,34029
(주)웹젠,069080,2022/12,647190,487436,646867,483328,43.3,46.9,71970,72508,-4.78,-4.9,53292,81012,245585,39373,72394,242140
(주)위니아,071460,2022/12,516044,-69539,770675,-60035,-37.38,-13.85,483318,640621,1.62,1.67,-4732,-73562,566839,-52595,-72125,782080
(주)위니아에이드,377460,2022/12,363367,83376,392767,83387,31.37,28.7,154866,184435,0.21,0.21,-60101,15835,438843,-60726,15846,439462
(주)위닉스,044340,2022/12,299318,120097,411081,137704,16.04,5.78,120004,208986,2,1.72,16179,2830,187707,6889,2180,328991
(주)위드텍,348350,2022/12,146617,79024,147569,79993,53.46,54.01,38183,38010,-1.87,-1.84,22618,11880,71275,22870,12245,72606
(주)위메이드,112040,2022/12,566776,189111,1429831,181184,7.7,-22.19,154740,895503,-0.73,0.46,-84018,-150889,240671,-37020,-185756,463492
(주)위메이드맥스,101730,2022/12,91194,-131188,122769,-15204,19.04,57.17,4688,43090,-3.75,0.07,4730,-105674,7585,35170,22559,86235
(주)위메이드플레이,123420,2022/12,255882,146423,404135,156113,10.37,12.5,49522,181812,-0.84,2.62,8249,1223,65686,9256,-533,134045
(주)위세아이텍,065370,2022/12,49026,18811,,,0.76,,21039,,2.27,,-1336,3870,37892,,,
(주)위지윅스튜디오,299900,2022/12,235594,10187,386551,-12100,9.88,5.15,41948,140948,-0.83,0.73,-4402,12450,33031,-24084,-27192,186345
(주)위지트,036090,2022/12,121480,27651,159678,46875,9.16,6.97,19666,21263,-0.3,-0.3,-1816,-1260,35219,-1851,13680,35219
(주)윈스,136540,2022/12,195249,110430,205611,112384,54.45,55.64,25363,29151,-1.73,-1.61,21117,19147,97034,21372,19239,101424
(주)윈팩,097800,2022/12,178543,-15946,,,-24.27,,102391,,1.76,,18893,-1571,152635,,,
(주)윈하이텍,192390,2022/12,123561,34874,145977,34718,5.3,-5.41,61086,83658,0.95,1.39,15603,6448,116776,9364,6292,116776
(주)윌링스,313760,2022/12,46304,7047,,,34.09,,16444,,0.97,,-7574,-13923,52319,,,
(주)윙스풋,335870,2022/12,47069,-1938,,,26.56,,21610,,0.96,,1542,-16757,54337,,,
(주)유니온커뮤니티,203450,2022/12,56192,18229,56160,18242,42.79,42.77,19145,19216,0.11,0.1,-2091,2274,46166,-2123,2155,46253
(주)유니크,011320,2022/12,239971,80918,243850,80921,-4.72,-1.81,128764,131257,0.03,0.59,1761,2831,281563,4648,3546,284079
(주)유니테스트,086390,2022/12,156059,90053,189702,105828,33.94,38.69,31133,46552,-9.57,0.25,-3533,-4848,104004,-19846,-6214,123780
(주)유니테크노,241690,2022/12,154033,67761,155505,72301,5.04,13.09,41627,38537,0.45,0.4,7507,6466,76571,8279,4880,82372
(주)유니트론텍,142210,2022/12,191538,59821,257964,56974,42.59,33.78,96313,161693,0.62,0.61,14784,19498,426125,4058,13503,525049
(주)유라테크,048430,2022/12,137974,105820,143497,107093,41.46,42.8,23907,25121,-0.57,-0.45,3349,3361,183748,3384,866,190072
(주)유바이오로직스,206650,2022/12,160501,-126638,162066,-121224,10.34,10.19,41945,42631,0.42,0.5,7983,-2281,55110,6440,-3437,55467
(주)유비케어,032620,2022/12,149962,49221,161881,46468,24.43,31.34,25108,38374,-0.83,-0.66,3438,7194,117413,4250,4107,133343
(주)유비쿼스,264450,2022/12,181785,87733,181626,87549,65.96,66.18,38724,38751,-1.33,-1.33,2084,21670,133723,1921,21486,133723
(주)유비쿼스홀딩스,078070,2022/12,183809,285422,364915,341445,9.9,62.58,5658,41396,-3.28,-2.53,3348,1963,8321,7101,26781,151583
(주)유성티엔에스,024800,2022/12,313116,103927,553366,277806,-23.53,-16.24,132187,172308,0.31,1.78,4627,11311,200822,3192,55487,276771
(주)유신,054930,2022/12,218295,91508,,,26.73,,108557,,-0.22,,3161,18324,303961,,,
(주)유아이디,069330,2022/12,28502,1694,37090,843,19.78,-1.77,6529,14245,0.6,0.63,5400,3734,39009,5824,3770,62485
(주)유에스티,263770,2022/12,87780,44747,,,45.08,,18432,,-0.15,,7975,12529,99891,,,
(주)유일로보틱스,388720,2022/12,54714,9808,54604,9672,39.67,39.25,14591,14716,0.32,0.31,-2688,-2152,36721,-3242,-2312,38445
(주)유진로봇,056080,2022/12,61174,5570,,,46.4,,17103,,-0.27,,3129,4877,49629,,,
(주)유진테크,084370,2022/12,462519,384102,434014,314022,47.83,50.63,72421,87312,-1.02,-0.79,29257,52064,262726,38949,42595,310633
(주)유테크,178780,2022/12,11450,-72689,11967,-72745,22.98,36.13,5089,5650,-0.45,-0.43,-2773,-4079,3840,-1388,-4079,13122
(주)유티아이,179900,2022/12,90837,-2860,115275,15950,43.3,36.24,61755,67969,2.39,1.22,-2646,-28876,3865,3151,-12053,36443
(주)유틸렉스,263050,2022/12,97709,-133534,104463,-137372,46.87,54.89,15720,13596,82.26,180.58,-23399,-31210,657,-29903,-34470,216
(주)육일씨엔에쓰,191410,2022/12,33562,149,41182,952,-5.26,13.36,12390,19644,1.31,4.25,-9278,1836,5695,1480,672,32917
(주)윤성에프앤씨,372170,2022/12,277570,49789,,,,,139817,,,,-7797,24763,210276,,,
(주)율호,072770,2022/12,111309,-24896,123204,-24125,23.32,28.77,57173,65398,0.69,0.68,-6854,-461,86380,-5873,-93,112024
(주)이건홀딩스,039020,2022/12,189262,79622,705184,87375,-3.19,-4.27,26324,396834,3.75,1.52,2868,2086,9660,16457,5464,507558
(주)이글루코퍼레이션,067920,2022/12,84291,30544,91032,33862,23.75,23.2,17944,20303,-0.8,-0.26,10430,4706,100427,10600,7555,103006
(주)이글벳,044960,2022/12,54866,19672,,,32.87,,11912,,0.13,,-318,2643,43540,,,
(주)이노룰스,296640,2022/12,34093,7953,34737,8207,54.07,53.6,2953,3393,-2.17,-2.09,2964,1978,15578,3418,2149,16231
(주)이노메트리,302430,2022/12,79200,15284,80018,14446,46.53,45.17,22652,24266,-0.19,-0.13,3389,3144,73735,3845,2685,75710
(주)이노와이어리스,073490,2022/12,134283,83711,185473,101507,36.57,44.02,20599,54566,-3.47,-0.21,23000,17716,71068,13480,13451,132854
(주)이노인스트루먼트,215790,2022/12,112484,40235,128322,39674,14.49,39.03,14319,30694,0.21,2.02,5022,6427,24197,6563,5622,49851
(주)이노진,344860,2022/12,7949,5699,,,63.41,,1205,,-0.49,,585,1339,9139,,,
(주)이노테라피,246960,2022/12,30633,-32160,30814,-32160,9.44,9.75,17587,17645,216.13,186.62,-3399,-5972,326,-4105,-5972,370
(주)이녹스,088390,2022/12,277546,324837,301494,308228,-4.5,5.46,53349,71345,4.66,1.79,741,18168,25986,329,13637,80422
(주)이녹스첨단소재,272290,2022/12,458022,272674,463915,267506,41.96,41.87,74111,83648,-0.32,-0.19,87928,85651,432761,92495,85361,489353
(주)이라이콤,041520,2022/12,202191,151098,232871,163762,51.96,57.92,22428,34173,-1.86,-1.34,11046,-17694,101578,-4018,-5784,137571
(주)이랜시스,264850,2022/12,49869,21311,61358,27187,23.42,20.86,13317,18658,0.37,0.35,3716,2741,51978,6329,5173,82595
(주)이랜텍,054210,2022/12,347756,93887,607049,167373,19.53,4.77,142859,346996,0.08,0.53,-1362,30787,526652,50079,54714,997937
(주)이루다,164060,2022/12,73381,24807,78536,24908,18.74,18.36,29671,34175,1.55,1.86,837,7989,44759,-1355,7319,46283
(주)이루온,065440,2022/12,51484,5314,64561,8225,37.35,45.85,12573,22729,-2.16,-0.99,2002,1272,18867,89,1704,56562
(주)이미지스테크놀로지,115610,2022/12,16572,-7393,,,56.37,,6060,,-0.06,,1901,1806,21917,,,
(주)이브이첨단소재,131400,2022/12,126066,-3348,120552,-11430,-2.84,-9.45,47936,49614,2.1,2.65,1449,-6655,57795,1359,-10697,58070
(주)이상네트웍스,080010,2022/12,112195,59546,164139,83326,6.93,22.12,25265,38346,0.3,0.18,4178,3541,30771,13582,11919,69962
(주)이수앱지스,086890,2022/12,137271,-112968,,,6.69,,72860,,14.68,,-402,-7247,41170,,,
(주)이스트소프트,047560,2022/12,105282,13884,185026,2373,-14.44,37.67,54440,101507,1.71,0.96,507,-7468,32595,199,-8225,88768
(주)이엔에프테크놀로지,102710,2022/12,521880,315354,662279,350515,16.11,10.8,182778,270603,0.19,0.4,54801,35085,586491,60877,45002,680207
(주)이엔코퍼레이션,066980,2022/12,168814,-45886,301379,-35087,-18.33,-3.06,54522,183219,35.96,1.58,217,-5010,6640,-6133,-3941,322542
