,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수
545,(주)에프알텍,73540,2022,0.297538257,1.735185867,0.73981124,27.84,3.07,-49.24261862
546,(주)에프앤가이드,64850,2022,0.280560207,0.548776387,0.034795764,8.71,2.8,-56.41739505
547,(주)에프앤리퍼블릭,64090,2022,-12.37418981,0.200229179,0.479347567,41.82,1.72,-36.52587257
548,(주)에프에스엔,214270,2022,-0.068129326,1.107659246,0.110096061,29.64,0.61,-54.19405635
549,(주)에프에스티,36810,2022,0.405661668,0.439020053,0.189772331,3.06,0.85,-62.07852233
550,(주)에프엔씨엔터테인먼트,173940,2022,-0.126743627,0.623741681,0.022786003,5.12,1.29,-50.83309117
551,(주)엑사이엔씨,54940,2022,0.11445815,1.744817419,0.078312038,19.59,0.6,-50.04792982
552,(주)엑서지21,43090,2022,-0.955539399,0.182241255,0.728252502,71.89,54.17,-44.20297302
553,(주)엑셈,205100,2022,0.387503046,0.13136474,0.01198919,24.21,-1.42,-51.74595727
555,(주)엑시콘,92870,2022,0.616620878,0.260774157,0.194784822,29.45,-0.43,-59.05187449
556,(주)엔바이오니아,317870,2022,0.007377582,0.461480119,0.151396952,10.66,6.09,-46.05084307
557,(주)엔비티,236810,2022,0.052926496,0.497897057,0.021439595,16.11,0.52,-45.47300588
558,(주)엔시스,333620,2022,0.188939597,0.265271879,0.128765491,32.95,-0.67,-51.1618117
559,(주)엔에스엔,31860,2022,-1.022344685,0.387843338,0.460653971,2.64,13.51,-43.9550808
560,(주)엔에이치엔벅스,104200,2022,0.42126665,0.234994046,0.000820095,9.01,-0.41,-49.71912332
561,(주)엔에프씨,265740,2022,0.369289236,0.206555709,0.035929856,16.14,0.61,-52.69715342
562,(주)엔이능률,53290,2022,0.384057069,0.433100975,0.013299265,49.84,-0.37,-57.00071997
563,(주)엔젠바이오,354200,2022,-0.727975215,0.265774292,0.183245598,25.05,-1.7,-46.19833272
564,(주)엔지스테크널러지,208860,2022,-0.546920691,1.076773549,1.917000572,-66.99,72.91,-41.95916481
565,(주)엔지켐생명과학,183490,2022,-0.610179556,0.328401871,0.404422254,71.91,22.73,-53.64866631
566,(주)엔케이맥스,182400,2022,-1.125784496,0.158662078,1.557666696,-27.28,-2.53,-49.44780053
567,(주)엔켐,348370,2022,-0.011608967,0.465166626,0.113371506,13.27,4.21,-61.02997929
568,(주)엔텔스,69410,2022,0.560011484,0.274831743,0.030569968,60.27,-1.27,-47.90936972
569,(주)엔투텍,227950,2022,-0.509911627,0.413314793,0.162822161,34.89,9.99,-49.59994722
570,(주)엔피,291230,2022,-0.012160727,0.089017648,0.024871377,-14.84,1.43,-49.21596555
571,(주)엔피디,198080,2022,0.175235432,2.722851622,0.037945214,14.95,0.83,-53.61491654
572,(주)엔피케이,48830,2022,0.230473822,0.860118295,0.098894189,5.98,0.17,-54.05583494
573,(주)엘디티,96870,2022,0.119653146,0.076512736,0.116368286,60.7,-0.53,-43.78525316
574,(주)엘비루셈,376190,2022,0.556124415,0.209813369,0.102426845,35.56,-0.77,-54.57100466
575,(주)엘아이에스,138690,2022,-0.694505939,4.079226248,2.257867308,-84.92,21.87,-45.5527008
576,(주)엘앤씨바이오,290650,2022,0.184578796,0.17538229,0.223845393,22.8,4.58,-59.12224123
577,(주)엘앤에프,66970,2022,0.189027998,0.278213078,0.292054061,33.57,0.43,-73.66464756
578,(주)엘앤케이바이오메드,156100,2022,-1.2408712,0.390224083,0.473111752,-3.48,10.05,-45.8546649
579,(주)엘엠에스,73110,2022,0.38981437,2.233460602,0.100920121,9.9,2.26,-60.10083843
580,(주)엘오티베큠,83310,2022,0.464260336,0.557267679,0.03977584,27.28,0.04,-62.44950973
581,(주)엠게임,58630,2022,0.503813516,0.162003091,0.196554159,59.93,-1.13,-54.41622416
582,(주)엠디에스테크,86960,2022,0.470840545,0.313931151,0.01965842,45.96,0.57,-51.50740608
583,(주)엠로,58970,2022,0.273676209,0.15400906,0.017791652,8.94,-0.07,-49.64222634
584,(주)엠아이텍,179290,2022,0.378696212,0.029490813,0.17402987,71.63,-0.97,-56.35056791
585,(주)엠에스씨,9780,2022,0.576694344,0.724514296,0.12671134,24.86,0.28,-58.68834785
586,(주)엠에스오토텍,123040,2022,0.045413017,5.885903636,0.020797112,0.61,1.61,-68.8981665
587,(주)엠투아이코퍼레이션,347890,2022,0.721797492,0.046742764,0.049324665,57.34,-1.6,-55.22367961
588,(주)엠투엔,33310,2022,-0.094956371,0.234299499,0.239745527,6.03,7.67,-49.16226329
589,(주)엠플러스,259630,2022,0.068501165,2.237109214,0.178532227,12.43,2.61,-55.29468655
590,(주)엠피대산,65150,2022,-0.592007246,0.775509115,0.069683276,11.75,0.29,-46.33882252
591,(주)엠피씨플러스,50540,2022,-0.18337609,4.802665176,0.048869451,-3.25,0.83,-43.69122691
592,(주)연우,115960,2022,0.588520559,0.204871754,0.036368206,25.03,-0.04,-54.3869528
593,(주)영림원소프트랩,60850,2022,0.34772194,0.239877319,0.002781206,50.6,-0.52,-55.46332447
594,(주)영우디에스피,143540,2022,-0.22691235,0.753995328,0.488593233,28.97,1.04,-46.70483034
595,(주)예림당,36000,2022,0.077158688,0.595653251,0.833466045,24.17,-0.84,-52.75915546
596,(주)예선테크,250930,2022,0.106380285,0.831895417,0.271949293,21.56,1.29,-47.61346175
597,(주)예스티,122640,2022,0.072156635,0.829031681,0.164973551,-14.44,2.34,-51.17975016
598,(주)오공,45060,2022,0.616701761,0.596840512,0.001625358,34.99,-0.07,-56.3131831
599,(주)오디텍,80520,2022,0.766447102,0.234755636,0.186857808,41.88,-2.6,-56.83282928
600,(주)오로스테크놀로지,322310,2022,0.199922527,0.069528892,0.175970394,52.15,-1.26,-46.23655519
601,(주)오르비텍,46120,2022,-0.230676941,0.515083111,0.144005404,17.45,2.95,-47.58382777
602,(주)오리엔탈정공,14940,2022,0.242101996,0.975709778,0.021076554,0.16,1.47,-59.00961718
603,(주)오리엔트정공,65500,2022,-0.011175732,1.908858033,0.072537471,0.02,0.4,-50.53263671
604,(주)오리콤,10470,2022,0.255903529,0.585020468,0.036288265,21.53,-0.71,-56.64589006
605,(주)오비고,352910,2022,-0.716999414,0.036336388,0.119900703,84.53,-4.8,-47.35656155
606,(주)오스코텍,39200,2022,-0.829221629,0.034604842,0.267285658,62.13,-17.86,-50.5946119
607,(주)오스테오닉,226400,2022,-0.270670459,0.454079593,0.158727758,28.83,5.84,-48.26866297
608,(주)오스템,31510,2022,0.305590712,2.320620899,0.111368617,6.86,2.06,-57.70312438
609,(주)오에스피,368970,2022,0.322813394,0.055730339,0.012202381,58.51,-0.99,-44.73754437
610,(주)오이솔루션,138080,2022,0.48350894,0.215333849,0.026028537,32.11,0.01,-57.78081814
611,(주)오킨스전자,80580,2022,0.089463293,0.152432031,0.071832588,-4.45,2.98,-50.0153678
612,(주)오텍,67170,2022,0.125088518,5.415884011,0.003537132,6.16,0.62,-62.45209148
613,(주)오파스넷,173130,2022,0.195362601,0.831864862,0.242195973,21.98,0.4,-55.3818204
614,(주)오픈베이스,49480,2022,0.196161679,0.734044503,0.047784769,25.02,0.06,-57.92926537
615,(주)오하임아이엔티,309930,2022,0.293904676,0.269802962,0.063529775,55.36,-0.17,-45.75737784
616,(주)옵투스제약,131030,2022,0.635907223,0.115872119,0.050581336,52.57,-2.24,-57.41363458
617,(주)옵트론텍,82210,2022,-0.177495892,2.692601686,0.408005414,-55.95,3.3,-53.29748559
618,(주)옵티코어,380540,2022,-0.242776798,0.248410651,0.506969859,46.62,2.03,-44.63282008
619,(주)옵티팜,153710,2022,-0.544024088,0.118353028,0.02430035,29.83,-0.69,-45.62259971
620,(주)와이더플래닛,321820,2022,-0.799922419,1.105743333,0.406208054,61.54,8.6,-45.79392053
621,(주)와이비엠넷,57030,2022,0.303742988,0.709095615,0.128238735,15.35,0.07,-56.89391274
622,(주)와이솔,122990,2022,0.517743519,0.311418801,0.181485176,33.97,-0.16,-63.12906871
623,(주)와이어블,65530,2022,0.426760373,0.436898306,0.192022898,6.01,0.36,-56.7551423
624,(주)와이엔텍,67900,2022,0.609411966,0.529350838,0.074505464,-4.57,1.22,-59.10961128
625,(주)와이엠텍,273640,2022,0.554411465,0.019913127,0.041101171,67.25,-1.11,-52.82620446
626,(주)와이오엠,66430,2022,0.013044173,0.986495035,0.003127422,27.14,1.15,-45.97342848
627,(주)와이제이엠게임즈,193250,2022,-0.205984059,0.153643197,0.044552491,23.91,-4.19,-49.45505126
628,(주)와이즈버즈,273060,2022,0.230163682,0.468890131,0.12235324,45.92,-1.35,-52.00660089
629,(주)와이지-원,19210,2022,0.239795848,3.08144174,0.036951552,2.18,2.56,-64.50980029
630,(주)와이지엔터테인먼트,122870,2022,0.224564544,0.228092114,0.021251358,28.44,-0.9,-63.6149565
631,(주)와이티엔,40300,2022,0.389912588,0.447324629,0.001622961,40.88,-1.96,-59.91200274
632,(주)와이팜,332570,2022,-0.034299346,0.523169594,0.640526183,42.3,3.33,-51.93941324
633,(주)우리기술,32820,2022,-0.285000062,0.341136918,0.036387514,9.44,3.83,-46.83925126
634,(주)우리넷,115440,2022,0.198254943,0.641218227,0.012061157,27.45,1.47,-49.71915107
635,(주)우리로,46970,2022,-0.358327183,0.629867192,0.048057208,40.73,0.19,-46.11575594
636,(주)우양,103840,2022,0.141528112,2.987284776,0.035199158,-8.23,1.8,-50.81462181
637,(주)우정바이오,215380,2022,-0.193664863,1.687644463,0.09339699,-33.01,5.8,-51.46804794
638,(주)우주일렉트로닉스,65680,2022,0.70254178,0.500487781,0.141604124,43.32,-0.39,-61.77955523
639,(주)원바이오젠,307280,2022,0.51136568,0.198870342,0.093838792,17.01,4.28,-54.81755867
640,(주)원방테크,53080,2022,0.432356591,1.447869801,0.062315944,26.67,0.31,-62.48819834
641,(주)원익,32940,2022,0.554347509,1.690938682,0.382703143,-5.97,1.36,-54.59756178
642,(주)원익머트리얼즈,104830,2022,0.635337159,0.384427839,0.116228938,18.96,0.08,-65.1099403
643,(주)원익아이피에스,240810,2022,0.464738769,0.2073901,0.060713703,30.95,-0.53,-65.8293655
644,(주)원익큐브,14190,2022,0.27258838,0.520458939,0.002154647,50.67,-0.12,-49.83641428
645,(주)원익큐엔씨,74600,2022,0.263421613,1.307637361,0.008082443,8.63,3.26,-67.1527235
646,(주)원익피앤이,217820,2022,0.245042827,0.916630392,0.091208403,-6.38,0.52,-73.40755397
647,(주)원익홀딩스,30530,2022,0.35717142,1.885311749,0.150319178,-5.44,0.71,-62.27407076
648,(주)원일특강,12620,2022,0.531581527,3.028003679,0.044222624,17.27,0.83,-59.86906144
649,(주)원준,382840,2022,0.300423974,0.184616099,0.169252793,41.74,-0.47,-61.57775329
650,(주)원티드랩,376980,2022,0.542349943,0.117553092,0.06118391,58.64,-0.4,-51.29079096
651,(주)원풍,8370,2022,0.703887758,0.128180598,0.048373579,53.41,-0.78,-57.18067695
652,(주)월덱스,101160,2022,0.55144635,0.247163449,0.075004884,43.57,0.37,-62.20491254
654,(주)웨이브일렉트로닉스,95270,2022,0.064047368,0.431142139,0.008854792,52.21,0.23,-48.65266347
655,(주)웰크론,65950,2022,0.037060401,2.410840458,0.068407709,3.94,0.49,-56.39351512
656,(주)웰크론한텍,76080,2022,0.100356835,1.300548454,0.073979311,10.64,0.03,-53.47045601
657,(주)웹스,196700,2022,0.16989747,0.573261572,0.317758383,10.95,2.28,-46.29706037
658,(주)웹젠,69080,2022,0.74718296,0.134650352,0.136371521,46.9,-4.9,-64.16763674
659,(주)위니아,71460,2022,-0.077899244,7.595398195,0.02497187,-13.85,1.67,-52.1578125
660,(주)위니아에이드,377460,2022,0.212306533,1.90181424,0.174240321,28.7,0.21,-52.48843384
661,(주)위닉스,44340,2022,0.334980211,1.043978101,0.014313461,5.78,1.72,-56.72875535
662,(주)위드텍,348350,2022,0.542071844,0.331775273,0.146337768,54.01,-1.84,-58.40699928
663,(주)위메이드,112040,2022,0.126717074,0.839827358,0.320903058,-22.19,0.46,-68.56499954
664,(주)위메이드맥스,101730,2022,-0.123842338,0.135091541,0.146239926,57.17,0.07,-58.22943151
665,(주)위메이드플레이,123420,2022,0.386289235,1.278331303,0.073027715,12.5,2.62,-56.5273026
666,(주)위세아이텍,65370,2022,0.383694366,0.290856602,0.137390478,0.76,2.27,-52.91491341
667,(주)위지윅스튜디오,299900,2022,-0.031302467,0.191077506,0.016678741,5.15,0.73,-55.0465124
668,(주)위지트,36090,2022,0.293559539,0.349612448,0.44098356,6.97,-0.3,-51.78427603
669,(주)윈스,136540,2022,0.546585543,0.165560265,0.021030525,55.64,-1.61,-60.22824545
670,(주)윈팩,97800,2022,-0.089311818,1.438005705,0.134071478,-24.27,1.76,-54.90257841
671,(주)윈하이텍,192390,2022,0.237831987,2.415424067,0.026306775,-5.41,1.39,-50.81971706
672,(주)윌링스,313760,2022,0.152189876,0.424547409,0.121351708,34.09,0.97,-41.53156799
674,(주)유니온커뮤니티,203450,2022,0.324821937,0.424337237,0.092491298,42.77,0.1,-47.72794601
675,(주)유니크,11320,2022,0.331847447,1.470475366,0.003879203,-1.81,0.59,-59.59143677
676,(주)유니테스트,86390,2022,0.55786444,0.209780324,0.110130877,38.69,0.25,-51.48426188
677,(주)유니테크노,241690,2022,0.464943249,0.440219212,0.041264022,13.09,0.4,-51.28242507
678,(주)유니트론텍,142210,2022,0.220860275,2.277776147,0.017988797,33.78,0.61,-60.07544291
679,(주)유라테크,48430,2022,0.746308285,0.287304659,0.013247611,42.8,-0.45,-52.9500285
680,(주)유바이오로직스,206650,2022,-0.747991559,0.131431619,0.178069843,10.19,0.5,-53.50297487
681,(주)유비케어,32620,2022,0.287050364,0.145867935,0.001072422,31.34,-0.66,-58.95151631
682,(주)유비쿼스,264450,2022,0.482029005,0.257290464,0.146309909,66.18,-1.33,-58.74920766
683,(주)유비쿼스홀딩스,78070,2022,0.935683652,0.134595081,0.129829862,62.58,-2.53,-57.63352784
684,(주)유성티엔에스,24800,2022,0.502029398,2.334242018,0.188946819,-16.24,1.78,-58.11077006
685,(주)유신,54930,2022,0.41919421,1.123778468,0.049884689,26.73,-0.22,-58.55229173
686,(주)유아이디,69330,2022,0.022728498,0.583603949,0.032871889,-1.77,0.63,-46.45483651
687,(주)유에스티,263770,2022,0.509763044,0.249267909,0.045589693,45.08,-0.15,-57.09712155
688,(주)유일로보틱스,388720,2022,0.177129881,0.081278787,0.024190402,39.25,0.31,-46.53570978
689,(주)유진로봇,56080,2022,0.091051754,0.117508313,0.035221342,46.4,-0.27,-50.29125291
690,(주)유진테크,84370,2022,0.723529656,0.172012733,0.011737323,50.63,-0.79,-62.71759315
691,(주)유테크,178780,2022,-6.078800033,0.09379103,0.205075446,36.13,-0.43,-36.81738213
692,(주)유티아이,179900,2022,0.13836478,0.161753199,0.417199462,36.24,1.22,-50.15005762
693,(주)유틸렉스,263050,2022,-1.315030202,0.055697262,21.14351852,54.89,180.58,-53.93781806
694,(주)육일씨엔에쓰,191410,2022,0.023116896,0.692734508,0.024546587,13.36,4.25,-46.56091798
696,(주)율호,72770,2022,-0.195813448,0.8852692,0.051596087,28.77,0.68,-51.01549079
697,(주)이건홀딩스,39020,2022,0.123903832,5.439911735,0.021658608,-4.27,1.52,-64.14447676
698,(주)이글루코퍼레이션,67920,2022,0.371979084,0.323358793,0.029561385,23.2,-0.26,-56.92632516
699,(주)이글벳,44960,2022,0.358546276,0.172575951,0.068006431,32.87,0.13,-52.05567193
700,(주)이노룰스,296640,2022,0.236261047,0.068667094,0.078183723,53.6,-2.09,-52.12904016
701,(주)이노메트리,302430,2022,0.18053438,0.192043601,0.015321622,45.17,-0.13,-51.05115924
702,(주)이노와이어리스,73490,2022,0.547287206,0.238199907,0.000218285,44.02,-0.21,-61.16998942
703,(주)이노인스트루먼트,215790,2022,0.309175356,0.607136511,0.018876251,39.03,2.02,-51.69934177
705,(주)이노테라피,246960,2022,-1.043681443,0.368105017,5.045945946,9.75,186.62,-41.9760859
706,(주)이녹스,88390,2022,1.022335436,0.345515496,0.165477108,5.46,1.79,-52.16350413
707,(주)이녹스첨단소재,272290,2022,0.576627184,0.137171171,0.014578433,41.87,-0.19,-64.74322582
708,(주)이라이콤,41520,2022,0.703230544,0.555179309,0.012837008,57.92,-1.34,-57.22220992
709,(주)이랜시스,264850,2022,0.443088106,0.265592685,0.013996005,20.86,0.35,-55.02904222
710,(주)이랜텍,54210,2022,0.275715799,1.214161387,0.004644582,4.77,0.53,-65.84250438
711,(주)이루다,164060,2022,0.317153917,0.309086766,0.187412225,18.36,1.86,-49.3825487
712,(주)이루온,65440,2022,0.127398894,0.336018795,0.028552739,45.85,-0.99,-47.83392677
713,(주)이미지스테크놀로지,115610,2022,-0.446113927,0.222105498,0.004334535,56.37,-0.06,-43.06832313
714,(주)이브이첨단소재,131400,2022,-0.094813856,0.811740177,0.207611503,-9.45,2.65,-50.57981996
715,(주)이상네트웍스,80010,2022,0.507655097,0.74027027,0.023770047,22.12,0.18,-58.2927847
716,(주)이수앱지스,86890,2022,-0.82295605,0.381865146,0.166261841,6.69,14.68,-52.64455799
717,(주)이스트소프트,47560,2022,0.012825225,1.013928301,0.094899063,37.67,0.96,-52.28369281
718,(주)이엔에프테크놀로지,102710,2022,0.529255797,0.937593917,0.023338484,10.8,0.4,-64.49439727
719,(주)이엔코퍼레이션,66980,2022,-0.116421516,1.12624587,0.006796014,-3.06,1.58,-57.49552099
720,(주)이엘피,63760,2022,0.609803598,0.640914195,0.279772997,20.98,-1.32,-54.35552443
721,(주)이엠넷,123570,2022,0.570783485,0.378373449,0.033747257,50.2,-1.96,-54.14660143
722,(주)이엠앤아이,83470,2022,-1.141238902,0.065815863,0.063150872,36.32,0.96,-45.13759294
723,(주)이엠텍,91120,2022,0.444214701,0.409292943,0.007779678,30.59,0.49,-62.77781621
724,(주)이오테크닉스,39030,2022,0.749863201,0.093546229,0.034667836,56.43,-0.33,-65.46413121
725,(주)이즈미디어,181340,2022,-0.320007803,0.617900978,0.300709557,0.26,5.28,-48.23046352
726,(주)이지,37370,2022,0.01872924,1.622237934,0.011027369,11.09,5.12,-47.97516628
727,(주)이지바이오,353810,2022,0.166263228,0.762953957,0.112312529,14.11,0.76,-56.95398
728,(주)이지트로닉스,377330,2022,0.104919765,0.114998579,0.344347263,55.49,-4.27,-48.85935052
729,(주)이지홀딩스,35810,2022,0.12863312,8.950123299,0.025040736,4.32,0.73,-70.77762332
730,(주)이큐셀,160600,2022,0.057648748,0.942210752,0.061621822,11.66,1.32,-52.56938916
731,(주)이크레더블,92130,2022,0.62684298,0.053378229,0.047422024,70.32,-1.86,-56.36731485
732,(주)이퓨쳐,134060,2022,0.654990167,0.10209208,0.04574516,65.16,-2.16,-44.47811823
733,(주)인바디,41830,2022,0.902668288,0.096327084,0.021293218,47.92,-0.85,-60.66906395
734,(주)인벤티지랩,389470,2022,-0.569875509,0.055166275,1.451664876,65.02,-2.31,-47.1433206
735,(주)인산가,277410,2022,0.211766855,0.610662007,0.108801956,18.46,0.37,-53.52824828
736,(주)인성정보,33230,2022,-0.162274117,1.868087125,0.092907607,24.56,0.55,-53.07915835
737,(주)인지디스플레이,37330,2022,0.290662058,3.772343784,0.033304516,-14.92,0.76,-64.01479121
738,(주)인지소프트,100030,2022,0.699790109,0.186689129,0.254202037,31.4,-2.48,-55.69163536
739,(주)인콘,83640,2022,0.026792953,0.328677234,0.023287349,44.25,0.8,-51.32820486
740,(주)인터로조,119610,2022,0.607940371,0.200196037,0.095495084,30.39,0.81,-60.01906432
741,(주)인터플렉스,51370,2022,-0.30091605,0.418241504,0.063888324,13.9,0.05,-55.9485531
742,(주)인텍플러스,64290,2022,0.352834377,0.279547,0.079512273,33.26,0.24,-56.76889519
743,(주)인텔리안테크놀로지스,189300,2022,0.15306836,0.306927502,0.175854509,21.48,0.26,-63.6416358
744,(주)인트로메딕,150840,2022,-1.656296919,0.068610307,2.444343217,9.09,16.02,-44.57863997
745,(주)인트론바이오테크놀로지,48530,2022,0.131591456,0.125256759,0.018919112,57.97,12.79,-49.70351267
746,(주)인포마크,175140,2022,-0.528811722,0.568211362,0.208740186,35.96,2.67,-45.26959784
747,(주)인포바인,115310,2022,0.977596095,0.120323358,0.057064957,63.13,-7,-56.64547176
748,(주)인피니트헬스케어,71200,2022,0.477740322,0.25886137,0.097308747,56.38,-1.18,-52.47838828
749,(주)일승,333430,2022,0.079800643,0.435529684,0.078001753,11.22,0.12,-48.86129637
750,(주)일신바이오베이스,68330,2022,0.769191288,0.06736857,0.057211374,62.87,-1.87,-53.07528705
751,(주)일야,58450,2022,-0.892928633,0.275587098,0.387766101,-0.87,4.77,-41.04243123
752,(주)일지테크,19540,2022,0.218830391,8.703888704,0.372362478,-25.43,2.04,-57.16855163
753,(주)일진파워,94820,2022,0.549708768,0.359999874,0.010070658,32.69,-0.52,-56.55373154
754,(주)잉크테크,49550,2022,-0.344233741,0.436274602,0.046134846,11.12,0.98,-49.60053262
756,(주)자비스,254120,2022,-0.6620568,0.507636086,0.081171885,-8.19,2.87,-44.70846331
757,(주)자연과환경,43910,2022,-0.275417998,0.564242717,0.078100885,11.56,0.44,-48.60698606
758,(주)자이언트스텝,289220,2022,-0.10885986,0.060423634,0.128163466,49.53,-3.29,-49.73577408
759,(주)장원테크,174880,2022,-0.8892326,0.832754778,0.438818249,9.15,1.79,-48.960474
760,(주)저스템,417840,2022,0.385605244,0.370497217,0.042538884,47.7,0.36,-48.82484651
761,(주)정다운,208140,2022,0.324611804,1.084552331,0.012816933,19.94,-0.08,-58.6561975
762,(주)정상제이엘에스,40420,2022,0.50504098,0.195617704,0.082912124,-3.12,-0.05,-57.93296546
763,(주)정원엔시스,45510,2022,0.078937171,1.30339392,0.024412541,23.22,0.23,-49.2523372
764,(주)제넥신,95700,2022,-0.595702979,0.229413949,1.073920317,-6.83,18.97,-53.06578455
765,(주)제넨바이오,72520,2022,-1.428188498,0.879173582,2.441054092,-18.05,29.8,-48.61351162
766,(주)제노레이,122310,2022,0.638251191,0.161877725,0.011343276,48,-0.74,-56.99247749
767,(주)제노코,361390,2022,0.166979747,0.19737272,0.147953851,18.46,0.01,-55.87056501
768,(주)제노포커스,187420,2022,-0.275019789,0.870306816,0.311560319,-28.69,19.13,-50.66632455
769,(주)제놀루션,225220,2022,0.601997309,0.228864327,0.027596166,43.6,-0.93,-49.36076071
770,(주)제닉,123330,2022,-0.307220978,0.467954545,0.112118032,3.95,1.28,-42.43475213
771,(주)제로투세븐,159580,2022,0.045185632,0.144102554,0.093338939,32.86,-0.07,-48.824558
772,(주)제우스,79370,2022,0.396248634,1.245732793,0.053251764,27.41,0.34,-64.37048381
773,(주)제이브이엠,54950,2022,0.504425734,0.297656158,0.006994041,21.22,-1.04,-60.66005895
774,(주)제이스텍,90470,2022,0.719179882,0.357069721,0.0062665,32.1,0.71,-62.4466317
775,(주)제이시스메디칼,287410,2022,0.287805415,0.0628227,0.015109395,40.55,0.31,-52.88089015
776,(주)제이아이테크,417500,2022,0.329162996,0.279586418,0.264257052,43.81,0.29,-54.94102137
777,(주)제이앤티씨,204270,2022,0.357690651,0.550818526,0.444363862,-3.18,3.06,-56.60049273
778,(주)제이에스티나,26040,2022,0.272002298,0.310752888,0.028877761,46.38,-0.38,-54.00732781
779,(주)제이엘케이,322510,2022,-1.357711046,0.408556008,0.412884334,19.94,10.69,-42.00889341
781,(주)제이와이피엔터테인먼트,35900,2022,0.529151931,0.04430119,0.058246505,33.01,-0.32,-64.86288341
782,(주)제이웨이,58420,2022,-36.66334842,0.767493731,0.430215827,-373.4,5.7,-19.9943694
783,(주)제이티,89790,2022,0.448662758,0.373473404,0.031456529,41.97,-0.34,-50.72426942
784,(주)제일바이오,52670,2022,0.336275452,0.035818985,0.614828328,74.35,-2.75,-46.65536086
785,(주)제일테크노스,38010,2022,0.346072922,1.637412302,0.02318237,5.46,0.83,-58.14279249
786,(주)제주반도체,80220,2022,0.32866664,0.270036962,0.153601792,55.22,0.02,-52.00571583
787,(주)제테마,216080,2022,-0.16883634,0.563123722,0.276579554,-13.9,19.93,-53.76526281
788,(주)젠큐릭스,229000,2022,-1.773570719,0.684015295,5.861273935,-47.95,10.93,-41.18664977
789,(주)젬백스&카엘,82270,2022,-0.435673501,0.035552411,0.219632209,29.32,0.36,-51.92683131
790,(주)젬백스링크,64800,2022,0.074072634,0.327382714,0.021384385,52.17,-1.01,-56.85468477
791,(주)조이시티,67000,2022,0.000238235,0.537478964,0.029051344,-3.68,1.15,-52.43960884
792,(주)좋은사람들,33340,2022,-0.860263485,0.099547491,0.033987822,47.05,1.6,-46.80873424
793,(주)중앙디앤엠,51980,2022,-1.927720869,0.283936753,0.244949234,16.85,2,-46.73492998
794,(주)중앙백신연구소,72020,2022,0.595303807,0.178477547,0.07740655,22.88,0.22,-56.76141964
795,(주)중앙에너비스,440,2022,0.58730409,0.037898679,0.025118331,15.25,0.43,-53.53032359
796,(주)지노믹트리,228760,2022,0.245387024,0.299496268,0.352340454,39.63,5.93,-68.85790565
797,(주)지놈앤컴퍼니,314130,2022,-1.371081579,0.091306507,0.951366702,61.14,-4.8,-155.5623345
798,(주)지니뮤직,43610,2022,0.05124624,0.801978493,0.037154062,15.74,0.3,-56.33023146
799,(주)지니틱스,303030,2022,-0.285714286,0.189230737,0.046503205,53.5,-1.12,-41.49892883
800,(주)지란지교시큐리티,208350,2022,0.027125637,1.296387203,0.092439931,28.54,-1,-51.4568695
801,(주)지씨셀,144510,2022,0.169084639,0.175552241,0.1789175,0.77,0.68,-65.03358946
803,(주)지아이텍,382480,2022,0.292296399,0.170115338,0.045425883,38.74,-0.39,-58.32470217
804,(주)지앤비에스엔지니어링,382800,2022,0.368065866,0.196793815,0.170767777,62.37,-0.18,-50.08097564
805,(주)지어소프트,51160,2022,-0.051262346,0.761290948,0.042889634,44.35,0.12,-55.60493473
806,(주)지에스이,53050,2022,0.200462214,1.014373067,0.069129523,3.74,-0.81,-58.10839837
807,(주)지엔씨에너지,119850,2022,0.526583316,0.913632129,0.381363349,29.11,0.3,-51.8054433
808,(주)지엔코,65060,2022,-0.472105708,2.647446293,0.028120551,8.46,2.76,-52.5264149
809,(주)지오엘리먼트,311320,2022,0.572273164,0.034257466,0.139195418,65.93,-1.69,-54.95843323
810,(주)지티지웰니스,219750,2022,-1.274006925,1.138390084,2.291786975,-20.31,27.07,-42.1239397
811,(주)진로발효,18120,2022,0.7437973,0.124437268,0.058049745,46.67,-0.58,-55.02193844
812,(주)진매트릭스,109820,2022,-0.522255658,0.093317457,0.632067059,51.01,-0.97,-44.51150995
813,(주)진바이오텍,86060,2022,0.282881279,0.533090899,0.062857212,47.39,0.02,-46.92655619
814,(주)진성티이씨,36890,2022,0.438114183,0.653435963,0.022476313,30.2,0.54,-63.21611351
815,(주)진시스템,363250,2022,-0.509020712,0.104699798,0.705995073,69.19,-3.01,-40.85636751
816,(주)차바이오텍,85660,2022,0.023744748,1.305656176,0.058049949,2.65,1.69,-61.92491205
817,(주)차백신연구소,261780,2022,-0.877941345,0.210270451,8.525139665,52.61,863.63,-44.89806274
818,(주)창해에탄올,4650,2022,0.636399518,0.60532167,0.025742484,2.75,1.2,-58.70066054
819,(주)천보,278280,2022,0.266994928,0.194143381,0.069129931,35.55,1.25,-65.12609337
820,(주)청담글로벌,362320,2022,0.143201808,0.139526742,0.014082423,58.03,0.42,-50.11875665
821,(주)체리부로,66360,2022,-0.108628172,3.802886888,0.014510798,-22.01,1.44,-53.82737922
822,(주)초록뱀미디어,47820,2022,-0.089761574,0.68672293,0.295815978,6.37,3.23,-55.74042354
