,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수
274,(주)비케이홀딩스,50090,2022,-2.515488483,0.208385405,0.070622939,58.17,-2.17,-46.85502325
275,(주)비투엔,307870,2022,0.065331318,0.364665474,0.073994757,27.56,2.22,-45.7862549
276,(주)비트나인,357880,2022,-0.396857099,0.525327018,0.178357236,50.19,2.09,-49.23716233
277,(주)비트컴퓨터,32850,2022,0.575453664,0.109320328,0.035491675,28.57,-0.52,-55.22524919
278,(주)비피도,238200,2022,0.464240858,0.035207824,0.022635297,39.97,-4.33,-46.98454039
279,(주)빅솔론,93190,2022,0.74810561,0.281780219,0.043641674,45.1,-0.94,-61.88688815
280,(주)빅텍,65450,2022,0.271681287,0.216088804,0.215354622,35.59,0.07,-49.19613802
281,(주)사람인에이치알,143240,2022,0.64401062,0.121888169,0.055057575,15.79,-0.64,-61.31697859
282,(주)산돌,419120,2022,0.193457972,0.111723157,0.097547684,48.67,-0.37,-56.85622471
283,(주)삼기,122350,2022,0.056889522,2.769530683,0.13356037,-6.08,1.35,-55.93680042
285,(주)삼보판지,23600,2022,0.694259705,0.926153521,0.015747125,20.84,-0.01,-64.54239243
286,(주)삼양옵틱스,225190,2022,0.490918867,0.135966759,0.071377873,42.87,0.07,-54.07547152
287,(주)삼영에스앤씨,361670,2022,0.059491484,0.073182122,0.069145036,78.93,-1.96,-44.70090951
288,(주)삼일,32280,2022,0.276642674,1.301424506,0.00313115,-19.83,0.96,-50.91329294
289,(주)삼일기업공사,2290,2022,0.767812453,0.237049209,0.1349376,75.34,-1.58,-54.4252368
290,(주)삼진,32750,2022,0.760486475,0.510088672,0.06395555,43.16,0.08,-56.86792117
291,(주)삼진엘앤디,54090,2022,0.130241741,1.759456482,0.012449217,14.95,0.85,-52.29482302
292,(주)삼표시멘트,38500,2022,0.282116285,2.11372059,0.07037148,-0.46,3.09,-68.18229049
293,(주)삼화네트웍스,46390,2022,0.298970805,0.173508144,0.070756035,33.59,0.45,-53.07922245
294,(주)상보,27580,2022,0.045335922,0.581040431,0.121239542,26.46,1.69,-48.83633182
295,(주)상상인,38540,2022,0.107005686,16.07763552,0.02657395,51.82,0.56,-75.45120663
296,(주)상상인인더스트리,101000,2022,-1.2189715,1.11398951,0.047078424,-29.21,1.66,-46.54687837
297,(주)상아프론테크,89980,2022,0.321408267,0.348423699,0.045159973,7.34,2.48,-61.96125837
298,(주)상지카일룸,42940,2022,-0.407745201,3.505822977,0.345958292,12,7.7,-56.71324095
299,(주)새로닉스,42600,2022,0.530692649,0.774630467,0.415430769,-7.3,1.58,-55.93005758
300,(주)새빗켐,107600,2022,0.220733994,0.071298036,0.069899846,65.42,-0.59,-55.9604627
302,(주)샘씨엔에스,252990,2022,0.162779317,0.444631903,0.036513099,46.94,-2.35,-53.74552623
303,(주)샤페론,378800,2022,-2.543113994,0.036805513,1.3605,84.93,-18.69,-52.85980879
304,(주)서남,294630,2022,-3.237615354,0.219861397,0.191044776,1.52,4.43,-51.58499412
305,(주)서린바이오사이언스,38070,2022,0.503140084,0.471570676,0.139962502,29.88,0.63,-56.53647981
306,(주)서부티엔디,6730,2022,0.212904697,2.671490451,0.098158648,-31.28,23.87,-66.92896136
307,(주)서산,79650,2022,0.59585599,0.180842105,0.059312898,64.8,-2.83,-49.0777772
308,(주)서연탑메탈,19770,2022,0.467289296,1.200158035,0.055981922,23.47,0.42,-57.86888235
309,(주)서울리거,43710,2022,-0.714835971,0.243090464,0.207479964,53.46,-1.87,-40.99257852
310,(주)서울옥션,63170,2022,0.220149119,0.223689713,0.575910913,40.44,3.06,-54.93342819
311,(주)서울제약,18680,2022,-0.310982252,0.460488823,0.018638752,19.42,1.6,-48.04342549
312,(주)서원인텍,93920,2022,0.746470684,0.387349668,0.016676663,64.91,-0.63,-61.02162307
313,(주)서전기전,189860,2022,0.480141149,0.293114922,0.012444532,8.26,0.42,-41.07543009
314,(주)서진시스템,178320,2022,0.098793051,1.285227036,0.028651636,4.74,3.61,-62.65996618
315,(주)서진오토모티브,122690,2022,0.027161571,14.63767088,0.032152185,-15.38,0.73,-60.45695424
316,(주)서플러스글로벌,140070,2022,0.417279761,1.408712126,0.028779888,27.82,1.59,-61.08974411
317,(주)서한,11370,2022,0.332897821,5.714193119,0.283005015,41.75,0.26,-64.20855295
318,(주)서희건설,35890,2022,0.328198985,3.312462336,0.035494957,19.52,-0.24,-68.16100487
319,(주)석경에이티,357550,2022,0.454742092,0.027999091,0.097440467,43.46,-0.24,-46.19062811
320,(주)선광,3100,2022,0.425353591,0.331104106,0.209020512,2.74,5.44,-63.37854921
321,(주)선익시스템,171090,2022,0.230087291,0.222386442,0.12347913,30.25,0.16,-51.57417973
322,(주)성광벤드,14620,2022,0.885916519,0.146116902,0.073025006,43.7,-0.38,-65.47376502
323,(주)성도이엔지,37350,2022,0.460240311,3.556616161,0.001909881,24.98,-0.25,-62.50805266
324,(주)성우하이텍,15750,2022,0.288060246,5.918609626,0.040595569,-7.74,0.97,-71.94403683
325,(주)성창오토텍,80470,2022,0.269593716,1.490605802,0.056671267,1.59,0.31,-57.82056993
326,(주)세경하이테크,148150,2022,0.627543103,0.247873643,0.118251889,19.63,0.6,-55.16225118
327,(주)세동,53060,2022,-0.047694623,3.308451482,0.048125292,-8.29,1.55,-51.01826434
328,(주)세림비앤지,340440,2022,0.203581177,0.279544457,0.039047329,24.02,0.14,-47.77370322
329,(주)세보엠이씨,11560,2022,0.404281127,3.230419353,0.036926497,28.37,0.07,-63.95919008
330,(주)세아메카닉스,396300,2022,0.530804007,0.128083396,0.010965438,29.48,-0.41,-46.68047421
331,(주)세운메디칼,100700,2022,0.869337782,0.058289548,0.022622929,64.08,-1.17,-57.5715406
332,(주)세원물산,24830,2022,0.695685353,1.011870731,0.111760375,24.71,-0.62,-60.45569088
333,(주)세종메디칼,258830,2022,-0.509565847,0.709934934,5.70030467,-50.14,24.56,-49.88371794
334,(주)세중,39310,2022,0.229311833,0.87731717,0.065758238,36.74,-1.2,-48.46889139
335,(주)세진티에스,67770,2022,0.544679763,0.075466339,0.176399395,68.29,-3.16,-45.71672757
336,(주)세코닉스,53450,2022,0.15437942,2.416294034,0.076627969,-2.66,1.02,-54.99242264
337,(주)세토피아,222810,2022,-1.042796102,0.795951217,0.288788776,-6.07,2.73,-49.34886833
338,(주)세화피앤씨,252500,2022,0.456688852,0.067284867,0.017616498,64.5,-0.31,-50.7958745
339,(주)센코,347000,2022,-0.019235778,0.315655314,0.049334608,19.34,3.2,-49.70948899
340,(주)셀레믹스,331920,2022,-2.190176039,0.076490867,0.074120747,58.38,-7.61,-41.5932099
341,(주)셀루메드,49180,2022,-0.774084241,0.209957001,0.023753942,33.94,1.49,-49.2909613
342,(주)셀리드,299660,2022,-0.894868831,0.204816263,22.18541667,0.96,140.08,-42.58179348
343,(주)셀리버리,268600,2022,-2.250221356,0.170926448,0.810864496,-30.18,22.93,-60.52266062
344,(주)셀바스에이아이,108860,2022,-0.262901107,0.231666847,0.051937329,26.09,1.57,-50.35650325
345,(주)셀바스헬스케어,208370,2022,-0.341920323,0.269528997,0.09387416,30.61,1.38,-45.13371487
346,(주)셀트리온제약,68760,2022,0.152068031,0.09631751,0.077727697,16.66,1.33,-57.26740497
347,(주)셀트리온헬스케어,91990,2022,0.18335051,0.260709604,0.027857385,45.59,0.3,-72.0180785
348,(주)셀피글로벌,68940,2022,-0.00904458,0.350523437,0.395871826,31.91,1.74,-46.51471073
349,(주)소룩스,290690,2022,0.334726871,0.474436022,0.357932589,8.47,-0.23,-50.71658502
350,(주)소프트센,32680,2022,0.14160321,0.724109179,0.138375152,30.63,1.97,-48.40254927
351,(주)손오공,66910,2022,-1.056280525,0.693696687,0.120270534,3.16,2.8,-45.19119575
352,(주)솔고바이오메디칼,43100,2022,-0.147482882,0.793251983,0.098392888,30.41,2.81,-44.77432798
353,(주)솔루에타,154040,2022,0.142187954,3.297283438,0.080121871,-12.38,4.17,-53.22847431
354,(주)솔본,35610,2022,0.00250145,0.385298208,0.604950115,39.95,-1.18,-49.41858085
355,(주)솔트룩스,304100,2022,-0.190305571,0.224092732,0.242033384,19.61,2.2,-48.89954639
356,(주)쇼박스,86980,2022,0.413944196,0.121697007,0.337767271,45.35,-1.01,-49.12241041
357,(주)수산아이앤티,50960,2022,0.521857405,0.176740864,0.11767007,18.25,-0.7,-56.15445994
358,(주)수성샐바시온,84180,2022,-0.391421427,0.495944424,0.012379642,2.37,7.3,-50.21601935
359,(주)수젠텍,253840,2022,0.389787475,0.198148821,0.036982613,53.52,-0.67,-60.94368594
360,(주)슈프리마,236200,2022,0.552916346,0.076977232,0.011163686,54.09,-4.54,-54.57047723
361,(주)슈프리마아이디,317770,2022,0.253378715,0.051106765,0.013728611,74.84,-2.97,-47.59186421
362,(주)슈프리마에이치큐,94840,2022,0.716525616,0.166708118,0.217603308,37.29,-5.09,-53.5813681
363,(주)슈피겐코리아,192440,2022,0.747337418,0.238557614,0.027091519,42.76,-1.17,-63.01345514
364,(주)스마트솔루션즈,136510,2022,-3.448349082,0.152360636,6.403846154,-140,20.56,-41.3813784
365,(주)스맥,99440,2022,-0.175153297,2.033835343,0.000307262,5.44,2.63,-53.51639261
366,(주)스카이문스테크놀로지,33790,2022,-0.465438152,0.123889401,0.032351394,47.67,-0.9,-44.44811729
367,(주)스코넥엔터테인먼트,276040,2022,-1.568967837,0.022508977,0.03431238,81.45,-9.17,-41.64732667
368,(주)스킨앤스킨,159910,2022,-2.735373206,0.089956889,0.204428665,47.42,-0.13,-41.42066815
369,(주)스타플렉스,115570,2022,0.353529174,0.958243414,0.084565641,11.92,1.23,-52.65297151
371,(주)스튜디오산타클로스엔터테인먼트,204630,2022,-0.395581562,2.997007309,2.239326876,7.09,7.6,-52.80372731
372,(주)스페코,13810,2022,0.319445092,0.522108586,0.255984556,38.98,-4.51,-48.00569066
373,(주)승일,49830,2022,0.71342453,0.430878316,0.006134429,30.15,-0.05,-56.85162433
374,(주)시공테크,20710,2022,0.553740501,0.457771084,0.101039837,13.16,-2.48,-56.56921478
375,(주)시너지이노베이션,48870,2022,-0.371274893,0.241432216,0.32804512,25.85,5.13,-50.7923169
376,(주)시노펙스,25320,2022,-0.108086473,0.58452965,0.085317177,-0.82,1.44,-54.7027955
377,(주)시스웍,269620,2022,-0.271914132,0.416047366,0.112971985,0.73,11.43,-48.74677286
378,(주)시큐브,131090,2022,0.747149794,0.11114082,0.202437422,77.58,-2.7,-54.19093616
379,(주)시티랩스,139050,2022,-0.744951328,0.497330774,0.39146535,17.73,4.59,-45.92302906
380,(주)신도기연,290520,2022,0.507640912,0.133965705,0.031262893,44.3,-1.1,-46.25654484
381,(주)신스틸,162300,2022,0.245791454,0.280406652,0.048801675,23.17,0.74,-50.52932494
382,(주)신진에스엠,138070,2022,0.557236569,0.733016185,0.057670562,34.14,0.89,-55.13644207
383,(주)신테카바이오,226330,2022,-1.031657958,0.208894478,16.41393443,27.37,114.54,-44.9506996
384,(주)신화콘텍,187270,2022,0.332712829,0.838684732,0.094355574,19.13,1.04,-45.37964433
385,(주)실리콘투,257720,2022,0.253784361,0.222215289,0.007914226,34.54,-0.31,-51.05223125
386,(주)심텍,222800,2022,0.378531555,0.775904271,0.111562507,2.4,0.34,-71.24846686
387,(주)심텍홀딩스,36710,2022,0.097823048,5.704827263,0.137181752,-0.66,0.52,-71.28085913
388,(주)싸이맥스,160980,2022,0.43820339,0.567805461,0.043249118,34.55,-0.59,-58.47394752
389,(주)싸이버원,356890,2022,0.496046098,0.095936509,0.060648677,59.07,-2.38,-52.05150977
390,(주)싸이토젠,217330,2022,-1.268850073,0.12285854,16.28383706,-35.28,447.41,-48.9341947
391,(주)썸에이지,208640,2022,-1.34893617,0.159130542,0.764517933,79.27,-6.13,-41.94244416
392,(주)쎄노텍,222420,2022,0.157299755,0.796749255,0.122656992,4.63,7.44,-48.27688183
393,(주)쎄니트,37760,2022,0.262319222,1.805272437,0.046240717,4.86,0.61,-59.67942315
394,(주)쎄트렉아이,99320,2022,0.163555916,0.504882796,0.295026161,50.46,-1.44,-59.26516709
395,(주)쎌바이오텍,49960,2022,0.99269676,0.064893617,0.089716186,58.93,-1.63,-57.76074053
396,(주)쏠리드,50890,2022,0.157035468,0.578621186,0.052622361,5.05,0.63,-64.05441671
397,(주)씨씨에스충북방송,66790,2022,-0.131091861,0.247816724,0.198078115,36.16,-0.93,-43.9528417
398,(주)씨앤씨인터내셔널,352480,2022,0.264172874,0.147051574,0.058450607,33.1,-0.42,-52.75709484
399,(주)씨앤투스,352700,2022,0.388280691,0.145525151,0.078313934,39.21,-1.25,-59.62980648
400,(주)씨에스,65770,2022,-0.645836387,0.547898723,0.061506978,38.76,0.31,-43.2217704
401,(주)씨에스에이코스믹,83660,2022,-1.449543669,0.820181607,0.065621987,-9.71,0.91,-41.4481828
402,(주)씨엔알리서치,359090,2022,-0.096969095,0.556632762,0.028970267,-2.12,0.28,-47.33995949
403,(주)씨엔플러스,115530,2022,-1.016413635,0.685726057,0.040006505,6.33,0.94,-46.59960274
404,(주)씨유메디칼시스템,115480,2022,-0.261282229,0.488535916,0.129054241,23.22,0.76,-49.43362564
405,(주)씨이랩,189330,2022,-0.224305556,0.099931152,0.039506921,63.85,-3.29,-45.18149118
406,(주)씨제이이엔엠,35760,2022,0.114232364,2.607998623,0.381361694,-11.24,1.46,-70.54304456
407,(주)씨젠,96530,2022,0.836206066,0.169300272,0.160008482,52.65,-0.2,-68.18051382
408,(주)씨티씨바이오,60590,2022,-0.172841937,0.603490501,0.073750348,8.08,1.6,-53.89347636
409,(주)씨티케이,260930,2022,0.197207611,0.265560555,0.178010698,32.85,-0.07,-55.17375106
410,(주)아가방앤컴퍼니,13990,2022,0.5,0.409598168,0.013871201,34.6,-0.1,-52.47101912
411,(주)아나패스,123860,2022,-0.47625969,0.230650148,0.047306662,29.77,-0.77,-48.39528964
412,(주)아난티,25980,2022,0.03412465,2.120312596,0.027825761,-12.89,7.63,-60.05935996
413,(주)아모그린텍,125210,2022,-0.044018303,0.448217656,0.010138748,2.58,1.3,-52.61920324
414,(주)아모센스,357580,2022,-0.133574166,0.389187933,0.028168344,31.29,2.84,-49.55929509
415,(주)아모텍,52710,2022,0.308201733,0.878911855,0.058545111,6.13,2.45,-56.11655471
416,(주)아미노로직스,74430,2022,-1.346011299,0.025995015,0.457548378,72.22,-1.78,-47.33412327
417,(주)아바코,83930,2022,0.434785732,0.555696879,0.111873113,31.21,-0.58,-60.62470864
418,(주)아바텍,149950,2022,0.713353571,0.056084148,0.031946874,29.03,-2.78,-51.29465282
419,(주)아셈스,136410,2022,0.256520776,0.372256055,0.123668784,27.91,0.91,-50.62522773
420,(주)아스타,246720,2022,-3.692026335,0.072755012,0.350672646,62.02,1.01,-39.60980704
421,(주)아스트,67390,2022,-0.142040206,3.491704188,0.139014069,-11.17,9.33,-57.44014329
422,(주)아스플로,159010,2022,0.293247126,0.449115843,0.122935842,9.89,1.35,-51.40916449
423,(주)아시아경제,127710,2022,0.136066778,9.14841042,0.719516201,-10.99,0.46,-62.63697132
424,(주)아우딘퓨쳐스,227610,2022,-0.572807393,0.466906514,0.359423598,-29.29,2.98,-44.4625783
425,(주)아이디스,143160,2022,0.346450951,0.311777443,0.050462539,47.73,-0.87,-63.32025345
426,(주)아이디스홀딩스,54800,2022,0.190319009,2.620727701,0.072186863,46.53,-0.16,-64.45758816
427,(주)아이비김영,339950,2022,0.106899607,0.464211452,0.195075714,-8.07,0.12,-50.21689366
428,(주)아이센스,99190,2022,0.475881398,0.320032368,0.034946023,31.72,-0.09,-61.99509403
429,(주)아이스크림에듀,289010,2022,0.284558371,0.493381883,0.00294377,30.75,-0.36,-49.57440525
430,(주)아이씨디,40910,2022,0.478864198,0.307376026,0.05879625,34.66,0.52,-59.0924339
431,(주)아이씨에이치,368600,2022,0.142595045,0.156688808,0.188598221,33.84,1.08,-45.35244976
432,(주)아이앤씨테크놀로지,52860,2022,0.198388305,0.472874815,0.082645677,24.19,0.67,-48.75864381
433,(주)아이에스시,95340,2022,0.476726408,0.165736766,0.120080952,22.42,-0.54,-64.23682999
434,(주)아이에스이커머스,69920,2022,0.014515503,0.023202253,1.357808219,61.85,-34.14,-41.33918298
435,(주)아이에이,38880,2022,0.042919414,0.297985399,0.071454558,0.36,0.96,-51.49131976
436,(주)아이엘사이언스,307180,2022,-0.085158418,0.748309175,0.010759687,-12.11,5.79,-43.42539627
437,(주)아이엠,101390,2022,0.063385914,0.773803698,0.010231726,17.95,1.1,-46.73283659
438,(주)아이엠비씨,52220,2022,0.543370331,0.166365109,0.047387273,15.39,-2.72,-48.69338511
439,(주)아이오케이컴퍼니,78860,2022,-0.973402805,1.057047991,3.094379416,-5.59,20.47,-48.08119243
440,(주)아이윈,90150,2022,0.112189581,1.90646522,0.069007149,-16.41,2.76,-57.84863323
441,(주)아이윈플러스,123010,2022,0.036860999,0.351530004,0.042501072,31.39,-1.03,-51.262518
442,(주)아이즈비전,31310,2022,0.388545677,1.862369473,0.058771957,21.8,0.98,-53.64801397
443,(주)아이컴포넌트,59100,2022,0.075547887,0.448846582,0.180507562,20.63,0.78,-48.87900789
444,(주)아이퀘스트,262840,2022,0.460085736,0.148969077,0.154056207,20.09,-1.11,-57.06606652
445,(주)아이톡시,52770,2022,-0.588833204,0.160568949,0.061409432,29.59,1.5,-43.3494505
446,(주)아이티센,124500,2022,0.004551459,7.780576597,0.035158375,10.02,0.14,-59.63602817
447,(주)아이티아이즈,372800,2022,-0.151496244,0.371424413,0.072821227,34.96,-0.02,-43.90796506
448,(주)아이티엑스에이아이,99520,2022,-1.457168277,0.057710985,0.001276276,80.67,0.75,-44.05024829
449,(주)아이티엠반도체,84850,2022,0.025797475,0.769105226,0.067165817,-19.21,1.37,-59.08972284
450,(주)아이패밀리에스씨,114840,2022,0.312259795,0.209071303,0.00341009,49.81,-0.5,-54.33811853
451,(주)아즈텍더블유비이,32080,2022,0.538132252,0.805967973,0.119914677,36.26,-1.19,-58.70658281
452,(주)아진엑스텍,59120,2022,0.540608634,0.089147494,0.099013785,51.87,-0.31,-52.30365001
453,(주)아톤,158430,2022,0.133044903,0.513232716,0.139440806,14.91,2.02,-57.52543516
454,(주)아프리카티비,67160,2022,0.477267401,0.274020613,0.131428644,32.86,-0.63,-65.20944712
455,(주)안랩,53800,2022,0.590069331,0.12825858,0.084851409,48.87,-2.06,-62.6058443
456,(주)안트로젠,65660,2022,-0.042043615,0.121222346,0.737672584,38.19,5.7,-48.52188063
457,(주)알로이스,297570,2022,0.353677885,0.201895406,0.182264125,68.38,1.57,-45.51682236
458,(주)알비더블유,361570,2022,0.086951418,0.445172573,0.15960752,6.46,-0.15,-50.22555693
459,(주)알에프세미,96610,2022,-0.037201727,1.878177011,0.391238943,10.88,7.37,-48.35613313
460,(주)알에프텍,61040,2022,0.226021789,0.822989548,0.04151944,26.28,-0.13,-56.68082883
461,(주)알엔투테크놀로지,148250,2022,0.269785753,0.251430472,0.235574088,25.04,2.39,-54.55351946
462,(주)알체라,347860,2022,-0.831049842,0.172898572,0.017945712,72.69,22.98,-45.63537465
463,(주)알테오젠,196170,2022,0.073286081,0.050801101,0.270672777,20.69,-11.95,-52.3229979
464,(주)알톤스포츠,123750,2022,-0.165309309,0.292058411,0.050235785,47.21,0.4,-43.82459156
465,(주)알티캐스트,85810,2022,-0.188433556,0.437824571,1.283919945,-4.02,5.98,-44.19851591
466,(주)알파홀딩스,117670,2022,-0.351691668,1.140503876,0.427286157,4.27,1.95,-50.57556422
468,(주)압타머사이언스,291650,2022,-0.981772374,0.221070251,3.74301676,77.61,-73.99,-46.64386179
469,(주)애니플러스,310200,2022,0.150503066,0.316974111,0.271111799,7.89,3.05,-51.29557204
470,(주)애드바이오텍,179530,2022,-0.437616868,0.482972527,1.061700527,7.51,-55.44,-41.4020313
471,(주)액션스퀘어,205500,2022,-1.508599341,0.090757776,1.847222222,53.94,-1.04,-44.5790633
472,(주)액토즈소프트,52790,2022,0.192800679,1.269428986,0.281766459,26.82,-9.16,-55.39867573
473,(주)액트로,290740,2022,0.316832221,0.470795737,0.095465484,23.6,-0.17,-57.66987548
474,(주)앤디포스,238090,2022,0.129324995,0.280416004,0.101363718,43.25,0.21,-53.21869859
475,(주)앤씨앤,92600,2022,-0.447342061,1.067460273,0.166576668,56.6,0.71,-48.14439166
476,(주)앱코,129890,2022,0.013907969,0.713668772,0.037005674,43.34,0.79,-47.45111781
477,(주)야스,255440,2022,0.476679539,0.557510682,0.045811136,26.29,-2.26,-52.96026188
478,(주)어반리튬,73570,2022,0.361799787,0.150875288,4.478355292,-3.76,7.24,-53.43854662
479,(주)어스앤에어로스페이스,263540,2022,-1.267019929,0.316627321,0.140626852,6.86,8.31,-43.84204355
480,(주)얼라인드제네틱스,238120,2022,-0.032573643,0.148735022,0.008070966,49.37,-0.02,-45.3967936
481,(주)에너토크,19990,2022,0.598241206,0.075613139,0.066382623,35.19,-1.53,-53.09539974
482,(주)에스디생명공학,217480,2022,-0.54453783,1.576374396,0.314691063,-21.75,4.4,-45.81046251
483,(주)에스디시스템,121890,2022,-1.129844816,0.422611409,0.042672356,33.43,-0.01,-41.5184754
484,(주)에스비비테크,389500,2022,-0.551133223,0.081773233,0.415394913,33.83,6.25,-43.92088735
485,(주)에스비에스콘텐츠허브,46140,2022,0.593507424,0.594765847,0.180793362,52.01,-0.69,-51.14087211
486,(주)에스씨디,42110,2022,0.351203881,0.537589608,0.028377088,49.06,-0.47,-54.37213135
487,(주)에스아이리소스,65420,2022,-0.366184539,0.084836749,0.73987704,55.53,-0.99,-46.64113501
488,(주)에스앤더블류,103230,2022,0.409688079,1.081614549,0.037927588,40.29,-0.05,-48.54019119
489,(주)에스앤디,260970,2022,0.508988836,0.23746923,0.021291106,65.92,-1.35,-55.98173795
490,(주)에스앤에스텍,101490,2022,0.349146637,0.064324248,0.060385241,28.09,-0.73,-61.63783945
491,(주)에스에너지,95910,2022,-0.133171608,3.968634833,0.017600422,17.95,1.4,-48.92192791
492,(주)에스에스알,275630,2022,0.258143297,0.10287947,0.165081142,74.08,-3.61,-46.39193263
493,(주)에스에이엠지엔터테인먼트,419530,2022,-0.650565329,0.136148737,0.307821785,37.2,0.83,-49.0910308
494,(주)에스에이엠티,31330,2022,0.323204271,1.273311883,0.01102152,38.57,0.24,-64.03433247
495,(주)에스에이티,60540,2022,0.315479436,1.220645967,0.018415287,13.57,0.52,-58.21032214
496,(주)에스에이티이엔지,351320,2022,0.059011668,0.349319565,0.017089607,29.33,0.77,-51.93310039
497,(주)에스에프에이,56190,2022,0.568375986,0.392123241,0.041117548,40.34,-0.31,-69.62659354
498,(주)에스에프에이반도체,36540,2022,-0.025678867,0.301979981,0.070720834,27.07,0.22,-59.74724831
499,(주)에스엘바이오닉스,214310,2022,-0.274557577,2.075311899,0.027416124,-7.07,12.68,-50.72896615
500,(주)에스엠라이프디자인그룹,63440,2022,-0.357710722,0.148726995,0.01037629,40.2,-0.85,-43.60817103
501,(주)에스엠엔터테인먼트,41510,2022,0.20940409,0.315965247,0.0386803,25.56,-0.53,-67.22372913
502,(주)에스엠컬처앤콘텐츠,48550,2022,-0.167555146,0.801168399,0.015578198,11.24,-0.66,-51.51185654
503,(주)에스엠코어,7820,2022,0.200620824,0.346911188,0.02651828,46.95,0.33,-58.2352646
504,(주)에스제이그룹,306040,2022,0.42504796,0.424086393,0.029318266,38.19,-0.06,-58.75292038
505,(주)에스지엔지,40610,2022,0.700434533,1.188524853,0.907441654,-2.5,3.49,-54.9953643
506,(주)에스코넥,96630,2022,0.048781222,1.901522996,0.031967778,-5.52,1.86,-53.04753051
507,(주)에스텍파마,41910,2022,0.655072837,0.097559606,0.075988136,48.82,-0.92,-56.76616003
508,(주)에스티아이,39440,2022,0.449250024,0.579361786,0.098714783,35.46,0.14,-63.93771207
509,(주)에스티오,98660,2022,0.410023835,1.008185744,0.034430442,12.33,1.24,-54.01649182
510,(주)에스티큐브,52020,2022,-1.285906106,0.015724128,0.445414154,85.26,-4.45,-43.09129181
511,(주)에스폴리텍,50760,2022,0.374104825,1.111338794,0.169463983,15.52,0.68,-50.39933586
512,(주)에스피시스템스,317830,2022,0.256924654,0.449127191,0.018184214,20.22,0.75,-50.40519918
513,(주)에스피지,58610,2022,0.313198474,0.369250967,0.005934489,31.97,0.74,-57.37817462
514,(주)에쎈테크,43340,2022,-0.113206415,0.941952381,0.05873234,8.62,2.96,-48.71334943
515,(주)에이디칩스,54630,2022,-0.764455208,1.884596349,0.242689443,37.92,2.72,-48.03225756
516,(주)에이디테크놀로지,200710,2022,0.230309115,0.405036888,0.161176019,41.05,-0.17,-53.23604065
517,(주)에이루트,96690,2022,0.12259048,0.736344026,0.581432622,40.98,1.38,-52.90861329
518,(주)에이비프로바이오,195990,2022,-0.556624491,0.142427865,0.195188133,19.01,20,-49.49481864
519,(주)에이스침대,3800,2022,0.839394368,0.177903755,0.0106371,13.65,-1.44,-66.02202089
520,(주)에이스테크놀로지,88800,2022,-0.066517883,1.037119847,0.101728333,-1.02,4.53,-55.80758469
521,(주)에이스토리,241840,2022,0.153660078,0.176882252,0.3421875,44.64,3.83,-51.14821107
522,(주)에이치비테크놀러지,78150,2022,0.315046474,0.678965459,0.182364662,4.33,1.45,-60.32025807
523,(주)에이치시티,72990,2022,0.401062056,0.997373008,0.161349922,1.63,1.27,-50.47022024
524,(주)에이치알에스,36640,2022,0.756844861,0.122593979,0.056216317,41.65,-0.12,-56.35637108
525,(주)에이치앤비디자인,227100,2022,-0.431233423,1.158068985,0.305389222,22.05,18.53,-43.74073763
526,(주)에이치엘사이언스,239610,2022,0.741393887,0.045027916,0.045964593,30.69,-2.01,-47.56986758
527,(주)에이치와이티씨,148930,2022,0.139748471,0.13489564,0.107152252,54.56,0.7,-46.62884091
528,(주)에이치케이,44780,2022,0.468973276,0.752852806,0.063677361,32.41,0.35,-55.31192733
529,(주)에이치피에스피,403870,2022,0.367997057,0.060391434,0.101038058,69.61,-0.11,-65.25402223
530,(주)에이치피오,357230,2022,0.410254161,0.144787042,0.090438723,39.83,-0.62,-58.08222689
531,(주)에이텍,45660,2022,1.017265284,0.139084408,0.012340156,32.77,-0.76,-57.559554
532,(주)에이텍티앤,224110,2022,0.183980396,1.14775885,0.060724871,10.98,0.31,-59.12140836
533,(주)에이트원,230980,2022,-0.9595105,0.311925798,0.786743712,10.26,20.08,-44.61718142
534,(주)에이티세미콘,89530,2022,-1.277025368,0.355555725,5.586496158,39.96,8.2,-47.12164181
535,(주)에이팩트,200470,2022,0.202498307,0.947788463,0.05218206,-2.33,1.45,-53.18492704
536,(주)에이프로,262260,2022,0.015186733,0.515084276,0.158956079,18.05,-0.14,-48.05026048
537,(주)에이프로젠헬스케어앤게임즈,109960,2022,-0.084206136,0.208265227,2.384976037,44.98,-41.93,-52.93888496
538,(주)에이프릴바이오,397030,2022,-1.100766904,0.010267285,11.275,95.09,-639.49,-44.25674387
539,(주)에치에프알,230240,2022,0.35426945,0.266691265,0.111716896,43.69,0.21,-60.76893849
540,(주)에코마케팅,230360,2022,0.424320414,0.205519129,0.008521471,47.83,-0.23,-59.95785233
541,(주)에코앤드림,101360,2022,0.127580693,0.233904516,0.001933181,27.4,3.3,-48.55885721
542,(주)에코프로,86520,2022,0.079475542,1.087565043,0.131060451,20.2,0.48,-77.7759275
543,(주)에코프로비엠,247540,2022,0.128103952,0.209375543,0.095920436,21.53,0.36,-74.79495701
544,(주)에코프로에이치엔,383310,2022,0.208696833,0.140618066,0.089452799,20.25,0.37,-62.68123434
