,거래소코드,시가총액
1268,147760,49230.3903
1269,114630,49106.429472
1270,038060,49065.13038
1271,196700,48838.0896
1272,039610,48772.724
1273,230980,48742.361445
1274,263920,48652.772928
1275,065570,48573.045
1276,900340,48453.16228
1277,066910,48413.0898
1278,032800,48407.26968
1279,051980,48398.10228
1280,153460,48387.40374
1281,044480,48354.251595
1282,318410,48330.6141
1283,322510,48296.9277
1284,049120,48194.7088
1285,335870,48109.424715
1286,064480,48049.05
1287,246960,47934.69032
1288,303030,47899.19512
1289,195500,47863.64
1290,405100,47814.672
1291,021650,47498.385515
1292,054540,47450.0
1293,190650,47398.96
1294,059100,47374.762
1295,331920,47352.0584
1296,001000,47219.8153
1297,042940,47211.453939
1298,032960,47075.1925
1299,318000,47074.599
1300,900300,47056.924174
1301,317120,46995.9
1302,039310,46753.90086
1303,036690,46701.265615
1304,037400,46677.55588
1305,204840,46578.04575
1306,138070,46471.00662
1307,019570,46449.720891
1308,352940,46350.86845
1309,002290,46252.0
1310,019770,46192.25
1311,229000,46146.62896
1312,032980,46077.700245
1313,038950,45795.281025
1314,079170,45656.0
1315,017510,45585.54
1316,219550,45554.6116
1317,049470,45382.793979
1318,203690,45354.234848
1319,208370,45312.37876
1320,203450,45284.736595
1321,091970,45209.48425
1322,317770,45199.496
1323,187660,44982.675
1324,131090,44880.0
1325,137940,44799.607424
1326,217190,44722.7874
1327,054940,44618.42206
1328,184230,44596.085352
1329,052860,44567.82073
1330,078940,44535.75775
1331,372800,44528.5755
1332,353190,44521.2872
1333,049630,44498.955342
1334,018620,44489.51122
1335,294630,44382.507
1336,225430,44340.4095
1337,032750,44208.0
1338,263810,44087.40221
1339,225590,44083.760015
1340,031310,44058.92664
1341,900260,43958.17136
1342,141020,43790.84622
1343,016920,43714.3377
1344,263020,43396.29918
1345,361670,43357.5837
1346,098120,43309.51086
1347,024840,43165.61088
1348,016670,42882.228104
1349,030350,42769.760754
1350,025880,42709.01719
1351,052770,42604.750305
1352,079970,42475.86798
1353,035460,42420.0594
1354,032580,42409.04192
1355,347700,42241.4335
1356,067010,42229.89
1357,024120,42090.0
1358,091340,42016.35839
1359,028080,42008.87004
1360,187270,41995.5183
1361,320000,41900.57022
1362,208710,41831.91243
1363,198080,41778.2589
1364,258790,41735.44428
1365,036000,41692.04137
1366,027040,41683.719353
1367,045510,41549.98668
1368,323280,41524.6356
1369,196300,41514.93996
1370,227100,41408.58672
1371,012620,41316.0
1372,317870,41187.03973
1373,123840,40938.20085
1374,008470,40931.376
1375,101390,40922.5235
1376,046070,40822.14752
1377,290270,40784.56764
1378,435620,40782.96
1379,026040,40681.84235
1380,053160,40680.0
1381,356890,40610.1915
1382,119500,40399.06112
1383,048470,40250.0
1384,215480,40190.52026
1385,021040,40112.02328
1386,081580,40088.549655
1387,131180,40062.75
1388,115570,39842.69492
1389,032080,39758.40365
1390,031510,39620.0
1391,075130,39561.1216
1392,111870,39510.076034
1393,078860,39219.600576
1394,065500,39202.49632
1395,008290,39188.012877
1396,039980,39176.551772
1397,036480,39140.0
1398,009620,39100.804704
1399,065060,38909.193468
1400,050760,38876.53364
1401,025870,38800.0
1402,101000,38745.42768
1403,313760,38733.01227
1404,215380,38678.170335
1405,083660,38662.16914
1406,060380,38612.0
1407,024850,38463.797448
1408,900070,38158.21728
1409,092600,38126.94584
1410,045300,38108.0427
1411,079000,38088.0
1412,197140,38062.44344
1413,006920,38001.6
1414,079650,38000.0
1415,080530,37910.33932
1416,043590,37900.98158
1417,328380,37795.31193
1418,033050,37792.03672
1419,322180,37779.8
1420,340360,37676.10596
1421,321820,37581.05408
1422,051390,37472.7144
1423,079190,37346.431475
1424,067730,37341.33892
1425,103840,37142.09
1426,046970,37017.32727
1427,038530,36990.605262
1428,222160,36973.15164
1429,250930,36795.4906
1430,308100,36634.77349
1431,331380,36478.03453
1432,208350,36459.014625
1433,052670,36265.68468
1434,900270,36111.638088
1435,154030,36087.122555
1436,044780,35993.755715
1437,054300,35953.4872
1438,254120,35935.19154
1439,275630,35867.21444
1440,036180,35862.124923
1441,014100,35813.0
1442,072950,35702.82207
1443,900120,35398.08756
1444,002680,35393.88406
1445,093380,35367.94054
1446,035200,34884.16515
1447,069140,34838.954415
1448,439250,34704.82
1449,052460,34693.848
1450,192390,34634.912
1451,071850,34546.75698
1452,009730,34510.32466
1453,079950,34452.0
1454,086060,34356.24213
1455,043200,34321.342615
1456,115530,33981.5
1457,099410,33784.79999
1458,154040,33733.52704
1459,237750,33522.456
1460,082660,33509.418525
1461,101400,33326.008468
1462,333050,33278.26265
1463,048830,33234.963325
1464,045340,33205.1952
1465,043710,33160.494492
1466,019540,33108.075
1467,117670,32663.63295
1468,130740,32645.985705
1469,073540,32604.0
1470,050090,32209.549394
1471,065690,32102.721335
1472,106240,32005.34457
1473,063760,31891.9446
1474,032280,31859.70435
1475,310870,31858.39734
1476,113810,31127.160654
1477,054220,31076.160505
1478,026910,30938.10615
1479,123330,30800.0
1480,043100,30784.669344
1481,060260,30740.61744
1482,179530,30711.89184
1483,011080,30604.0356
1484,023790,30370.4474
1485,098660,30252.36192
1486,054630,30050.466797
1487,058530,29287.05336
1488,065770,29116.695
1489,066790,28964.953952
1490,224060,28747.33087
1491,020400,28479.25238
1492,191410,28357.18413
1493,187790,28241.12916
1494,065420,28183.541004
1495,148780,28112.47815
1496,060480,28002.25
1497,064510,27821.7775
1498,148140,27653.54688
1499,039740,27463.009725
1500,115610,27284.33128
1501,219750,27234.074175
1502,043360,27135.0
1503,286750,27115.527425
1504,134060,26946.2625
1505,290660,26840.660715
1506,038340,25977.96792
1507,299910,25974.88914
1508,067770,25693.57458
1509,054410,25603.6
1510,110020,25581.6
1511,323230,25246.56444
1512,208860,25233.717915
1513,096610,25118.50572
1514,114120,24913.02135
1515,064090,24641.763135
1516,053060,24529.904835
1517,017250,24412.74172
1518,069330,24408.67652
1519,084440,23951.052
1520,062970,23270.4625
1521,096870,23107.264
1522,073190,23038.477
1523,070590,22901.20965
1524,138690,22849.43132
1525,070300,22098.222
1526,091440,20629.547835
1527,214310,20322.72837
1528,174880,19233.75335
1529,377630,19014.6
1530,066430,18953.97273
1531,044180,18338.297058
1532,204630,18228.51744
1533,103230,18036.0
1534,439410,17556.0
1535,161570,16439.88565
1536,430230,15967.98
1537,387310,15724.8
1538,397500,15562.45
1539,425290,15456.0
1540,440820,15444.0
1541,424140,15265.8
1542,380320,15007.2
1543,406760,14968.2
1544,393360,14883.75
1545,408920,14461.9
1546,344050,14443.275
1547,422040,14427.4
1548,033790,14190.0759
1549,396770,14103.6
1550,426670,14002.1
1551,388220,13945.1
1552,430220,13689.0
1553,442310,13587.75
1554,367480,13434.3
1555,03481K,12800.0
1556,412930,12568.16
1557,367340,12190.75
1558,436610,12130.3
1559,440200,12127.5
1560,418170,12110.15
1561,421800,12109.5
1562,101680,12101.76
1563,430460,11928.8
1564,413630,11928.8
1565,404950,11738.4
1566,355150,11544.4
1567,438220,11505.6
1568,435380,11460.0
1569,409570,10955.25
1570,377400,10869.075
1571,445970,10827.2
1572,058220,10717.9171
1573,430700,10558.6
1574,426550,10541.0
1575,415580,10487.25
1576,436530,10361.7
1577,400840,10342.4
1578,351340,10314.15
1579,353060,10306.725
1580,353490,10297.1
1581,437780,10236.05
1582,388800,10220.4
1583,367360,9752.6
1584,427950,9708.3
1585,121890,9375.04268
1586,366330,9259.25
1587,405640,9206.05
1588,424760,9031.05
1589,397880,8968.8
1590,419270,8825.25
1591,439730,8813.95
1592,372290,8758.64
1593,353070,8684.65
1594,078650,8647.00724
1595,445360,8598.45
1596,442770,8588.4
1597,386580,8569.6
1598,433530,8271.575
1599,343510,8260.6
1600,440790,8079.75
1601,058420,7799.41224
1602,388790,7723.65
1603,435870,7700.4
1604,418210,7411.5
1605,442130,7058.4
1606,413600,6894.3
1607,438580,6613.8
1608,400560,6557.5
1609,373340,6493.0
1610,405350,6460.0
1611,08537M,5821.20875
1612,050540,4207.455498
1613,021045,4149.12588
1614,032685,2885.7114
