,회사명,거래소코드,회계년도,설립일,WW지수,WWC변수,부채,MWW지수,MK지수,SA지수,매출액증가율차분
34,(주)강스템바이오텍,217730,2019,2010,-47.59340742791101,-47.59340742791101,20084.0,-47.505226793649626,-47.363753420660295,-2.3924090645836453,-46.353847251831716
35,(주)강스템바이오텍,217730,2020,2010,-46.81112554034412,-46.81112554034412,9854.0,-46.931925491862216,-46.74611857106953,-2.4325715187429737,21.816870679747975
36,(주)강스템바이오텍,217730,2021,2010,-48.96848974597519,-48.96848974597519,11394.0,-48.965761627155636,-48.85113991854277,-2.337599181431018,21.41658081127434
37,(주)강원에너지,114190,2012,1976,-60.60955154013201,-640768.6095515401,6102.0,-60.46598793798991,-60.46598793798991,-1.3736936850170909,118.40289034129276
38,(주)강원에너지,114190,2013,1976,-55.390320086200084,-2356049.190320086,3153.0,-55.29891742748472,-55.29891742748472,-1.3826187724048347,-55.809077914368686
39,(주)강원에너지,114190,2014,1976,-47.831665782233046,-47.831665782233046,0.0,-47.831665782233046,-47.831665782233046,-1.3598306737039398,10.046152822107167
40,(주)강원에너지,114190,2015,1976,-49.767202967443275,-49.767202967443275,10000.0,-50.01294058987327,-49.767202967443275,-1.2642017957762222,-16.202770025000373
41,(주)강원에너지,114190,2016,1976,-46.41374222378207,-46.41374222378207,10004.0,-46.68591759010023,-46.41374222378207,-1.2481429680794363,-15.066361723641972
42,(주)강원에너지,114190,2017,1976,-52.48333688554438,-52.48333688554438,8161.0,-52.62394689423734,-52.46167857197588,-1.1631527609642975,87.8365946275412
43,(주)강원에너지,114190,2018,1976,-49.841227259120515,-49.841227259120515,24443.0,-49.294264149344926,-49.294264149344926,-1.1213885240431993,7.513165645244388
44,(주)강원에너지,114190,2019,1976,-47.22944129420602,-47.22944129420602,17185.0,-46.83820953561092,-46.71503367610066,-1.1956100688986087,-51.965337056005765
45,(주)강원에너지,114190,2020,1976,-44.58882122576799,-44.58882122576799,4849.0,-44.618312566118014,-44.44913546035199,-1.253396484191075,-4.327119580544915
46,(주)강원에너지,114190,2021,1976,-43.99279145583584,-43.99279145583584,2536.0,-43.86458114238791,-43.86458114238791,-1.174669276461113,-7.818856347068354
47,(주)고려시멘트,198440,2018,2014,-57.21751599866863,-6939704.817515999,14085.0,-57.0156945664568,-57.00064481618825,-2.5613756157540406,-9.430497637402224
48,(주)고려시멘트,198440,2019,2014,-60.70374333263955,-2974188.3037433326,12074.0,-60.504151091070234,-60.504151091070234,-2.5224535334509506,14.006698487041163
49,(주)고려시멘트,198440,2020,2014,-57.42216721335404,-2974185.0221672133,0.0,-57.42216721335404,-57.42216721335404,-2.508491812866998,-7.457382242914592
50,(주)고려시멘트,198440,2021,2014,-58.93216855692965,-2974186.532168557,0.0,-58.93216855692965,-58.93216855692965,-2.4020116232876187,-8.546472588228928
51,(주)고바이오랩,348150,2020,2014,-66.59145406338172,-66.59145406338172,29.0,-66.59041369575098,-66.59041369575098,-2.6686984739361232,655.7439291733908
