,회사명,거래소코드,회계년도,산업군,WW지수,총자본회전률,타인자본회전률,차입금의존도,총자본순이익률,대주주지분율,EBIT/총자산,총자본정상영업이익률,순운전자본비율,EBITDA마진율,현금흐름 대 자산,매출액총이익률,자본금회전률,현금흐름 대 매출액,abs(영업현금흐름-당기순이익)/매출액,누적수익성비율,당기전기영업손익,합계_기말인원(명),금융비용부담률,TMD,총자본증가율,FINDEP,자기자본증가율,매출액증가율,정상영업이익증가율,자기자본순이익률,target_1,target_2,target_3
2006,(주)인성정보,33230,2013,정보통신업,-51.45475770705787,1.71,2.51,25.8,4.85,33.74,0.0459541066881024,4.68,21.87,1.0147390738009834,0.0157188308486277,12.14,30.15,0.0091023950994926,0.0191905244340829,-0.1041549861860725,5329.0,176.0,0.81,1.6009232302340934,-1.3776839188045862,-1902.102,13.9342033713975,-1.154913893764934,89.61956521739131,15.54,0,0,0
2007,(주)인성정보,33230,2015,정보통신업,-51.5189042399908,1.51,1.98,40.42,-6.3,34.51,-0.0401063323862597,-1.84,23.06,-1.4386536669798338,-0.0747131342446376,8.11,30.24,-0.0477703405985521,0.0060736241759869,-0.1862036167644225,-10.0,190.0,0.85,1.549093917133209,-6.481851045147165,12876.997,-24.51627040648625,-0.3496245420889678,-200.64350064350063,-26.95,0,0,0
2008,(주)인성정보,33230,2016,정보통신업,-51.16514040845031,1.58,2.02,37.91,0.73,34.36,0.0129125736425202,3.09,14.69,0.4895419844307159,0.0920092679470731,11.39,29.79,0.057049118043985,0.0524266157980346,-0.1866993470310016,915.5,167.0,0.87,1.775275923686721,-4.478276244710817,-12957.422,3.323946932969489,-1.4977448064275942,258.53580562659846,3.28,0,0,0
2009,(주)인성정보,33230,2017,정보통신업,-52.55047689070756,1.7,2.3,32.2,-2.48,34.29,0.0454049273880421,2.07,22.47,-0.1572139964664863,0.0229926351715466,11.56,28.33,0.0130083334636251,0.0276153473318844,-0.2280471459562532,4040.5,175.0,0.96,1.0898816594816525,-7.612865340303443,-2071.938,23.02202742189256,1.250212722170993,-37.043758822343214,-9.7,0,0,0
2010,(주)인성정보,33230,2018,정보통신업,-50.85813139243742,1.63,2.23,31.76,-0.24,34.29,0.0050893106986288,1.96,21.3,-0.1490972084965876,-0.0598824736498461,12.27,26.94,-0.0398088616572298,0.0383478082260796,-0.2045226657961011,3111.5,204.0,0.97,2.267915164856648,18.511558497188098,11159.38,-5.933403370940484,0.8587532638096281,-0.672645739910314,-1.06,0,0,0
2011,(주)인지디스플레이,37330,2012,제조업,-60.55447182264433,1.11,2.27,14.4,6.72,38.05,0.1103563120222699,8.77,5.15,1.81152492976234,0.1316399787020394,15.91,19.89,0.10443652528414,0.0440023700780481,0.4236007132672715,32586.5,322.0,0.5,0.9368937126051624,-21.084527616566,-28420.696,10.17061346866462,-14.83979845339295,-25.49801863553604,13.14,0,0,0
2012,(주)인지디스플레이,37330,2016,제조업,-62.72569671190973,1.5,4.26,17.65,3.26,38.05,0.058351427968274,4.09,11.73,1.8745975923517533,0.10525799933653,8.44,21.9,0.0716240723782259,0.0498485279896162,0.439914502849905,9890.5,141.0,0.12,1.0756741639021172,3.891343171350691,-6242.244999999999,1.6414013157501628,25.09016582811377,16.44600065652697,3.79,0,0,0
2013,(주)인지디스플레이,37330,2017,제조업,-61.857352768615726,1.79,4.71,16.3,0.5,38.05,0.0090240393884118,1.07,0.9,1.3321038142938897,0.116685945633314,5.61,26.9,0.0657361031626348,0.062970729649232,0.4325569841764173,6748.0,178.0,0.06,1.715347048612765,1.6782773907536417,-4797.298999999999,-4.982834030945774,22.81365992802193,-73.18173275700056,1.42,0,0,0
2014,(주)인지디스플레이,37330,2018,제조업,-61.747738209263126,1.91,4.99,17.27,4.5,38.05,0.0604276589836156,8.2,10.7,2.436192920044322,0.0718133851707858,9.06,28.9,0.0377033883478159,0.0140802083940825,0.4538405998333796,12494.5,202.0,0.12,1.6649127841262563,0.1301330248698669,-3464.7090000000007,6.400499913381346,7.442280138185129,675.5781359495445,6.61,0,0,0
2015,(주)인지소프트,100030,2013,정보통신업,-55.35577401301494,0.48,3.99,2.12,11.23,33.08,0.0873408070482591,8.92,48.18,19.078808265257084,0.1490695507299579,39.15,10.14,0.3170951465641518,0.0830129745314752,0.6092113065823285,2232.0,135.0,-5.61,0.1160421554786232,4.263212130133962,-5028.359,9.164124884334624,65.51998409226486,125.83941605839416,13.53,0,0,0
