,회사명,거래소코드,회계년도,산업군,target_1,target_2,target_3,현금흐름/총부채비율,총자본정상영업이익률,총자본순이익률,현금흐름 대 자산,타인자본회전률,총자본회전률,차입금의존도,EBITDA마진율,누적수익성비율,순운전자본비율,TMD,자기자본순이익률,부채비율,금융비용부담률,외국인지분율,당기전기영업손익,ROA변화율,총자본증가율,매출액총이익률,매출액증가율,영업현금흐름-단기차입금,자본금회전률,대주주지분율,정상영업이익증가율
2680,이구산업(주),25820,2014,제조업,0.0,0.0,0.0,-0.7265939076583988,-0.403542148414279,-0.2021144599411825,-0.839984575484751,-0.6907355722415718,-0.2519040921220217,1.688293781508342,-0.1857004077747886,-0.6934457636732265,-0.9831471170266496,0.6935114474170614,0.0043972241618437,0.1650397352456619,0.6640992086146743,-0.7948266919826696,-0.3354020804427572,0.2586175282947132,-0.3246171056946787,-0.9766906745437808,-0.3466150037810293,-0.2052503672827677,-0.4312795488085704,0.4312287861103388,0.5376050646261769
2681,이구산업(주),25820,2015,제조업,0.0,0.0,0.0,-0.2697941761722549,-1.3774902664014277,-0.9752234292883044,0.0473249358463726,-0.7639210652539229,-0.4078132204486205,1.6834242151631662,-0.8680375470341314,-0.8338327292303139,-1.2275015511672205,0.3524828961775591,-0.3776796013420258,0.2000125289618013,0.6308983767475919,-0.771532504847523,-0.3363375805210372,-1.0478990666544974,-0.9277707884372866,-1.3581235071848077,-0.8593365289839116,-0.143392411592358,-0.4654973190434223,0.4312287861103388,-1.1514627048649553
2682,이구산업(주),25820,2016,제조업,0.0,0.0,0.0,-0.4288583828054603,0.0041570637663877,-0.0496704378163979,-0.2597863927925616,-0.8078323610613336,-0.4746314183028773,1.302989344446313,0.2263024153693969,-0.774625119273446,-0.8062365819057693,-0.0034931514300944,0.0816576248956435,0.2117154871703148,0.659949104631289,-0.7491010653840484,-0.3281817778251596,0.291024837022937,0.0222606711610062,-0.756683341040936,-0.5598340829433933,-0.1485529729425521,-0.4813841409381749,0.3688562953741494,0.7423945880206148
2683,이구산업(주),25820,2017,제조업,0.0,0.0,0.0,-0.7643960341209772,0.2816190276115638,0.3345507199879062,-0.9095440152227964,-0.6834170229403367,-0.2741768247401072,0.9700327455949234,0.3227868893069029,-0.5083707116377034,-0.546318171068347,0.0736737489905736,0.2654528750787846,0.1099950073928279,0.4067927616447855,-0.5903554937963827,-0.2917161103442842,0.2881657090418896,-0.1014316976865822,-0.6733669543889711,0.635296028911306,-0.1630919593885909,-0.4426854722201877,0.3940573017322056,0.1071343828591327
2684,이구산업(주),25820,2018,제조업,0.0,0.0,0.0,-0.7134911774683841,-0.7376290028401031,-0.4774470305134976,-0.8144688782448316,-0.6760984736391016,-0.2741768247401072,1.1775980110580382,-0.3904474600139778,-0.5671945043775983,-0.6142808693112658,0.140332526150414,-0.1296012833608403,0.1411575356457303,0.3569915138441619,-0.5394533811677291,-0.3075081678737731,-0.1650450692461495,-0.5360255992041302,-1.0990616174388543,-0.2757870640518923,-0.1689524635953773,-0.4451295986655343,0.3940573017322056,-0.4380150959034413
2685,이연제약(주),102460,2012,제조업,0.0,0.0,0.0,2.9802840081545106,2.0218906647901504,1.491880847139332,1.4989907951374697,1.094990457259796,-0.4300859530667061,-0.98875031675201,1.756931563256761,1.2837595262631751,2.1472873959334438,-0.54573671030211,0.3867758481060797,-0.7075790962903029,-0.9336908249886672,-0.3660410991616378,-0.2581307157554287,0.0058126223895813,0.8391878849561306,2.581179399203408,-0.6601525820514004,0.0745892143303445,-0.3608072363010779,1.8261044880287527,-0.1050019337910997
2686,이연제약(주),102460,2013,제조업,0.0,0.0,0.0,-0.6996070220034528,1.232917189366453,0.7249940827768953,-0.7795463410338375,0.6119662033782787,-0.7419042097199041,-0.7860546176340706,1.4629910294095787,1.1829434580685376,1.9537752856692543,-0.5490376712121666,0.1999626135192746,-0.6879834453365129,-0.9668916568557496,-0.502355231285829,-0.269016106766959,-0.025583872524184,0.6195862589506494,2.5160884721315604,-0.4456087061646414,0.0142120626024366,-0.3754719949731572,1.8261044880287527,-0.1238919234466994
2687,이연제약(주),102460,2014,제조업,0.0,0.0,0.0,1.4568814258215104,0.9781051817535364,0.6518831742068454,0.5018499468050973,0.4948694145585168,-0.8309951401922465,-1.023445976961387,1.288517060510266,1.2182106133491253,2.021219184688945,-0.558707042449957,0.180949311776191,-0.7158119913090828,-0.9378409289720524,-0.4600805953738963,-0.2760825855461816,0.0350259607543579,0.1807275510775249,2.43081935766744,-0.1091136900717139,0.0568964391171741,-0.3679359384333387,1.6673381479729976,-0.0715397780312144
2688,이연제약(주),102460,2017,제조업,0.0,0.0,0.0,0.5054420087103635,0.3080439765491995,0.3656617449113315,0.157046769533257,-0.4345863466983427,-1.2319043273177863,-0.7824024428751889,1.0208838230578927,0.5737657615884443,2.0393771575019386,-0.5391264379115417,0.1214950190240091,-0.651717882981061,-0.643183546151696,-0.2702761076060352,-0.2802891966364341,0.0318049814883938,1.7185092848234662,2.4939575569271324,-0.0333440572976118,0.0902226200983962,-0.4151890497100388,1.250891517906118,-0.0432132284817775
2689,이연제약(주),102460,2018,제조업,0.0,0.0,0.0,0.0561962211090595,-0.5734168201562235,-0.2534476510648345,-0.1642759193312849,-0.5224089383131642,-1.2764497925539575,-0.7866633134272175,0.0665762377542837,1.4483007927498048,2.5446876009263883,-0.4979939220220904,-0.0372509606087202,-0.6373613470392219,-0.929540721005282,-0.2530211541725933,-0.3007148048892161,-0.1073728005370279,-0.0198685213520392,2.3748411603856514,-0.3663619298351074,0.0794706077203948,-0.4231324606574152,1.250891517906118,-0.3768740796374014
2690,이화산업(주),760,2012,도매 및 소매업,0.0,0.0,0.0,-0.6163459961585369,-0.5073544478121339,-0.3405585208504257,-0.7153405203894669,-0.9615218963872708,-1.6105407818252413,-0.3885762647091024,-0.3032958595269025,-0.3464038614046223,-0.4793930712718848,0.5073589575744334,-0.0948944627187037,-0.6509694379793538,1.4111179256240287,-0.8025914210277184,-0.3068834547342506,-0.1307907727128954,-0.3507792974640066,-0.0921049756373722,-0.3532788519361611,-0.0432034812004675,-0.6188662534889191,1.593625204375684,-0.3259976333709978
2691,이화산업(주),760,2013,도매 및 소매업,0.0,0.0,0.0,-0.5505646579854607,-0.6526916669691308,-0.7325574348855861,-0.6225811666504458,-1.1737598261230893,-1.6105407818252413,0.1939456093325428,-0.6460420531921393,-0.341881584427143,-0.6863939613400117,0.7742946538567106,-0.0257826198747968,-0.526047163148942,1.0625091910196631,-0.8025914210277184,-0.3227932345890265,-3.889612136392516,-0.2771631144944536,0.0048805056996807,-0.1880755078010027,-0.0668356559135084,-0.6180515446738035,1.6100058585084198,-0.30146034584961
2692,이화산업(주),760,2014,도매 및 소매업,0.0,0.0,0.0,-0.7726024086473092,-0.8357788131798933,-0.4883358892366966,-0.8572198367334316,-1.085937234508268,-1.543722583970985,0.0423803568389486,-1.0200809570029044,-0.3624355992949707,-0.5603257500955134,0.0878137528394766,-0.1528397632690536,-0.5457788950121334,1.3115154300227814,-0.8025914210277184,-0.3302945011563088,0.1495879087205564,-0.5385699474286492,-0.0035813148196593,0.3767681623985858,-0.0257049097856581,-0.6064419440584073,1.7505014689545837,-0.9411288075120828
2693,이화산업(주),760,2015,도매 및 소매업,0.0,0.0,0.0,-1.1951056301806018,-0.7281915210766619,0.0949958280775302,-1.2752065415610705,-1.027388840098387,-1.4991771187348135,0.037510790493773,-0.7309425666662918,-0.2895509229808042,-0.2257002511132032,-0.0770015582443282,0.1477514833358864,-0.5617003614120878,0.6474987926811331,-0.8000031780127023,-0.3320367915705552,0.6549212070411292,-0.1740229676794128,-0.1012177054274307,0.0107815388437273,-0.0190352230857012,-0.6011463367601565,1.7505014689545837,0.331766358141354
2694,이화산업(주),760,2017,도매 및 소매업,0.0,0.0,0.0,-0.8436576545794929,-0.6772291195540785,-0.4883358892366966,-0.938966471368198,-1.2103525726292648,-1.6550862470614125,0.2395977938185652,-0.5395068113883182,-0.3334912337043382,-0.6516344133837096,-0.0234017196919628,-0.1151149582232528,-0.5185627131318693,1.0376085671193516,-0.8025914210277184,-0.3260360922429301,-4.334825199612447,-0.2450716923157777,-0.0296176856483985,-0.3276478027467455,-0.0280151258036595,-0.6264023100287376,1.7675121482462717,-0.244665414623102
2695,이화산업(주),760,2018,도매 및 소매업,0.0,0.0,0.0,-0.686230014871814,-0.6979915794336494,-0.4136694294204755,-0.7674095778147109,-1.2249896712317352,-1.6550862470614125,0.3978587000367761,-0.5498314352021688,-0.3665921698580958,-0.6625291970715059,-0.0032742367726727,-0.0858405095077115,-0.4827053935046214,1.2243632463716905,-0.8017286733560464,-0.3277171670480273,0.1248214425915777,-0.147107634229435,-0.0667195140793516,0.0531582597738944,-0.0273758716340549,-0.6213103799342655,1.7675121482462717,-0.2021004101310157
2696,인지컨트롤스(주),23800,2012,제조업,0.0,0.0,0.0,1.7839075958951982,-0.06379280493039,0.5709945094059394,3.145062641634788,-0.3833565015896969,0.1267323623854331,-0.1396196853119937,-0.3355087919734354,0.5461151379155375,-0.4840622642809403,-0.0734079384443331,0.1951338384734121,-0.1971396051259514,-0.2240230438297805,0.5018830585404908,-0.2301206504921615,0.0257910015880379,-3.340295704140485,-0.4865559936927685,-2.510439727088759,0.1483522674515233,0.7832476173248918,-0.2227373288812212,-0.2722483638447931
2697,인지컨트롤스(주),23800,2013,제조업,0.0,0.0,0.0,-0.5959648464354295,-0.2751923964314764,-0.4214471856513318,-0.6135113885383938,0.2314016397140527,0.8617325387822571,0.1781195187107218,-0.2535738986512695,0.4446776906830532,-0.597160494944729,0.4522154142178282,-0.0203502479482015,-0.1201178104048042,-0.1700716920457715,0.5010203108688186,-0.2846920116021648,-0.143655304484619,0.1698581503668081,-0.6596978597038832,-0.3572198636728992,-0.0952399843800217,0.7469930750522511,-0.2227373288812212,-0.2443416585741436
2698,인지컨트롤스(주),23800,2014,제조업,0.0,0.0,0.0,-0.2031187942030924,-0.2940673599583592,-0.2970030859576301,0.1081192583756499,0.1216234001955257,0.8840052714003421,0.2395977938185652,-0.2456637501807966,0.3362776056174363,-0.7294542968679679,0.4306415603701201,0.022505130583828,0.0207259308255619,-0.1327207561953038,0.4889418434654093,-0.2990698315972069,0.2652138660097008,0.2634500241361546,-0.6245487590850853,0.2313169912259428,-0.0765094326193603,0.8724582325800412,-0.197536322523165,-0.0439471360681695
