,회사명,거래소코드,회계년도,산업군,EBIT/총자산,총자본정상영업이익률,현금흐름 대 자산,현금흐름 대 매출액,현금흐름/총부채비율,부채비율,차입금의존도,자기자본순이익률,TMD,총자본회전률,EBITDA마진율,누적수익성비율,자본금회전률,순운전자본비율,유형자산회전율,영업현금흐름-단기차입금,당기전기영업손익,이자부담률,총자본증가율,금융비용부담률,FINDEP,abs(영업현금흐름-당기순이익)/매출액,부채상환계수,자기자본증가율,매출액총이익률,매출액증가율,외국인지분율,대주주지분율,ROA변화율,정상영업이익증가율,유형자산증가율,target_1,target_2,target_3
10,(주)ES큐브,50120,2018,도매 및 소매업,-0.935162138032678,-0.6063448431029776,-0.5558369897590596,-0.652154051737122,-0.4985638361161168,-0.176695340210044,0.6470586520856658,-0.5263900208460187,0.3024287641178311,-1.526584038867436,-0.2825414579587069,-0.1889465810610814,-2.0242728588638745,-0.5751013572253083,-0.2107099129650204,0.1626498513300845,-0.305110922342753,-0.1667902427594061,0.063517606758379,0.5274157314444194,0.0774965183960919,0.8156275406251972,-0.0954388386116012,-0.2715878537678046,0.0641837155235006,-0.2623123779471208,0.6207861271452313,-1.1034597529740204,-0.556550885541047,-0.2832516321611479,0.4686277375533909,0,0,0
11,(주)가비아,79940,2012,정보통신업,0.7567795685608412,0.9786629897754402,1.2772568134044022,1.1689941278994265,0.9962919916719608,-0.4622307591936352,-0.1838580037857677,1.67887197891882,-0.1718044570623438,0.2609365742031663,0.221015628238185,0.2862350315278461,-0.0917040284453468,-0.0148555501868784,-0.3170722986798438,0.6339236401531356,0.1091691603194318,-0.1046367081848439,0.8618426903421168,-4.428044342178231,0.5565064257872067,-0.2896448848429318,-0.0734836631617408,0.291266918767775,1.167167058339237,0.6879583985602571,-0.2088153808817764,-0.6703623121010588,-0.0121047248449703,-0.046329323447879,0.876207180608092,0,0,0
12,(주)가비아,79940,2013,정보통신업,0.8721625893463305,0.6370380501206815,1.1060497344091047,1.0679628132612755,1.1593197240420825,-0.7664976326125865,-0.4384711655844311,1.010661513995723,-0.4989409992914842,-0.0118062231908779,0.2962544382681241,0.4306314489769024,-0.0917040284453468,0.1813946792852466,-0.5491565084797415,0.6934576023469474,0.0778562491885115,-0.0924653444053769,0.0938825710299389,-3.0470474125578924,-0.3547481256905976,-0.4408710216201043,-0.0776497419910332,0.1803344509709999,1.3645964906322612,0.0204132743099802,1.201263414246313,-0.6696795077415609,-0.0449609875476754,-0.0478298223529063,-0.0302098932631575,0,0,0
13,(주)가비아,79940,2014,정보통신업,0.5699454042976344,0.7706353432766472,1.388911316883262,1.2720433910125974,1.507269355963611,-0.8441803482424244,-0.6332436147717819,0.2416469162430904,-0.7602274200820808,0.1053219205775431,0.1720867751348376,0.438442189721736,0.0236912592497083,0.2482968797682536,-0.3854314364926831,0.7334279064206153,0.0986952695096632,-0.0725956900253736,0.1289593736323849,-0.4252172022620579,-0.4871417491908733,0.5810925777165193,-0.0742391057538356,0.0326088831171994,1.2894978442891791,0.3103680646109849,1.5400791988104714,-0.6751442732096862,-0.072833848443934,0.0100078621308752,0.0352248848542577,0,0,0
14,(주)가비아,79940,2015,정보통신업,0.7837256228395897,1.1384539944569585,1.6102810592473784,1.3586364009321443,2.025394711682464,-1.0420326717802992,-0.9409780830669984,0.6152429131488004,-0.9176914613965732,0.2174251387520061,0.1859699347644888,0.5436181832525308,0.1417193735708974,0.7537205289238027,-0.2292445118944452,1.0002179625415468,0.2159085093680804,0.0182424743863099,0.080046879607223,-0.4773533295099535,-0.6065543759785583,0.5735293442078009,0.0202804317865793,0.0630283090684304,1.3870734905762654,0.3137141992399099,1.5400791988104714,-0.6751442732096862,0.0152566641516477,0.0490783490745919,0.0186382736199997,0,0,0
15,(주)가비아,79940,2016,정보통신업,0.7032952433529726,1.0935317058186285,1.1247888430622814,1.0057827186575627,1.2424231533171777,-0.8251832896947474,-0.7744606862862615,0.4820178918733321,-0.437107808515461,0.1953897241033793,0.0374384864171861,0.4446475928328158,0.2469183943019391,0.5020343694181156,-0.1970290908020784,0.8634493980538944,0.3282088536545909,0.0322785696979587,0.5131170023028307,-0.4458871992547337,-0.2386154879847576,0.0381344227612251,-0.0540270265907547,0.1269218392464449,1.4349948680146976,0.2552796588796382,1.4975360883225275,-0.7211234504045222,-0.0123737569249096,-0.010110310691328,0.3037105613960274,0,0,0
16,(주)가비아,79940,2017,정보통신업,0.6128414525199163,0.9247537653358447,1.255473115200873,1.015653198525391,1.2722312696051314,-0.7506001646591473,-0.798827606143072,0.3069959192220378,-0.3267176596525959,0.2174251387520061,-0.1136610582715071,0.4906815988299833,0.3716774154716508,0.313363226896938,-0.1658162352533405,0.9688887398731733,0.3647939185520924,-0.0398529507183287,0.0582781355260543,-0.4047982872695105,-0.5308134278818223,0.282473686113059,-0.0830029689959776,-0.1073272368195107,1.5492309334726524,0.3088544976533152,1.503185058029508,-0.7114842659990761,-0.0468645632605031,-0.0307758131956705,0.1323181110759008,0,0,0
17,(주)가비아,79940,2018,정보통신업,1.150677896438714,1.4009566611126478,1.1520773777827304,0.9576603308364354,1.2126206557586063,-0.7777368079068702,-0.7426260009970287,0.6767465947452528,-0.299573295581256,0.2174251387520061,-0.1030799133737779,0.4952114112071278,0.4716181024210139,0.5107183992149223,-0.1228677765063194,0.7743897202877253,0.5154513463939246,-0.0489476779094461,0.3156821192963622,-0.4047982872695105,-0.525062841762297,-0.368233535319624,-0.0825445381418496,0.1317588216479335,1.5977885351067456,0.2377658439285055,1.6520908506843657,-0.7018618844204283,0.0791866599274913,0.0680024531648385,0.178039032321591,0,0,0
18,(주)강스템바이오텍,217730,2018,제조업,-1.650794267211256,-2.182283605854946,-1.9500644931701467,-3.57731290350341,-1.8437110046047875,-0.2700435718943211,0.2721241479239722,-1.0559956833888842,-1.57176410767948,-2.239448984671048,-3.81476116800861,-1.7554095344103684,-1.9250788548268265,0.8651979676652355,-1.7630518925902898,-0.0891191706922706,-1.517572987129408,-0.3016029278469858,1.53472432650844,1.859906534621444,0.6084594753425933,1.7048222922911762,-0.1093890767931385,1.9979903082914356,-0.5216513543353434,-0.0387918929795923,-0.2022571740290674,-1.261436821535424,-0.0174784798198858,-0.0327006852631089,0.2690487228181463,0,0,0
19,(주)강원에너지,114190,2012,제조업,1.1564608003265142,1.440204701784345,-0.7909699001399261,-0.5894225919698435,-0.580348149182462,0.7971332066143082,-0.3095519665980842,2.1296025655410915,0.7703859239393901,0.7841925354167255,0.3927459682729445,0.1074395933521625,0.5252601058180976,0.4627984704476648,1.6496359496109825,0.1218334522329386,0.1744355403478328,0.0531228860259454,1.833096508721952,-0.6482667389357213,0.1816462417524509,0.53802043220184,-0.070335508047215,0.9040128777986776,-0.1193826602966674,2.2754735440048,-1.0728450709918376,0.1788429794293901,-0.0647947585049666,0.151187420509881,0.2478365914803046,0,0,0
20,(주)강원에너지,114190,2013,제조업,0.0957096912469036,0.0448332922010207,2.23297892499842,2.823930417661688,1.3441681232338727,-0.1947785873087565,-1.0888769054257874,0.3729348937221613,0.5714966603655536,-0.4530031834948625,-0.0284690355482386,0.5044074950111161,-0.2757177179749843,1.280769412494772,1.1906885587362614,0.9213393090714984,0.0830763554461745,-0.0777104502825169,-1.3834992128486894,-0.9189225015600376,-0.768851036218203,1.534188254730282,-0.0804461900781761,0.4299528877319927,0.081157750198487,-2.575468093155184,-1.2779673101829878,0.6476271765743671,-0.0968457405902647,-0.1552150123340911,0.1834851167719038,0,0,0
21,(주)강원에너지,114190,2014,제조업,-0.2929302847822478,-0.1880976512357983,-2.4917779314186355,-1.783080427702394,-3.395859602795741,-0.7695236814714781,-1.813731966740022,-0.2292181725558185,-0.0485908041210511,-0.1595228651867584,-0.2993572260529064,0.6712801289399586,-0.4002374970065809,1.2683363804846752,0.8308061379659902,-0.1254741148754713,-0.1942101300178317,0.0291098730132495,-0.6119778712454119,-1.0862536465648407,0.9731612880449674,1.699110444927611,0.2326475575924797,0.0298933497598097,-0.0346665839500837,-0.0003973579555591,-0.909491588966588,1.000945459211728,-0.1165888550813979,-0.1189369952052413,1.2149808014253318,0,0,0
22,(주)강원에너지,114190,2015,제조업,-0.3296587939073008,-0.4227626258709017,0.7705462833517954,1.3124404301091923,0.5352964759993287,-0.3249873834551697,-0.4377549386115211,-0.3525086910194898,0.1579304937236528,-0.7181262297207118,-0.3933115462742088,0.3174590850406503,-0.6060073948451526,1.4372697686197644,0.1886741190360966,0.5924860920011978,-0.2744626221391638,1.3591003811890936,0.7502130050841249,-0.5147464905794937,-0.2694864418129202,1.270350164107928,1.907847001340977,0.0817506402867564,-0.2710438210896939,-0.46596558851973,-1.0299060545588306,0.9917250162725912,-0.1495558310841253,-0.1557953685543169,0.4417398115296603,0,0,0
23,(주)강원에너지,114190,2016,제조업,-0.4240045892319836,-0.6580422201020887,-2.375728797152985,-2.080438395740054,-2.783519635830213,-0.5703189696165812,-0.3498698114122523,-0.4320007708226129,-0.0870486422572072,-0.7804822568922904,-0.6873031996934507,0.4027044550675446,-0.6853962698787154,1.5512453209068542,0.0103046851121307,-0.1504319530413695,-0.3761384156156576,-1.589591715282456,-0.754974242663436,-0.6197933175526544,0.8459076119728768,1.805957760454912,-4.099517870444768,-0.2668837913918764,-0.3036651095933171,-0.3856091175211115,-0.2984339354344348,0.9917250162725912,-1.4186380782364378,-0.6414653687582321,0.2781930020859668,0,0,0
24,(주)강원에너지,114190,2017,제조업,-1.0921826902411538,-1.1235539402405632,-0.8364388371512126,-0.6833770621977684,-0.6523798219914911,0.3015509752640225,-0.4320362407533964,-0.6722550013447476,0.8108665554185278,0.3457919076077211,-0.92908393164755,-0.0404642471259442,-0.0775391240955693,0.7421037953032016,0.6074853400212183,0.1092875315402036,-0.6702392420378226,-0.5183062196864939,0.5444321994374755,-0.3066416322352565,0.2234382050107621,-0.7051671980029095,-0.197512602068533,-0.4975228482180732,-1.1983261196109452,1.9420789667752516,-0.6284771488348718,0.9661846556679032,-0.5660974177939372,-0.5429075050216597,0.1135501791355299,0,0,0
25,(주)강원에너지,114190,2018,제조업,-0.2258729555045641,-0.4409798023468453,-1.5019963759889068,-1.0814375746963891,-1.127963281654086,0.2309147776729996,0.3815186026166775,-0.096535758291167,0.6674132954890606,0.2609365742031663,-0.5507893612708465,0.0480086601828377,-0.0378703840693628,0.3674915767080084,0.6513936023992966,-0.1838146468011849,-0.5881179502592634,-0.1695387225832303,-0.149481617067649,0.2938546043143368,0.4737602460449853,0.7876082716832846,-0.0944318439995122,-0.1114621401076746,-0.867140391113382,0.0852782677777578,0.2454585723241943,0.3954879298741338,0.2859333103625988,0.2280606943571438,-0.0990164119199054,0,0,0
26,(주)고려시멘트,198440,2018,제조업,0.18114584676463,-0.0752697933877023,-0.2919093855332042,-0.2669897631832563,-0.2755003858951258,-0.4001507875286781,-0.4857089671649859,0.0214345307483569,-0.1595891863360743,-0.2626747859552679,-0.0054094382650992,0.0921678940818264,0.8340348616357869,-0.193355543544205,-0.6273502793169448,-0.0292168216893723,-0.1378388858686594,-0.097512467293649,0.1994366811288717,-0.5147464905794937,0.1096010179401938,-0.6937757735059011,-0.0890606818808793,0.0726196099812238,-0.4095658914710874,-0.1269887983317016,-0.5243123955939346,1.981027137447588,0.8893358027170206,0.0291271663389941,0.0722515811063239,0,0,0
27,(주)고영테크놀러지,98460,2012,제조업,2.430784402634792,3.0578822437795954,0.7606752811273921,0.3831353670988699,1.1724266387649225,-1.0830920594180315,-1.813731966740022,1.5085906067649215,-1.4652340860942772,0.6772560993969328,1.4647352717646511,1.2552772639526637,0.7223418286194352,1.858127333588148,0.8418765146297483,0.6752881727081205,0.7635557077868566,2.7373247350546794,0.4840896761444776,-0.5473679086351614,-0.4629188896708857,-0.6637163261907709,3.444160277637347,0.2601134389514649,2.07810281660001,0.5689101109532512,1.63943224651062,-1.122816839189241,-0.0525508978252915,-0.0023317283550554,0.1012830372016395,0,0,0
28,(주)고영테크놀러지,98460,2013,제조업,1.3877946059058006,1.7622662426759916,0.7554383569606226,0.4933052580749313,1.2122275507732856,-1.1203183830768957,-1.813731966740022,0.9770549759415048,-1.4152700333235164,0.42788393152635,1.1189457486777796,1.3013341029523748,0.7403097421817509,2.029675908328408,0.8796832782555177,0.7580092708216167,0.7094857114332094,1.0118947104211211,0.4284566635253961,-0.5418950370568479,-0.6086367174629416,-1.3542993044221283,1.4988886161143231,0.215638018631723,1.978387876537424,0.0597788664017809,1.660760265921352,-1.155760287276991,-0.0567611563418859,-0.0723990714445263,-0.1224611280733336,0,0,0
29,(주)고영테크놀러지,98460,2014,제조업,2.594502726602124,2.867431245599094,1.5791127943961918,1.047939987403521,2.1941398666324874,-1.1489066162522807,-1.7356851751521047,1.602470095143776,-1.6268786618573,0.6032102108692785,1.5551017316769742,1.5303992201160082,0.7610746437925068,1.9558147727757365,0.9687566268467328,1.3078712379866717,0.8863367233662102,2.8457462566116987,0.432953609135241,-0.4932900709784725,-0.8711153612910826,-0.9007980001416928,0.6784506334506837,0.2139066743690835,2.1250087462981315,0.6221692477415723,1.9541526541257408,-1.183647414856842,0.0576731317870787,0.1300336604104349,0.5116464253229488,0,0,0
30,(주)고영테크놀러지,98460,2015,제조업,1.776673322474822,1.869134324909832,0.6931368061468182,0.4494060758426395,1.2584314504659353,-1.2167823386431953,-1.766674232659848,1.3979212772278096,-1.5932018138892414,0.3665682242316379,1.4028218029127,1.7842185730140991,0.5946505930971244,2.0173523497666084,0.8785370191662596,0.903265724931866,1.0613375601925967,4.198186790605401,0.2679274752765962,-0.4510934058275596,-0.712364888171379,-0.4235552203781829,0.6516869359811519,0.1129793562137049,2.314515625239552,0.0147885619564956,1.9469605773418832,-1.1355171106138446,-0.0343148215892055,-0.0636963111419965,-0.0031872159800476,0,0,0
