회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),통계청 한국표준산업분류 10차(중분류)
(주)CMG제약,058820,2011/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2012/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2013/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2014/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2015/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2016/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2017/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2018/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2019/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2020/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2021/12,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2022/12,21,제조업,의료용 물질 및 의약품 제조업
(주)DB하이텍,000990,2011/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2012/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2013/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2014/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2015/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2016/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2017/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2018/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2019/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2020/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2021/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2022/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)ES큐브,050120,2011/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2012/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2013/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2014/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2015/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2016/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2017/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2018/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2019/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2020/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2021/12,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2022/12,46,도매 및 소매업,도매 및 상품 중개업
(주)HJ중공업,097230,2011/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2012/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2013/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2014/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2015/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2016/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2017/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2018/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2019/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2020/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2021/12,41,건설업,종합 건설업
(주)HJ중공업,097230,2022/12,41,건설업,종합 건설업
(주)MH에탄올,023150,2011/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2012/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2013/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2014/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2015/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2016/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2017/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2018/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2019/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2020/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2021/12,11,제조업,음료 제조업
(주)MH에탄올,023150,2022/12,11,제조업,음료 제조업
(주)SH에너지화학,002360,2011/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2012/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2013/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2014/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2015/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2016/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2017/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2018/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2019/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2020/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2021/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2022/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SIMPAC,009160,2011/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2012/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2013/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2014/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2015/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2016/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2017/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2018/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2019/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2020/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2021/12,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2022/12,24,제조업,1차 금속 제조업
(주)SNT에너지,100840,2011/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2012/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2013/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2014/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2015/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2016/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2017/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2018/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2019/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2020/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2021/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2022/12,29,제조업,기타 기계 및 장비 제조업
(주)SNT홀딩스,036530,2011/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2012/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2013/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2014/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2015/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2016/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2017/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2018/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2019/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2020/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2021/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2022/12,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)STX,011810,2011/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2012/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2013/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2014/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2015/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2016/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2017/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2018/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2019/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2020/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2021/12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2022/12,46,도매 및 소매업,도매 및 상품 중개업
(주)TCC스틸,002710,2011/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2012/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2013/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2014/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2015/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2016/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2017/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2018/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2019/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2020/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2021/12,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2022/12,24,제조업,1차 금속 제조업
(주)가비아,079940,2011/12,58,정보통신업,출판업
(주)가비아,079940,2012/12,58,정보통신업,출판업
(주)가비아,079940,2013/12,58,정보통신업,출판업
(주)가비아,079940,2014/12,58,정보통신업,출판업
(주)가비아,079940,2015/12,58,정보통신업,출판업
(주)가비아,079940,2016/12,58,정보통신업,출판업
(주)가비아,079940,2017/12,58,정보통신업,출판업
(주)가비아,079940,2018/12,58,정보통신업,출판업
(주)가비아,079940,2019/12,58,정보통신업,출판업
(주)가비아,079940,2020/12,58,정보통신업,출판업
(주)가비아,079940,2021/12,58,정보통신업,출판업
(주)가비아,079940,2022/12,58,정보통신업,출판업
(주)가온칩스,399720,2018/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2019/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2020/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2021/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2022/12,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)강스템바이오텍,217730,2013/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2014/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2015/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2016/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2017/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2018/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2019/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2020/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2021/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2022/12,21,제조업,의료용 물질 및 의약품 제조업
(주)강원랜드,035250,2011/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2012/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2013/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2014/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2015/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2016/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2017/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2018/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2019/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2020/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2021/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2022/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원에너지,114190,2011/11,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2012/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2013/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2014/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2015/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2016/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2017/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2018/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2019/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2020/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2021/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2022/12,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)갤럭시아에스엠,011420,2011/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2012/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2013/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2014/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2015/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2016/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2017/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2018/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2019/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2020/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2021/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2022/12,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)경농,002100,2011/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2012/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2013/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2014/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2015/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2016/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2017/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2018/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2019/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2020/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2021/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2022/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경동나비엔,009450,2011/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2012/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2013/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2014/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2015/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2016/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2017/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2018/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2019/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2020/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2021/12,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2022/12,28,제조업,전기장비 제조업
(주)경동도시가스,267290,2017/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2018/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2019/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2020/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2021/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2022/12,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동인베스트,012320,2011/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2012/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2013/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2014/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2015/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2016/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2017/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2018/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2019/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2020/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2021/12,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2022/12,64,금융 및 보험업,금융업
(주)경방,000050,2011/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2012/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2013/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2014/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2015/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2016/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2017/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2018/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2019/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2020/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2021/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경방,000050,2022/12,47,도매 및 소매업,소매업; 자동차 제외
(주)경보제약,214390,2011/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2012/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2013/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2014/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2015/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2016/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2017/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2018/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2019/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2020/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2021/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경보제약,214390,2022/12,21,제조업,의료용 물질 및 의약품 제조업
(주)경인양행,012610,2011/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2012/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2013/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2014/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2015/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2016/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2017/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2018/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2019/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2020/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2021/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경인양행,012610,2022/12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)고려시멘트,198440,2014/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2015/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2016/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2017/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2018/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2019/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2020/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2021/12,23,제조업,비금속 광물제품 제조업
(주)고려시멘트,198440,2022/12,23,제조업,비금속 광물제품 제조업
(주)고바이오랩,348150,2019/12,70,"전문, 과학 및 기술 서비스업",연구개발업
(주)고바이오랩,348150,2020/12,70,"전문, 과학 및 기술 서비스업",연구개발업
(주)고바이오랩,348150,2021/12,70,"전문, 과학 및 기술 서비스업",연구개발업
(주)고바이오랩,348150,2022/12,70,"전문, 과학 및 기술 서비스업",연구개발업
(주)고영테크놀러지,098460,2011/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2012/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2013/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2014/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2015/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2016/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2017/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2018/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2019/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2020/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2021/12,29,제조업,기타 기계 및 장비 제조업
(주)고영테크놀러지,098460,2022/12,29,제조업,기타 기계 및 장비 제조업
(주)골드앤에스,035290,2011/12,58,정보통신업,출판업
(주)골드앤에스,035290,2012/12,58,정보통신업,출판업
(주)골드앤에스,035290,2013/12,58,정보통신업,출판업
(주)골드앤에스,035290,2014/12,58,정보통신업,출판업
(주)골드앤에스,035290,2015/12,58,정보통신업,출판업
(주)골드앤에스,035290,2016/12,58,정보통신업,출판업
(주)골드앤에스,035290,2017/12,58,정보통신업,출판업
(주)골드앤에스,035290,2018/12,58,정보통신업,출판업
(주)골드앤에스,035290,2019/12,58,정보통신업,출판업
(주)골드앤에스,035290,2020/12,58,정보통신업,출판업
(주)골드앤에스,035290,2021/12,58,정보통신업,출판업
(주)골드앤에스,035290,2022/12,58,정보통신업,출판업
(주)골드퍼시픽,038530,2011/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2012/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2013/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2014/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2015/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2016/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2017/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2018/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2019/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2020/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2021/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골드퍼시픽,038530,2022/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존,215000,2015/12,58,정보통신업,출판업
(주)골프존,215000,2016/12,58,정보통신업,출판업
(주)골프존,215000,2017/12,58,정보통신업,출판업
(주)골프존,215000,2018/12,58,정보통신업,출판업
(주)골프존,215000,2019/12,58,정보통신업,출판업
(주)골프존,215000,2020/12,58,정보통신업,출판업
(주)골프존,215000,2021/12,58,정보통신업,출판업
(주)골프존,215000,2022/12,58,정보통신업,출판업
(주)골프존뉴딘홀딩스,121440,2011/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존뉴딘홀딩스,121440,2012/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존뉴딘홀딩스,121440,2013/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존뉴딘홀딩스,121440,2014/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존뉴딘홀딩스,121440,2015/12,46,도매 및 소매업,도매 및 상품 중개업
(주)골프존뉴딘홀딩스,121440,2016/12,46,도매 및 소매업,도매 및 상품 중개업
