회사명,거래소코드,회계년도,부가가치(IFRS연결)(백만원),부가가치율(IFRS연결),부가가치(IFRS)(백만원),부가가치율(IFRS),통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),통계청 한국표준산업분류 10차(중분류)
(주)CMG제약,058820,2011/12,3472.17,19.56,3669.25,20.67,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2012/12,269.31,1.66,-88.04,-0.54,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2013/12,6994.9,34.29,6952.08,34.21,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2014/12,7061.34,31.04,7065.04,31.05,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2015/12,4315.37,15.96,4316.8,15.96,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2016/12,10518.86,31.9,10518.86,31.9,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2017/12,13710.01,33.01,13710.01,33.01,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2018/12,16847.65,33.79,16847.65,33.79,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2019/12,19033.25,32.47,19033.25,32.47,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2020/12,,,17019.7,26.4,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2021/12,,,19294.17,27.77,21,제조업,의료용 물질 및 의약품 제조업
(주)CMG제약,058820,2022/12,,,15933.04,19.38,21,제조업,의료용 물질 및 의약품 제조업
(주)DB하이텍,000990,2011/12,217837.57,39.45,216914,40.6,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2012/12,245655.23,41.58,241800.39,41.41,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2013/12,191554.48,38.8,198528.8,40.21,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2014/12,187341.51,33,207672.46,36.58,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2015/12,386127.3,57.93,382610.36,57.4,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2016/12,341049.1,44.11,336460.47,43.52,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2017/12,329388.04,48.46,292737.25,43.07,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2018/12,309084.25,46.18,316543.96,47.3,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2019/12,379212.5,46.97,394709.63,48.89,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2020/12,483956.34,51.71,482506.07,51.55,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2021/12,744906.75,61.33,744057.87,61.26,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)DB하이텍,000990,2022/12,1068759.34,63.8,1067662.72,63.73,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)ES큐브,050120,2011/12,12044.17,22.56,7961.63,19.09,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2012/12,17991.74,32.14,11617.33,26.3,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2013/12,1434.39,2.45,-5722.54,-12.49,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2014/12,5773,12.98,1481.4,3.98,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2015/12,2670.29,6.33,6263.14,16.98,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2016/12,26875.03,78.38,20160.01,57.9,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2017/12,7493.34,20.96,4476.07,12.06,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2018/12,1165.56,3.45,177.01,0.57,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2019/12,-557.97,-1.28,-6558.67,-22.99,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2020/12,3768.25,4.67,-23593.21,-77.88,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2021/12,20467.89,16.27,5961.33,14.5,46,도매 및 소매업,도매 및 상품 중개업
(주)ES큐브,050120,2022/12,37462.14,49.81,8612.15,16.3,46,도매 및 소매업,도매 및 상품 중개업
(주)HJ중공업,097230,2011/12,494018,17.09,364032,15.72,41,건설업,종합 건설업
(주)HJ중공업,097230,2012/12,543885,21.33,488043,24.64,41,건설업,종합 건설업
(주)HJ중공업,097230,2013/12,358044,14.16,213438,11.07,41,건설업,종합 건설업
(주)HJ중공업,097230,2014/12,291365,11.56,241189,13.41,41,건설업,종합 건설업
(주)HJ중공업,097230,2015/12,292787,9.4,171017,8.38,41,건설업,종합 건설업
(주)HJ중공업,097230,2016/12,221273,7.87,77014,3.99,41,건설업,종합 건설업
(주)HJ중공업,097230,2017/12,171765,7,62839,3.62,41,건설업,종합 건설업
(주)HJ중공업,097230,2018/12,390449,23,-664773,-37.97,41,건설업,종합 건설업
(주)HJ중공업,097230,2019/12,333185,20.46,291962,18.14,41,건설업,종합 건설업
(주)HJ중공업,097230,2020/12,292475,17.25,289620,17.09,41,건설업,종합 건설업
(주)HJ중공업,097230,2021/12,109086,6.39,108098,6.34,41,건설업,종합 건설업
(주)HJ중공업,097230,2022/12,236842,13.24,236057,13.21,41,건설업,종합 건설업
(주)MH에탄올,023150,2011/12,8741.25,19.52,12156.15,28.13,11,제조업,음료 제조업
(주)MH에탄올,023150,2012/12,15364.39,25.71,11475.93,25.23,11,제조업,음료 제조업
(주)MH에탄올,023150,2013/12,13050.09,20.98,-10099.69,-21.81,11,제조업,음료 제조업
(주)MH에탄올,023150,2014/12,11295.12,23.06,11030.53,22.52,11,제조업,음료 제조업
(주)MH에탄올,023150,2015/12,16454.85,32.66,16452.87,32.65,11,제조업,음료 제조업
(주)MH에탄올,023150,2016/12,17091.29,34.95,16882.88,34.53,11,제조업,음료 제조업
(주)MH에탄올,023150,2017/12,14202.61,27.32,14882.33,30.83,11,제조업,음료 제조업
(주)MH에탄올,023150,2018/12,16853.56,23.15,16047.25,34.18,11,제조업,음료 제조업
(주)MH에탄올,023150,2019/12,22570.7,27.91,5096.55,10.85,11,제조업,음료 제조업
(주)MH에탄올,023150,2020/12,45223.3,47.78,11094.52,21.64,11,제조업,음료 제조업
(주)MH에탄올,023150,2021/12,56485.88,55.34,14295.51,31.15,11,제조업,음료 제조업
(주)MH에탄올,023150,2022/12,54043.4,48.81,14584,28.37,11,제조업,음료 제조업
(주)SH에너지화학,002360,2011/12,14210,8.2,14221.3,8.23,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2012/12,14518.25,7.49,13164.14,6.86,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2013/12,20836.07,8.98,18725.38,8.15,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2014/12,37108.64,16.07,33796.55,14.89,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2015/12,36388.74,16.81,34895.57,16.32,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2016/12,40893.43,18.72,39411.54,18.38,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2017/12,29127.7,15.48,27260.32,14.76,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2018/12,19920.85,10.85,19849.37,10.98,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2019/12,13705.14,9.73,12959.9,9.38,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2020/12,8226.3,8.79,7414.09,8.12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2021/12,19043.54,13.62,18926.61,13.59,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SH에너지화학,002360,2022/12,21342.67,12.75,20537.02,12.78,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)SIMPAC,009160,2011/12,53726.56,24.95,47745.41,22.32,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2012/12,43772.07,19.42,45503.45,20.33,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2013/12,46115.44,22.41,44116.55,21.57,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2014/12,51704.11,19.65,35041.8,15.4,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2015/12,59958.15,22.25,48511.4,22.76,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2016/12,59093.1,22.13,45818.17,21.23,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2017/12,43282.91,18.77,33411.91,16.45,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2018/12,114254.96,37.32,94742.34,35.24,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2019/12,65475.48,15.22,50726.3,12.94,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2020/12,96471.6,26.37,68798.87,25.29,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2021/12,179119.52,29.22,130013.33,26.49,24,제조업,1차 금속 제조업
(주)SIMPAC,009160,2022/12,158830.35,23.63,108542.68,21.52,24,제조업,1차 금속 제조업
(주)SNT에너지,100840,2011/12,,,-5072.93,-2.6,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2012/12,,,-3911.2,-1.7,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2013/12,,,36145.24,18.01,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2014/12,,,31921.1,13.15,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2015/12,,,53697.45,20.65,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2016/12,,,21049.19,8.28,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2017/12,,,22693.15,12.33,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2018/12,,,16995.59,12.18,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2019/12,36695.84,17.2,34093.55,16.81,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2020/12,32027.13,13.49,29746.15,12.93,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2021/12,35039.82,20.48,33704.72,20.37,29,제조업,기타 기계 및 장비 제조업
(주)SNT에너지,100840,2022/12,35261.54,17.38,23101.75,12.65,29,제조업,기타 기계 및 장비 제조업
(주)SNT홀딩스,036530,2011/12,316126.05,19,-3092.48,-136.97,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2012/12,289200.16,17.33,10002.42,114.73,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2013/12,287320.84,18.23,8821.66,99.94,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2014/12,280175.76,18.05,7483.38,97.16,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2015/12,383575.56,23.78,36674.24,432.73,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2016/12,230370.32,14.98,6611.38,67.34,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2017/12,220383.89,14.61,4405.14,59.39,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2018/12,283495.5,20.23,6864.34,94.13,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2019/12,320323.23,21.18,10601.11,96.23,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2020/12,271105.98,18.88,24799.93,97.99,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2021/12,374132.78,26.65,18119.4,95.89,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)SNT홀딩스,036530,2022/12,329359.5,20.21,20440.26,96.53,71,"전문, 과학 및 기술 서비스업",전문 서비스업
(주)STX,011810,2011/12,524043,8.78,236828,5.67,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2012/12,-139686,-2.27,92155,2.24,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2013/12,-1245149,-50.83,-1518511,-80.13,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2014/12,505161,30.9,390447,30.24,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2015/12,79567,4.88,-7212,-0.53,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2016/12,-345167,-20.07,-408612,-27.88,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2017/12,416114,23.07,366717,22.98,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2018/12,83521,5.56,28236,2.12,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2019/12,51064,3.47,-15090,-1.22,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2020/12,61014,6.25,4621,0.59,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2021/12,82990,8.97,3797,0.59,46,도매 및 소매업,도매 및 상품 중개업
(주)STX,011810,2022/12,101672,8.55,8830,1,46,도매 및 소매업,도매 및 상품 중개업
(주)TCC스틸,002710,2011/12,50799.6,9.88,47387.55,10.37,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2012/12,49856.28,9.94,44247.81,10.04,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2013/12,40058.31,8,37086.29,8.84,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2014/12,66638.24,12.84,38278.43,9.54,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2015/12,46811.29,9.44,-113808.25,-32.51,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2016/12,81464.7,18.33,53606.1,16.9,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2017/12,61493.36,15.71,30346.26,9.09,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2018/12,75995.51,18.39,44068.24,12.54,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2019/12,74428.93,17.03,42215.18,12.44,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2020/12,63116.41,14.62,32229.5,9.96,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2021/12,112671.51,21,77442.77,18.99,24,제조업,1차 금속 제조업
(주)TCC스틸,002710,2022/12,116962.38,17.09,73619.94,13.96,24,제조업,1차 금속 제조업
(주)가비아,079940,2011/12,25788.11,48.81,15017.54,44.44,58,정보통신업,출판업
(주)가비아,079940,2012/12,31058.09,44.97,17319.4,45.01,58,정보통신업,출판업
(주)가비아,079940,2013/12,32828.8,46.45,16859.32,41.62,58,정보통신업,출판업
(주)가비아,079940,2014/12,34179.94,42.5,19430.85,44.26,58,정보통신업,출판업
(주)가비아,079940,2015/12,41698.24,45.5,22440.14,46.32,58,정보통신업,출판업
(주)가비아,079940,2016/12,45412.89,44.44,23132.9,46.8,58,정보통신업,출판업
(주)가비아,079940,2017/12,48683,41.89,22812.97,43.56,58,정보통신업,출판업
(주)가비아,079940,2018/12,62241.08,48.35,24805.77,44.94,58,정보통신업,출판업
(주)가비아,079940,2019/12,133089.93,89.74,29591.96,50.8,58,정보통신업,출판업
(주)가비아,079940,2020/12,91699.15,54.25,31230.15,48.72,58,정보통신업,출판업
(주)가비아,079940,2021/12,104194.52,51.98,35023.16,48.73,58,정보통신업,출판업
(주)가비아,079940,2022/12,124042.43,51.87,41132.12,53.13,58,정보통신업,출판업
(주)가온칩스,399720,2018/12,,,,,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2019/12,,,,,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2020/12,,,9025.03,52.78,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2021/12,,,16095.77,49.93,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)가온칩스,399720,2022/12,18208.96,42.03,18214.75,42.05,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)강스템바이오텍,217730,2013/12,,,,,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2014/12,,,,,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2015/12,,,-2880.72,-194.04,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2016/12,,,-5090.69,-604.02,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2017/12,-646.49,-7.08,-2123.85,-39.37,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2018/12,-3330.3,-36.34,-5971.99,-596.58,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2019/12,-13446.01,-223.93,-16534.36,-5861.81,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2020/12,-7688.03,-84.13,-12054.54,-4081.05,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2021/12,-5521.86,-44.51,-9530.42,-253.69,21,제조업,의료용 물질 및 의약품 제조업
(주)강스템바이오텍,217730,2022/12,-3262.83,-20.02,-8625.63,-145.84,21,제조업,의료용 물질 및 의약품 제조업
(주)강원랜드,035250,2011/12,778291.81,61.49,783195.28,61.98,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2012/12,712817.68,54.99,693820.93,53.66,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2013/12,837925.02,61.55,824512.27,60.76,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2014/12,904075.49,60.41,899930.11,60.31,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2015/12,1021274.04,62.51,1001297.65,61.39,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2016/12,1043222,61.49,1037898.56,61.25,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2017/12,1000137.64,62.33,1011578.3,63.11,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2018/12,833429.97,57.96,846353.62,58.94,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2019/12,908009,59.73,906619.21,59.74,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2020/12,29372.92,6.14,7259.47,1.52,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2021/12,462672.4,58.68,437629.54,55.58,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원랜드,035250,2022/12,681336.37,53.62,658638.25,51.89,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)강원에너지,114190,2011/11,,,12844.61,25.58,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2012/12,,,18760.61,17.62,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2013/12,,,12256.79,24.19,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2014/12,,,8510.74,16.53,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2015/12,7820.6,16.93,9171.31,18.77,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2016/12,8145.29,19.26,8913.55,20.05,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2017/12,687.17,0.84,713.82,0.86,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2018/12,11600.03,13.5,11569.08,13.47,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2019/12,-24497.97,-57.58,-22522.15,-52.93,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2020/12,-5700.49,-14.87,-6960,-18.15,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2021/12,,,9893.55,22.4,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)강원에너지,114190,2022/12,9791.9,13.72,7113.05,10.34,25,제조업,금속가공제품 제조업; 기계 및 가구 제외
(주)갤럭시아에스엠,011420,2011/12,16289.29,34.42,14937.6,46.78,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2012/12,11304.39,20.53,9721.11,25.99,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2013/12,4540.45,9.78,3928.36,12.71,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2014/12,5477.95,12.48,3400.02,10.29,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2015/12,10705.78,17.14,10216.63,19,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2016/12,5657.39,10.75,5013.27,10.98,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2017/12,-161.81,-0.43,-275.92,-0.75,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2018/12,-9771.55,-44.29,-9601.87,-43.58,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2019/12,3529.68,12.28,3287.96,11.44,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2020/12,,,5356.27,27.41,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2021/12,,,7291.3,25.23,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)갤럭시아에스엠,011420,2022/12,,,7980.19,26.52,91,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업
(주)경농,002100,2011/12,26483.85,21.84,28809.42,23.86,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2012/12,39063.56,28.52,32641.59,24.91,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2013/12,53114.35,27.05,42493.74,30.52,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2014/12,47327.34,25.11,38526.79,28.58,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2015/12,46908.64,23.88,36680.28,26.66,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2016/12,48243.41,23.65,37693.81,26.32,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2017/12,55717.38,26.98,45275,31.62,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2018/12,57945.41,27.25,47204.81,32.28,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2019/12,55965.47,24.6,43823.04,28.96,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2020/12,66274.43,26.69,48358,29.19,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2021/12,66250.11,24.51,61708.42,35.31,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경농,002100,2022/12,89283.25,24.69,62512.05,30.86,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)경동나비엔,009450,2011/12,60669.23,17.78,50196.09,15.77,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2012/12,68423.43,18.05,54692.56,16.02,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2013/12,79237.85,19.13,55874.59,15.04,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2014/12,80978.36,18.88,56282.59,14.72,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2015/12,107704.21,21.03,76567.87,17.08,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2016/12,141866.08,24.32,91445.07,18.07,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2017/12,148016.16,21.62,88344.03,15.5,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2018/12,164621.76,22.65,103466.23,16.74,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2019/12,195347,25.23,119653.32,18.26,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2020/12,230730.36,26.42,134478.53,18.02,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2021/12,312951.57,28.37,213123.89,22.41,28,제조업,전기장비 제조업
(주)경동나비엔,009450,2022/12,305565.94,26.32,203944.29,20.82,28,제조업,전기장비 제조업
(주)경동도시가스,267290,2017/12,,,,,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2018/12,105468.98,6.57,97564.13,6.08,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2019/12,95819.67,6.74,86578.45,6.09,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2020/12,89689.03,8.25,80027.99,7.37,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2021/12,96625.6,6.63,86837.17,5.96,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동도시가스,267290,2022/12,96140.23,4.17,88621.1,3.85,35,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업"
(주)경동인베스트,012320,2011/12,92451.05,5,95768.55,5.3,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2012/12,135007.2,5.39,107979.21,4.49,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2013/12,140991.69,5.06,93436.7,3.51,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2014/12,81588.6,3.13,93996.69,3.92,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2015/12,-30690.54,-1.91,34539.58,2.55,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2016/12,26071.34,2.21,72056.94,7.06,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2017/12,58509.5,29.99,-608.84,-99.41,64,금융 및 보험업,금융업
(주)경동인베스트,012320,2018/12,128174.79,56.06,2304.64,30.89,64,금융 및 보험업,금융업
