회사명,거래소코드,회계년도,합계_기말인원(명),합계_년간총급여(천원),설립일,외국인_주식분포비율,보통주식비율
(주)아이에스이커머스,069920,2015/12,79,2744212,2001/03/14,20.13,43.17
(주)아이에스이커머스,069920,2016/12,74,2343320,2001/03/14,20.01,46.02
(주)아이에스이커머스,069920,2017/12,85,2752103,2001/03/14,20.04,44.95
(주)아이에스이커머스,069920,2018/12,63,1851803,2001/03/14,0.33,66.45
(주)아이에스이커머스,069920,2019/12,65,2042540,2001/03/14,0.35,67.14
(주)아이에스이커머스,069920,2020/12,53,1739851,2001/03/14,0.53,68.83
(주)아이에스이커머스,069920,2021/12,73,2536571,2001/03/14,1.52,69.67
(주)아이에이,038880,2011/12,166,8169030,1993/08/05,0.81,8.9
(주)아이에이,038880,2012/12,123,7647424,1993/08/05,0.97,13.5
(주)아이에이,038880,2013/12,114,5885081,1993/08/05,0.86,19.89
(주)아이에이,038880,2014/12,101,5840287,1993/08/05,0.71,14.22
(주)아이에이,038880,2015/12,84,4978545,1993/08/05,1.15,12.43
(주)아이에이,038880,2016/12,77,4124950,1993/08/05,1.17,11.94
(주)아이에이,038880,2017/12,77,4341000,1993/08/05,1.16,11.95
(주)아이에이,038880,2018/12,71,4326000,1993/08/05,1.83,11.66
(주)아이에이,038880,2019/12,60,3446000,1993/08/05,2.32,9.97
(주)아이에이,038880,2020/12,50,2632000,1993/08/05,1.3,8.74
(주)아이에이,038880,2021/12,43,2138000,1993/08/05,1.55,8.4
(주)아이엘사이언스,122050,2016/12,,,2008/11/26,,
(주)아이엘사이언스,122050,2017/12,,,2008/11/26,,
(주)아이엘사이언스,307180,2018/12,,,2018/08/31,0.35,8.06
(주)아이엘사이언스,122050,2018/12,47,1755099,2008/11/26,,35.79
(주)아이엘사이언스,307180,2019/12,51,1956792,2018/08/31,0,31.88
(주)아이엘사이언스,307180,2020/12,53,2299254,2018/08/31,0.58,35.75
(주)아이엘사이언스,307180,2021/12,53,2453640,2018/08/31,4.66,30.81
(주)아이엠,101390,2011/12,101,4820000,2006/01/11,3.15,26.44
(주)아이엠,101390,2012/12,110,5222000,2006/01/11,4.07,26.19
(주)아이엠,101390,2013/12,123,6194000,2006/01/11,5.92,26.44
(주)아이엠,101390,2014/12,135,6892000,2006/01/11,4.36,21.24
(주)아이엠,101390,2015/12,136,6260000,2006/01/11,4.63,17.16
(주)아이엠,101390,2016/12,135,6986000,2006/01/11,4.26,11
(주)아이엠,101390,2017/12,131,6986000,2006/01/11,4.46,10.05
(주)아이엠,101390,2018/12,106,5553000,2006/01/11,7.23,7.13
(주)아이엠,101390,2019/12,87,4667000,2006/01/11,4.16,14.1
(주)아이엠,101390,2020/12,64,4012000,2006/01/11,4.4,17.7
(주)아이엠,101390,2021/12,56,3719000,2006/01/11,2.03,26.99
(주)아이엠비씨,052220,2011/12,101,4074505,2000/03/11,0.42,58.19
(주)아이엠비씨,052220,2012/12,103,4122777,2000/03/11,0.29,58.2
(주)아이엠비씨,052220,2013/12,111,4482931,2000/03/11,0.38,58.3
(주)아이엠비씨,052220,2014/12,111,4728545,2000/03/11,0.78,58.25
(주)아이엠비씨,052220,2015/12,120,4840151,2000/03/11,1.13,58.28
(주)아이엠비씨,052220,2016/12,125,5193215,2000/03/11,0.82,58.28
(주)아이엠비씨,052220,2017/12,120,5143211,2000/03/11,0.64,58.13
(주)아이엠비씨,052220,2018/12,100,4523336,2000/03/11,0.69,58.13
(주)아이엠비씨,052220,2019/12,99,4090961,2000/03/11,0.7,58.13
(주)아이엠비씨,052220,2020/12,98,4090699,2000/03/11,1.41,58.23
(주)아이엠비씨,052220,2021/12,103,5512615,2000/03/11,0.86,58.23
(주)아이엠텍,226350,2011/12,,,2000/12/13,,
(주)아이엠텍,226350,2012/12,,,2000/12/13,,
(주)아이엠텍,226350,2013/12,,,2000/12/13,,
(주)아이엠텍,226350,2014/12,,,2000/12/13,,
(주)아이엠텍,226350,2015/12,204,5242357,2000/12/13,,55.97
(주)아이엠텍,226350,2016/12,205,6910596,2000/12/13,1.03,35.39
(주)아이엠텍,226350,2017/12,210,7739680,2000/12/13,2.08,6.18
(주)아이엠텍,226350,2018/12,118,4868925,2000/12/13,1.71,6.59
(주)아이엠텍,226350,2019/12,116,3949702,2000/12/13,0.79,8.94
(주)아이엠텍,226350,2020/12,89,4019645,2000/12/13,1.39,7.8
(주)아이오케이컴퍼니,078860,2011/12,64,3034000,2000/04/26,0,29.07
(주)아이오케이컴퍼니,078860,2012/12,65,3478000,2000/04/26,0.1,26.44
(주)아이오케이컴퍼니,078860,2013/12,70,4047000,2000/04/26,0.38,25.41
(주)아이오케이컴퍼니,078860,2014/12,69,4360346,2000/04/26,0.25,9.68
(주)아이오케이컴퍼니,078860,2015/12,70,3291905,2000/04/26,16.13,24.59
(주)아이오케이컴퍼니,078860,2016/12,71,4617225,2000/04/26,12.01,14
(주)아이오케이컴퍼니,078860,2017/12,81,4195813,2000/04/26,0.41,26.32
(주)아이오케이컴퍼니,078860,2018/12,48,1736153,2000/04/26,0.46,49.09
(주)아이오케이컴퍼니,078860,2019/12,37,1637915,2000/04/26,0.73,38.45
(주)아이오케이컴퍼니,078860,2020/12,76,1851150,2000/04/26,0.67,27.81
(주)아이오케이컴퍼니,078860,2021/12,156,3175291,2000/04/26,0.77,23.76
(주)아이윈,090150,2011/12,199,6643118,1999/02/06,0,63.65
(주)아이윈,090150,2012/12,218,6773616,1999/02/06,0,58.88
(주)아이윈,090150,2013/12,238,6281070,1999/02/06,0.27,58.88
(주)아이윈,090150,2014/12,220,7101697,1999/02/06,0.06,58.88
(주)아이윈,090150,2015/12,198,7086126,1999/02/06,1.06,58.88
(주)아이윈,090150,2016/12,189,7244269,1999/02/06,2.07,58.88
(주)아이윈,090150,2017/12,180,7364998,1999/02/06,1.9,56.17
(주)아이윈,090150,2018/12,143,5997021,1999/02/06,2.13,55.67
(주)아이윈,090150,2019/12,64,3887627,1999/02/06,2.71,55.67
(주)아이윈,090150,2020/12,65,2963474,1999/02/06,1.26,55.67
(주)아이윈,090150,2021/12,65,3274354,1999/02/06,1.78,31.16
(주)아이윈플러스,123010,2011/12,,,2003/10/15,,
(주)아이윈플러스,123010,2012/12,,,2003/10/15,,
(주)아이윈플러스,123010,2013/12,,,2003/10/15,,
(주)아이윈플러스,123010,2014/12,229,5235980,2003/10/15,,30.34
(주)아이윈플러스,123010,2015/12,182,5469982,2003/10/15,,30.97
(주)아이윈플러스,123010,2016/12,140,5458989,2003/10/15,4.95,26.01
(주)아이윈플러스,123010,2017/12,166,3624121,2003/10/15,3.92,25.96
(주)아이윈플러스,123010,2018/12,78,2871061,2003/10/15,0.56,25.89
(주)아이윈플러스,123010,2019/12,72,2973913,2003/10/15,1.7,24.64
(주)아이윈플러스,123010,2020/12,78,2887045,2003/10/15,0.58,27.31
(주)아이윈플러스,123010,2021/12,70,2432596,2003/10/15,0.97,15.14
(주)아이즈비전,031310,2011/12,39,1166000,1992/09/09,0.03,31.79
(주)아이즈비전,031310,2012/12,43,1414000,1992/09/09,0.22,31.79
(주)아이즈비전,031310,2013/12,46,1531000,1992/09/09,0.07,33.33
(주)아이즈비전,031310,2014/12,56,1635000,1992/09/09,0.38,33.7
(주)아이즈비전,031310,2015/12,60,2100000,1992/09/09,1.1,32.73
(주)아이즈비전,031310,2016/12,50,1776000,1992/09/09,0.32,29.83
(주)아이즈비전,031310,2017/12,53,1848000,1992/09/09,2.05,30.24
(주)아이즈비전,031310,2018/12,48,1810000,1992/09/09,2.57,31.23
(주)아이즈비전,031310,2019/12,46,1637000,1992/09/09,4.32,36.85
(주)아이즈비전,031310,2020/12,51,2148000,1992/09/09,0.73,36.66
(주)아이즈비전,031310,2021/12,52,2455000,1992/09/09,2.52,34.99
(주)아이컴포넌트,059100,2011/12,130,4146954,2000/05/12,5.58,21.26
(주)아이컴포넌트,059100,2012/12,115,3878190,2000/05/12,5.85,23.62
(주)아이컴포넌트,059100,2013/12,116,3930908,2000/05/12,5.21,22.23
(주)아이컴포넌트,059100,2014/12,95,3558539,2000/05/12,5.71,25.49
(주)아이컴포넌트,059100,2015/12,111,4611605,2000/05/12,5.07,25.59
(주)아이컴포넌트,059100,2016/12,120,4601316,2000/05/12,5.87,23.76
(주)아이컴포넌트,059100,2017/12,98,4465657,2000/05/12,7.28,23.73
(주)아이컴포넌트,059100,2018/12,81,3809231,2000/05/12,7.8,23.73
(주)아이컴포넌트,059100,2019/12,81,3858961,2000/05/12,6.6,24.28
(주)아이컴포넌트,059100,2020/12,87,3755602,2000/05/12,5.81,24.34
(주)아이컴포넌트,059100,2021/12,96,4255669,2000/05/12,8.65,24.34
(주)아이퀘스트,262840,2015/12,,,1996/11/27,,
(주)아이퀘스트,262840,2016/12,,,1996/11/27,,
(주)아이퀘스트,262840,2017/12,,,1996/11/27,,
(주)아이퀘스트,262840,2018/12,,,1996/11/27,,
(주)아이퀘스트,262840,2019/12,,,1996/11/27,,
(주)아이퀘스트,262840,2020/12,100,3746000,1996/11/27,,64.28
(주)아이퀘스트,262840,2021/12,109,4511039,1996/11/27,1.19,39.03
(주)아이톡시,052770,2011/12,166,6533726,1997/06/30,0.01,38.13
(주)아이톡시,052770,2012/12,152,5384295,1997/06/30,0.09,50.2
(주)아이톡시,052770,2013/12,172,6101342,1997/06/30,0.05,49.73
(주)아이톡시,052770,2014/12,226,7506840,1997/06/30,0.77,47.99
(주)아이톡시,052770,2015/12,199,8000079,1997/06/30,1.13,47.21
(주)아이톡시,052770,2016/12,265,10486647,1997/06/30,2.74,42.74
(주)아이톡시,052770,2017/12,266,10673900,1997/06/30,0.79,37.08
(주)아이톡시,052770,2018/12,51,1745771,1997/06/30,0.63,21.03
(주)아이톡시,052770,2019/12,18,559839,1997/06/30,0.97,68.6
(주)아이톡시,052770,2020/12,17,530759,1997/06/30,0.39,46
(주)아이톡시,052770,2021/12,38,1081701,1997/06/30,0.14,56.75
(주)아이티센,124500,2011/12,,,2005/05/10,,
(주)아이티센,124500,2013/03,,,2005/05/10,,
(주)아이티센,124500,2014/03,200,6742000,2005/05/10,0,57.56
(주)아이티센,124500,2015/03,403,13227000,2005/05/10,0.06,37.22
(주)아이티센,124500,2016/12,648,21557000,2005/05/10,0.24,36.51
(주)아이티센,124500,2017/12,475,20770300,2005/05/10,0.35,23.02
(주)아이티센,124500,2018/12,506,24289562,2005/05/10,1.16,22.5
(주)아이티센,124500,2019/12,544,26499858,2005/05/10,5.34,23.22
(주)아이티센,124500,2020/12,455,27339431,2005/05/10,0.46,25.42
(주)아이티센,124500,2021/12,170,11668797,2005/05/10,1.67,22
(주)아이티아이즈,372800,2018/12,,,2012/08/10,,
(주)아이티아이즈,372800,2019/12,,,2012/08/10,,
(주)아이티아이즈,372800,2020/12,,,2012/08/10,,
(주)아이티아이즈,372800,2021/12,272,12273737,2012/08/10,0.62,59.06
(주)아이티엑스에이아이,099520,2011/12,172,6533753,1998/02/27,0,32.11
(주)아이티엑스에이아이,099520,2012/12,177,6307878,1998/02/27,3.84,28.15
(주)아이티엑스에이아이,099520,2013/12,211,6460577,1998/02/27,8.46,19.8
(주)아이티엑스에이아이,099520,2014/12,218,7727732,1998/02/27,2.17,19.03
(주)아이티엑스에이아이,099520,2015/12,155,5262126,1998/02/27,2.25,17.61
(주)아이티엑스에이아이,099520,2016/12,113,4321778,1998/02/27,2.04,17.61
(주)아이티엑스에이아이,099520,2017/12,106,4042811,1998/02/27,1.94,18.58
(주)아이티엑스에이아이,099520,2018/12,121,4411276,1998/02/27,2.93,18.58
(주)아이티엑스에이아이,099520,2019/12,121,4654230,1998/02/27,2.83,18.58
(주)아이티엑스에이아이,099520,2020/12,141,5203313,1998/02/27,3.08,43.17
(주)아이티엑스에이아이,099520,2021/12,102,4136531,1998/02/27,1.91,43.17
(주)아이티엠반도체,084850,2011/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2012/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2013/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2014/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2015/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2016/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2017/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2018/12,,,2000/02/23,,
(주)아이티엠반도체,084850,2019/12,255,15401000,2000/02/23,0,67.73
(주)아이티엠반도체,084850,2020/12,302,15414000,2000/02/23,6.87,67.32
(주)아이티엠반도체,084850,2021/12,320,15285000,2000/02/23,3.86,69.14
(주)아이패밀리에스씨,114840,2011/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2012/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2013/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2014/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2015/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2016/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2017/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2018/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2019/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2020/12,,,2000/02/29,,
(주)아이패밀리에스씨,114840,2021/12,130,5259999,2000/02/29,0.1,43.73
(주)아이팩토리,053810,2011/12,200,9807000,1990/05/01,0,27.9
(주)아이팩토리,053810,2012/12,138,6255000,1990/05/01,0.03,29.1
(주)아이팩토리,053810,2013/12,94,2757000,1990/05/01,0.02,15.7
(주)아이팩토리,053810,2014/12,23,851712,1990/05/01,0.19,5.09
(주)아이팩토리,053810,2015/12,19,879000,1990/05/01,0.59,10.31
(주)아인스엠앤엠,040740,2011/12,,,1999/05/14,0,
(주)아즈텍더블유비이,032080,2011/12,139,4087894,1970/10/20,0.02,62.66
(주)아즈텍더블유비이,032080,2012/12,126,4444000,1970/10/20,0.12,51.79
(주)아즈텍더블유비이,032080,2013/12,128,4283000,1970/10/20,0.19,51.8
(주)아즈텍더블유비이,032080,2014/12,130,4056000,1970/10/20,0.66,45.2
(주)아즈텍더블유비이,032080,2015/12,133,4839000,1970/10/20,0.49,44.1
(주)아즈텍더블유비이,032080,2016/12,129,4585000,1970/10/20,4.03,38.1
(주)아즈텍더블유비이,032080,2017/12,122,4526000,1970/10/20,3.1,41
(주)아즈텍더블유비이,032080,2018/12,113,3904000,1970/10/20,1.33,41.02
(주)아즈텍더블유비이,032080,2019/12,113,3806000,1970/10/20,1.17,42.6
(주)아즈텍더블유비이,032080,2020/12,89,3654114,1970/10/20,1.31,42.6
(주)아즈텍더블유비이,032080,2021/12,91,3148336,1970/10/20,3.7,39.24
(주)아진엑스텍,059120,2011/12,,,1997/12/29,,
(주)아진엑스텍,059120,2012/12,,,1997/12/29,,
(주)아진엑스텍,059120,2013/12,74,3148547,1997/12/29,,51.79
(주)아진엑스텍,059120,2014/12,84,3567204,1997/12/29,0.08,42.03
(주)아진엑스텍,059120,2015/12,81,3474392,1997/12/29,0.08,45.51
(주)아진엑스텍,059120,2016/12,77,3484872,1997/12/29,0.24,38
(주)아진엑스텍,059120,2017/12,81,4385121,1997/12/29,1.54,34.41
(주)아진엑스텍,059120,2018/12,81,4488249,1997/12/29,2.43,31.83
(주)아진엑스텍,059120,2019/12,83,4518414,1997/12/29,2.28,31.83
(주)아진엑스텍,059120,2020/12,82,4888545,1997/12/29,2.75,34.02
(주)아진엑스텍,059120,2021/12,89,5134025,1997/12/29,1.11,34.02
(주)아큐텍,013780,2011/12,77,2334933,1979/01/27,16.03,2.63
(주)아큐텍,013780,2012/12,58,2019978,1979/01/27,,21.69
(주)아톤,158430,2013/12,,,1999/10/13,,
(주)아톤,158430,2019/12,92,5509000,1999/10/13,0.62,34.57
(주)아톤,158430,2020/12,100,5524000,1999/10/13,0.25,32.92
(주)아톤,158430,2021/12,92,5791996,1999/10/13,1.91,31.34
(주)아프리카티비,067160,2011/12,211,7071828,1996/04/22,0.63,22.27
(주)아프리카티비,067160,2012/12,283,9087951,1996/04/22,1.71,22.81
(주)아프리카티비,067160,2013/12,277,9593616,1996/04/22,4.85,21.5
(주)아프리카티비,067160,2014/12,291,11621325,1996/04/22,25.42,20.62
(주)아프리카티비,067160,2015/12,386,12099000,1996/04/22,25.78,20.75
(주)아프리카티비,067160,2016/12,437,15909000,1996/04/22,41.58,23.42
(주)아프리카티비,067160,2017/12,470,14951000,1996/04/22,32.76,25.98
(주)아프리카티비,067160,2018/12,443,15927000,1996/04/22,26.19,25.55
(주)아프리카티비,067160,2019/12,518,20183000,1996/04/22,44.94,25.55
(주)아프리카티비,067160,2020/12,579,24693000,1996/04/22,38.8,25.53
(주)아프리카티비,067160,2021/12,599,35550000,1996/04/22,51.04,25.79
(주)안랩,053800,2011/12,686,30758627,1995/03/18,1.65,37.1
(주)안랩,053800,2012/12,859,37052005,1995/03/18,0.99,23.7
(주)안랩,053800,2013/12,865,40568636,1995/03/18,1.34,23.6
(주)안랩,053800,2014/12,876,44879570,1995/03/18,2.12,28.6
(주)안랩,053800,2015/12,926,45584224,1995/03/18,6.96,28.61
(주)안랩,053800,2016/12,1002,49137219,1995/03/18,5.15,28.61
(주)안랩,053800,2017/12,1056,52673084,1995/03/18,10.53,28.6
(주)안랩,053800,2018/12,1133,59339404,1995/03/18,17.65,28.6
(주)안랩,053800,2019/12,1187,61709728,1995/03/18,20.11,28.6
(주)안랩,053800,2020/12,1206,70100594,1995/03/18,20.57,28.6
(주)안랩,053800,2021/12,1241,79108915,1995/03/18,20.73,28.59
(주)안트로젠,065660,2014/12,,,2000/03/16,,
(주)안트로젠,065660,2015/12,28,923878,2000/03/16,,43.35
(주)안트로젠,065660,2016/12,31,1159875,2000/03/16,3.73,43.3
(주)안트로젠,065660,2017/12,38,1335664,2000/03/16,3.77,41.1
(주)안트로젠,065660,2018/12,42,1137479,2000/03/16,5.26,15.43
(주)안트로젠,065660,2019/12,50,2281080,2000/03/16,6.11,14.7
(주)안트로젠,065660,2020/12,58,1449550,2000/03/16,10.21,14.03
(주)안트로젠,065660,2021/12,41,1412000,2000/03/16,12.14,14.39
(주)알로이스,271400,2015/12,,,2015/09/21,,
(주)알로이스,271400,2016/12,,,2015/09/21,,
(주)알로이스,271400,2017/12,22,1084696,2015/09/21,,62.63
(주)알로이스,271400,2018/12,25,1122782,2015/09/21,,45.48
(주)알로이스,297570,2018/12,2,0,2018/04/26,0,7.25
(주)알로이스,297570,2019/12,28,1829368,2018/04/26,3,35.51
(주)알로이스,297570,2020/12,34,2231353,2018/04/26,3.87,35.51
(주)알로이스,297570,2021/12,32,2739036,2018/04/26,1.76,35.55
(주)알비더블유,361570,2017/12,,,2010/03/05,,
(주)알비더블유,361570,2018/12,,,2010/03/05,,
(주)알비더블유,361570,2019/12,,,2010/03/05,,
(주)알비더블유,361570,2020/12,,,2010/03/05,,
(주)알비더블유,361570,2021/12,80,2506956,2010/03/05,0.17,38
(주)알에프세미,096610,2011/12,264,6877863,1999/10/22,0.01,36.19
(주)알에프세미,096610,2012/12,225,6415581,1999/10/22,1.07,36.19
(주)알에프세미,096610,2013/12,404,8411913,1999/10/22,3.61,36.2
(주)알에프세미,096610,2014/12,385,12525689,1999/10/22,1.13,36.2
(주)알에프세미,096610,2015/12,381,13299126,1999/10/22,1.2,39.44
(주)알에프세미,096610,2016/12,413,14790273,1999/10/22,1.79,39.69
(주)알에프세미,096610,2017/12,411,14555119,1999/10/22,1,39.69
(주)알에프세미,096610,2018/12,425,14376631,1999/10/22,0.55,40.53
(주)알에프세미,096610,2019/12,375,13430342,1999/10/22,4.17,40.48
(주)알에프세미,096610,2020/12,316,10911215,1999/10/22,0.97,34.63
(주)알에프세미,096610,2021/12,300,10925493,1999/10/22,2.45,26.6
(주)알에프텍,061040,2011/12,246,7059000,1995/02/22,0.14,33.44
(주)알에프텍,061040,2012/12,326,9913000,1995/02/22,2.78,30.72
(주)알에프텍,061040,2013/12,324,10166000,1995/02/22,2.51,26.56
(주)알에프텍,061040,2014/12,295,9087000,1995/02/22,2.75,26.56
(주)알에프텍,061040,2015/12,274,9199000,1995/02/22,3.41,22.79
(주)알에프텍,061040,2016/12,257,9038000,1995/02/22,4.12,22.79
(주)알에프텍,061040,2017/12,242,9568000,1995/02/22,4.52,22.79
(주)알에프텍,061040,2018/12,228,8347000,1995/02/22,3.72,22.79
(주)알에프텍,061040,2019/12,275,10544000,1995/02/22,5.62,18.37
(주)알에프텍,061040,2020/12,317,12147000,1995/02/22,2.54,14.48
(주)알에프텍,061040,2021/12,345,13222000,1995/02/22,2.67,14.98
(주)알엔투테크놀로지,148250,2011/12,,,2002/03/26,,
(주)알엔투테크놀로지,148250,2012/12,,,2002/03/26,,
(주)알엔투테크놀로지,148250,2013/12,69,2376665,2002/03/26,,31.53
(주)알엔투테크놀로지,148250,2014/12,65,2524877,2002/03/26,,31.53
(주)알엔투테크놀로지,148250,2015/12,80,2282671,2002/03/26,,30.47
(주)알엔투테크놀로지,148250,2016/12,99,3465403,2002/03/26,0.86,27.43
(주)알엔투테크놀로지,148250,2017/12,128,4299043,2002/03/26,1.72,27.52
(주)알엔투테크놀로지,148250,2018/12,157,4582794,2002/03/26,1.41,26.45
(주)알엔투테크놀로지,148250,2019/12,179,6603386,2002/03/26,1.15,26.42
(주)알엔투테크놀로지,148250,2020/12,182,6588848,2002/03/26,2.61,22.64
(주)알엔투테크놀로지,148250,2021/12,196,7756771,2002/03/26,2.95,21.64
(주)알체라,347860,2019/12,,,2016/06/03,,
(주)알체라,347860,2020/12,94,2899000,2016/06/03,0.06,39.6
(주)알체라,347860,2021/12,159,5118000,2016/06/03,1.75,40.33
(주)알테오젠,196170,2013/12,,,2008/05/13,,
(주)알테오젠,196170,2014/12,29,1049200,2008/05/13,6.29,35.31
(주)알테오젠,196170,2015/12,39,1508700,2008/05/13,6.87,30.55
(주)알테오젠,196170,2016/12,47,2035740,2008/05/13,5.85,28.83
(주)알테오젠,196170,2017/12,52,2310442,2008/05/13,5.83,28.51
(주)알테오젠,196170,2018/12,57,2435048,2008/05/13,6.06,26.24
(주)알테오젠,196170,2019/12,67,3085551,2008/05/13,6.96,26.1
(주)알테오젠,196170,2020/12,80,4337470,2008/05/13,20.69,25.4
(주)알테오젠,196170,2021/12,97,5000554,2008/05/13,14.54,24.95
(주)알톤스포츠,123750,2011/12,100,3549000,2010/03/25,0.04,57.54
(주)알톤스포츠,123750,2012/12,113,4585711,2010/03/25,0,58.05
(주)알톤스포츠,123750,2013/12,111,4776848,2010/03/25,0.09,56.36
(주)알톤스포츠,123750,2014/12,119,5028779,2010/03/25,4.91,53.82
(주)알톤스포츠,123750,2015/12,148,6623000,2010/03/25,1.02,41.1
(주)알톤스포츠,123750,2016/12,134,6956000,2010/03/25,0.4,46.6
(주)알톤스포츠,123750,2017/12,123,6089000,2010/03/25,0.4,46.6
(주)알톤스포츠,123750,2018/12,119,5645000,2010/03/25,1.38,46.6
(주)알톤스포츠,123750,2019/12,83,4626000,2010/03/25,0.7,46.6
(주)알톤스포츠,123750,2020/12,77,3411000,2010/03/25,1.87,46.6
(주)알톤스포츠,123750,2021/12,77,3798000,2010/03/25,0.28,46.6
(주)알티캐스트,085810,2011/12,,,1999/02/01,,
(주)알티캐스트,085810,2012/12,,,1999/02/01,,
(주)알티캐스트,085810,2013/12,319,15476306,1999/02/01,11.93,41.41
(주)알티캐스트,085810,2014/12,317,19047000,1999/02/01,11.71,31.4
(주)알티캐스트,085810,2015/12,328,18252000,1999/02/01,10.49,30.88
(주)알티캐스트,085810,2016/12,335,16932000,1999/02/01,9.46,28.51
(주)알티캐스트,085810,2017/12,292,16299000,1999/02/01,10.01,28.51
(주)알티캐스트,085810,2018/12,330,18489000,1999/02/01,7.5,28.51
(주)알티캐스트,085810,2019/12,166,9482000,1999/02/01,1.38,37.45
(주)알티캐스트,085810,2020/12,150,8584000,1999/02/01,0.64,39.25
(주)알티캐스트,085810,2021/12,140,7558000,1999/02/01,1.84,33.92
(주)알파홀딩스,117670,2011/12,71,3077000,2002/11/01,0.28,32.08
(주)알파홀딩스,117670,2012/12,70,3854000,2002/11/01,0.28,30.84
(주)알파홀딩스,117670,2013/12,90,4366000,2002/11/01,0.9,30.84
(주)알파홀딩스,117670,2014/12,98,5841000,2002/11/01,1.62,16.89
(주)알파홀딩스,117670,2015/12,122,7114000,2002/11/01,0.15,16.89
(주)알파홀딩스,117670,2016/12,99,7099300,2002/11/01,0.72,17.17
(주)알파홀딩스,117670,2017/12,105,6529524,2002/11/01,3.73,10.94
(주)알파홀딩스,117670,2018/12,122,8861542,2002/11/01,3.73,8.86
(주)알파홀딩스,117670,2019/12,96,7510937,2002/11/01,0.97,7.23
(주)알파홀딩스,117670,2020/12,114,8935636,2002/11/01,1.19,5.78
(주)알파홀딩스,117670,2021/12,122,7968520,2002/11/01,1.84,5.26
(주)압타머사이언스,291650,2016/12,,,2011/04/01,,
(주)압타머사이언스,291650,2017/12,,,2011/04/01,,
(주)압타머사이언스,291650,2018/12,,,2011/04/01,,
(주)압타머사이언스,291650,2019/12,,,2011/04/01,,
(주)압타머사이언스,291650,2020/12,31,1344000,2011/04/01,0.27,32.67
(주)압타머사이언스,291650,2021/12,35,1311000,2011/04/01,0.73,32.76
(주)애니플러스,310200,2018/12,,,2018/10/15,0.33,8.85
(주)애니플러스,310200,2019/12,32,1163528,2018/10/15,0.26,8.85
(주)애니플러스,310200,2020/12,35,1610665,2018/10/15,0.21,44.66
(주)애니플러스,310200,2021/12,39,1694086,2018/10/15,4.21,47.4
(주)애드바이오텍,179530,2013/12,,,2000/06/20,,
(주)애드바이오텍,179530,2014/12,,,2000/06/20,,
(주)애드바이오텍,179530,2018/12,,,2000/06/20,,
(주)애드바이오텍,179530,2019/12,56,1587000,2000/06/20,,55.33
(주)애드바이오텍,179530,2020/12,56,1979000,2000/06/20,,50.42
(주)애드바이오텍,179530,2021/12,62,2547000,2000/06/20,2.94,48.09
(주)액션스퀘어,205500,2014/12,1,18000,2014/08/27,0,7.26
(주)액션스퀘어,205500,2015/12,107,4440000,2014/08/27,0.01,28.27
(주)액션스퀘어,205500,2016/12,183,7583000,2014/08/27,0.1,34.98
(주)액션스퀘어,205500,2017/12,207,10677000,2014/08/27,0.29,32.97
(주)액션스퀘어,205500,2018/12,210,11251000,2014/08/27,0.92,23.62
(주)액션스퀘어,205500,2019/12,33,8018000,2014/08/27,0.7,27.93
(주)액션스퀘어,205500,2020/12,66,2590000,2014/08/27,0.83,27.93
(주)액션스퀘어,205500,2021/12,108,5075000,2014/08/27,0.28,25.85
(주)액토즈소프트,052790,2011/12,112,5278000,1996/10/29,53.52,56.51
(주)액토즈소프트,052790,2012/12,126,5603000,1996/10/29,51.19,56.47
(주)액토즈소프트,052790,2013/12,159,7341000,1996/10/29,51.64,53.46
(주)액토즈소프트,052790,2014/12,169,5828000,1996/10/29,51.57,51.1
(주)액토즈소프트,052790,2015/12,35,912000,1996/10/29,49.66,51.1
(주)액토즈소프트,052790,2016/12,35,1488248,1996/10/29,48.73,51.1
(주)액토즈소프트,052790,2017/12,97,3915497,1996/10/29,51.19,51.1
(주)액토즈소프트,052790,2018/12,123,5182002,1996/10/29,51.04,51.1
(주)액토즈소프트,052790,2019/12,141,6403639,1996/10/29,51.83,51.1
(주)액토즈소프트,052790,2020/12,148,8567719,1996/10/29,50.45,51.1
(주)액토즈소프트,052790,2021/12,152,9329128,1996/10/29,49.59,51.08
(주)액트로,290740,2016/12,,,2012/09/04,,
(주)액트로,290740,2017/12,,,2012/09/04,,
(주)액트로,290740,2018/12,47,2816932,2012/09/04,1.04,37.82
(주)액트로,290740,2019/12,59,3361898,2012/09/04,4.41,38.36
