회사명,거래소코드,회계년도,[제조]      단기차입금(요약)(IFRS),[제조]      유동성장기부채(요약)(IFRS),[제조]      단기차입금(요약)(IFRS연결),[제조]      유동성장기부채(요약)(IFRS연결)
(주)사조해표,079660,2016/12,100869,0,107369,2013
(주)사조해표,079660,2017/12,98326,0,106826,1394
(주)사조해표,079660,2018/12,108178,0,115678,1108
(주)삼성출판사,068290,2011/12,2000,0,2000,0
(주)삼성출판사,068290,2012/12,0,0,0,0
(주)삼성출판사,068290,2013/12,0,0,15561,2000
(주)삼성출판사,068290,2014/12,0,0,26351,500
(주)삼성출판사,068290,2015/12,0,0,27542,3042
(주)삼성출판사,068290,2016/12,0,0,33997,1800
(주)삼성출판사,068290,2017/12,0,0,27512,2900
(주)삼성출판사,068290,2018/12,0,0,34902,2800
(주)삼성출판사,068290,2019/12,0,144,28650,23260
(주)삼성출판사,068290,2020/12,0,160,24097,19026
(주)삼성출판사,068290,2021/12,0,131,15000,22010
(주)삼양사,145990,2011/12,229692,2368,240846,2368
(주)삼양사,145990,2012/12,168204,8,178926,8
(주)삼양사,145990,2013/12,112042,22,118941,1480
(주)삼양사,145990,2014/12,200720,37,206478,5391
(주)삼양사,145990,2015/12,147621,32,153455,32
(주)삼양사,145990,2016/12,239261,0,256666,22294
(주)삼양사,145990,2017/12,126873,0,142617,36512
(주)삼양사,145990,2018/12,78706,79966,100393,84900
(주)삼양사,145990,2019/12,107380,0,120307,22811
(주)삼양사,145990,2020/12,59628,22800,70338,92630
(주)삼양사,145990,2021/12,164343,139985,179109,254656
(주)삼양엔텍,008720,2011/12,1343,0,,
(주)삼양엔텍,008720,2012/12,0,0,,
(주)삼양엔텍,008720,2013/12,0,0,,
(주)삼양제넥스,003940,2011/12,106564,0,156821,0
(주)삼양제넥스,003940,2012/12,116647,0,170350,0
(주)삼양제넥스,003940,2013/12,49807,0,56248,0
(주)삼양제넥스,003940,2014/12,62790,0,69135,0
(주)삼양패키징,272550,2014/12,,,,
(주)삼양패키징,272550,2015/12,250,0,,
(주)삼양패키징,272550,2016/12,7547,22294,,
(주)삼양패키징,272550,2017/12,101,29877,,
(주)삼양패키징,272550,2018/12,10022,4934,,
(주)삼양패키징,272550,2019/12,8306,19811,,
(주)삼양패키징,272550,2020/12,6365,69830,,
(주)삼양패키징,272550,2021/12,9750,114671,,
(주)삼양홀딩스,000070,2011/12,13301,50000,190149,50000
(주)삼양홀딩스,000070,2012/12,10096,0,426892,8
(주)삼양홀딩스,000070,2013/12,7707,50000,295198,52730
(주)삼양홀딩스,000070,2014/12,6431,50000,329668,56328
(주)삼양홀딩스,000070,2015/12,8490,0,243537,20832
(주)삼양홀딩스,000070,2016/12,0,59964,256859,82258
(주)삼양홀딩스,000070,2017/12,0,0,145451,37248
(주)삼양홀딩스,000070,2018/12,0,89970,101156,175010
(주)삼양홀딩스,000070,2019/12,0,0,121051,22951
(주)삼양홀딩스,000070,2020/12,0,0,70765,182580
(주)삼양홀딩스,000070,2021/12,1477,59980,191386,326433
(주)삼원강재,023000,2011/12,2156,0,,
(주)삼원강재,023000,2012/12,39,0,,
(주)삼원강재,023000,2013/12,0,0,,
(주)삼원강재,023000,2014/12,0,244,,
(주)삼원강재,023000,2015/12,0,296,,
(주)삼원강재,023000,2016/12,5000,296,,
(주)삼원강재,023000,2017/12,5000,296,,
(주)삼원강재,023000,2018/12,5296,0,,
(주)삼원강재,023000,2019/12,5052,0,,
(주)삼원강재,023000,2020/12,0,0,,
(주)삼원강재,023000,2021/12,0,0,,
(주)삼익악기,002450,2011/12,80830,4688,136048,12202
(주)삼익악기,002450,2012/12,73007,204,116920,10110
(주)삼익악기,002450,2013/12,51761,5138,68513,6918
(주)삼익악기,002450,2014/12,45600,240,63880,1807
(주)삼익악기,002450,2015/12,45600,318,70459,1167
(주)삼익악기,002450,2016/12,45600,34554,76650,35533
(주)삼익악기,002450,2017/12,84100,0,120848,25864
(주)삼익악기,002450,2018/12,94600,13000,137352,35160
(주)삼익악기,002450,2019/12,40000,0,101131,6408
(주)삼익악기,002450,2020/12,93000,47250,141851,53609
(주)삼익악기,002450,2021/12,90000,1000,136353,7186
(주)삼일씨엔에스,004440,2011/12,20000,14947,,
(주)삼일씨엔에스,004440,2012/12,25000,14947,,
(주)삼일씨엔에스,004440,2013/12,24000,3333,,
(주)삼일씨엔에스,004440,2014/12,21500,23332,,
(주)삼일씨엔에스,004440,2015/12,15000,18332,,
(주)삼일씨엔에스,004440,2016/12,9000,0,,
(주)삼일씨엔에스,004440,2017/12,9000,0,,
(주)삼일씨엔에스,004440,2018/12,9000,0,,
(주)삼일씨엔에스,004440,2019/12,0,0,,
(주)삼일씨엔에스,004440,2020/12,1000,0,,
(주)삼일씨엔에스,004440,2021/12,500,0,1050,0
(주)삼천리,004690,2011/12,589,56912,33527,57151
(주)삼천리,004690,2012/12,547,6082,28761,6560
(주)삼천리,004690,2013/12,415,5471,36895,5949
(주)삼천리,004690,2014/12,194,5604,45476,16841
(주)삼천리,004690,2015/12,0,105623,36931,143007
(주)삼천리,004690,2016/12,0,6310,28380,39956
(주)삼천리,004690,2017/12,0,106241,23247,136582
(주)삼천리,004690,2018/12,0,5834,8857,36155
(주)삼천리,004690,2019/12,9148,106514,25366,154163
(주)삼천리,004690,2020/12,8597,107367,40154,119366
(주)삼천리,004690,2021/12,9367,4192,31973,11533
(주)서연,007860,2011/12,76561,938,197309,7401
(주)서연,007860,2012/12,47138,938,226228,29953
(주)서연,007860,2013/12,65000,20561,301588,40163
(주)서연,007860,2014/12,0,0,389313,41733
(주)서연,007860,2015/12,0,0,554544,58109
(주)서연,007860,2016/12,0,500,652857,75469
(주)서연,007860,2017/12,2500,2103,642022,136476
(주)서연,007860,2018/12,4000,4150,595586,97268
(주)서연,007860,2019/12,0,1600,448007,54351
(주)서연,007860,2020/12,0,55,369778,73629
(주)서연,007860,2021/12,0,0,293165,89057
(주)서연이화,200880,2014/12,110000,20000,240166,29319
(주)서연이화,200880,2015/12,116427,10000,374801,29208
(주)서연이화,200880,2016/12,121040,18128,397525,40305
(주)서연이화,200880,2017/12,184817,0,400218,63170
(주)서연이화,200880,2018/12,150247,3636,364540,25602
(주)서연이화,200880,2019/12,179819,7417,364905,33784
(주)서연이화,200880,2020/12,130564,15501,297173,63181
(주)서연이화,200880,2021/12,86167,46469,234441,58918
(주)서원,021050,2011/12,117880,5081,170793,5113
(주)서원,021050,2012/12,114399,6111,215530,9236
(주)서원,021050,2013/12,137353,3804,151253,3804
(주)서원,021050,2014/12,137136,8344,151180,8344
(주)서원,021050,2015/12,134033,7359,148430,7359
(주)서원,021050,2016/12,96605,781,109695,781
(주)서원,021050,2017/12,86793,4898,100711,4898
(주)서원,021050,2018/12,81484,58,95164,58
(주)서원,021050,2019/12,74746,6058,86471,6058
(주)서원,021050,2020/12,63258,5125,75070,5125
(주)서원,021050,2021/12,74068,3300,74068,3300
(주)서흥,008490,2011/12,63682,0,80690,16050
(주)서흥,008490,2012/12,22200,0,47092,4874
(주)서흥,008490,2013/12,10000,51429,28465,67080
(주)서흥,008490,2014/12,9506,55714,49928,59686
(주)서흥,008490,2015/12,12300,27143,71582,33822
(주)서흥,008490,2016/12,27837,34714,60474,70942
(주)서흥,008490,2017/12,54000,55214,85789,87744
(주)서흥,008490,2018/12,61270,20214,110156,44653
(주)서흥,008490,2019/12,32121,12546,108403,36628
(주)서흥,008490,2020/12,67155,59122,129839,101002
(주)서흥,008490,2021/12,50000,52083,138174,67279
(주)선앤엘,002820,2011/12,88644,4682,102151,22682
(주)선앤엘,002820,2012/12,43222,4266,58519,20266
(주)선앤엘,002820,2013/12,74915,11313,91011,15102
(주)선앤엘,002820,2014/12,63726,19876,73726,25089
(주)선앤엘,002820,2015/12,73517,19440,87199,20050
(주)선앤엘,002820,2016/12,95460,5471,106542,8986
(주)선앤엘,002820,2017/12,108551,31249,155403,31700
(주)선앤엘,002820,2018/12,128355,12014,165372,11782
(주)선앤엘,002820,2019/12,92691,19271,125019,22372
(주)선앤엘,002820,2020/12,96583,29625,118608,31673
(주)선앤엘,002820,2021/12,115834,27784,179190,29553
(주)선진,136490,2011/12,109485,3387,,
(주)선진,136490,2012/12,98655,8000,,
(주)선진,136490,2013/12,72289,0,72289,0
(주)선진,136490,2014/12,148714,5850,148714,5850
(주)선진,136490,2015/12,187715,7700,187715,7700
(주)선진,136490,2016/12,210345,0,250453,5180
(주)선진,136490,2017/12,159129,7450,219865,12737
(주)선진,136490,2018/12,264897,13725,358962,16899
(주)선진,136490,2019/12,231085,21563,364388,25919
(주)선진,136490,2020/12,274974,56286,394747,60862
(주)선진,136490,2021/12,321607,0,465497,29581
(주)선진지주,014300,2011/12,20089,0,61518,0
(주)성안,011300,2011/12,24138,5448,71647,19098
(주)성안,011300,2012/12,24003,527,84957,22965
(주)성안,011300,2013/12,17685,413,94663,13407
(주)성안,011300,2014/12,15355,467,90993,12340
(주)성안,011300,2015/12,19218,428,92064,7345
(주)성안,011300,2016/12,16947,428,90054,1846
(주)성안,011300,2017/12,27984,346,100739,6335
(주)성안,011300,2018/12,31937,1672,116278,4450
(주)성안,011300,2019/12,34432,2712,125006,7002
(주)성안,011300,2020/12,37356,3442,143463,11145
(주)성안,011300,2021/12,38569,3650,38569,5716
(주)세아베스틸지주,001430,2011/12,213354,52454,,
(주)세아베스틸지주,001430,2012/12,145000,49933,,
(주)세아베스틸지주,001430,2013/12,165633,49975,,
(주)세아베스틸지주,001430,2014/12,110000,219919,,
(주)세아베스틸지주,001430,2015/12,60000,0,90000,200935
(주)세아베스틸지주,001430,2016/12,33000,229811,98000,340655
(주)세아베스틸지주,001430,2017/12,55000,130000,94000,180822
(주)세아베스틸지주,001430,2018/12,241504,25000,281504,125260
(주)세아베스틸지주,001430,2019/12,73156,54734,87536,174752
(주)세아베스틸지주,001430,2020/12,73040,50000,91061,184384
(주)세아베스틸지주,001430,2021/12,38000,124937,112431,179377
(주)세아제강,306200,2018/12,104822,62664,,
(주)세아제강,306200,2019/12,22669,63834,,
(주)세아제강,306200,2020/12,45095,32228,,
(주)세아제강,306200,2021/12,57634,92042,,
(주)세아제강지주,003030,2011/12,206382,0,391137,0
(주)세아제강지주,003030,2012/12,151532,56988,352257,78955
(주)세아제강지주,003030,2013/12,133227,114035,285438,115192
(주)세아제강지주,003030,2014/12,227005,69964,541267,52694
(주)세아제강지주,003030,2015/12,110881,79922,318119,82499
(주)세아제강지주,003030,2016/12,127924,36,314174,21391
(주)세아제강지주,003030,2017/12,110357,66020,459368,98546
(주)세아제강지주,003030,2018/12,0,0,427875,93875
(주)세아제강지주,003030,2019/12,11490,0,434445,69439
(주)세아제강지주,003030,2020/12,25409,22000,339745,74886
(주)세아제강지주,003030,2021/12,23760,0,486010,5800
(주)세아특수강,019440,2011/12,74061,25675,92884,25675
(주)세아특수강,019440,2012/12,52283,51223,68650,51223
(주)세아특수강,019440,2013/12,41553,26446,55752,26446
(주)세아특수강,019440,2014/12,61894,50918,73088,50918
(주)세아특수강,019440,2015/12,30860,39428,45846,56428
(주)세아특수강,019440,2016/12,12000,446,42990,13319
(주)세아특수강,019440,2017/12,0,30205,51203,33980
(주)세아특수강,019440,2018/12,10000,20000,61130,23048
(주)세아특수강,019440,2019/12,65200,0,143892,0
(주)세아특수강,019440,2020/12,25000,0,88079,6586
(주)세아특수강,019440,2021/12,53000,10000,129924,17117
(주)세아홀딩스,058650,2011/12,74000,0,542583,139557
(주)세아홀딩스,058650,2012/12,64000,10000,490972,137112
(주)세아홀딩스,058650,2013/12,97717,49967,515743,134902
(주)세아홀딩스,058650,2014/12,83000,49958,461156,327027
(주)세아홀딩스,058650,2015/12,67125,0,367516,261924
(주)세아홀딩스,058650,2016/12,54430,0,351333,362138
(주)세아홀딩스,058650,2017/12,67838,49977,352089,274717
(주)세아홀딩스,058650,2018/12,45000,0,580975,368037
(주)세아홀딩스,058650,2019/12,50000,0,482275,295154
(주)세아홀딩스,058650,2020/12,66614,49978,413457,236541
(주)세아홀딩스,058650,2021/12,5000,0,478650,289306
(주)세우글로벌,013000,2011/12,0,0,2,0
(주)세우글로벌,013000,2012/12,0,0,0,0
(주)세우글로벌,013000,2013/12,0,0,0,0
(주)세우글로벌,013000,2014/12,0,0,432,0
(주)세우글로벌,013000,2015/12,0,0,0,0
(주)세우글로벌,013000,2016/12,0,0,0,0
(주)세우글로벌,013000,2017/12,0,0,0,0
(주)세우글로벌,013000,2018/12,0,0,0,0
(주)세우글로벌,013000,2019/12,0,0,348,0
(주)세우글로벌,013000,2020/12,0,0,,
(주)세우글로벌,013000,2021/12,0,0,0,0
(주)세이브존아이앤씨,067830,2011/12,29814,23139,29814,23139
(주)세이브존아이앤씨,067830,2012/12,27747,92984,27747,92984
(주)세이브존아이앤씨,067830,2013/12,19770,19108,19770,19108
(주)세이브존아이앤씨,067830,2014/12,24770,13438,24770,13438
(주)세이브존아이앤씨,067830,2015/12,87116,0,87116,0
(주)세이브존아이앤씨,067830,2016/12,60270,7039,60270,7039
(주)세이브존아이앤씨,067830,2017/12,52000,3995,52000,3995
(주)세이브존아이앤씨,067830,2018/12,35000,5620,35000,5620
(주)세이브존아이앤씨,067830,2019/12,33500,3120,33500,3120
(주)세이브존아이앤씨,067830,2020/12,28000,472,,
(주)세이브존아이앤씨,067830,2021/12,28300,0,,
(주)세진중공업,075580,2011/12,,,,
(주)세진중공업,075580,2012/12,,,,
(주)세진중공업,075580,2013/12,93000,38554,125637,38804
(주)세진중공업,075580,2014/12,90986,44000,130724,44396
(주)세진중공업,075580,2015/12,79000,22650,111741,23483
(주)세진중공업,075580,2016/12,82000,37217,82011,37217
(주)세진중공업,075580,2017/12,110000,18183,110000,18183
(주)세진중공업,075580,2018/12,124000,25683,134900,25683
(주)세진중공업,075580,2019/12,131600,18942,140294,18942
(주)세진중공업,075580,2020/12,90000,23000,104508,23000
(주)세진중공업,075580,2021/12,25000,44700,36741,91817
(주)센트랄모텍,308170,2011/12,,,,
(주)센트랄모텍,308170,2012/12,,,,
(주)센트랄모텍,308170,2013/12,,,,
(주)센트랄모텍,308170,2014/12,,,,
(주)센트랄모텍,308170,2015/12,,,,
(주)센트랄모텍,308170,2016/12,,,,
(주)센트랄모텍,308170,2017/12,42141,4469,52785,4469
(주)센트랄모텍,308170,2018/12,33200,8984,38870,12670
(주)센트랄모텍,308170,2019/12,28700,12601,31841,16286
(주)센트랄모텍,308170,2020/12,42550,7499,43863,10718
(주)센트랄모텍,308170,2021/12,50700,7530,56233,10749
(주)센트럴인사이트,012600,2011/12,46585,583,46615,9940
(주)센트럴인사이트,012600,2012/12,9781,0,10345,6740
(주)센트럴인사이트,012600,2013/12,12457,0,19083,1468
(주)센트럴인사이트,012600,2014/12,8092,4150,13388,8398
(주)센트럴인사이트,012600,2015/12,9794,8371,15926,12755
(주)센트럴인사이트,012600,2016/12,4958,8292,12434,9042
(주)센트럴인사이트,012600,2017/12,9147,7745,12593,8575
(주)센트럴인사이트,012600,2018/12,13579,8322,16449,9322
(주)센트럴인사이트,012600,2019/12,5308,0,8229,267
(주)센트럴인사이트,012600,2020/12,4480,460,4480,638
(주)센트럴인사이트,012600,2021/12,4300,176,4300,356
(주)셀트리온,068270,2011/12,159723,143305,164076,143305
(주)셀트리온,068270,2012/12,236929,96175,241221,96175
(주)셀트리온,068270,2013/12,237844,144483,245109,144483
(주)셀트리온,068270,2014/12,232405,125903,263896,140188
(주)셀트리온,068270,2015/12,295012,185138,324726,200227
(주)셀트리온,068270,2016/12,300129,106965,344015,126965
(주)셀트리온,068270,2017/12,221089,86985,322954,93860
(주)셀트리온,068270,2018/12,159603,141271,258455,155021
(주)셀트리온,068270,2019/12,189083,38293,298043,52043
(주)셀트리온,068270,2020/12,315977,118293,436977,132043
(주)셀트리온,068270,2021/12,370615,36647,512108,57491
(주)솔루엠,248070,2016/12,31874,5500,53574,5500
(주)솔루엠,248070,2017/12,40528,750,73791,2702
(주)솔루엠,248070,2018/12,37700,33000,55664,35037
(주)솔루엠,248070,2019/12,41600,12876,51188,14460
(주)솔루엠,248070,2020/12,42100,13333,103151,17972
(주)솔루엠,248070,2021/12,50855,12033,205231,17679
(주)수산인더스트리,126720,2011/12,1200,0,,
(주)수산인더스트리,126720,2012/12,1700,0,,
(주)수산인더스트리,126720,2013/12,1700,0,,
(주)수산인더스트리,126720,2014/12,0,0,,
(주)수산인더스트리,126720,2015/12,0,0,0,0
(주)수산인더스트리,126720,2016/12,0,0,4950,0
(주)수산인더스트리,126720,2017/12,0,0,4500,1200
(주)수산인더스트리,126720,2018/12,0,0,0,1200
(주)수산인더스트리,126720,2019/12,0,0,400,6396
(주)수산인더스트리,126720,2020/12,0,0,0,47950
(주)수산인더스트리,126720,2021/12,0,0,0,11225
(주)수산중공업,017550,2011/12,18361,0,24810,0
(주)수산중공업,017550,2012/12,17957,0,22975,0
(주)수산중공업,017550,2013/12,20066,1161,22440,1161
(주)수산중공업,017550,2014/12,19279,1209,21565,6631
(주)수산중공업,017550,2015/12,9459,0,15893,0
(주)수산중공업,017550,2016/12,2046,0,3849,0
(주)수산중공업,017550,2017/12,2149,0,2149,0
(주)수산중공업,017550,2018/12,17291,2000,23791,2000
(주)수산중공업,017550,2019/12,21269,12092,25769,12000
(주)수산중공업,017550,2020/12,48691,0,78633,4319
(주)수산중공업,017550,2021/12,44532,0,58032,459
(주)시디즈,134790,2011/12,0,0,0,0
(주)시디즈,134790,2012/12,0,0,,
(주)시디즈,134790,2013/12,0,0,,
(주)시디즈,134790,2014/12,0,0,,
(주)시디즈,134790,2015/12,0,0,,
(주)시디즈,134790,2016/12,0,0,,
(주)시디즈,134790,2017/12,0,0,,
(주)시디즈,134790,2018/12,0,0,,
(주)시디즈,134790,2019/12,0,0,,
(주)시디즈,134790,2020/12,0,0,,
(주)시디즈,134790,2021/12,0,0,,
(주)신도리코,029530,2011/12,0,0,13856,0
(주)신도리코,029530,2012/12,0,0,24232,0
(주)신도리코,029530,2013/12,0,0,27873,0
(주)신도리코,029530,2014/12,0,0,16399,0
(주)신도리코,029530,2015/12,0,0,32565,0
(주)신도리코,029530,2016/12,0,0,13767,0
(주)신도리코,029530,2017/12,0,0,8313,0
(주)신도리코,029530,2018/12,0,0,7653,0
(주)신도리코,029530,2019/12,0,0,8920,0
(주)신도리코,029530,2020/12,0,0,7827,0
(주)신도리코,029530,2021/12,0,0,6894,0
(주)신성에프에이,104120,2011/12,2000,9995,,
(주)신성에프에이,104120,2012/12,1000,0,,
(주)신성에프에이,104120,2013/12,1000,6995,,
(주)신성에프에이,104120,2014/12,4000,0,,
(주)신성에프에이,104120,2015/12,6000,4896,,
(주)신성이엔지,104110,2011/12,5432,9995,7302,10395
(주)신성이엔지,011930,2011/12,97633,36910,,
(주)신성이엔지,104110,2012/12,2751,0,4695,447
(주)신성이엔지,011930,2012/12,109058,20952,,
(주)신성이엔지,011930,2013/12,63107,27716,,
(주)신성이엔지,104110,2013/12,2666,6995,2762,6995
(주)신성이엔지,011930,2014/12,81567,103112,,
(주)신성이엔지,104110,2014/12,13624,0,16401,0
(주)신성이엔지,011930,2015/12,76712,15554,,
(주)신성이엔지,104110,2015/12,13616,4896,18574,4896
(주)신성이엔지,011930,2016/12,77437,12309,80696,13037
(주)신성이엔지,011930,2017/12,95288,39896,98349,40624
(주)신성이엔지,011930,2018/12,77755,70644,83310,70644
(주)신성이엔지,011930,2019/12,112494,13283,121158,13283
(주)신성이엔지,011930,2020/12,75825,3004,77685,3004
(주)신성이엔지,011930,2021/12,72356,4832,72993,4832
(주)신세계,004170,2011/12,0,299841,83748,299841
(주)신세계,004170,2012/12,40322,299968,205791,299968
(주)신세계,004170,2013/12,29397,99862,231521,100268
(주)신세계,004170,2014/12,0,149938,328294,169938
(주)신세계,004170,2015/12,119926,0,341027,179966
(주)신세계,004170,2016/12,39334,349899,283866,464835
(주)신세계,004170,2017/12,0,779988,245174,1005595
(주)신세계,004170,2018/12,0,199986,778541,531050
(주)신세계,004170,2019/12,40,119956,479216,294558
(주)신세계,004170,2020/12,200000,519976,457147,904689
(주)신세계,004170,2021/12,50000,437708,390523,558541
(주)신세계아이앤씨,035510,2011/12,0,0,,
(주)신세계아이앤씨,035510,2012/12,0,0,,
(주)신세계아이앤씨,035510,2013/12,0,0,,
(주)신세계아이앤씨,035510,2014/12,0,0,,
(주)신세계아이앤씨,035510,2015/12,0,0,,
(주)신세계아이앤씨,035510,2016/12,0,0,,
(주)신세계아이앤씨,035510,2017/12,0,0,,
(주)신세계아이앤씨,035510,2018/12,0,0,,
(주)신세계아이앤씨,035510,2019/12,0,0,,
(주)신세계아이앤씨,035510,2020/12,0,0,,
(주)신세계아이앤씨,035510,2021/12,0,0,,
(주)신세계인터내셔날,031430,2011/12,83748,0,,
(주)신세계인터내셔날,031430,2012/12,101502,0,101502,0
(주)신세계인터내셔날,031430,2013/12,174165,0,176124,0
(주)신세계인터내셔날,031430,2014/12,223678,20000,228294,20000
(주)신세계인터내셔날,031430,2015/12,203924,20000,207701,20000
(주)신세계인터내셔날,031430,2016/12,107667,59975,107667,94960
(주)신세계인터내셔날,031430,2017/12,88251,95655,97551,105644
(주)신세계인터내셔날,031430,2018/12,59371,51181,60849,61179
(주)신세계인터내셔날,031430,2019/12,48138,84623,55188,84623
(주)신세계인터내셔날,031430,2020/12,65676,86993,66429,97751
(주)신세계인터내셔날,031430,2021/12,43548,0,44167,0
(주)신세계푸드,031440,2011/12,0,0,,
(주)신세계푸드,031440,2012/12,0,0,,
(주)신세계푸드,031440,2013/12,0,0,,
(주)신세계푸드,031440,2014/12,0,0,,
(주)신세계푸드,031440,2015/12,0,0,4431,275
(주)신세계푸드,031440,2016/12,22765,0,23205,1100
(주)신세계푸드,031440,2017/12,30000,100000,30745,101313
(주)신세계푸드,031440,2018/12,42200,0,42873,1000
(주)신세계푸드,031440,2019/12,111600,0,112400,0
(주)신세계푸드,031440,2020/12,0,100000,0,100000
(주)신세계푸드,031440,2021/12,0,0,0,0
(주)신영와코루,005800,2011/09,0,0,0,0
(주)신영와코루,005800,2012/09,556,0,556,0
(주)신영와코루,005800,2013/09,406,877,406,877
(주)신영와코루,005800,2014/09,247,0,247,0
(주)신영와코루,005800,2015/12,257,0,257,0
(주)신영와코루,005800,2016/12,302,0,302,0
(주)신영와코루,005800,2017/12,437,0,437,0
(주)신영와코루,005800,2018/12,221,0,221,0
(주)신영와코루,005800,2019/12,303,0,303,0
(주)신영와코루,005800,2020/12,20222,0,20222,0
(주)신영와코루,005800,2021/12,20096,1777,20096,1777
(주)신원,009270,2011/12,77348,1442,81144,13221
(주)신원,009270,2012/12,68248,34912,72119,34912
(주)신원,009270,2013/12,111151,3569,114704,5697
(주)신원,009270,2014/12,85234,55341,88985,55341
(주)신원,009270,2015/12,89368,0,100924,0
(주)신원,009270,2016/12,87816,19992,91708,19992
(주)신원,009270,2017/12,88655,15665,90185,19665
(주)신원,009270,2018/12,108387,28072,89507,33072
(주)신원,009270,2019/12,57919,700,57919,700
(주)신원,009270,2020/12,63212,700,63212,2200
(주)신원,009270,2021/12,79757,3571,79757,5071
(주)신일건업,014350,2011/12,144905,40033,144905,40033
(주)신일건업,014350,2012/12,51952,1922,51952,1922
(주)신일건업,014350,2013/12,11131,0,,
(주)신일건업,014350,2014/12,12278,56427,,
(주)신한,005450,2011/12,37316,1807,41616,1807
(주)신한,005450,2012/12,40360,7024,40360,7024
(주)신한,005450,2013/12,39907,5825,39907,5825
(주)신한,005450,2014/12,31848,4560,31848,4560
(주)신한,005450,2015/12,30990,3551,30901,3551
(주)신한,005450,2016/12,13752,3645,13752,3716
(주)신한,005450,2017/12,13865,2846,13866,15646
(주)신한,005450,2018/12,9980,6425,10051,30425
(주)신한,005450,2019/12,7730,2287,7731,2287
(주)신화다이나믹스,001770,2011/12,36932,0,,
(주)신화다이나믹스,001770,2012/12,37810,0,,
(주)신화다이나믹스,001770,2013/12,33243,0,,
(주)신화다이나믹스,001770,2014/12,26985,0,,
(주)신화다이나믹스,001770,2015/12,22156,0,,
(주)신화다이나믹스,001770,2016/12,19000,0,,
(주)신화다이나믹스,001770,2017/12,16001,1000,,
(주)신화다이나믹스,001770,2018/12,13700,1000,,
(주)신화다이나믹스,001770,2019/12,13700,500,,
(주)신화다이나믹스,001770,2020/12,8700,0,,
(주)신화다이나믹스,001770,2021/12,8700,0,,
(주)신흥,004080,2011/12,30169,0,32710,0
(주)신흥,004080,2012/12,29408,0,31143,0
(주)신흥,004080,2013/12,23451,0,26459,0
(주)신흥,004080,2014/12,11932,0,15984,0
(주)신흥,004080,2015/12,23948,0,30092,0
(주)신흥,004080,2016/12,16994,0,23262,0
(주)신흥,004080,2017/12,13135,0,20899,0
(주)신흥,004080,2018/12,9110,0,16824,0
(주)신흥,004080,2019/12,16187,0,22641,0
(주)신흥,004080,2020/12,9108,0,13655,0
(주)신흥,004080,2021/12,0,0,5679,0
(주)쌍방울,102280,2011/12,20922,4300,24663,4300
(주)쌍방울,102280,2012/12,16730,0,22574,0
(주)쌍방울,102280,2013/12,23279,0,29337,0
(주)쌍방울,102280,2014/12,22138,0,31660,0
(주)쌍방울,102280,2015/12,5074,14995,14661,14995
(주)쌍방울,102280,2016/12,7522,0,16500,0
(주)쌍방울,102280,2017/12,16475,10496,25084,10496
(주)쌍방울,102280,2018/12,17481,0,23178,0
(주)쌍방울,102280,2019/12,17560,7294,23195,7294
(주)쌍방울,102280,2020/12,3469,2513,6141,2513
(주)쌍방울,102280,2021/12,6916,5143,12425,5143
(주)쎌마테라퓨틱스,015540,2011/12,0,0,240,0
(주)쎌마테라퓨틱스,015540,2012/12,0,1017,350,1017
(주)쎌마테라퓨틱스,015540,2013/12,0,0,285,0
(주)쎌마테라퓨틱스,015540,2014/12,150,0,699,0
(주)쎌마테라퓨틱스,015540,2015/12,1150,7891,2283,7933
(주)쎌마테라퓨틱스,015540,2016/12,1150,3252,1229,3252
(주)쎌마테라퓨틱스,015540,2017/12,130,6775,650,6775
(주)쎌마테라퓨틱스,015540,2018/12,0,1330,0,1330
(주)쎌마테라퓨틱스,015540,2019/12,852,411,952,411
(주)쎌마테라퓨틱스,015540,2020/12,0,100,0,100
(주)쎌마테라퓨틱스,015540,2021/12,0,3000,0,3037
(주)쏘카,403550,2013/12,,,,
(주)쏘카,403550,2014/12,,,,
(주)쏘카,403550,2015/12,,,,
(주)쏘카,403550,2016/12,,,,
(주)쏘카,403550,2017/12,,,,
(주)쏘카,403550,2018/12,,,,
(주)쏘카,403550,2019/12,,,,
(주)쏘카,403550,2020/12,,,,
(주)쏘카,403550,2021/12,0,45361,2670,45395
(주)씨아이테크,004920,2011/12,1606,0,,
(주)씨아이테크,004920,2012/12,0,0,,
(주)씨아이테크,004920,2013/12,0,0,0,0
(주)씨아이테크,004920,2014/12,0,0,1000,0
(주)씨아이테크,004920,2015/12,0,0,1120,0
(주)씨아이테크,004920,2016/12,0,0,0,0
(주)씨아이테크,004920,2017/12,0,0,305,0
(주)씨아이테크,004920,2018/12,0,0,758,300
(주)씨아이테크,004920,2019/12,0,88,3910,588
(주)씨아이테크,004920,2020/12,0,427,4970,1904
(주)씨아이테크,004920,2021/12,0,445,4970,1135
(주)아모레퍼시픽,090430,2011/12,0,0,15581,0
(주)아모레퍼시픽,090430,2012/12,0,0,22553,0
(주)아모레퍼시픽,090430,2013/12,0,0,40188,42209
(주)아모레퍼시픽,090430,2014/12,0,0,33790,0
(주)아모레퍼시픽,090430,2015/12,0,0,24676,75549
(주)아모레퍼시픽,090430,2016/12,0,0,54825,89860
(주)아모레퍼시픽,090430,2017/12,0,0,85051,0
(주)아모레퍼시픽,090430,2018/12,0,0,71453,0
