회사명,거래소코드,회계년도,[제조]      단기차입금(요약)(IFRS),[제조]      유동성장기부채(요약)(IFRS),[제조]      단기차입금(요약)(IFRS연결),[제조]      유동성장기부채(요약)(IFRS연결)
(주)DB하이텍,000990,2011/12,5398,702035,5398,702035
(주)DB하이텍,000990,2012/12,5142,461691,5142,461691
(주)DB하이텍,000990,2013/12,6452,380627,6452,380628
(주)DB하이텍,000990,2014/12,7547,259262,7547,259262
(주)DB하이텍,000990,2015/12,5219,120707,5219,120707
(주)DB하이텍,000990,2016/12,15254,124562,15254,124562
(주)DB하이텍,000990,2017/12,11286,28690,11286,28690
(주)DB하이텍,000990,2018/12,15891,11717,15891,11717
(주)DB하이텍,000990,2019/12,30550,29739,30550,29739
(주)DB하이텍,000990,2020/12,15034,56877,15210,56877
(주)DB하이텍,000990,2021/12,33620,36463,33620,36463
(주)HJ중공업,097230,2011/12,364466,826382,410598,1160752
(주)HJ중공업,097230,2012/12,311804,1201267,354648,1351456
(주)HJ중공업,097230,2013/12,291859,1534343,534025,1924102
(주)HJ중공업,097230,2014/12,318982,945403,489339,1242328
(주)HJ중공업,097230,2015/12,529090,1274163,660354,1611587
(주)HJ중공업,097230,2016/12,167724,783837,514563,1167460
(주)HJ중공업,097230,2017/12,105621,1677278,243789,2139067
(주)HJ중공업,097230,2018/12,104816,474508,104816,475257
(주)HJ중공업,097230,2019/12,0,925566,0,929062
(주)HJ중공업,097230,2020/12,0,150785,0,150785
(주)HJ중공업,097230,2021/12,0,150785,0,150785
(주)MH에탄올,023150,2011/12,63016,1203,0,68470
(주)MH에탄올,023150,2012/12,64484,476,68372,476
(주)MH에탄올,023150,2013/12,62913,1497,64376,2253
(주)MH에탄올,023150,2014/12,28450,226,28450,226
(주)MH에탄올,023150,2015/12,18000,136,18000,136
(주)MH에탄올,023150,2016/12,5000,136,5000,136
(주)MH에탄올,023150,2017/12,11203,136,41603,42160
(주)MH에탄올,023150,2018/12,10482,0,45739,9680
(주)MH에탄올,023150,2019/12,10693,0,46243,141398
(주)MH에탄올,023150,2020/12,9570,3750,44521,7137
(주)MH에탄올,023150,2021/12,14975,5000,45808,143194
(주)SH에너지화학,002360,2011/12,28921,0,28921,0
(주)SH에너지화학,002360,2012/12,24067,500,24067,500
(주)SH에너지화학,002360,2013/12,26982,500,26982,500
(주)SH에너지화학,002360,2014/12,9569,0,9569,0
(주)SH에너지화학,002360,2015/12,6823,0,6882,0
(주)SH에너지화학,002360,2016/12,3500,0,3560,0
(주)SH에너지화학,002360,2017/12,3500,0,3554,0
(주)SH에너지화학,002360,2018/12,3500,0,3500,0
(주)SH에너지화학,002360,2019/12,3500,0,3500,0
(주)SH에너지화학,002360,2020/12,3500,0,3500,0
(주)SH에너지화학,002360,2021/12,3500,4800,3500,4800
(주)SIMPAC,009160,2011/12,33556,0,33556,0
(주)SIMPAC,009160,2012/12,30338,0,30338,0
(주)SIMPAC,009160,2013/12,57162,2500,57162,2500
(주)SIMPAC,009160,2014/12,25004,3333,35004,3333
(주)SIMPAC,009160,2015/12,40000,2500,50482,2500
(주)SIMPAC,009160,2016/12,10000,30000,24591,30000
(주)SIMPAC,009160,2017/12,15000,35000,20000,35041
(주)SIMPAC,009160,2018/12,95000,8250,105000,8305
(주)SIMPAC,009160,2019/12,102000,0,126700,55
(주)SIMPAC,009160,2020/12,118000,0,142200,55
(주)SIMPAC,009160,2021/12,153000,0,177300,14
(주)SNT에너지,100840,2011/12,20000,0,,
(주)SNT에너지,100840,2012/12,0,0,,
(주)SNT에너지,100840,2013/12,0,0,,
(주)SNT에너지,100840,2014/12,0,0,,
(주)SNT에너지,100840,2015/12,0,0,,
(주)SNT에너지,100840,2016/12,0,0,,
(주)SNT에너지,100840,2017/12,0,0,,
(주)SNT에너지,100840,2018/12,0,0,,
(주)SNT에너지,100840,2019/12,0,0,0,83
(주)SNT에너지,100840,2020/12,0,0,0,79
(주)SNT에너지,100840,2021/12,0,0,0,236
(주)SNT홀딩스,036530,2011/12,0,0,83747,654
(주)SNT홀딩스,036530,2012/12,0,0,61475,5705
(주)SNT홀딩스,036530,2013/12,0,0,74401,5663
(주)SNT홀딩스,036530,2014/12,0,0,27084,6013
(주)SNT홀딩스,036530,2015/12,0,0,6947,494
(주)SNT홀딩스,036530,2016/12,0,0,6890,431
(주)SNT홀딩스,036530,2017/12,0,0,6520,192
(주)SNT홀딩스,036530,2018/12,0,0,6460,142
(주)SNT홀딩스,036530,2019/12,0,0,0,142
(주)SNT홀딩스,036530,2020/12,0,0,0,142
(주)SNT홀딩스,036530,2021/12,0,0,0,142
(주)STX,011810,2011/12,657305,334734,867790,381476
(주)STX,011810,2012/12,749942,540299,974176,592225
(주)STX,011810,2013/12,474021,350280,542454,350286
(주)STX,011810,2014/12,488720,40313,512227,40319
(주)STX,011810,2015/12,500659,36560,578844,36566
(주)STX,011810,2016/12,510241,185474,574539,185474
(주)STX,011810,2017/12,204108,75881,253322,75881
(주)STX,011810,2018/12,259918,2954,305981,2953
(주)STX,011810,2019/12,248602,10236,264271,12572
(주)STX,011810,2020/12,213280,15331,277547,19330
(주)STX,011810,2021/12,189225,4572,252281,15015
(주)TCC스틸,002710,2011/12,93982,7514,108094,8288
(주)TCC스틸,002710,2012/12,51793,23040,95312,39294
(주)TCC스틸,002710,2013/12,30523,32962,68381,34274
(주)TCC스틸,002710,2014/12,82192,70667,121547,108087
(주)TCC스틸,002710,2015/12,29011,0,40105,250
(주)TCC스틸,002710,2016/12,30606,0,40670,482
(주)TCC스틸,002710,2017/12,35704,86126,41668,86603
(주)TCC스틸,002710,2018/12,40134,2435,41720,2614
(주)TCC스틸,002710,2019/12,48255,74889,49412,74889
(주)TCC스틸,002710,2020/12,29932,66903,30932,71403
(주)TCC스틸,002710,2021/12,70215,1247,76518,2220
(주)강원랜드,035250,2011/12,0,0,0,0
(주)강원랜드,035250,2012/12,0,0,0,0
(주)강원랜드,035250,2013/12,0,0,0,0
(주)강원랜드,035250,2014/12,0,0,0,0
(주)강원랜드,035250,2015/12,0,0,0,0
(주)강원랜드,035250,2016/12,0,0,0,0
(주)강원랜드,035250,2017/12,0,0,0,0
(주)강원랜드,035250,2018/12,0,0,0,0
(주)강원랜드,035250,2019/12,0,0,0,0
(주)강원랜드,035250,2020/12,0,0,0,0
(주)강원랜드,035250,2021/12,0,0,0,0
(주)갤럭시아에스엠,011420,2011/12,1900,4130,1900,4130
(주)갤럭시아에스엠,011420,2012/12,1400,1349,1400,1349
(주)갤럭시아에스엠,011420,2013/12,1400,348,3450,348
(주)갤럭시아에스엠,011420,2014/12,1400,1180,1400,1750
(주)갤럭시아에스엠,011420,2015/12,0,1310,900,1310
(주)갤럭시아에스엠,011420,2016/12,0,0,0,420
(주)갤럭시아에스엠,011420,2017/12,0,0,0,0
(주)갤럭시아에스엠,011420,2018/12,0,0,0,0
(주)갤럭시아에스엠,011420,2019/12,0,0,0,177
(주)갤럭시아에스엠,011420,2020/12,0,0,,
(주)갤럭시아에스엠,011420,2021/12,0,1825,,
(주)경농,002100,2011/12,0,9,0,9
(주)경농,002100,2012/12,15672,9,70186,9
(주)경농,002100,2013/12,8962,12,39252,12
(주)경농,002100,2014/12,12648,630,52466,630
(주)경농,002100,2015/12,36641,3874,63165,3874
(주)경농,002100,2016/12,35583,3874,62069,3874
(주)경농,002100,2017/12,13876,3874,65174,7223
(주)경농,002100,2018/12,23632,2906,79961,0
(주)경농,002100,2019/12,35283,0,65326,3500
(주)경농,002100,2020/12,37765,8000,64649,11600
(주)경농,002100,2021/12,39053,4000,66752,4000
(주)경동나비엔,009450,2011/12,0,150,6920,326
(주)경동나비엔,009450,2012/12,0,113,6133,284
(주)경동나비엔,009450,2013/12,25000,444,33221,1092
(주)경동나비엔,009450,2014/12,68900,888,82111,3576
(주)경동나비엔,009450,2015/12,31403,888,47715,5342
(주)경동나비엔,009450,2016/12,0,0,18305,4024
(주)경동나비엔,009450,2017/12,15250,0,38519,4204
(주)경동나비엔,009450,2018/12,52900,0,97543,3533
(주)경동나비엔,009450,2019/12,29500,0,64709,5924
(주)경동나비엔,009450,2020/12,25800,5000,98646,9953
(주)경동나비엔,009450,2021/12,0,5000,87570,7608
(주)경동도시가스,267290,2017/12,0,1885,0,1885
(주)경동도시가스,267290,2018/12,0,1641,0,1641
(주)경동도시가스,267290,2019/12,0,1668,0,1668
(주)경동도시가스,267290,2020/12,0,1318,0,1318
(주)경동도시가스,267290,2021/12,0,1232,0,1232
(주)경동인베스트,012320,2011/12,0,2048,13793,2048
(주)경동인베스트,012320,2012/12,0,1926,9800,1926
(주)경동인베스트,012320,2013/12,0,1808,13490,4308
(주)경동인베스트,012320,2014/12,0,1970,6552,23283
(주)경동인베스트,012320,2015/12,0,1938,16767,24046
(주)경동인베스트,012320,2016/12,0,1955,15300,32790
(주)경동인베스트,012320,2017/12,0,0,15182,32212
(주)경동인베스트,012320,2018/12,0,0,9000,36044
(주)경동인베스트,012320,2019/12,0,0,22000,14382
(주)경동인베스트,012320,2020/12,0,0,22000,11999
(주)경동인베스트,012320,2021/12,0,0,16000,8043
(주)경방,000050,2011/12,135849,206068,151249,206068
(주)경방,000050,2012/12,81370,18312,99503,18312
(주)경방,000050,2013/12,54775,13962,76187,13962
(주)경방,000050,2014/12,160771,183000,174843,189104
(주)경방,000050,2015/12,96327,0,130834,6707
(주)경방,000050,2016/12,66374,0,95138,6185
(주)경방,000050,2017/12,29757,170000,56681,212544
(주)경방,000050,2018/12,51994,0,98124,14655
(주)경방,000050,2019/12,89829,0,122000,11610
(주)경방,000050,2020/12,38287,78941,81278,103064
(주)경방,000050,2021/12,50000,30000,114176,33537
(주)경보제약,214390,2011/12,,,,
(주)경보제약,214390,2012/12,,,,
(주)경보제약,214390,2013/12,29261,250,,
(주)경보제약,214390,2014/12,37278,0,,
(주)경보제약,214390,2015/12,34090,0,,
(주)경보제약,214390,2016/12,41083,0,,
(주)경보제약,214390,2017/12,28376,0,,
(주)경보제약,214390,2018/12,42121,0,,
(주)경보제약,214390,2019/12,53647,46,,
(주)경보제약,214390,2020/12,61218,90,,
(주)경보제약,214390,2021/12,55234,90,,
(주)경인양행,012610,2011/12,46049,3713,68608,4022
(주)경인양행,012610,2012/12,46608,9559,58181,9559
(주)경인양행,012610,2013/12,60152,600,70279,600
(주)경인양행,012610,2014/12,47462,1000,58863,1043
(주)경인양행,012610,2015/12,65002,0,77495,2077
(주)경인양행,012610,2016/12,61493,0,71050,862
(주)경인양행,012610,2017/12,71450,0,86432,879
(주)경인양행,012610,2018/12,89585,667,107171,766
(주)경인양행,012610,2019/12,115964,2667,140234,2728
(주)경인양행,012610,2020/12,119222,2667,161935,8711
(주)경인양행,012610,2021/12,167675,10793,190434,10799
(주)광명전기,017040,2011/12,20710,75,25565,75
(주)광명전기,017040,2012/12,23532,100,27568,100
(주)광명전기,017040,2013/12,18790,100,20547,100
(주)광명전기,017040,2014/12,17790,0,19100,0
(주)광명전기,017040,2015/12,15500,0,16700,0
(주)광명전기,017040,2016/12,12500,0,20700,0
(주)광명전기,017040,2017/12,14500,0,16200,592
(주)광명전기,017040,2018/12,14500,0,16200,599
(주)광명전기,017040,2019/12,14500,0,16200,0
(주)광명전기,017040,2020/12,8500,0,11200,0
(주)광명전기,017040,2021/12,8500,0,10500,0
(주)광주신세계,037710,2011/12,0,0,,
(주)광주신세계,037710,2012/12,0,0,,
(주)광주신세계,037710,2013/12,80200,0,,
(주)광주신세계,037710,2014/12,35800,0,,
(주)광주신세계,037710,2015/12,0,99976,,
(주)광주신세계,037710,2016/12,50900,0,,
(주)광주신세계,037710,2017/12,5600,0,,
(주)광주신세계,037710,2018/12,0,0,,
(주)광주신세계,037710,2019/12,0,0,,
(주)광주신세계,037710,2020/12,0,0,,
(주)광주신세계,037710,2021/12,0,0,,
(주)국동,005320,2011/12,31537,0,40784,340
(주)국동,005320,2012/12,27883,0,35509,0
(주)국동,005320,2013/12,28289,0,35225,0
(주)국동,005320,2014/12,26780,0,31716,0
(주)국동,005320,2015/12,22013,8063,23738,8063
(주)국동,005320,2016/12,16178,7331,23245,7331
(주)국동,005320,2017/12,13455,13967,20421,13967
(주)국동,005320,2018/12,15130,14597,25076,14597
(주)국동,005320,2019/12,12120,6582,22032,6582
(주)국동,005320,2020/12,10148,0,19224,0
(주)국동,005320,2021/12,11513,0,18328,1565
(주)국보,001140,2011/12,22593,1999,22593,1999
(주)국보,001140,2012/12,27132,1908,27542,1908
(주)국보,001140,2013/12,27251,575,27711,575
(주)국보,001140,2014/12,26480,747,27190,747
(주)국보,001140,2015/12,24803,1203,25563,1203
(주)국보,001140,2016/12,24350,1203,25150,1203
(주)국보,001140,2017/12,21515,2086,22315,2086
(주)국보,001140,2018/12,10299,911,11099,911
(주)국보,001140,2019/12,3510,703,22201,5196
(주)국보,001140,2020/12,2770,51,14476,942
(주)국보,001140,2021/12,1130,18,11964,2874
(주)금양,001570,2011/12,51678,5995,53503,5995
(주)금양,001570,2012/12,48929,5939,50907,5939
(주)금양,001570,2013/12,63437,8918,65507,8918
(주)금양,001570,2014/12,50084,5723,51634,5723
(주)금양,001570,2015/12,56988,18791,58311,18791
(주)금양,001570,2016/12,65491,4170,65491,4170
(주)금양,001570,2017/12,54794,1518,56289,1518
(주)금양,001570,2018/12,57055,8870,57264,8870
(주)금양,001570,2019/12,56348,22414,56679,22414
(주)금양,001570,2020/12,44568,8145,47122,8145
(주)금양,001570,2021/12,56353,11686,57436,11686
(주)금호에이치티,214330,2011/12,,,,
(주)금호에이치티,214330,2012/12,,,,
(주)금호에이치티,214330,2013/12,15416,0,15416,0
(주)금호에이치티,214330,2014/12,17717,0,18969,0
(주)금호에이치티,214330,2015/12,13130,0,17005,4472
(주)금호에이치티,214330,2016/12,12992,4750,18190,5952
(주)금호에이치티,214330,2017/12,12773,5250,17438,5250
(주)금호에이치티,214330,2018/12,12933,4250,19443,4250
(주)금호에이치티,214330,2019/12,25000,5500,31630,5500
(주)금호에이치티,214330,2020/12,25000,15500,31678,15500
(주)금호에이치티,214330,2021/12,25000,0,32450,0
(주)까뮤이앤씨,013700,2011/12,94823,29800,,
(주)까뮤이앤씨,013700,2012/12,81374,9800,,
(주)까뮤이앤씨,013700,2013/12,65771,26800,,
(주)까뮤이앤씨,013700,2014/12,21629,9922,,
(주)까뮤이앤씨,013700,2015/12,16800,133,,
(주)까뮤이앤씨,013700,2016/12,27384,3133,,
(주)까뮤이앤씨,013700,2017/12,17000,5333,,
(주)까뮤이앤씨,013700,2018/12,9880,10983,,
(주)까뮤이앤씨,013700,2019/12,0,6533,,
(주)까뮤이앤씨,013700,2020/12,7851,16033,,
(주)까뮤이앤씨,013700,2021/12,15850,15208,,
(주)나이스홀딩스,034310,2011/12,7000,9000,7300,9056
(주)나이스홀딩스,034310,2012/12,0,0,7000,18000
(주)나이스홀딩스,034310,2013/12,1500,0,43516,18000
(주)나이스홀딩스,034310,2014/12,13500,8000,135879,27953
(주)나이스홀딩스,034310,2015/12,42902,16500,193227,26381
(주)나이스홀딩스,034310,2016/12,57035,0,221952,3467
(주)나이스홀딩스,034310,2017/12,53406,0,256785,11453
(주)나이스홀딩스,034310,2018/12,53405,0,314419,50825
(주)나이스홀딩스,034310,2019/12,79967,0,345366,25369
(주)나이스홀딩스,034310,2020/12,123281,0,411183,23937
(주)나이스홀딩스,034310,2021/12,117824,0,494242,74972
(주)남선알미늄,008350,2011/12,85209,1263,85209,1263
(주)남선알미늄,008350,2012/12,91205,2241,,
(주)남선알미늄,008350,2013/12,80101,698,,
(주)남선알미늄,008350,2014/12,73252,182,,
(주)남선알미늄,008350,2015/12,82799,12917,,
(주)남선알미늄,008350,2016/12,62896,3750,,
(주)남선알미늄,008350,2017/12,52958,0,,
(주)남선알미늄,008350,2018/12,28164,0,36381,0
(주)남선알미늄,008350,2019/12,22765,1500,22765,1500
(주)남선알미늄,008350,2020/12,21355,2646,21355,2646
(주)남선알미늄,008350,2021/12,11804,2840,11804,2840
(주)남성,004270,2011/12,76515,190,95595,190
(주)남성,004270,2012/12,75587,4557,95638,4557
(주)남성,004270,2013/12,51573,0,71854,0
(주)남성,004270,2014/12,62829,1960,83579,1960
(주)남성,004270,2015/12,62454,0,85741,0
(주)남성,004270,2016/12,57570,0,79253,0
(주)남성,004270,2017/12,44204,0,64448,2457
(주)남성,004270,2018/12,49569,667,70303,3124
(주)남성,004270,2019/12,52910,667,65061,667
(주)남성,004270,2020/12,45047,868,56465,12975
(주)남성,004270,2021/12,52664,868,65106,868
(주)넥센,005720,2011/12,83148,40,91050,3490
(주)넥센,005720,2012/12,56795,18294,61446,21535
(주)넥센,005720,2013/12,61768,7030,75585,10214
(주)넥센,005720,2014/12,69210,672,81248,5959
(주)넥센,005720,2015/12,45575,642,60906,642
(주)넥센,005720,2016/12,43444,642,58210,642
(주)넥센,005720,2017/12,35319,642,48539,642
(주)넥센,005720,2018/12,42921,2670,119155,225586
(주)넥센,005720,2019/12,12023,2049,109433,171865
(주)넥센,005720,2020/12,31790,2029,285834,231823
(주)넥센,005720,2021/12,20755,0,315344,249296
(주)넥솔론,110570,2011/12,123379,51622,,
(주)넥솔론,110570,2012/12,101656,139053,112367,139053
(주)넥솔론,110570,2013/12,140278,252644,140278,252644
(주)넥솔론,110570,2014/12,139041,359525,139041,359525
(주)넥솔론,110570,2015/12,0,0,,
(주)넥솔론,110570,2016/12,0,0,,
(주)노루페인트,090350,2011/12,46985,27000,49813,27000
(주)노루페인트,090350,2012/12,38000,19979,39377,19979
(주)노루페인트,090350,2013/12,37005,66980,41305,66980
(주)노루페인트,090350,2014/12,49881,27988,54586,27988
(주)노루페인트,090350,2015/12,5000,46985,9971,46985
(주)노루페인트,090350,2016/12,0,54992,4311,54992
(주)노루페인트,090350,2017/12,5731,39989,20349,39989
(주)노루페인트,090350,2018/12,6452,43000,23642,43000
(주)노루페인트,090350,2019/12,34000,0,50383,0
(주)노루페인트,090350,2020/12,20000,58989,36120,58989
(주)노루페인트,090350,2021/12,12100,25000,27499,25000
(주)노루홀딩스,000320,2011/12,23800,0,100300,62865
(주)노루홀딩스,000320,2012/12,9000,20000,86232,52849
(주)노루홀딩스,000320,2013/12,20000,17000,81868,94111
(주)노루홀딩스,000320,2014/12,27000,8000,96689,55049
(주)노루홀딩스,000320,2015/12,26000,10000,57727,57058
(주)노루홀딩스,000320,2016/12,5000,14000,26377,75366
(주)노루홀딩스,000320,2017/12,5000,21000,26834,61071
(주)노루홀딩스,000320,2018/12,0,19000,31782,68424
(주)노루홀딩스,000320,2019/12,0,14279,71932,14000
(주)노루홀딩스,000320,2020/12,0,14777,55638,85857
(주)노루홀딩스,000320,2021/12,2000,22839,56365,47085
(주)녹십자,006280,2011/12,21141,0,28460,0
(주)녹십자,006280,2012/12,60185,0,73951,0
(주)녹십자,006280,2013/12,7484,0,27706,0
(주)녹십자,006280,2014/12,110451,0,122456,0
(주)녹십자,006280,2015/12,40000,0,58686,0
(주)녹십자,006280,2016/12,5000,80000,15300,84000
(주)녹십자,006280,2017/12,0,0,5594,400
(주)녹십자,006280,2018/12,0,59990,2061,63390
(주)녹십자,006280,2019/12,38033,89954,41133,93164
(주)녹십자,006280,2020/12,194000,90000,203200,91175
(주)녹십자,006280,2021/12,20000,119951,101100,120539
(주)녹십자홀딩스,005250,2011/12,162700,0,198870,0
(주)녹십자홀딩스,005250,2012/12,30600,0,104551,0
(주)녹십자홀딩스,005250,2013/12,86300,0,135463,0
(주)녹십자홀딩스,005250,2014/12,69900,0,202897,0
(주)녹십자홀딩스,005250,2015/12,136388,0,213239,0
(주)녹십자홀딩스,005250,2016/12,124800,0,239883,84
(주)녹십자홀딩스,005250,2017/12,219200,0,240580,400
(주)녹십자홀딩스,005250,2018/12,205300,80500,233698,143890
(주)녹십자홀딩스,005250,2019/12,173400,38000,288085,93164
(주)녹십자홀딩스,005250,2020/12,277650,90000,554001,181175
(주)녹십자홀딩스,005250,2021/12,196650,0,362657,120539
(주)농심,004370,2011/12,101019,0,116601,28
(주)농심,004370,2012/12,85688,0,100796,1747
(주)농심,004370,2013/12,73871,0,88330,951
(주)농심,004370,2014/12,61555,0,74524,1042
(주)농심,004370,2015/12,78524,0,96644,20
(주)농심,004370,2016/12,29004,0,39881,28
(주)농심,004370,2017/12,6428,0,11708,20
(주)농심,004370,2018/12,31307,0,35192,22
(주)농심,004370,2019/12,78730,0,81137,23
(주)농심,004370,2020/12,2176,0,3291,22
(주)농심,004370,2021/12,2371,0,3808,61
(주)농심홀딩스,072710,2011/12,10730,0,36733,0
(주)농심홀딩스,072710,2012/12,5830,0,34506,6000
(주)농심홀딩스,072710,2013/12,0,49982,68170,55993
(주)농심홀딩스,072710,2014/12,0,0,82518,1243
(주)농심홀딩스,072710,2015/12,0,0,43393,1243
(주)농심홀딩스,072710,2016/12,0,39992,54860,40035
(주)농심홀딩스,072710,2017/12,0,0,13718,50032
(주)농심홀딩스,072710,2018/12,0,0,69605,22
(주)농심홀딩스,072710,2019/12,0,29995,72368,29995
(주)농심홀딩스,072710,2020/12,0,0,76000,0
(주)농심홀딩스,072710,2021/12,0,0,66484,0
(주)다우기술,023590,2011/12,67000,4800,590341,6097
(주)다우기술,023590,2012/12,97758,4800,686189,4800
(주)다우기술,023590,2013/12,128758,4800,540043,4800
(주)다우기술,023590,2014/12,127900,12800,821890,12800
(주)다우기술,023590,2015/12,90900,0,1013302,0
(주)다우기술,023590,2016/12,59900,0,2112876,0
(주)다우기술,023590,2017/12,49900,99916,2990704,99916
(주)다우기술,023590,2018/12,21900,0,5352168,0
(주)다우기술,023590,2019/12,15000,1051,7485623,0
(주)다우기술,023590,2020/12,15000,150935,11236631,0
(주)다우기술,023590,2021/12,15000,1075,13674529,0
(주)다이나믹디자인,145210,2011/12,30428,7118,45187,7118
(주)다이나믹디자인,145210,2012/12,22298,36834,38135,41008
(주)다이나믹디자인,145210,2013/12,27320,5914,47935,10061
(주)다이나믹디자인,145210,2014/12,62734,34883,93231,38081
(주)다이나믹디자인,145210,2015/12,68708,7854,98552,13388
(주)다이나믹디자인,145210,2016/12,71089,6608,114464,0
(주)다이나믹디자인,145210,2017/12,57071,6000,89849,6095
(주)다이나믹디자인,145210,2018/12,33902,0,49116,2226
(주)다이나믹디자인,145210,2019/12,30898,0,47739,2259
(주)다이나믹디자인,145210,2020/12,0,0,6754,1045
(주)다이나믹디자인,145210,2021/12,1900,0,7450,1047
(주)다함이텍,009280,2011/12,0,0,10000,0
(주)다함이텍,009280,2012/12,200,0,200400,0
(주)대교,019680,2011/12,3610,0,20540,0
(주)대교,019680,2012/12,2571,0,23274,0
(주)대교,019680,2013/12,2533,0,28507,0
(주)대교,019680,2014/12,2638,0,35587,0
(주)대교,019680,2015/12,0,0,5100,0
(주)대교,019680,2016/12,0,0,18774,0
(주)대교,019680,2017/12,0,0,19930,0
(주)대교,019680,2018/12,0,0,21572,0
(주)대교,019680,2019/12,0,0,20851,0
(주)대교,019680,2020/12,0,0,21919,0
(주)대교,019680,2021/12,0,0,15262,0
(주)대구백화점,006370,2011/03,0,0,,
(주)대구백화점,006370,2012/03,0,0,,
(주)대구백화점,006370,2013/03,0,0,,
(주)대구백화점,006370,2014/03,0,0,0,0
(주)대구백화점,006370,2015/03,22000,0,22000,0
(주)대구백화점,006370,2016/03,15000,0,22701,0
(주)대구백화점,006370,2017/03,23600,0,35133,0
(주)대구백화점,006370,2018/12,62900,0,110660,4500
(주)대구백화점,006370,2019/12,60900,0,105679,33400
(주)대구백화점,006370,2020/12,25000,0,69000,59900
(주)대구백화점,006370,2021/12,40000,0,84000,42500
(주)대덕,008060,2011/12,0,0,200,20
(주)대덕,008060,2012/12,0,0,0,20
(주)대덕,008060,2013/12,0,0,0,20
(주)대덕,008060,2014/12,0,0,,
(주)대덕,008060,2015/12,0,0,,
(주)대덕,008060,2016/12,0,0,,
(주)대덕,008060,2017/12,6280,0,,
(주)대덕,008060,2018/12,7600,0,11889,0
(주)대덕,008060,2019/12,7600,0,17435,0
(주)대덕,008060,2020/12,0,0,20960,10
(주)대덕,008060,2021/12,0,0,7171,1000
(주)대동,000490,2011/12,70674,26486,90748,27920
(주)대동,000490,2012/12,74828,41854,99758,44814
(주)대동,000490,2013/12,78790,27031,96605,30052
(주)대동,000490,2014/12,115160,29788,138213,33305
(주)대동,000490,2015/12,125335,19118,143953,21844
(주)대동,000490,2016/12,133066,37692,164848,41808
(주)대동,000490,2017/12,121663,50581,191572,53448
(주)대동,000490,2018/12,158803,20986,255602,24390
(주)대동,000490,2019/12,141662,26990,237383,35521
(주)대동,000490,2020/12,160292,32723,239097,43462
(주)대동,000490,2021/12,173222,16651,332519,22673
(주)대성합동지주,005620,2011/12,43000,0,386698,662665
(주)대성합동지주,005620,2012/12,55000,0,818447,442152
(주)대성합동지주,005620,2013/12,52500,0,475347,325394
(주)대성합동지주,005620,2014/12,40000,0,348354,856061
(주)대성합동지주,005620,2015/12,30200,0,279563,72754
(주)대성합동지주,005620,2016/12,25793,0,206627,318005
(주)대양금속,009190,2011/12,111639,6307,111639,6307
(주)대양금속,009190,2012/12,17811,2191,17811,2191
(주)대양금속,009190,2013/12,5897,0,5897,0
(주)대양금속,009190,2014/12,15080,60136,15080,60136
(주)대양금속,009190,2015/12,30038,42029,,
(주)대양금속,009190,2016/12,25050,43297,,
(주)대양금속,009190,2017/12,8404,43894,,
(주)대양금속,009190,2018/12,2621,35355,,
(주)대양금속,009190,2019/12,8035,317,,
(주)대양금속,009190,2020/12,10672,353,,
(주)대양금속,009190,2021/12,6454,341,,
(주)대우건설,047040,2011/12,0,672814,23082,674268
(주)대우건설,047040,2012/12,570000,440357,585130,441547
(주)대우건설,047040,2013/12,1057809,411243,1085126,512512
(주)대우건설,047040,2014/12,832524,493489,968761,495576
(주)대우건설,047040,2015/12,639052,822213,769163,822459
(주)대우건설,047040,2016/12,1324253,927873,1435253,1168182
(주)대우건설,047040,2017/12,926618,575590,1038618,575590
(주)대우건설,047040,2018/12,1028766,388268,1141679,388268
(주)대우건설,047040,2019/12,725622,448022,843622,563166
(주)대우건설,047040,2020/12,291779,892731,399779,892731
(주)대우건설,047040,2021/12,223320,237863,360402,237863
(주)대웅,003090,2011/12,0,0,38056,9567
(주)대웅,003090,2012/12,0,0,47122,567
(주)대웅,003090,2013/12,0,0,32018,0
(주)대웅,003090,2014/12,0,0,27741,0
(주)대웅,003090,2015/12,0,0,11666,39963
(주)대웅,003090,2016/12,0,0,24052,99882
(주)대웅,003090,2017/12,0,0,5790,89936
(주)대웅,003090,2018/12,0,0,7299,199865
(주)대웅,003090,2019/12,0,432,9415,91199
(주)대웅,003090,2020/12,0,607,57053,90775
(주)대웅,003090,2021/12,0,651,56109,201027
(주)대웅제약,069620,2011/12,0,29988,0,31729
(주)대웅제약,069620,2012/12,357,0,2857,0
(주)대웅제약,069620,2013/12,329,0,3003,0
(주)대웅제약,069620,2014/12,2351,0,4851,0
(주)대웅제약,069620,2015/12,4981,39963,7481,39963
(주)대웅제약,069620,2016/12,5371,99882,7871,99882
(주)대웅제약,069620,2017/12,3390,89936,5790,89936
(주)대웅제약,069620,2018/12,2565,199865,7499,199865
(주)대웅제약,069620,2019/12,4355,90395,9415,90915
(주)대웅제약,069620,2020/12,52017,90477,57053,90910
(주)대웅제약,069620,2021/12,52364,200307,56109,200865
(주)대유에이텍,002880,2011/12,65551,3225,70350,37190
(주)대유에이텍,002880,2012/12,66452,16986,72015,18164
(주)대유에이텍,002880,2013/12,94997,12237,97797,12987
(주)대유에이텍,002880,2014/12,144567,8359,151839,23611
(주)대유에이텍,002880,2015/12,75220,5100,139928,17569
(주)대유에이텍,002880,2016/12,71563,2100,148250,19698
