회사명,거래소코드,회계년도,당기순이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),자산(*)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원)
AJ네트웍스(주),095570,2014/12,18461,28058,484674,1437917,323883,1154640
AJ네트웍스(주),095570,2015/12,19085,28991,612888,1725200,350547,1327188
AJ네트웍스(주),095570,2016/12,15965,17079,806211,2081317,524213,1653831
AJ네트웍스(주),095570,2017/12,17778,20647,974533,2354234,681710,1907061
AJ네트웍스(주),095570,2018/12,-22340,37269,1075577,2575139,809377,2083331
AJ네트웍스(주),095570,2019/12,50739,42129,1231565,1803255,921117,1455914
AJ네트웍스(주),095570,2020/12,17121,-3317,1204138,1588170,905693,1300163
AJ네트웍스(주),095570,2021/12,74063,76737,1198209,1355044,825421,992534
CS홀딩스(주),000590,2011/12,1902,11768,156447,188753,7567,25960
CS홀딩스(주),000590,2012/12,1054,6548,158256,191296,7636,21619
CS홀딩스(주),000590,2013/12,951,13013,160069,233929,8149,30123
CS홀딩스(주),000590,2014/12,1399,14362,170117,260356,9955,35962
CS홀딩스(주),000590,2015/12,10569,29604,173456,284933,10378,39069
CS홀딩스(주),000590,2016/12,586,17139,171586,293927,7884,32039
CS홀딩스(주),000590,2017/12,1255,14265,172057,302434,7835,33003
CS홀딩스(주),000590,2018/12,1694,12641,172815,304418,7629,29665
CS홀딩스(주),000590,2019/12,1802,16604,174071,314292,7732,28139
CS홀딩스(주),000590,2020/12,936,11835,174455,323726,7640,28164
CS홀딩스(주),000590,2021/12,2324,21066,176179,353717,8189,41521
HD현대(주),267250,2017/12,219487,1013033,7750712,20888570,2362100,10786706
HD현대(주),267250,2018/12,130596,283985,8150736,23347820,2625447,12793660
HD현대(주),267250,2019/12,590858,115347,8583906,25715535,2741697,13830840
HD현대(주),267250,2020/12,86433,-789720,7727859,26558952,2195022,15461098
HD현대(주),267250,2021/12,502089,186012,8113257,35815656,2470335,23928156
KG스틸(주),016380,2011/12,-225325,-216896,5106166,5310310,3627638,3820993
KG스틸(주),016380,2012/12,-48845,-110201,4954672,5259721,3517449,3809211
KG스틸(주),016380,2013/12,-141813,-140523,4841858,5241509,3543640,3914777
KG스틸(주),016380,2014/12,-1341091,-1281183,2892223,3393941,2836480,3324437
KG스틸(주),016380,2015/12,-25421,-48068,2475759,2890469,2448214,2887052
KG스틸(주),016380,2016/12,-88811,-72711,2410633,2823221,2273679,2696959
KG스틸(주),016380,2017/12,-148383,-124509,2323882,2684674,2166273,2519119
KG스틸(주),016380,2018/12,-64063,-66060,2108622,2506059,2093419,2499623
KG스틸(주),016380,2019/12,-30861,-33538,2045911,2355272,1143865,1465812
KG스틸(주),016380,2020/12,42434,66893,2226734,2257721,1270271,1285017
KG스틸(주),016380,2021/12,180247,190708,2693635,2771098,1571116,1620935
KISCO홀딩스(주),001940,2011/12,-3311,-26317,500308,779732,12752,96999
KISCO홀딩스(주),001940,2012/12,8087,35287,501961,789683,10149,76608
KISCO홀딩스(주),001940,2013/12,8910,19980,507370,1377429,4028,241825
KISCO홀딩스(주),001940,2014/12,9478,14866,513146,1379712,9813,250328
KISCO홀딩스(주),001940,2015/12,19867,78046,530578,1407104,849,205064
KISCO홀딩스(주),001940,2016/12,11828,77864,540249,1493955,742,219987
KISCO홀딩스(주),001940,2017/12,11999,-7242,548751,1488800,383,230004
KISCO홀딩스(주),001940,2018/12,11894,36320,556396,1545160,329,266111
KISCO홀딩스(주),001940,2019/12,12938,62889,565058,1557314,655,229758
KISCO홀딩스(주),001940,2020/12,12607,36484,568414,1564590,577,229774
KISCO홀딩스(주),001940,2021/12,11647,178383,558112,1688093,1294,267378
LG이노텍(주),011070,2011/12,-164340,-145375,4246930,4409967,2951139,3085126
LG이노텍(주),011070,2012/12,-41089,-25005,4668318,4886285,3430042,3617979
LG이노텍(주),011070,2013/12,-50039,15542,4260285,4581271,3039627,3264371
LG이노텍(주),011070,2014/12,58869,112677,4104519,4428761,2563341,2732271
LG이노텍(주),011070,2015/12,43578,95092,3598753,3914338,2038249,2149283
LG이노텍(주),011070,2016/12,12166,4953,4022157,4323719,2433816,2545243
LG이노텍(주),011070,2017/12,180414,174778,5391209,5877489,3598255,3926706
LG이노텍(주),011070,2018/12,128118,163100,5062817,5756067,3140216,3637832
LG이노텍(주),011070,2019/12,80658,102300,5070126,5770781,3093241,3566176
LG이노텍(주),011070,2020/12,186482,236128,5492250,6038600,3324321,3610912
LG이노텍(주),011070,2021/12,789717,888282,6989347,7741353,4092054,4427147
LS일렉트릭(주),010120,2011/12,58828,69721,1623026,1769390,875515,992876
LS일렉트릭(주),010120,2012/12,100886,97263,1885861,2020324,1069913,1182785
LS일렉트릭(주),010120,2013/12,110779,113991,1961236,2101280,1059047,1174326
LS일렉트릭(주),010120,2014/12,93904,105146,2151083,2294355,1195183,1300895
LS일렉트릭(주),010120,2015/12,69452,70554,2107925,2251674,1133286,1236975
LS일렉트릭(주),010120,2016/12,57882,80748,2095351,2261806,1090312,1195739
LS일렉트릭(주),010120,2017/12,94808,106005,2086912,2255821,1006012,1107681
LS일렉트릭(주),010120,2018/12,119394,132235,2211788,2405836,992985,1108364
LS일렉트릭(주),010120,2019/12,109361,103043,2328541,2538144,1041161,1175462
LS일렉트릭(주),010120,2020/12,106203,85486,2351257,2540396,991171,1126926
LS일렉트릭(주),010120,2021/12,71012,85310,2479394,2796732,1073433,1323312
OCI(주),010060,2011/12,729165,864738,5663590,7205013,2311773,3484875
OCI(주),010060,2012/12,52480,12709,5939459,7283050,2595460,3691416
OCI(주),010060,2013/12,-305346,-287777,5716070,7302291,2699094,4028989
OCI(주),010060,2014/12,22168,42335,5472100,7418714,2438939,4163226
OCI(주),010060,2015/12,-191075,182069,5229794,7298775,2403918,4056570
OCI(주),010060,2016/12,347625,219408,5159099,6248555,1987921,2983958
OCI(주),010060,2017/12,168896,232641,5268315,6077825,1941381,2662132
OCI(주),010060,2018/12,70724,103819,4757819,5659590,1412394,2167025
OCI(주),010060,2019/12,-717595,-807386,3796678,4811212,1198823,2125488
OCI(주),010060,2020/12,-253611,-251164,3368975,4437236,1034656,2051507
OCI(주),010060,2021/12,173225,652076,3523644,5704061,1011342,2580269
SK이노베이션(주),096770,2011/12,1703394,3175844,14885810,35026881,2318992,20195271
SK이노베이션(주),096770,2012/12,953729,1182352,15303735,33831080,2058561,17483056
SK이노베이션(주),096770,2013/12,237032,778733,14486694,35288869,1314866,18373615
SK이노베이션(주),096770,2014/12,138617,-537166,14508603,35101314,1516290,19040257
SK이노베이션(주),096770,2015/12,-5617,867677,14474190,31359836,1477660,14313500
SK이노베이션(주),096770,2016/12,-344199,1721434,13561838,32581331,1351076,14276286
SK이노베이션(주),096770,2017/12,1600005,2145102,14795190,34243603,1708216,14934270
SK이노베이션(주),096770,2018/12,1675000,1709984,15846830,36085384,2846728,16757401
SK이노베이션(주),096770,2019/12,792140,65775,16355887,39526057,3279206,21316433
SK이노베이션(주),096770,2020/12,1592008,-2146739,17727435,38498146,3695047,23039681
SK이노베이션(주),096770,2021/12,1317007,501008,18467372,49557440,2998966,29924246
SNT모티브(주),064960,2011/12,40035,40654,793147,899406,346154,416186
SNT모티브(주),064960,2012/12,24274,15708,810948,895056,347367,404997
SNT모티브(주),064960,2013/12,34373,29894,855127,1206018,351929,545844
SNT모티브(주),064960,2014/12,45571,63510,874061,1115027,338479,454875
SNT모티브(주),064960,2015/12,77855,97385,912895,1172763,298284,403883
SNT모티브(주),064960,2016/12,32570,34344,945873,1248156,311571,459378
SNT모티브(주),064960,2017/12,47656,59056,953781,1226311,287842,397538
SNT모티브(주),064960,2018/12,53099,57225,950076,1196520,286093,371711
SNT모티브(주),064960,2019/12,61690,3699,1020643,1038906,288193,302937
SNT모티브(주),064960,2020/12,53519,54441,1075806,1092928,319824,332203
SNT모티브(주),064960,2021/12,81733,80119,1136569,1149796,286663,292219
SNT중공업(주),003570,2011/12,54083,56601,927780,1182293,289675,411764
SNT중공업(주),003570,2012/12,31597,43740,923731,1156625,250266,362100
SNT중공업(주),003570,2013/12,3800,22627,909583,935742,241174,263026
SNT중공업(주),003570,2014/12,776,2594,886804,914417,239263,260126
SNT중공업(주),003570,2015/12,32212,32623,889874,921663,220023,244070
SNT중공업(주),003570,2016/12,-23625,-24436,860133,890522,213081,236978
SNT중공업(주),003570,2017/12,-28426,-30924,813215,838428,211443,233900
SNT중공업(주),003570,2018/12,16333,19818,819413,845672,218194,238167
SNT중공업(주),003570,2019/12,19378,16645,820999,841374,207416,224269
SNT중공업(주),003570,2020/12,8940,8342,815236,833365,220874,235916
SNT중공업(주),003570,2021/12,61764,58999,862694,879625,212203,226676
STX엔진(주),077970,2011/12,63931,74938,2086714,3513993,1297783,2490347
STX엔진(주),077970,2012/12,-58633,-59079,2027727,3213866,1303927,2293334
STX엔진(주),077970,2013/12,-941581,-932064,1200269,1232541,1267843,1298581
STX엔진(주),077970,2014/12,-57699,-74402,993727,994049,1034725,1036487
STX엔진(주),077970,2015/12,36440,,933608,,810511,
STX엔진(주),077970,2016/12,-26126,-27951,821376,830229,712283,722965
STX엔진(주),077970,2017/12,-1188,-6016,820068,817767,713570,717745
STX엔진(주),077970,2018/12,24844,27899,867032,864148,642338,642932
STX엔진(주),077970,2019/12,15939,20377,817082,828376,580702,590910
STX엔진(주),077970,2020/12,26048,20647,799355,809262,538569,542791
STX엔진(주),077970,2021/12,-2030,1005,823074,837480,547996,553505
STX조선해양(주),067250,2011/12,-19700,168613,6229213,13909885,4521456,11733228
STX조선해양(주),067250,2012/12,-631620,-782008,5959226,13511917,4843923,12197092
STX조선해양(주),067250,2013/12,-5305137,-4069603,3376216,7709160,7276570,10376045
STX중공업(주),071970,2011/12,6707,7350,1130451,1137453,766555,772301
STX중공업(주),071970,2012/12,2366,2562,1042188,1049279,679220,685246
STX중공업(주),071970,2013/12,-567092,-455714,1684882,1679371,1555678,1559427
STX중공업(주),071970,2014/12,-136007,-125792,1482858,1486441,1485859,1488677
STX중공업(주),071970,2015/12,-5103,-4919,1416330,1419848,1310408,1313108
STX중공업(주),071970,2016/12,-718602,-718304,846362,849907,1458682,1461297
STX중공업(주),071970,2017/12,737241,735482,744333,744314,597996,598761
STX중공업(주),071970,2018/12,-105684,-104718,567038,567198,413350,413326
STX중공업(주),071970,2019/12,-35850,-35896,447396,447549,317538,317545
STX중공업(주),071970,2020/12,2799,1103,433003,467363,262308,293443
STX중공업(주),071970,2021/12,-8454,-7828,395554,430407,245403,276445
가온전선(주),000500,2011/12,-12019,-12724,510404,509901,249499,249876
가온전선(주),000500,2012/12,6870,4226,519994,517141,251748,252462
가온전선(주),000500,2013/12,10837,8324,513647,539789,238521,269877
가온전선(주),000500,2014/12,520,-563,486089,511259,216356,247677
가온전선(주),000500,2015/12,1517,2136,489897,520474,228036,257894
가온전선(주),000500,2016/12,2286,3989,486619,519226,224431,254653
가온전선(주),000500,2017/12,842,1455,505917,538956,248216,278841
가온전선(주),000500,2018/12,363,99,494370,526494,236513,266088
가온전선(주),000500,2019/12,5859,5463,485428,512574,229932,255845
가온전선(주),000500,2020/12,7777,9506,498781,542461,237697,278899
가온전선(주),000500,2021/12,8774,5854,604023,658966,336802,390851
강남제비스코(주),000860,2011/12,17039,24747,286325,382288,61182,78590
강남제비스코(주),000860,2012/12,21933,28498,306197,416129,62679,88384
강남제비스코(주),000860,2013/12,23055,40187,330202,460559,64172,94413
강남제비스코(주),000860,2014/12,26901,38535,347627,490785,59110,91046
강남제비스코(주),000860,2015/12,26067,40256,363869,522260,54077,87216
강남제비스코(주),000860,2016/12,22369,34680,387165,560934,59623,96695
강남제비스코(주),000860,2017/12,16655,23187,406632,584684,64175,99760
강남제비스코(주),000860,2018/12,3308,38842,401452,657866,58147,108324
강남제비스코(주),000860,2019/12,562,17413,396593,672270,57650,111090
강남제비스코(주),000860,2020/12,7353,25068,419566,712156,77508,129657
강남제비스코(주),000860,2021/12,-36054,47442,425746,904011,118935,242084
경남기업(주),000800,2011/12,19008,78904,1824314,2451307,1194204,2037997
경남기업(주),000800,2012/12,-23164,68807,1735604,2567635,1182215,2143021
경남기업(주),000800,2013/12,-339560,-310922,1568586,2401040,1377267,2291885
경남기업(주),000800,2014/12,-354919,-408446,1312053,2154504,1403624,2346440
경남에너지(주),008020,2011/12,26073,25963,518552,518580,263160,263271
경남에너지(주),008020,2012/12,24215,24239,588553,588534,311687,311751
경남에너지(주),008020,2013/12,17246,17349,614308,614410,322349,322542
경남에너지(주),008020,2014/12,23248,,659422,,374637,
경남에너지(주),008020,2015/12,22997,22511,589011,588593,265250,265319
경인전자(주),009140,2011/12,1197,924,58504,63394,5491,7914
경인전자(주),009140,2012/12,572,1149,58813,63740,5584,6758
경인전자(주),009140,2013/12,893,1654,58270,66001,4997,8007
경인전자(주),009140,2014/12,292,-995,57142,61733,3805,4259
경인전자(주),009140,2015/12,1254,1335,57157,64240,2892,4617
경인전자(주),009140,2016/12,-68,2953,56185,64298,2659,4554
경인전자(주),009140,2017/12,-484,-2980,55801,59851,1966,3794
경인전자(주),009140,2018/12,175,-681,54456,57419,1537,2774
경인전자(주),009140,2019/12,488,243,54260,56871,1778,2407
경인전자(주),009140,2020/12,-518,1351,53405,57836,2796,3768
경인전자(주),009140,2021/12,2069,3700,57238,65885,4841,6288
계룡건설산업(주),013580,2011/12,5511,11854,1372692,1561235,919476,1047623
계룡건설산업(주),013580,2012/12,2581,4440,1329509,1619836,876916,1103617
계룡건설산업(주),013580,2013/12,-92177,-82613,1195615,1481928,833484,1046546
계룡건설산업(주),013580,2014/12,-119632,-111067,994976,1238256,756493,936568
계룡건설산업(주),013580,2015/12,10279,16900,983648,1224683,734396,906763
계룡건설산업(주),013580,2016/12,17539,18620,1147929,1513435,882847,1184027
계룡건설산업(주),013580,2017/12,44411,56453,1215807,1582918,908787,1200588
계룡건설산업(주),013580,2018/12,63793,94529,1320126,1726212,982257,1286387
계룡건설산업(주),013580,2019/12,83078,74557,1534677,2006740,1122506,1504073
계룡건설산업(주),013580,2020/12,101814,95414,1539768,2070254,1023996,1464252
계룡건설산업(주),013580,2021/12,149700,156418,1722670,2327054,1066972,1572714
계양전기(주),012200,2011/12,8364,6618,165707,170611,28472,32012
계양전기(주),012200,2012/12,8355,5000,175236,174553,28220,30218
계양전기(주),012200,2013/12,7819,5945,181844,180806,28280,31632
계양전기(주),012200,2014/12,5279,6501,202219,204236,46246,51315
계양전기(주),012200,2015/12,9581,9581,207971,211585,47522,51136
계양전기(주),012200,2016/12,17198,17234,232513,243983,56277,64850
계양전기(주),012200,2017/12,7303,7747,248234,253948,68747,74461
계양전기(주),012200,2018/12,7365,7701,260405,273359,78073,90690
계양전기(주),012200,2019/12,-2518,-2539,265635,281737,88026,103813
계양전기(주),012200,2020/12,9408,9385,279067,294210,93636,108486
계양전기(주),012200,2021/12,-7407,-6211,267377,285053,85636,101825
고려개발(주),004200,2011/12,-235058,,1077673,,954741,
고려개발(주),004200,2012/12,-2642,,916143,,795890,
고려개발(주),004200,2013/12,-3056,,823443,,704316,
고려개발(주),004200,2014/12,-61725,,765490,,708565,
고려개발(주),004200,2015/12,-119797,,639092,,703690,
고려개발(주),004200,2016/12,-30536,,606489,,585066,
고려개발(주),004200,2017/12,5723,,662678,,584460,
고려개발(주),004200,2018/12,621,,592951,,456810,
고려개발(주),004200,2019/12,34328,,613423,,444381,
고려산업(주),002140,2011/12,4159,4367,123415,124894,68829,68829
고려산업(주),002140,2012/12,4695,7767,143910,148320,85462,86236
고려산업(주),002140,2013/12,3759,4745,142727,148378,81058,81841
고려산업(주),002140,2014/12,8210,9047,148009,156033,79100,79915
고려산업(주),002140,2015/12,4798,5400,145460,159959,73614,80617
고려산업(주),002140,2016/12,4880,6853,146939,167844,71330,82823
고려산업(주),002140,2017/12,5123,5070,169236,183124,86661,94366
고려산업(주),002140,2018/12,3042,3713,198356,213623,113254,121233
고려산업(주),002140,2019/12,4098,4729,191884,206490,103480,110667
고려산업(주),002140,2020/12,5869,6766,200217,216577,106382,113938
고려산업(주),002140,2021/12,2807,4521,221301,238595,125432,131754
고려아연(주),010130,2011/12,676786,713726,3901068,4606180,593494,1095768
고려아연(주),010130,2012/12,596362,568031,4486815,4940542,651962,954496
고려아연(주),010130,2013/12,467667,452758,4690740,5120965,513650,789006
고려아연(주),010130,2014/12,462447,504874,5138172,5642419,565628,859305
고려아연(주),010130,2015/12,490114,513990,5423762,5907933,457028,688564
고려아연(주),010130,2016/12,537489,594584,5879658,6482638,536324,819933
고려아연(주),010130,2017/12,530649,634031,6304117,7038142,549710,932492
고려아연(주),010130,2018/12,460563,534815,6454453,7225894,477099,851366
고려아연(주),010130,2019/12,567066,638613,6942418,7840561,597390,1002169
고려아연(주),010130,2020/12,561285,574829,7515658,8499646,853617,1412617
고려아연(주),010130,2021/12,753966,811106,8321229,9964049,1160656,2229814
고려제강(주),002240,2011/12,33417,107293,1209356,1823262,294642,551481
고려제강(주),002240,2012/12,90329,43850,1303152,1813978,312836,554938
고려제강(주),002240,2013/12,24056,36742,1355730,1823963,343175,553098
고려제강(주),002240,2014/12,13928,298384,1407271,2524438,386658,1035957
고려제강(주),002240,2015/12,18546,18346,1354596,2425787,331702,969758
고려제강(주),002240,2016/12,31257,40290,1401983,2453092,354044,970759
고려제강(주),002240,2017/12,18868,22451,1381863,2400558,319316,942259
고려제강(주),002240,2018/12,19245,1876,1374719,2387466,299838,930388
고려제강(주),002240,2019/12,20208,6058,1403851,2353652,321112,871784
고려제강(주),002240,2020/12,11727,2726,1357039,2245729,262648,782791
고려제강(주),002240,2021/12,43957,133312,1398330,2474272,255771,836162
광동제약(주),009290,2011/12,29028,29894,313871,321682,68563,72165
광동제약(주),009290,2012/12,26678,27762,382069,389434,120349,122163
광동제약(주),009290,2013/12,21435,21999,416785,425675,132084,134853
광동제약(주),009290,2014/12,34483,35063,431945,442528,124572,128132
광동제약(주),009290,2015/12,33363,36083,511612,663786,168999,286059
광동제약(주),009290,2016/12,29169,27900,545598,679780,179037,280101
광동제약(주),009290,2017/12,23850,23083,584095,722700,199349,306399
광동제약(주),009290,2018/12,22992,21974,589159,732057,190393,301218
광동제약(주),009290,2019/12,22924,22656,656040,792776,235064,345319
광동제약(주),009290,2020/12,30298,45602,682837,830643,221751,328462
광동제약(주),009290,2021/12,30416,25541,716918,883845,231154,356600
광전자(주),017900,2011/12,-42130,-44009,338082,350230,107876,122804
광전자(주),017900,2012/12,-13148,-13430,268246,282486,52442,73177
광전자(주),017900,2013/12,-8184,-4790,248435,269369,36866,60348
광전자(주),017900,2014/12,-8629,-10662,253872,278248,33671,56581
광전자(주),017900,2015/12,-3221,-5148,235664,240272,32415,37059
광전자(주),017900,2016/12,1298,2022,238192,242284,34917,38972
광전자(주),017900,2017/12,2008,2924,235532,238230,30080,32081
광전자(주),017900,2018/12,10302,6338,259675,262118,35353,37718
광전자(주),017900,2019/12,1830,3364,254267,260280,33519,37864
광전자(주),017900,2020/12,-14946,-16333,236784,243370,35917,42099
광전자(주),017900,2021/12,8860,10470,237011,238962,27291,28254
교촌에프앤비(주),339770,2011/12,,,,,,
교촌에프앤비(주),339770,2012/12,,,,,,
교촌에프앤비(주),339770,2013/12,,,,,,
교촌에프앤비(주),339770,2014/12,,,,,,
교촌에프앤비(주),339770,2015/12,,,,,,
교촌에프앤비(주),339770,2016/12,,,,,,
교촌에프앤비(주),339770,2017/12,,,,,,
교촌에프앤비(주),339770,2018/12,11475,11457,95116,112164,39114,57308
교촌에프앤비(주),339770,2019/12,21045,29518,130483,158080,57332,77835
교촌에프앤비(주),339770,2020/12,16932,23840,198205,229530,58659,76009
교촌에프앤비(주),339770,2021/12,22207,29850,217293,254728,59245,74918
국도화학(주),007690,2011/12,21897,24928,466990,567445,171429,251937
국도화학(주),007690,2012/12,26371,29920,464359,547775,147074,210944
국도화학(주),007690,2013/12,28110,31387,488596,590442,149218,227707
국도화학(주),007690,2014/12,15218,20935,520695,637431,171930,258357
국도화학(주),007690,2015/12,51429,56315,566484,681283,172045,250568
국도화학(주),007690,2016/12,20618,26559,567680,682785,160975,236936
국도화학(주),007690,2017/12,33844,42033,651933,788549,227081,320669
국도화학(주),007690,2018/12,32407,46630,709429,854418,264393,354773
국도화학(주),007690,2019/12,31091,35110,747582,905420,278928,377260
국도화학(주),007690,2020/12,20438,30769,767576,930558,291428,378315
국도화학(주),007690,2021/12,166440,157086,1210605,1416366,481714,601421
국제약품(주),002720,2011/03,4191,4279,142506,142910,68992,69038
국제약품(주),002720,2012/12,-18942,-18940,114118,114924,59233,59572
국제약품(주),002720,2013/12,2693,1672,117324,117431,58456,59102
국제약품(주),002720,2014/12,-7485,-6917,116584,117508,65775,66655
국제약품(주),002720,2015/12,-6166,-5884,132178,136644,64124,68185
국제약품(주),002720,2016/12,824,799,128810,129455,61464,61936
국제약품(주),002720,2017/12,711,1039,131023,131646,63746,63868
국제약품(주),002720,2018/12,1698,2183,125110,126235,57398,57537
국제약품(주),002720,2019/12,-4987,-4762,133102,134594,73360,73640
국제약품(주),002720,2020/12,2434,2195,144012,145626,74584,75127
국제약품(주),002720,2021/12,-1548,-1556,138138,139783,70637,71195
그랜드코리아레저(주),114090,2011/12,63304,,376357,,155038,
그랜드코리아레저(주),114090,2012/12,144055,,488541,,157110,
그랜드코리아레저(주),114090,2013/12,137570,,562914,,167378,
그랜드코리아레저(주),114090,2014/12,116514,,651013,,219601,
그랜드코리아레저(주),114090,2015/12,91732,,650518,,194278,
그랜드코리아레저(주),114090,2016/12,114343,,730178,,211451,
그랜드코리아레저(주),114090,2017/12,80539,,731904,,199852,
그랜드코리아레저(주),114090,2018/12,77616,77741,765845,765759,203821,203673
그랜드코리아레저(주),114090,2019/12,72039,72396,906070,909431,321116,324258
그랜드코리아레저(주),114090,2020/12,-65068,-64327,706280,708446,221142,222056
그랜드코리아레저(주),114090,2021/12,-114208,-113272,526147,531306,144667,147758
그린케미칼(주),083420,2011/12,10943,,129851,,39599,
그린케미칼(주),083420,2012/12,11700,,158667,,60108,
그린케미칼(주),083420,2013/12,10701,,162058,,55844,
그린케미칼(주),083420,2014/12,12980,,196397,,80575,
그린케미칼(주),083420,2015/12,3536,,218567,,102630,
그린케미칼(주),083420,2016/12,2874,,206369,,90867,
그린케미칼(주),083420,2017/12,2523,,195270,,85529,
그린케미칼(주),083420,2018/12,2513,,189074,,81835,
그린케미칼(주),083420,2019/12,5580,,186816,,78322,
그린케미칼(주),083420,2020/12,10340,,176840,,63604,
그린케미칼(주),083420,2021/12,15929,,211689,,88297,
극동유화(주),014530,2011/12,9175,,195933,,103312,
극동유화(주),014530,2012/12,11921,,197892,,94579,
극동유화(주),014530,2013/12,12941,,195573,,82054,
극동유화(주),014530,2014/12,10417,9300,185130,188576,67168,68908
극동유화(주),014530,2015/12,14843,14488,179862,187472,50094,56955
극동유화(주),014530,2016/12,14138,13986,185279,191719,45019,51838
극동유화(주),014530,2017/12,14513,15104,261352,268504,113593,120113
극동유화(주),014530,2018/12,14674,16292,271488,280142,114655,120212
극동유화(주),014530,2019/12,13224,14203,280637,289929,116109,120646
극동유화(주),014530,2020/12,7033,7172,263578,292655,97550,119909
극동유화(주),014530,2021/12,11959,11008,295977,321935,121393,139852
글로스텍(주),012410,2011/12,-6298,-4856,29641,29656,27156,27137
글로스텍(주),012410,2012/12,-24049,,33758,,19419,
금강공업(주),014280,2011/12,2001,210,390653,431243,216319,238402
금강공업(주),014280,2012/12,9764,10715,462007,499094,278044,296944
금강공업(주),014280,2013/12,12835,18468,489780,675455,298049,418115
금강공업(주),014280,2014/12,13124,23067,521016,723147,319325,448540
금강공업(주),014280,2015/12,11287,7635,525737,678341,315347,408383
금강공업(주),014280,2016/12,28165,35764,551876,710806,313697,406007
금강공업(주),014280,2017/12,21585,26632,579579,756422,322871,425316
금강공업(주),014280,2018/12,10842,14872,618604,852849,353355,498613
금강공업(주),014280,2019/12,-6797,-4952,592458,834006,335331,488065
금강공업(주),014280,2020/12,-18071,2298,515113,779160,266416,425895
금강공업(주),014280,2021/12,18710,22030,585744,868659,303788,481988
금호건설(주),002990,2011/12,-137546,-49518,2938284,3681191,3136800,3560035
금호건설(주),002990,2012/12,-420974,-727923,1702646,1932235,1721108,1917715
금호건설(주),002990,2013/12,12739,52624,1708573,1766378,1600679,1613211
금호건설(주),002990,2014/12,60228,105802,1391119,1504368,1191611,1203465
금호건설(주),002990,2015/12,-2176,-6110,1211353,1310032,1008723,1019861
금호건설(주),002990,2016/12,119376,36037,1273033,1274603,952922,963345
금호건설(주),002990,2017/12,8178,95278,1194577,1284876,882565,892183
금호건설(주),002990,2018/12,67072,-471,1165207,1182210,817255,825913
금호건설(주),002990,2019/12,45876,11717,1328870,1337431,953105,960938
금호건설(주),002990,2020/12,44152,26424,1380157,1377243,980065,986952
금호건설(주),002990,2021/12,149482,148125,1740624,1735986,1076531,1083164
금호석유화학(주),011780,2011/12,343320,543769,3941903,4714233,2735325,3157155
금호석유화학(주),011780,2012/12,96116,126109,3489124,4410739,2224633,2752387
금호석유화학(주),011780,2013/12,-30967,-42713,3234382,4211639,2069386,2651880
금호석유화학(주),011780,2014/12,83309,88335,3408864,4437304,2175436,2795722
금호석유화학(주),011780,2015/12,77469,121866,3133196,4210556,1925481,2546806
금호석유화학(주),011780,2016/12,29417,80765,3429123,4546114,2192758,2818213
금호석유화학(주),011780,2017/12,135422,217647,3378439,4579814,1996923,2623011
금호석유화학(주),011780,2018/12,182630,503083,3141279,4616721,1623432,2268574
금호석유화학(주),011780,2019/12,262497,294697,3137665,4538042,1372861,1908471
금호석유화학(주),011780,2020/12,434324,582982,3451430,5027282,1315604,1878049
금호석유화학(주),011780,2021/12,986987,1965577,4648774,8115675,1570407,3032766
금호전기(주),001210,2011/12,11093,308,427483,549344,158557,279226
금호전기(주),001210,2012/12,-39994,-67109,383510,509300,155947,293040
금호전기(주),001210,2013/12,-30366,-18056,381396,532674,184539,346737
금호전기(주),001210,2014/12,-14474,-4626,383796,515680,188780,321046
금호전기(주),001210,2015/12,-17976,-56360,327931,475650,151383,294648
금호전기(주),001210,2016/12,-18849,-17416,289081,460498,131433,300358
금호전기(주),001210,2017/12,-22247,-20183,270923,409873,135442,271611
금호전기(주),001210,2018/12,-100303,-20931,149032,170295,109635,135603
금호전기(주),001210,2019/12,-44109,-33238,57295,73092,47901,56240
금호전기(주),001210,2020/12,-15965,-24341,46912,67783,44857,63542
금호전기(주),001210,2021/12,-10991,-9884,77525,83850,62569,65487
금호타이어(주),073240,2011/12,106115,-26854,3346528,4924534,2652274,4355034
금호타이어(주),073240,2012/12,126810,130586,3378161,4781013,2315606,3850889
금호타이어(주),073240,2013/12,63879,100958,3324692,4733933,2086861,3595732
금호타이어(주),073240,2014/12,122887,131608,3414113,4804662,1999243,3478670
금호타이어(주),073240,2015/12,-46287,-67466,3322592,5219977,1957060,3959180
금호타이어(주),073240,2016/12,13074,-37895,3379626,5121661,1995940,3907578
금호타이어(주),073240,2017/12,-245291,-112339,3216711,4543612,2074792,3614563
금호타이어(주),073240,2018/12,-606371,-191930,2977573,4221395,1779455,2879662
금호타이어(주),073240,2019/12,-13564,-43403,2874759,3929464,1706761,2636829
금호타이어(주),073240,2020/12,-403840,-82939,2567317,3846202,1822281,2678607
금호타이어(주),073240,2021/12,-70043,-71851,2553456,4342206,1888415,3060638
기아(주),000270,2011/12,1804842,3519236,23384425,30255179,10332095,16745469
기아(주),000270,2012/12,2136797,3864704,24480107,32398314,9547124,15550252
기아(주),000270,2013/12,2634437,3817059,26862906,36182040,9627844,15927245
