회사명,거래소코드,회계년도,당기순이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),자산(*)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원)
(주)DB하이텍,000990,2011/12,-93084,-97947,1183957,1199044,892248,890982
(주)DB하이텍,000990,2012/12,-32122,-31341,1149069,1157755,874516,866862
(주)DB하이텍,000990,2013/12,-73243,-83047,1049495,1058392,852207,853635
(주)DB하이텍,000990,2014/12,-58320,-77009,1001960,984877,865856,864174
(주)DB하이텍,000990,2015/12,127470,126733,1005674,984644,728011,730586
(주)DB하이텍,000990,2016/12,88002,88344,1006371,986789,641920,644871
(주)DB하이텍,000990,2017/12,74402,110175,977575,993951,536028,538153
(주)DB하이텍,000990,2018/12,95087,86829,1050696,1066534,508139,508142
(주)DB하이텍,000990,2019/12,121160,104637,1089401,1088890,444096,444239
(주)DB하이텍,000990,2020/12,165658,166026,1179257,1178581,384020,383997
(주)DB하이텍,000990,2021/12,316920,316892,1548224,1549938,442263,443888
(주)HJ중공업,097230,2011/12,-116272,-96920,5857119,7036680,3982242,5169832
(주)HJ중공업,097230,2012/12,13082,-53214,5938108,6585093,4074579,4869577
(주)HJ중공업,097230,2013/12,-212716,-190193,5839633,6683379,4035024,5044381
(주)HJ중공업,097230,2014/12,-225739,-299811,5469810,6470284,3707924,4897208
(주)HJ중공업,097230,2015/12,-260118,-260925,4638381,5914637,3260852,4546048
(주)HJ중공업,097230,2016/12,-334429,-334446,3921561,5256464,3017411,4361281
(주)HJ중공업,097230,2017/12,-299028,-277978,3312303,4206655,2748893,3629457
(주)HJ중공업,097230,2018/12,-963474,-1283647,2388369,2733620,2787299,3441806
(주)HJ중공업,097230,2019/12,-73654,306169,2465650,2470222,2218378,2225228
(주)HJ중공업,097230,2020/12,76553,78346,2189125,2193855,1868707,1873852
(주)HJ중공업,097230,2021/12,-139995,-139844,2381044,2385236,1948846,1953231
(주)MH에탄올,023150,2011/12,3352,-4357,135927,134207,79766,91540
(주)MH에탄올,023150,2012/12,2572,287,139201,134386,80488,94708
(주)MH에탄올,023150,2013/12,-11627,7028,122521,129698,75401,83812
(주)MH에탄올,023150,2014/12,4618,-203,85254,85535,32746,32746
(주)MH에탄올,023150,2015/12,7745,7779,78691,78996,21122,21112
(주)MH에탄올,023150,2016/12,8135,8145,72025,72340,8768,8758
(주)MH에탄올,023150,2017/12,5903,4308,107437,500180,42738,393343
(주)MH에탄올,023150,2018/12,6553,-12033,109657,440178,41185,348592
(주)MH에탄올,023150,2019/12,-5005,-7552,101059,451474,41581,372085
(주)MH에탄올,023150,2020/12,1156,3803,97516,449679,39906,369254
(주)MH에탄올,023150,2021/12,4939,8689,98741,451461,40683,366757
(주)SH에너지화학,002360,2011/12,3164,1801,102383,104711,37885,39468
(주)SH에너지화학,002360,2012/12,1080,211,102493,103690,37604,38809
(주)SH에너지화학,002360,2013/12,4842,4607,109985,110489,40203,40890
(주)SH에너지화학,002360,2014/12,15570,16733,109098,110741,25694,26504
(주)SH에너지화학,002360,2015/12,12639,12591,114048,115521,23308,23875
(주)SH에너지화학,002360,2016/12,17574,18029,122957,124489,19874,20400
(주)SH에너지화학,002360,2017/12,8905,9879,123262,125312,17544,17619
(주)SH에너지화학,002360,2018/12,2767,2034,120896,122435,16830,17044
(주)SH에너지화학,002360,2019/12,-3152,-3090,121126,123416,23740,24416
(주)SH에너지화학,002360,2020/12,-7219,-6946,116570,117357,26753,27348
(주)SH에너지화학,002360,2021/12,753,611,118424,119629,27176,27890
(주)SIMPAC,009160,2011/12,21196,24977,296953,310879,141120,141938
(주)SIMPAC,009160,2012/12,22517,19286,307367,318666,129536,130805
(주)SIMPAC,009160,2013/12,19196,20044,349837,361986,151936,153155
(주)SIMPAC,009160,2014/12,10219,14312,329326,381939,125421,162814
(주)SIMPAC,009160,2015/12,19449,16450,369349,422833,149261,190826
(주)SIMPAC,009160,2016/12,16445,16184,366245,417865,137286,177449
(주)SIMPAC,009160,2017/12,7134,12896,343005,381158,119223,140332
(주)SIMPAC,009160,2018/12,62381,69199,628334,681751,217215,246718
(주)SIMPAC,009160,2019/12,11507,9488,608693,679146,189477,237950
(주)SIMPAC,009160,2020/12,26302,34139,656622,737278,222410,273292
(주)SIMPAC,009160,2021/12,65314,90833,796760,903230,305675,356567
(주)SNT에너지,100840,2011/12,-4156,,276512,,115916,
(주)SNT에너지,100840,2012/12,9088,,292802,,109496,
(주)SNT에너지,100840,2013/12,16190,,311675,,113511,
(주)SNT에너지,100840,2014/12,11264,,304512,,96799,
(주)SNT에너지,100840,2015/12,27030,,316196,,84796,
(주)SNT에너지,100840,2016/12,1660,,348042,,118243,
(주)SNT에너지,100840,2017/12,4582,,300267,,66449,
(주)SNT에너지,100840,2018/12,1825,,280992,,49715,
(주)SNT에너지,100840,2019/12,14579,15452,331391,333897,85846,88942
(주)SNT에너지,100840,2020/12,9407,9788,332066,335352,95507,99579
(주)SNT에너지,100840,2021/12,12938,12503,322124,332143,76640,87294
(주)SNT홀딩스,036530,2011/12,5766,87197,388124,2124828,285,813821
(주)SNT홀딩스,036530,2012/12,9011,63254,388965,2074904,353,756881
(주)SNT홀딩스,036530,2013/12,8018,53763,397336,2149176,484,774811
(주)SNT홀딩스,036530,2014/12,6892,66985,399244,2039389,381,683348
(주)SNT홀딩스,036530,2015/12,27766,116420,430584,2169311,8659,640062
(주)SNT홀딩스,036530,2016/12,6923,10147,427002,2210178,319,679286
(주)SNT홀딩스,036530,2017/12,4172,25863,425435,2146175,299,626882
(주)SNT홀딩스,036530,2018/12,6218,73732,422805,2113835,232,610559
(주)SNT홀딩스,036530,2019/12,9244,124509,417173,2236679,233,610746
(주)SNT홀딩스,036530,2020/12,22951,77889,423961,2270486,277,652957
(주)SNT홀딩스,036530,2021/12,16540,151815,425705,2372324,687,592194
(주)STX,011810,2011/12,84657,222363,3302248,5234175,2137600,3318233
(주)STX,011810,2012/12,-23863,-490928,3226878,5067029,2103344,3560390
(주)STX,011810,2013/12,-1646014,-1595630,1086567,1342520,1608657,1852183
(주)STX,011810,2014/12,334488,380584,1070433,1255002,1015539,1161340
(주)STX,011810,2015/12,-53449,-48982,1057543,1267224,985227,1194882
(주)STX,011810,2016/12,-456150,-457446,627686,707709,956569,1038305
(주)STX,011810,2017/12,336179,334386,520393,627542,475683,584982
(주)STX,011810,2018/12,5024,9107,446758,554061,384545,490033
(주)STX,011810,2019/12,-37142,-33218,462734,560107,412118,503816
(주)STX,011810,2020/12,-16578,-20448,362854,617563,336998,535834
(주)STX,011810,2021/12,-16136,-23318,389174,676149,329094,553619
(주)TCC스틸,002710,2011/12,6829,4558,407744,454330,202127,228888
(주)TCC스틸,002710,2012/12,4206,125,438643,547014,228887,321015
(주)TCC스틸,002710,2013/12,392,-19956,444205,543709,234119,337970
(주)TCC스틸,002710,2014/12,1023,-15814,461298,551001,251204,361963
(주)TCC스틸,002710,2015/12,-140083,-110219,330652,376395,254096,290382
(주)TCC스틸,002710,2016/12,15468,16949,250878,282915,158255,179577
(주)TCC스틸,002710,2017/12,-2329,1504,248896,278693,159269,177777
(주)TCC스틸,002710,2018/12,7565,9755,268136,304782,169784,192535
(주)TCC스틸,002710,2019/12,1996,5037,270265,314210,172764,197367
(주)TCC스틸,002710,2020/12,-3176,-1687,261205,306759,162955,185628
(주)TCC스틸,002710,2021/12,28951,28723,308992,366997,181400,211767
(주)강원랜드,035250,2011/12,393401,381175,2730284,2711402,452082,454039
(주)강원랜드,035250,2012/12,296504,306229,2915386,2906655,532225,534628
(주)강원랜드,035250,2013/12,293129,297596,3105430,3102037,581467,584340
(주)강원랜드,035250,2014/12,363816,359349,3380462,3375127,664287,669770
(주)강원랜드,035250,2015/12,430460,441629,3688060,3690792,690618,693037
(주)강원랜드,035250,2016/12,454999,454534,3975980,3978988,723242,726260
(주)강원랜드,035250,2017/12,437096,437541,4182527,4185657,681738,684422
(주)강원랜드,035250,2018/12,297320,297237,4229631,4231241,643178,644464
(주)강원랜드,035250,2019/12,335610,334654,4436462,4438119,718029,720360
(주)강원랜드,035250,2020/12,-278763,-275879,3635974,3641632,391230,394604
(주)강원랜드,035250,2021/12,-11911,-10582,3817619,3827273,568331,574481
(주)갤럭시아에스엠,011420,2011/12,3001,2909,40712,45110,16172,19836
(주)갤럭시아에스엠,011420,2012/12,224,389,40170,43979,15016,18072
(주)갤럭시아에스엠,011420,2013/12,-1420,-1737,34159,37637,11686,16144
(주)갤럭시아에스엠,011420,2014/12,-931,-255,40528,45274,17126,22069
(주)갤럭시아에스엠,011420,2015/12,2576,1864,67197,68687,16531,18948
(주)갤럭시아에스엠,011420,2016/12,-1563,-1563,55826,58445,10979,13598
(주)갤럭시아에스엠,011420,2017/12,-5900,-5900,48958,49831,8464,9337
(주)갤럭시아에스엠,011420,2018/12,-15678,-16003,33338,33253,6540,6781
(주)갤럭시아에스엠,011420,2019/12,-1375,-1375,28242,28242,6443,6443
(주)갤럭시아에스엠,011420,2020/12,984,,28555,,7835,
(주)갤럭시아에스엠,011420,2021/12,3682,,40901,,7850,
(주)경농,002100,2011/12,3154,510,176742,173774,30725,30788
(주)경농,002100,2012/12,6590,10310,203468,269413,51967,117674
(주)경농,002100,2013/12,13752,13950,214989,255985,52292,92827
(주)경농,002100,2014/12,9272,7099,230871,284623,61872,115707
(주)경농,002100,2015/12,6489,6980,265109,316342,92053,141674
(주)경농,002100,2016/12,5771,6366,266622,320915,89900,136946
(주)경농,002100,2017/12,11539,10079,268967,335874,86008,143721
(주)경농,002100,2018/12,9614,4878,285032,357261,97965,155807
(주)경농,002100,2019/12,7062,4015,297197,370874,106304,168989
(주)경농,002100,2020/12,10460,13295,299102,371526,101836,160153
(주)경농,002100,2021/12,24475,16108,312931,388786,98782,151976
(주)경동나비엔,009450,2011/12,9445,9467,224373,263211,81105,95096
(주)경동나비엔,009450,2012/12,9215,9170,254627,299730,102426,123854
(주)경동나비엔,009450,2013/12,9252,11130,301476,354780,139981,167499
(주)경동나비엔,009450,2014/12,9082,9380,331089,401659,163105,211637
(주)경동나비엔,009450,2015/12,19321,16752,324849,402084,139641,196008
(주)경동나비엔,009450,2016/12,28636,37470,347644,429755,137451,190993
(주)경동나비엔,009450,2017/12,16291,27019,391400,503697,169372,247191
(주)경동나비엔,009450,2018/12,22818,24749,440514,583596,200158,303492
(주)경동나비엔,009450,2019/12,20474,27852,461607,609808,207047,308766
(주)경동나비엔,009450,2020/12,18888,41637,535512,734689,254061,386525
(주)경동나비엔,009450,2021/12,62279,80658,667507,933885,306568,483469
(주)경동도시가스,267290,2017/12,17679,17799,707917,710280,415288,415948
(주)경동도시가스,267290,2018/12,33981,34165,775881,778270,457120,457780
(주)경동도시가스,267290,2019/12,24355,24638,747454,749999,409752,410387
(주)경동도시가스,267290,2020/12,18814,19017,697182,699658,342314,342980
(주)경동도시가스,267290,2021/12,22198,22151,901837,904492,528176,529075
(주)경동인베스트,012320,2011/12,50053,30328,941176,1001491,528264,593628
(주)경동인베스트,012320,2012/12,56918,42879,1168400,1209925,699478,763415
(주)경동인베스트,012320,2013/12,46254,49842,1161427,1205008,644594,706268
(주)경동인베스트,012320,2014/12,44839,75930,1101071,1320789,540269,713338
(주)경동인베스트,012320,2015/12,-6096,-21251,926393,1167820,377864,591340
(주)경동인베스트,012320,2016/12,16357,19132,903819,1126123,347571,538198
(주)경동인베스트,012320,2017/12,7248,51931,318031,599276,8242,198873
(주)경동인베스트,012320,2018/12,1575,29828,318777,592003,8354,194135
(주)경동인베스트,012320,2019/12,-918,8856,316572,605467,8263,190934
(주)경동인베스트,012320,2020/12,1310,16484,306973,589278,1447,158533
(주)경동인베스트,012320,2021/12,357,13891,306026,577693,1198,137940
(주)경방,000050,2011/12,-1822,-1131,1331931,1352324,655307,722620
(주)경방,000050,2012/12,-7074,-7910,1301720,1335040,631984,714336
(주)경방,000050,2013/12,15104,14574,1261257,1296989,575688,660551
(주)경방,000050,2014/12,14236,11488,1275008,1301841,623438,654173
(주)경방,000050,2015/12,21605,16692,1259512,1318643,587741,655690
(주)경방,000050,2016/12,30978,29475,1237024,1301911,546779,622068
(주)경방,000050,2017/12,25679,25315,1199064,1274042,488099,574908
(주)경방,000050,2018/12,29198,20189,1226545,1301793,497360,593023
(주)경방,000050,2019/12,22224,43622,1296265,1370742,555534,629189
(주)경방,000050,2020/12,26011,13026,1212394,1264902,452924,522972
(주)경방,000050,2021/12,23306,22282,1214190,1270805,447474,518659
(주)경보제약,214390,2011/12,,,,,,
(주)경보제약,214390,2012/12,,,,,,
(주)경보제약,214390,2013/12,18025,,143383,,77164,
(주)경보제약,214390,2014/12,8636,,168035,,99705,
(주)경보제약,214390,2015/12,26110,,195488,,72671,
(주)경보제약,214390,2016/12,12706,,203736,,74334,
(주)경보제약,214390,2017/12,17963,,204869,,63360,
(주)경보제약,214390,2018/12,13116,,221623,,72611,
(주)경보제약,214390,2019/12,5285,,237817,,88653,
(주)경보제약,214390,2020/12,9404,,253239,,97182,
(주)경보제약,214390,2021/12,-7495,,236979,,91278,
(주)경인양행,012610,2011/12,2789,2886,245826,319597,86944,143304
(주)경인양행,012610,2012/12,4475,2093,241046,287453,78933,112464
(주)경인양행,012610,2013/12,12327,10216,274571,316945,96496,127200
(주)경인양행,012610,2014/12,9090,10148,267331,313039,80898,114800
(주)경인양행,012610,2015/12,107,3671,273778,326687,87875,125562
(주)경인양행,012610,2016/12,3725,6838,290035,344299,99014,136005
(주)경인양행,012610,2017/12,531,4779,296909,357951,106065,147017
(주)경인양행,012610,2018/12,7420,13802,344908,412997,146671,189237
(주)경인양행,012610,2019/12,4798,16373,381064,472081,179977,234648
(주)경인양행,012610,2020/12,-10223,-7582,386098,505102,194513,276720
(주)경인양행,012610,2021/12,18016,27210,462114,579492,253804,327623
(주)광명전기,017040,2011/12,-75,-1825,99993,123887,43005,60950
(주)광명전기,017040,2012/12,-1564,408,104219,131064,49082,68072
(주)광명전기,017040,2013/12,5301,6473,105484,120911,44691,51063
(주)광명전기,017040,2014/12,6979,9107,119792,138580,52252,59884
(주)광명전기,017040,2015/12,3443,8891,107720,131458,36444,43628
(주)광명전기,017040,2016/12,15613,11594,125405,146859,39070,48796
(주)광명전기,017040,2017/12,-1350,-2043,128881,152717,43451,56069
(주)광명전기,017040,2018/12,3183,2718,124159,151823,36169,53075
(주)광명전기,017040,2019/12,6470,7118,140592,156713,46406,51314
(주)광명전기,017040,2020/12,4892,4530,149582,165885,50685,56097
(주)광명전기,017040,2021/12,4589,5859,150648,169927,47656,54791
(주)광주신세계,037710,2011/12,52282,,380754,,70539,
(주)광주신세계,037710,2012/12,53770,,430663,,69047,
(주)광주신세계,037710,2013/12,48570,,656356,,247665,
(주)광주신세계,037710,2014/12,42236,,652759,,204134,
(주)광주신세계,037710,2015/12,45901,,659495,,168114,
(주)광주신세계,037710,2016/12,45554,,655503,,121213,
(주)광주신세계,037710,2017/12,47846,,655019,,75655,
(주)광주신세계,037710,2018/12,45093,,696205,,75548,
(주)광주신세계,037710,2019/12,47669,,752423,,91233,
(주)광주신세계,037710,2020/12,43160,,784428,,86160,
(주)광주신세계,037710,2021/12,52393,,852280,,106475,
(주)국동,005320,2011/12,-12931,-7212,42292,68162,39598,62333
(주)국동,005320,2012/12,263,5142,35813,65808,33038,56386
(주)국동,005320,2013/12,2374,4009,40195,73041,34247,57628
(주)국동,005320,2014/12,4693,8899,53393,89271,39056,60632
(주)국동,005320,2015/12,5322,5236,66242,93759,43847,62532
(주)국동,005320,2016/12,4380,6209,86117,124127,46047,72401
(주)국동,005320,2017/12,-6593,-8968,75154,106307,36515,63676
(주)국동,005320,2018/12,1352,2112,80728,123135,38965,74660
(주)국동,005320,2019/12,-6990,-4523,96856,133724,42507,68243
(주)국동,005320,2020/12,-891,10673,131883,180701,67030,96866
(주)국동,005320,2021/12,-1927,-7949,108311,168475,29039,66110
(주)국보,001140,2011/12,-177,-38,97415,98869,63541,64403
(주)국보,001140,2012/12,-1916,-875,93953,98495,62297,64701
(주)국보,001140,2013/12,-3767,-3847,94916,98315,67237,68547
(주)국보,001140,2014/12,-6633,-7000,87598,91006,66613,68385
(주)국보,001140,2015/12,-3680,-4044,80159,83085,63045,64676
(주)국보,001140,2016/12,-5034,-4187,77488,81309,64287,66033
(주)국보,001140,2017/12,-2762,-2890,69819,73270,53780,55422
(주)국보,001140,2018/12,-4038,-4000,45599,48188,34021,34776
(주)국보,001140,2019/12,-9851,-6676,57467,115356,45189,86752
(주)국보,001140,2020/12,-10081,-20527,74173,90824,42971,59996
(주)국보,001140,2021/12,-15307,-17669,80665,102315,46424,70472
(주)금양,001570,2011/12,2437,2964,124086,130818,81062,85642
(주)금양,001570,2012/12,3160,3717,127197,127557,81936,82015
(주)금양,001570,2013/12,1518,719,142485,147115,97063,101561
(주)금양,001570,2014/12,2862,-112,145136,160245,98654,115755
(주)금양,001570,2015/12,2339,14475,157468,165406,110764,107452
(주)금양,001570,2016/12,-23749,-20526,174954,178902,152715,144421
(주)금양,001570,2017/12,367,18645,167121,196084,135869,138489
(주)금양,001570,2018/12,16116,20253,155507,204777,106319,125321
(주)금양,001570,2019/12,-12753,-10904,171932,224223,136927,155935
(주)금양,001570,2020/12,-4096,-3962,160124,219852,113751,140058
(주)금양,001570,2021/12,208,13332,233731,314832,174621,197425
(주)금호에이치티,214330,2011/12,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,
(주)금호에이치티,214330,2013/12,7164,7172,87560,90564,39962,42933
(주)금호에이치티,214330,2014/12,13520,13452,102363,110806,40358,47797
(주)금호에이치티,214330,2015/12,16768,14971,109367,123876,27250,42487
(주)금호에이치티,214330,2016/12,12888,8354,151787,156607,59073,70325
(주)금호에이치티,214330,2017/12,5434,4933,146407,150164,48846,59410
(주)금호에이치티,214330,2018/12,7103,7793,230269,238380,99204,113528
(주)금호에이치티,214330,2019/12,1795,-75,314666,322078,133896,149448
(주)금호에이치티,214330,2020/12,-10620,-9813,333353,344299,106542,121159
(주)금호에이치티,214330,2021/12,-29332,-17808,419500,458796,86963,107986
(주)까뮤이앤씨,013700,2011/12,-115818,,248885,,202802,
(주)까뮤이앤씨,013700,2012/12,-4642,,203481,,162718,
(주)까뮤이앤씨,013700,2013/12,-12045,,167635,,133919,
(주)까뮤이앤씨,013700,2014/12,2285,,129648,,93950,
(주)까뮤이앤씨,013700,2015/12,5169,,129465,,83679,
(주)까뮤이앤씨,013700,2016/12,3256,,142978,,91865,
(주)까뮤이앤씨,013700,2017/12,8437,,139938,,80832,
(주)까뮤이앤씨,013700,2018/12,1739,,142240,,82677,
(주)까뮤이앤씨,013700,2019/12,13495,,168876,,97944,
(주)까뮤이앤씨,013700,2020/12,9203,,166218,,83453,
(주)까뮤이앤씨,013700,2021/12,-3017,,195058,,96246,
(주)나이스홀딩스,034310,2011/12,6505,33822,329687,427574,71926,105277
(주)나이스홀딩스,034310,2012/12,17518,44822,326573,496054,10276,101379
(주)나이스홀딩스,034310,2013/12,8548,63731,340425,865450,20311,294632
(주)나이스홀딩스,034310,2014/12,8735,53713,374467,1191005,49734,523909
(주)나이스홀딩스,034310,2015/12,6822,62915,379919,1242454,68938,547103
(주)나이스홀딩스,034310,2016/12,18360,90779,388557,1408253,63479,635018
(주)나이스홀딩스,034310,2017/12,5119,92751,384844,1742367,59234,864431
(주)나이스홀딩스,034310,2018/12,-16465,99302,423390,2172978,87040,1132970
(주)나이스홀딩스,034310,2019/12,5118,77666,438147,2564827,103418,1341206
(주)나이스홀딩스,034310,2020/12,-14070,52928,473226,2730355,160855,1480758
(주)나이스홀딩스,034310,2021/12,25210,101055,467715,3083783,144926,1763338
(주)남선알미늄,008350,2011/12,-2024,24748,224293,259575,180585,185341
(주)남선알미늄,008350,2012/12,-16537,,236720,,175387,
(주)남선알미늄,008350,2013/12,9656,,237577,,166749,
(주)남선알미늄,008350,2014/12,17604,,240322,,152854,
(주)남선알미늄,008350,2015/12,14882,,286102,,183034,
(주)남선알미늄,008350,2016/12,20400,,283414,,160844,
(주)남선알미늄,008350,2017/12,21742,,284649,,136840,
(주)남선알미늄,008350,2018/12,25376,25221,294950,303023,126074,134303
(주)남선알미늄,008350,2019/12,8339,14479,292560,295530,116202,116429
(주)남선알미늄,008350,2020/12,-2462,10539,276932,295153,102870,105608
(주)남선알미늄,008350,2021/12,-6277,41689,275681,355238,106558,119308
(주)남성,004270,2011/12,2681,-1822,185361,222934,104912,136510
(주)남성,004270,2012/12,1286,-6862,189441,221415,108099,141480
(주)남성,004270,2013/12,1381,-733,170466,200079,88952,121894
(주)남성,004270,2014/12,-701,-3975,170615,195515,90426,122873
(주)남성,004270,2015/12,1849,-521,176973,201741,94767,130746
(주)남성,004270,2016/12,1360,1328,169336,204535,95282,131150
(주)남성,004270,2017/12,1355,1357,170017,203436,82426,116043
(주)남성,004270,2018/12,-3506,-3576,168663,205084,85560,122316
(주)남성,004270,2019/12,-2135,-2196,168352,204792,82185,118868
(주)남성,004270,2020/12,-16025,-16174,155194,193274,79331,117798
(주)남성,004270,2021/12,7086,7100,241618,288757,122895,170183
(주)넥센,005720,2011/12,9964,39246,428935,521959,170771,202459
(주)넥센,005720,2012/12,15215,74432,553189,720859,146648,194443
(주)넥센,005720,2013/12,17336,69078,550328,787195,129046,193838
(주)넥센,005720,2014/12,24869,78943,568521,837244,126292,179679
(주)넥센,005720,2015/12,19983,77792,569536,883064,109383,158180
(주)넥센,005720,2016/12,24424,99387,581253,970603,98814,149817
(주)넥센,005720,2017/12,37984,81842,653954,1085452,116310,168377
(주)넥센,005720,2018/12,31163,88542,660402,3825103,101855,1942346
(주)넥센,005720,2019/12,11176,113666,651026,4098015,79236,2081512
(주)넥센,005720,2020/12,19440,769,686411,4239212,99792,2197933
(주)넥센,005720,2021/12,26878,29422,724981,4572292,119007,2455495
(주)넥솔론,110570,2011/12,-24067,,1078060,,889070,
(주)넥솔론,110570,2012/12,-147196,-154159,968446,1012373,872344,924667
(주)넥솔론,110570,2013/12,-83500,-55278,886683,905409,864105,864105
(주)넥솔론,110570,2014/12,-411996,-418926,551287,564058,926504,926504
(주)넥솔론,110570,2015/12,265059,,492666,,477533,
(주)넥솔론,110570,2016/12,-66305,,429974,,480799,
(주)노루페인트,090350,2011/12,4962,8856,473071,490240,254173,266162
(주)노루페인트,090350,2012/12,4037,4595,511878,527546,293174,304840
(주)노루페인트,090350,2013/12,9643,11801,507428,528888,282464,298243
(주)노루페인트,090350,2014/12,12563,15349,518169,544220,285902,302962
(주)노루페인트,090350,2015/12,15892,32737,526081,572891,281767,301691
(주)노루페인트,090350,2016/12,26155,9500,543187,570582,277029,294128
(주)노루페인트,090350,2017/12,20215,29444,541017,591818,258836,292788
(주)노루페인트,090350,2018/12,14431,12742,555644,607445,264296,299639
(주)노루페인트,090350,2019/12,15600,18900,570496,627343,268641,304974
(주)노루페인트,090350,2020/12,11295,17981,598657,666659,290770,332797
(주)노루페인트,090350,2021/12,9987,14446,600505,670647,288506,325655
(주)노루홀딩스,000320,2011/12,4834,16898,253906,787103,68602,424350
(주)노루홀딩스,000320,2012/12,14311,18921,264857,835908,68586,463960
(주)노루홀딩스,000320,2013/12,19472,35979,281606,852425,69042,449973
(주)노루홀딩스,000320,2014/12,14923,37093,290206,899883,66346,460041
(주)노루홀딩스,000320,2015/12,10110,88214,296813,986461,67472,465096
(주)노루홀딩스,000320,2016/12,69700,20862,358240,970205,63063,436688
(주)노루홀딩스,000320,2017/12,13032,61978,360021,988648,56404,411127
(주)노루홀딩스,000320,2018/12,5080,2664,359066,987142,55199,425647
(주)노루홀딩스,000320,2019/12,3506,19914,358531,1007372,55650,439906
(주)노루홀딩스,000320,2020/12,3113,29097,363716,1051084,61699,473115
(주)노루홀딩스,000320,2021/12,5584,10708,365514,1055537,62458,472000
(주)녹십자,006280,2011/12,54075,57601,814582,860354,195669,230073
(주)녹십자,006280,2012/12,54533,55612,904287,954380,229965,269146
(주)녹십자,006280,2013/12,68451,72028,1040803,1104265,217568,264856
(주)녹십자,006280,2014/12,60661,86789,1232228,1330351,364496,409725
(주)녹십자,006280,2015/12,110601,95687,1323118,1415128,361135,417424
(주)녹십자,006280,2016/12,62903,65152,1422757,1550615,440710,491604
(주)녹십자,006280,2017/12,54766,56711,1575759,1703582,543140,594869
(주)녹십자,006280,2018/12,47933,34250,1580580,1723410,524279,597203
(주)녹십자,006280,2019/12,11841,-11287,1742374,1959300,693077,775223
(주)녹십자,006280,2020/12,53297,89271,1862559,2151400,762377,882094
(주)녹십자,006280,2021/12,141401,136950,1925626,2462145,700176,962388
(주)녹십자홀딩스,005250,2011/12,16025,57069,880447,4603217,367795,3707456
(주)녹십자홀딩스,005250,2012/12,37284,90113,699471,1446337,160201,473510
(주)녹십자홀딩스,005250,2013/12,16195,80791,766055,1624124,199000,524457
(주)녹십자홀딩스,005250,2014/12,19641,101469,722616,1790875,161600,609808
(주)녹십자홀딩스,005250,2015/12,17802,112849,829703,2058661,272260,751282
(주)녹십자홀딩스,005250,2016/12,26794,74264,846282,2249277,276542,872266
(주)녹십자홀딩스,005250,2017/12,20576,70728,958660,2560696,370093,1121028
(주)녹십자홀딩스,005250,2018/12,19511,19379,993044,2628600,409702,1175483
(주)녹십자홀딩스,005250,2019/12,28053,-30477,928992,2773869,332991,1267272
(주)녹십자홀딩스,005250,2020/12,50376,179996,1080664,3241202,449852,1567701
(주)녹십자홀딩스,005250,2021/12,35663,127658,1066673,3496834,412649,1586105
(주)농심,004370,2011/12,86174,83878,2170397,2270288,692072,751042
(주)농심,004370,2012/12,207,-9166,2075420,2151311,634405,691972
(주)농심,004370,2013/12,92612,86897,2129920,2215391,622730,698718
(주)농심,004370,2014/12,68062,64455,2116774,2224132,575214,670659
(주)농심,004370,2015/12,115183,117412,2257471,2418708,628005,772236
(주)농심,004370,2016/12,194244,199230,2330098,2481287,538494,678899
(주)농심,004370,2017/12,80387,90686,2317378,2449898,470202,608800
(주)농심,004370,2018/12,75665,84302,2406700,2532287,512349,634536
(주)농심,004370,2019/12,56272,71069,2496940,2653050,580555,712306
(주)농심,004370,2020/12,92787,149048,2494168,2725528,511527,676564
(주)농심,004370,2021/12,71121,99637,2544773,2899908,509753,699141
(주)농심홀딩스,072710,2011/12,12691,42644,570464,989300,61387,289626
(주)농심홀딩스,072710,2012/12,14222,15184,570463,968293,56608,273415
(주)농심홀딩스,072710,2013/12,16264,48857,571645,1027317,50695,299357
(주)농심홀딩스,072710,2014/12,14758,25646,566806,1034456,40596,294262
(주)농심홀딩스,072710,2015/12,11740,47616,569266,1084728,40682,305195
(주)농심홀딩스,072710,2016/12,13799,79394,573761,1171929,40641,330437
(주)농심홀딩스,072710,2017/12,22454,40698,576908,1145343,30546,282061
(주)농심홀딩스,072710,2018/12,13805,46770,581586,1194828,30641,298930
(주)농심홀딩스,072710,2019/12,10151,36622,586483,1216469,34589,294370
(주)농심홀딩스,072710,2020/12,14666,68454,561731,1248143,4408,274629
(주)농심홀딩스,072710,2021/12,13110,49163,564715,1328638,4381,289723
(주)다우기술,023590,2011/12,26234,121306,581257,4235093,159529,3157244
(주)다우기술,023590,2012/12,29140,95931,652777,4848503,200195,3704279
(주)다우기술,023590,2013/12,10523,54081,667637,4849468,210350,3673327
(주)다우기술,023590,2014/12,7269,84950,663270,5338505,205425,4088430
(주)다우기술,023590,2015/12,18895,202619,745863,7156248,275162,5708678
(주)다우기술,023590,2016/12,24121,191978,703516,9818253,215954,8210684
(주)다우기술,023590,2017/12,21994,243143,705654,13126402,205802,11215410
(주)다우기술,023590,2018/12,33414,225404,753409,19345654,239070,16905081
