회사명,거래소코드,회계년도,자산(*)(요약)(IFRS),자본(*)(요약)(IFRS),차입금의존도(IFRS)(백만원),유보율(IFRS),현금비율(IFRS),부채비율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),*이자비용(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),감가상각비(IFRS)(천원),자산(*)(요약)(IFRS연결),자본(*)(요약)(IFRS연결),차입금의존도(IFRS연결),유보율(IFRS연결)(백만원),현금비율(IFRS연결)(백만원),부채비율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),*이자비용(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),감가상각비(IFRS연결)(천원),EBITDA(IFRS)(백만원)
(주)DB하이텍,000990,2011/12,1183957,291709,59.75,73.37,4.33,305.87,23.7,-44.83,57547,-39984,2122000,1199044,308062,59,80.99,5.04,289.22,25.5,-42.95,57547,-43150,2335000,82521.05
(주)DB하이텍,000990,2012/12,1149069,274553,59.32,59.48,6.84,318.52,39.77,-22.63,50197,-14430,1651000,1157755,290893,58.88,66.82,7.19,298,41.39,-21.27,50197,-15622,1864000,96286.83
(주)DB하이텍,000990,2013/12,1049495,197287,63.26,24.76,7.28,431.96,31.45,-24.24,59545,-9393,1400000,1058392,204757,62.73,28.12,7.39,416.9,31.58,-23.99,59545,-9611,1572000,78120.02
(주)DB하이텍,000990,2014/12,1001960,136104,65.71,-3.23,10.45,636.17,47.09,-12.96,67652,45311,831000,984877,120703,66.85,-10.15,10.72,715.95,47.39,-13.08,67651,45560,983000,127228.51
(주)DB하이텍,000990,2015/12,1005674,277663,52.27,35.37,43.28,262.19,103.5,9.14,50040,124373,854000,984644,254057,53.39,24.76,44.31,287.57,104.2,9.52,50040,124969,975000,207129.82
(주)DB하이텍,000990,2016/12,1006371,364450,41.96,74.37,40.74,176.13,105.82,9.16,39114,171788,788000,986789,341917,42.8,64.24,42.15,188.6,106.69,9.6,39114,172428,805000,251099.65
(주)DB하이텍,000990,2017/12,977575,441547,36.37,109.01,71.34,121.4,191.12,21.01,23682,142354,850000,993951,455798,35.77,115.41,74.02,118.07,191.87,20.97,23682,143195,854000,212643.69
(주)DB하이텍,000990,2018/12,1050696,542557,29.03,153.28,75.75,93.66,215.06,21.25,16701,112884,1082000,1066534,558392,28.6,160.4,75.96,91,217.15,21.24,16701,112993,1086000,180261.3
(주)DB하이텍,000990,2019/12,1089401,645305,23.2,199.29,38.36,68.82,168.83,18.63,13490,181156,1887000,1088890,644651,23.21,199,38.58,68.91,170.41,18.97,13490,181292,1893000,261414.87
(주)DB하이텍,000990,2020/12,1179257,795237,15.07,266.6,18.24,48.29,154.28,16.44,6505,239189,1701000,1178581,794585,15.09,266.3,18.45,48.33,155.66,16.76,6505,239335,1706000,351309.81
(주)DB하이텍,000990,2021/12,1548224,1105961,11.1,405.99,54.25,39.99,221.77,30.62,3282,398950,1935000,1549938,1106050,11.08,406.03,54.58,40.13,223.4,30.96,3282,399107,1941000,543726.58
(주)HJ중공업,097230,2011/12,5857119,1874877,43.17,677.12,35.94,212.4,111.06,6.54,172549,59453,3621000,7036680,1866848,48.42,672.79,34.4,276.93,81.81,-1.29,197618,107974,8939000,96675
(주)HJ중공업,097230,2012/12,5938108,1863529,51.33,672.42,29.3,218.65,106.16,4.96,168022,28591,4170000,6585093,1715516,56.24,610.26,29.88,283.85,83.75,-2.64,193230,52914,9449000,63527
(주)HJ중공업,097230,2013/12,5839633,1804609,50.28,421.31,17.91,223.6,58.64,-9.26,151803,-109107,2843000,6683379,1638998,56.46,373.02,17.98,307.77,66.58,-7.42,175374,-69574,6028000,-75575
(주)HJ중공업,097230,2014/12,5469810,1761886,43.96,244.77,9.77,210.45,63.48,-6.31,136071,-106249,2043000,6470284,1573076,52.96,207.99,12.33,311.31,70.06,-3.02,164876,-144988,4594000,-74456
(주)HJ중공업,097230,2015/12,4638381,1377529,46.95,169.62,3.12,236.72,35.23,-20.17,130127,-97810,3314000,5914637,1368589,51.58,168.02,4.75,332.17,45.35,-16.92,158440,-79370,6217000,-67742
(주)HJ중공업,097230,2016/12,3921561,904150,53.67,70.78,6.19,333.73,74.48,2.82,122397,49319,1197000,5256464,895183,59.62,69.23,5.26,487.19,64.36,-5.04,135764,-79319,3979000,75323
(주)HJ중공업,097230,2017/12,3312303,563410,54.47,6.52,4.24,487.9,29.04,-34.46,97781,86683,957000,4206655,577198,58.98,9.25,4.37,628.81,35.58,-34.12,107855,-116693,3450000,106110
(주)HJ중공업,097230,2018/12,2388369,-398930,69.99,0,15.34,0,57.94,-4.5,99651,-66005,751000,2733620,-708186,61.15,-233.19,10.7,0,56.15,-15.34,100013,61676,808000,-50777
(주)HJ중공업,097230,2019/12,2465650,247272,45.78,-40.27,6.65,897.14,50.85,-21.93,120720,77055,4713000,2470222,244994,45.25,-40.79,6.64,908.28,50.77,-22.05,121331,83839,4770000,97935
(주)HJ중공업,097230,2020/12,2189125,320418,40.1,-22.7,20.73,583.21,87.25,1.63,57800,51087,4054000,2193855,320003,40.01,-22.79,20.67,585.57,87.03,1.5,57798,51629,4112000,70377
(주)HJ중공업,097230,2021/12,2381044,432198,36.59,4.14,12.49,450.92,84.62,0.06,46882,-109186,4241000,2385236,432005,36.53,4.11,12.45,452.13,84.41,-0.04,47186,-108991,4298000,-90240
(주)MH에탄올,023150,2011/12,135927,56161,53.2,1174.22,1.33,142.03,32.66,-29.6,4593,6908,174988,134207,42667,8.89,852.03,5.22,214.54,45.92,-24.28,5135,603,484677,7988.15
(주)MH에탄올,023150,2012/12,139201,58713,52.14,1232.11,0,137.09,26.4,-31.83,3983,6519,114674,134386,39678,56.9,787.71,0.73,238.69,36.07,-23.53,5046,5452,451916,7471.66
(주)MH에탄올,023150,2013/12,122521,47120,58.43,969.09,0.07,160.02,29.15,-34.26,2809,9650,93651,129698,45886,57.67,939.04,0.14,182.66,40.78,-24.74,3449,3010,419661,10500.37
(주)MH에탄올,023150,2014/12,85254,52508,34.49,1042.28,0.01,62.36,66.52,-4.22,1556,8747,97073,85535,52789,34.38,1048.39,0.02,62.03,68.77,-3.38,1556,8745,97073,9574.42
(주)MH에탄올,023150,2015/12,78691,57570,23.66,1171.85,15.34,36.69,88.4,1.55,874,11094,110264,78996,57884,23.57,1178.69,15.38,36.47,92.01,2.48,874,11092,110264,12227.95
(주)MH에탄올,023150,2016/12,72025,63258,7.61,1307.46,17.76,13.86,175.61,15.71,404,11877,141712,72340,63582,7.58,1314.52,17.87,13.77,185.46,16.68,404,11874,141712,13045.09
(주)MH에탄올,023150,2017/12,107437,64699,34.02,1384.36,4.9,66.06,81.93,2.51,314,10453,169983,500180,106837,50.68,1410.23,7.8,368.17,41.69,-21.02,2347,8117,547751,11801.93
(주)MH에탄올,023150,2018/12,109657,68472,32.43,1490.09,0.03,60.15,87,4.24,1034,9029,186701,440178,91585,49.8,1355.58,4.89,380.62,16.33,-25.33,12836,1228,2197300,10366.6
(주)MH에탄올,023150,2019/12,101059,59478,35.32,1321.96,0.01,69.91,70.51,3.84,1032,7829,178785,451474,79389,53.23,1277.63,3.21,468.69,8.73,-55.27,10746,7829,2658401,9358.45
(주)MH에탄올,023150,2020/12,97516,57609,34.48,1281.31,0.03,69.27,70.26,3.16,848,8239,182889,449679,80425,53.26,1363.18,8.54,459.13,20.1,-24.11,12277,15782,2332308,9692.43
(주)MH에탄올,023150,2021/12,98741,58057,35.42,1291.06,0.56,70.07,43.13,-4.13,689,3675,171401,451461,84703,52.34,1394.96,8.94,432.99,14.42,-54.33,12135,23335,2451378,5398.09
(주)SH에너지화학,002360,2011/12,102383,64499,28.43,17.07,10.93,58.74,111.22,14.45,1424,4988,70544,104711,65242,27.79,15.02,15.37,60.5,115.16,15.55,1478,4166,87451,6956.49
(주)SH에너지화학,002360,2012/12,102493,64889,27.87,17.77,1.6,57.95,120.29,19.55,1270,2875,64516,103690,64881,27.55,14.69,7.42,59.82,123.05,20.26,1270,2183,148106,4922.12
(주)SH에너지화학,002360,2013/12,109985,69782,25.44,26.55,13.76,57.61,131.2,20.77,1211,7203,60922,110489,69599,25.33,23.54,15.75,58.75,134.09,21.65,1211,6424,130001,9247.61
(주)SH에너지화학,002360,2014/12,109098,83404,8.77,50.98,32.85,30.81,203.65,32.14,797,20275,63895,110741,84237,8.64,49.06,37.69,31.46,224.49,35.8,797,21272,122120,22371.46
(주)SH에너지화학,002360,2015/12,114048,90740,5.98,64.15,110.18,25.69,311.55,41.16,269,22900,0,115521,91646,5.96,62.33,115.03,26.05,329.69,44.26,270,22950,0,25085.07
(주)SH에너지화학,002360,2016/12,122957,103083,2.85,86.29,201.66,19.28,563.52,54.8,113,23600,0,124489,104089,2.86,84.85,211.38,19.6,580.63,57.6,114,24101,0,25816.23
(주)SH에너지화학,002360,2017/12,123262,105718,2.84,91.02,362.72,16.59,722.3,57.4,85,13189,0,125312,107693,2.84,90.76,399.76,16.36,816.13,63.29,87,14182,0,15422.63
(주)SH에너지화학,002360,2018/12,120896,104065,2.9,88.19,396.3,16.17,852.64,58.68,91,2812,0,122435,105391,2.86,87.25,441.48,16.17,953.73,64.61,92,2101,0,5079.46
(주)SH에너지화학,002360,2019/12,121126,97386,7.23,76.78,532.73,24.38,836.92,55.94,130,-2363,0,123416,99000,7.1,76.79,542.25,24.66,887.83,61.61,130,-3131,0,99.62
(주)SH에너지화학,002360,2020/12,116570,89817,9.59,64.28,368.84,29.79,781.6,49.3,193,-7104,0,117357,90008,9.63,64.31,445.74,30.38,849.69,55.43,203,-7852,0,-4582.27
(주)SH에너지화학,002360,2021/12,118424,91248,9.27,66.92,109.95,29.78,470.24,48.68,192,722,211673,119629,91739,9.24,67.5,149.24,30.4,504.85,54.5,200,343,246278,3311.56
(주)SIMPAC,009160,2011/12,296953,155833,14.67,985.06,53.55,90.56,106.79,11.55,1307,27383,148176,310879,168941,14.01,1075.2,54.55,84.02,108.07,11.55,1307,27346,552487,29385.13
(주)SIMPAC,009160,2012/12,307367,177830,13.12,1136.32,20.81,72.84,116.03,13.86,1624,25310,178414,318666,187861,12.66,1205.3,22.15,69.63,117.58,13.93,1624,25191,588962,28071.37
(주)SIMPAC,009160,2013/12,349837,197901,18.96,1274.34,6.31,76.77,60.51,-7.77,1424,23741,186702,361986,208831,18.32,1349.5,7.16,73.34,62.03,-6.95,1424,23599,595804,26857.58
(주)SIMPAC,009160,2014/12,329326,203905,9.36,1315.62,15.63,61.51,74.21,0.59,2023,18737,187554,381939,219125,10.69,1417.16,19.44,74.3,76.17,2.13,2046,17342,651841,22125.59
(주)SIMPAC,009160,2015/12,369349,220088,11.51,1426.56,9.27,67.82,62.41,-1.32,1006,23630,151430,422833,232008,12.58,1508.53,14.76,82.25,69.62,1.13,1449,21241,664942,27378.24
(주)SIMPAC,009160,2016/12,366245,228959,10.92,1506.98,28.69,59.96,73.9,2.01,1024,21406,158427,417865,240417,13.12,1585.77,33.41,73.81,84.21,5.13,1407,23566,676935,25443.79
(주)SIMPAC,009160,2017/12,343005,223782,14.58,1526.53,18.72,53.28,79.26,3.09,915,13971,168471,381158,240826,14.49,1643.73,23.55,58.27,85.28,5.25,1158,11698,781787,19121.85
(주)SIMPAC,009160,2018/12,628334,411120,16.43,1204.59,46.5,52.83,81.43,10.39,2223,7216,202417,681751,435033,16.64,1277.69,49.22,56.71,87.82,12.06,2502,10191,1236281,14907.86
(주)SIMPAC,009160,2019/12,608693,419216,17.3,1229.34,57.53,45.2,86.65,7.59,2948,8438,798209,679146,441195,18.96,1296.53,58.26,53.93,91.59,10.26,3213,11141,2192283,19771.96
(주)SIMPAC,009160,2020/12,656622,434213,18.52,1298.64,39.29,51.22,77.57,8.13,2412,6896,868549,737278,463986,19.63,1389.64,49.68,58.9,88.93,14.13,2955,7787,2129003,17921.11
(주)SIMPAC,009160,2021/12,796760,491085,19.6,1487.74,63.82,62.24,98.12,16.09,3142,80178,960369,903230,546662,19.86,1657.62,65.94,65.23,112.22,23.34,3567,106402,1998090,90565.38
(주)SNT에너지,100840,2011/12,276512,160596,7.23,4775.29,21.28,72.18,135.46,17.89,716,-6597,160074,,,,,,,,,,,,-4340.47
(주)SNT에너지,100840,2012/12,292802,183306,1.66,5074.77,51.29,59.73,162.88,24.94,195,15133,179395,,,,,,,,,,,,17413.43
(주)SNT에너지,100840,2013/12,311675,198165,1.67,5494.23,71.62,57.28,177.76,28.66,331,16804,211359,,,,,,,,,,,,18886.68
(주)SNT에너지,100840,2014/12,304512,207713,1.82,5763.77,50.89,46.6,199.37,30.83,335,13778,220316,,,,,,,,,,,,16006.95
(주)SNT에너지,100840,2015/12,316196,231400,0,6432.47,49.36,36.64,269.65,37.88,94,33918,174615,,,,,,,,,,,,36175.02
(주)SNT에너지,100840,2016/12,348042,229800,0,6387.29,57.56,51.45,200.61,31.49,0,1195,140882,,,,,,,,,,,,3500.46
(주)SNT에너지,100840,2017/12,300267,233817,0,6500.71,116.39,28.42,347.24,41.23,0,19202,111322,,,,,,,,,,,,21528.68
(주)SNT에너지,100840,2018/12,280992,231276,0,6366.74,188.8,21.5,474.82,44.12,0,-1892,59664,,,,,,,,,,,,169.98
(주)SNT에너지,100840,2019/12,331391,245545,0.01,6566.81,31.39,34.96,294.91,41.37,5,14680,81039,333897,244955,0.02,6551.09,31.18,36.31,288.69,41.19,10,17474,92959,16468.94
(주)SNT에너지,100840,2020/12,332066,236559,0.02,6592.12,82.24,40.37,249.39,36.64,4,22713,88254,335352,235773,0.21,6571.17,83.83,42.24,244.37,36.64,53,23126,173307,24371.36
(주)SNT에너지,100840,2021/12,322124,245484,0.26,6819.22,148.12,31.22,332.34,41.24,19,13710,267988,332143,244849,0.46,6802.3,134.01,35.65,297.75,40.19,62,13281,278608,15370.62
(주)SNT홀딩스,036530,2011/12,388124,387839,0,4996.84,18079.7,0.07,32384.42,16.61,0,-4240,50871,2124828,1311007,4,6053.63,39.04,62.08,128.31,20.9,7144,120505,2302199,-4164.49
(주)SNT홀딩스,036530,2012/12,388965,388612,0,5037.75,8944.33,0.09,24567.42,10.43,0,6696,53601,2074904,1318023,3.29,6539.94,35.94,57.43,132.96,22.1,4227,85694,1438106,6774.12
(주)SNT홀딩스,036530,2013/12,397336,396852,0,5079.67,5792.66,0.12,16077.7,12.31,0,6923,49252,2149176,1374365,3.75,6793.14,48.56,56.38,133.44,23.34,2791,84798,1171398,6990.74
(주)SNT홀딩스,036530,2014/12,399244,398863,0,5113.29,3949.6,0.1,19138.35,11.73,0,5966,59758,2039389,1356041,1.64,7118.65,50.97,50.39,148.81,25.36,1905,65505,1265134,6040.71
(주)SNT홀딩스,036530,2015/12,430584,421925,0,5258.33,463.03,2.05,1155.4,21.22,0,6720,20110,2169311,1529249,0.34,7370.38,82.77,41.85,201.03,32.59,739,161534,1156121,6748.49
(주)SNT홀딩스,036530,2016/12,427002,426683,0,5165.66,9877.2,0.07,30571.26,22.75,0,8000,19656,2210178,1530893,0.32,7190.35,88.69,44.37,198.81,32.5,252,72283,2441667,8026.65
(주)SNT홀딩스,036530,2017/12,425435,425136,0,5146.6,4394.01,0.07,32821.88,23.02,0,5402,17031,2146175,1519293,0.3,7297.38,92.09,41.26,216.54,34.43,339,60637,2129665,5425.8
(주)SNT홀딩스,036530,2018/12,422805,422573,0,5044.01,1554.05,0.05,38653.87,21.13,0,5392,5764,2113835,1503275,0.31,7869.89,70.44,40.62,248.36,37.2,1215,72650,1866709,5406.87
(주)SNT홀딩스,036530,2019/12,417173,416940,0,5077.97,853.08,0.06,13604.82,7.55,0,8992,11065,2236679,1625933,0.06,9259.26,92.67,37.56,255.6,38.49,686,126277,1572491,9030.95
(주)SNT홀딩스,036530,2020/12,423961,423684,0.01,5218.56,957.28,0.07,8808.28,5.22,0,22973,18799,2270486,1617529,0.08,10362.75,79.06,40.37,222.26,34.38,831,127086,2170520,23023.95
(주)SNT홀딩스,036530,2021/12,425705,425019,0.11,5294.22,1150.64,0.16,7586.68,5.42,11,16501,110563,2372324,1780130,0.12,11581.69,85.12,33.27,266.35,38.57,582,125567,1520124,16658.47
(주)STX,011810,2011/12,3302248,1164648,53.11,687.46,5.63,183.54,47.99,-17.43,91958,61711,2403000,5234175,1915942,48.6,1050.65,11.42,173.19,54.61,-11.68,140928,234608,6116000,65442
(주)STX,011810,2012/12,3226878,1123534,54.81,659.03,0.97,187.21,41.09,-29.89,92496,17733,2307000,5067029,1506639,55.63,655.36,12.95,236.31,55.08,-17.35,131782,-410811,6275000,22826
(주)STX,011810,2013/12,1086567,-522090,125.22,0,4.03,0,55.29,-39.71,83645,-67233,2052000,1342520,-509663,106.44,-416.07,5.09,0,54.71,-36.13,89818,-961776,4807000,-62206
(주)STX,011810,2014/12,1070433,54894,81.04,-26.57,11.61,1850,86.28,5.26,44568,23414,1868000,1255002,93662,70.99,25.29,14.11,1239.93,86.97,8.36,46824,35691,3869000,28051
(주)STX,011810,2015/12,1057543,72316,77.87,-3.26,6.85,1362.39,76.64,-1.41,39104,-16336,1553000,1267224,72342,71.15,-3.22,8.89,1651.71,67.59,2.8,40644,-34170,3717000,-12271
(주)STX,011810,2016/12,627686,-328883,115.77,0,2.12,0,32.98,-75.37,35884,-105780,1193000,707709,-330596,111.76,-378.97,4.89,0,26.7,-69.01,37511,-34169,3050000,-102641
(주)STX,011810,2017/12,520393,44710,57.52,-6.01,16.37,1063.93,54.31,-20,19326,30170,187000,627542,42560,55.54,-10.51,17.24,1374.49,53.1,-12.46,21843,44053,432000,31418
(주)STX,011810,2018/12,446758,62213,63.9,26.65,4.99,618.11,57.67,-14.35,11938,-6902,154000,554061,64028,59.84,29.93,9.55,765.34,63.3,-7.35,13206,-14778,306000,-5725
(주)STX,011810,2019/12,462734,50616,65.21,3.14,5.08,814.2,53.77,-18.3,13062,-13697,686000,560107,56291,59.3,15.08,9.1,895.02,60.85,-9.53,15626,1748,1201000,-11947
(주)STX,011810,2020/12,362854,25856,70.55,-47.07,3.28,1303.36,36.08,-43.84,10360,-7439,1072000,617563,81729,58.73,-42.26,5.7,655.62,47.55,-22.4,12560,-493,1899000,-2197
(주)STX,011810,2021/12,389174,60080,57.64,-15.69,1.31,547.76,43.47,-33.78,6303,7736,1092000,676149,122530,51.88,-6.2,4.37,451.82,56.73,-12.15,10319,9040,2501000,14752
(주)TCC스틸,002710,2011/12,407744,205617,31.14,1219.71,1.81,98.3,60.39,4.8,7000,12576,484230,454330,225442,31.55,1343.62,3.21,101.53,62.71,3.94,8115,11421,742070,18070.13
(주)TCC스틸,002710,2012/12,438643,209756,34.69,1165.86,3.63,109.12,80.18,12.07,8081,11676,1149188,547014,225999,41.57,1254.33,8.23,142.04,61.44,4.89,10432,5934,1606090,18103.47
(주)TCC스틸,002710,2013/12,444205,210086,37.11,1097.38,2.21,111.44,88.67,11.61,8267,8348,1140974,543709,205738,46.96,1064.71,8.87,164.27,66.03,11.82,13182,-7746,1458782,14749.44
(주)TCC스틸,002710,2014/12,461298,210094,39.23,1034.39,0.38,119.57,43.3,-10.49,8270,10869,1152168,551001,189038,50.77,917.69,2.07,191.48,38.38,-9.15,13855,344,1577235,17219.16
(주)TCC스틸,002710,2015/12,330652,76556,47.14,267,1.63,331.91,128.99,24.45,6900,14570,1120063,376395,86012,44.68,307.68,6.79,337.6,124.48,23,7298,15855,1268425,20684.06
(주)TCC스틸,002710,2016/12,250878,92624,42.23,338.92,3.37,170.86,67.23,7.77,5640,13291,721056,282915,103338,41.38,385.32,9.46,173.78,73.14,9.38,6078,15351,862584,18379.43
(주)TCC스틸,002710,2017/12,248896,89627,48.95,325.5,0.76,177.7,36.23,-18.76,4810,6760,154866,278693,100916,46.09,374.6,5.42,176.16,42.16,-14.28,5220,8106,420469,11142.08
(주)TCC스틸,002710,2018/12,268136,98352,43.81,358.42,9.75,172.63,80.87,17.37,4713,16306,144550,304782,112246,40.33,419.24,24.95,171.53,89.05,19.36,5180,17081,419868,20446.08
(주)TCC스틸,002710,2019/12,270265,97501,48.22,354.62,4.64,177.19,35.63,-11.48,5399,12657,888143,314210,116843,43.02,439.86,9.02,168.92,46.01,-5.41,5676,12856,1175102,17883.68
(주)TCC스틸,002710,2020/12,261205,98250,50.59,332.56,2.94,165.86,50.65,-3.28,5820,2414,1081406,306759,121131,45.81,415.07,10.39,153.25,61.77,1.01,6061,971,1328400,7863.25
(주)TCC스틸,002710,2021/12,308992,127592,37.3,448.22,24.88,142.17,82.69,15.58,4901,23158,1775736,366997,155229,34.12,547.46,30.1,136.42,91.79,17.25,5171,25598,2006221,29140.93
(주)강원랜드,035250,2011/12,2730284,2278202,0,2185.69,10.9,19.84,253.53,24.8,428,501040,10646340,2711402,2257363,0,2166.21,12.14,20.11,263.46,26.66,428,488541,10738966,565129.68
(주)강원랜드,035250,2012/12,2915386,2383161,0,2290.6,15.44,22.33,215.99,20.6,648,416789,11451089,2906655,2372027,0,2280.19,17.1,22.54,224.59,22.26,716,404868,11781510,484856.7
(주)강원랜드,035250,2013/12,3105430,2523963,0,2422.22,22.75,23.04,181.5,14.96,273,398564,12080522,3102037,2517696,0,2416.09,29.28,23.21,189.21,16.45,273,388041,12427514,473770.15
(주)강원랜드,035250,2014/12,3380462,2716175,0,2601.91,15.07,24.46,217.55,21.59,247,526318,10192924,3375127,2705357,0,2591.54,16.33,24.76,219.47,22.14,247,513172,10785331,599478.5
(주)강원랜드,035250,2015/12,3688060,2997442,0,2864.85,15.6,23.04,261.69,29.1,227,603885,10514478,3690792,2997755,0,2864.9,15.91,23.12,263.14,29.42,227,595400,12162242,675082.33
(주)강원랜드,035250,2016/12,3975980,3252738,0,3103.51,12.73,22.23,250.58,27.2,228,624885,10998064,3978988,3252727,0.02,3103.31,12.94,22.33,251.53,27.41,740,618616,12665162,697471.98
(주)강원랜드,035250,2017/12,4182527,3500790,0,3335.4,15.17,19.47,316.56,35.27,197,535825,12123828,4185657,3501236,0.03,3335.69,15.49,19.55,317.46,35.43,237,530897,13458113,608190.07
(주)강원랜드,035250,2018/12,4229631,3586453,0,3415.48,7.46,17.93,275.26,26.35,217,434852,12572474,4231241,3586777,0,3415.74,7.68,17.97,276.38,26.54,235,430700,13540989,499596.38
(주)강원랜드,035250,2019/12,4436462,3718433,1.5,3538.86,9.09,19.31,286.66,27.45,1819,502725,15633396,4438119,3717759,1.53,3538.18,9.31,19.38,287.8,27.64,1961,501153,16091408,574351.05
(주)강원랜드,035250,2020/12,3635974,3244744,1.74,3096.04,19.63,12.06,451.62,31.84,1789,-430880,16486301,3641632,3247029,1.76,3098.14,20.02,12.15,453.38,32.08,1876,-431584,17140286,-354271.95
(주)강원랜드,035250,2021/12,3817619,3249287,1.65,3100.28,40.22,17.49,324.42,29.8,1543,-52801,17179175,3827273,3252793,1.66,3103.54,40.73,17.66,326.31,30.05,1711,-52695,17495969,26102.41
(주)갤럭시아에스엠,011420,2011/12,40712,24540,4.67,150.12,31.07,65.9,144.34,13.07,840,5152,181526,45110,25274,4.21,143.1,55.23,78.49,157.27,19.93,819,5165,208769,12291.1
(주)갤럭시아에스엠,011420,2012/12,40170,25153,3.49,156.37,41.68,59.7,174.23,22.98,507,1599,109291,43979,25907,7.84,149.31,58.88,69.76,183.89,25.72,547,2074,200426,7357.94
(주)갤럭시아에스엠,011420,2013/12,34159,22473,5.64,129.05,18.33,52,165.21,18.12,289,652,85938,37637,21493,11.75,119.07,23.83,75.11,146.43,16.99,393,747,115494,2901.43
(주)갤럭시아에스엠,011420,2014/12,40528,23402,6.49,138.53,9.82,73.18,146.25,17.78,362,-512,88067,45274,23206,9.74,136.52,14.51,95.1,146.81,19.6,479,-423,114908,159.79
(주)갤럭시아에스엠,011420,2015/12,67197,50665,0,267.81,137.32,32.63,270.56,37.98,262,2582,87432,68687,49739,2.01,261.09,130.53,38.09,263.23,40.11,369,2101,117453,4113.15
(주)갤럭시아에스엠,011420,2016/12,55826,44847,0,225.57,181.08,24.48,340.35,42.39,174,-3225,110355,58445,44847,0.72,225.57,155.01,30.32,304.3,43.57,198,-3714,136200,-2511.56
(주)갤럭시아에스엠,011420,2017/12,48958,40494,0,193.97,119.84,20.9,324.23,36.05,100,-3330,113568,49831,40494,0,193.97,112.85,23.06,328.78,40.15,100,-3546,119154,-2344.62
(주)갤럭시아에스엠,011420,2018/12,33338,26797,0,94.54,120.97,24.41,222.68,23.66,65,-6688,107536,33253,26472,0,92.18,121.27,25.62,213.65,22.8,65,-10338,108435,-6559.78
(주)갤럭시아에스엠,011420,2019/12,28242,21799,0.71,58.25,120.35,29.56,216.18,25.97,51,-777,297898,28242,21799,0.09,58.25,120.35,29.56,216.18,25.97,51,-456,297898,1208.18
(주)갤럭시아에스엠,011420,2020/12,28555,20719,9.45,50.42,81.96,37.82,221.64,27.46,74,1375,281136,,,,,,,,,,,,3010.8
(주)갤럭시아에스엠,011420,2021/12,40901,33050,5.5,139.93,54.87,23.75,162.1,21.96,77,3452,373864,,,,,,,,,,,,5139
(주)경농,002100,2011/12,176742,146017,0.04,1308.55,29.81,21.04,64.12,34.58,1698,8213,1045499,173774,142986,0.04,1278.16,46.64,21.53,97.18,39.99,1698,7677,1187457,12014.17
(주)경농,002100,2012/12,203468,151500,7.73,1359.38,16.11,34.3,42.58,21.49,1574,13994,1078131,269413,151739,26.07,1319.33,19.56,77.55,38.82,14.71,2273,12731,1216977,17975.97
(주)경농,002100,2013/12,214989,162696,7.26,1462.58,23.2,32.14,49.84,23.22,1731,16404,1165202,255985,163158,17.93,1409.85,14.09,56.89,42.31,22.29,3908,18784,1331619,20089.63
(주)경농,002100,2014/12,230871,168999,9.78,1519.53,19.12,36.61,47.62,19.73,1505,14039,1387546,284623,168916,21.92,1449.95,17.54,68.5,45.72,17.29,3237,14654,1608681,17773.09
(주)경농,002100,2015/12,265109,173056,19.3,1547.63,8.91,53.19,35.24,13.42,1469,9123,1546559,316342,174668,27.43,1485.56,13.08,81.11,39.99,14.79,3056,12112,1803420,13140.41
(주)경농,002100,2016/12,266622,176723,17.34,1581.43,8.11,50.87,31.68,14.12,1341,7226,1303851,320915,183969,23.97,1531.29,8.46,74.44,35.77,13.62,2619,9168,1557593,10968.21
(주)경농,002100,2017/12,268967,182959,15.12,1638.93,8.28,47.01,29.15,13.47,1638,9079,1395233,335874,192153,23.68,1583.5,10.61,74.8,36.12,12.62,3017,8448,1729311,13067.19
(주)경농,002100,2018/12,285032,187067,16.33,1676.8,8.62,52.37,37.71,13.12,1548,15180,1319143,357261,201454,23.67,1639.37,9.58,77.34,38.2,11.67,2863,14770,2086597,19160.83
(주)경농,002100,2019/12,297197,190893,17.89,1712.08,10.96,55.69,46.05,19.52,2339,11750,1972967,370874,201885,25.48,1648.84,9.67,83.71,41.85,16.83,3949,8691,2927607,16751.26
(주)경농,002100,2020/12,299102,197266,15.69,1770.84,10.9,51.62,44.52,18.33,1485,11857,2168468,371526,211372,22.17,1729.2,9.95,75.77,40.76,15.73,2802,14282,3095546,16739.25
(주)경농,002100,2021/12,312931,214148,16.76,1897.01,25.07,46.13,59.4,20.39,1275,14713,2053668,388786,236809,20.6,1880.62,21.42,64.18,56.76,21.48,2361,16759,2527317,19338.98
(주)경동나비엔,009450,2011/12,224373,143268,0.12,1036.35,28.48,56.61,91.46,15.71,392,12583,1236456,263211,168115,5.96,1216.19,40.2,56.57,84.15,18.18,1035,12421,1750994,18155.97
(주)경동나비엔,009450,2012/12,254627,152201,2.97,1099.83,33.9,67.3,101.7,13.9,413,11593,1359023,299730,175875,8.3,1270.59,40.75,70.42,85.68,15.07,1190,13925,2007192,17700.26
