,거래소코드,시가총액,회계년도
3446,038460,28248776100,20121228
3447,032800,28202268875,20121228
3448,045520,28145000000,20121228
3449,041190,28056000000,20121228
3450,099410,27990000000,20121228
3451,009460,27965915164,20121228
3452,033310,27904961970,20121228
3453,035460,27671066200,20121228
3454,012620,27632000000,20121228
3455,080470,27557500000,20121228
3456,015540,27526084446,20121228
3457,002140,27383488650,20121228
3458,002870,27267786000,20121228
3459,098120,27265872480,20121228
3460,008870,27150000000,20121228
3461,025880,27120233445,20121228
3462,032940,27089462500,20121228
3463,052020,26932500000,20121228
3464,039440,26888547450,20121228
3465,095300,26533000000,20121228
3466,046120,26527063050,20121228
3467,080530,26516810880,20121228
3468,003475,26470034600,20121228
3469,032790,26427454400,20121228
3470,047440,26422825110,20121228
3471,006050,26383274424,20121228
3472,001360,26234417000,20121228
3473,078860,26157851000,20121228
3474,075970,26128000000,20121228
3475,005900,26112569250,20121228
3476,004920,26098644000,20121228
3477,033790,25903878000,20121228
3478,014300,25848900000,20121228
3479,089790,25778041200,20121228
3480,101990,25725000000,20121228
3481,041590,25708434930,20121228
3482,013000,25704414925,20121228
3483,071280,25680000000,20121228
3484,004270,25674421440,20121228
3485,083550,25620765160,20121228
3486,057540,25584892875,20121228
3487,098660,25498511550,20121228
3488,099220,25484701380,20121228
3489,003605,25266536000,20121228
3490,042600,25219855220,20121228
3491,002220,25194000000,20121228
3492,009320,25129216281,20121228
3493,093230,25035587500,20121228
3494,123290,25007350000,20121228
3495,001840,24972480000,20121228
3496,014130,24960000000,20121228
3497,046940,24906006400,20121228
3498,018290,24866004510,20121228
3499,054630,24725455200,20121228
3500,008800,24699420020,20121228
3501,111610,24691643275,20121228
3502,038340,24650937150,20121228
3503,131090,24614000000,20121228
3504,000520,24612500000,20121228
3505,006440,24612420690,20121228
3506,128910,24600000000,20121228
3507,068330,24555023115,20121228
3508,065560,24448237485,20121228
3509,019010,24341000000,20121228
3510,001000,24253262460,20121228
3511,004100,24038500000,20121228
3512,087730,23966800000,20121228
3513,073190,23966000100,20121228
3514,130740,23955750000,20121228
3515,073540,23911500000,20121228
3516,008720,23907312000,20121228
3517,044060,23879006000,20121228
3518,048770,23865000000,20121228
3519,093520,23777633460,20121228
3520,024060,23775000000,20121228
3521,010240,23751996540,20121228
3522,042510,23644069596,20121228
3523,008290,23563816640,20121228
3524,039740,23493903210,20121228
3525,019590,23485778800,20121228
3526,093240,23454010125,20121228
3527,007770,23446800000,20121228
3528,014910,23429428920,20121228
3529,058420,23392998720,20121228
3530,005255,23364180000,20121228
3531,021650,23290950000,20121228
3532,033250,23226735000,20121228
3533,032280,23223533620,20121228
3534,093380,23220000000,20121228
3535,003310,23217381600,20121228
3536,900130,23190200000,20121228
3537,001880,23184000000,20121228
3538,072770,23128284920,20121228
3539,029480,23025546890,20121228
3540,081220,23010896205,20121228
3541,046110,23001609800,20121228
3542,031860,22994934305,20121228
3543,080180,22961698500,20121228
3544,010420,22948739072,20121228
3545,104040,22946526000,20121228
3546,104110,22914140600,20121228
3547,037340,22831883759,20121228
3548,017000,22753742828,20121228
3549,009620,22680000000,20121228
3550,045340,22636015800,20121228
3551,003780,22500000000,20121228
3552,108675,22453177500,20121228
3553,071950,22424427280,20121228
3554,000440,22355396700,20121228
3555,000105,22319766000,20121228
3556,123550,22194000000,20121228
3557,096690,22150000000,20121228
3558,015020,22025722400,20121228
3559,145270,22009260000,20121228
3560,013360,21866171360,20121228
3561,069540,21727425280,20121228
3562,042040,21701484810,20121228
3563,003350,21662960000,20121228
3564,043360,21600000000,20121228
3565,123910,21590000000,20121228
3566,070300,21519598260,20121228
3567,001070,21518000000,20121228
3568,099520,21492597600,20121228
3569,066590,21351899220,20121228
3570,124050,21294000000,20121228
3571,131370,21291402470,20121228
3572,005030,21255048000,20121228
3573,037270,21196875000,20121228
3574,054940,21110281500,20121228
3575,123840,21080000000,20121228
3576,009140,21048679800,20121228
3577,004870,21045485300,20121228
3578,074000,21033879165,20121228
3579,051630,21000000000,20121228
3580,058220,20997270000,20121228
3581,096870,20959333200,20121228
3582,136510,20880000000,20121228
3583,068060,20862400000,20121228
3584,123420,20823360000,20121228
3585,053060,20815480000,20121228
3586,080980,20800182000,20121228
3587,004090,20769840000,20121228
3588,052600,20756841500,20121228
3589,122800,20727000000,20121228
3590,009780,20724000000,20121228
3591,080970,20718130000,20121228
3592,126680,20692080000,20121228
3593,121890,20672000000,20121228
3594,080960,20595052000,20121228
3595,060230,20564739600,20121228
3596,115440,20561243300,20121228
3597,091340,20540000000,20121228
3598,000360,20457760350,20121228
3599,007460,20326212012,20121228
3600,101400,20171256000,20121228
3601,079970,20142250000,20121228
3602,043340,20124000000,20121228
3603,032980,20068005700,20121228
3604,003580,19919979300,20121228
3605,009470,19874529100,20121228
3606,032680,19804269765,20121228
3607,020180,19790891225,20121228
3608,056000,19569330000,20121228
3609,004320,19543770675,20121228
3610,051170,19410191046,20121228
3611,023150,19355000000,20121228
3612,011090,19326450000,20121228
3613,101240,19305000000,20121228
3614,081970,19238400000,20121228
3615,002290,19158000000,20121228
3616,066110,19125000000,20121228
3617,053330,19079426210,20121228
3618,090150,19075326175,20121228
3619,077280,19039325000,20121228
3620,053160,18960000000,20121228
3621,089140,18937000000,20121228
3622,094940,18836068150,20121228
3623,045060,18780817620,20121228
3624,045510,18762052149,20121228
3625,002355,18752500000,20121228
3626,000087,18703783900,20121228
3627,021880,18694505840,20121228
3628,086250,18624000000,20121228
3629,067010,18600000000,20121228
3630,060380,18600000000,20121228
3631,053270,18518220000,20121228
3632,000760,18508000000,20121228
3633,019660,18240957600,20121228
3634,043090,18200752458,20121228
3635,083660,18124237500,20121228
3636,101670,18106200000,20121228
3637,036200,18104582875,20121228
3638,073570,18075260000,20121228
3639,018620,18000000000,20121228
3640,039010,17983125000,20121228
3641,043710,17917289490,20121228
3642,003495,17860342150,20121228
3643,013720,17823988500,20121228
3644,038620,17757019584,20121228
3645,039850,17693143011,20121228
3646,008500,17640000000,20121228
3647,074610,17464771898,20121228
3648,005110,17436046034,20121228
3649,103230,17352000000,20121228
3650,060540,17335446040,20121228
3651,052460,17235491520,20121228
3652,036120,17217500000,20121228
3653,078590,17187899510,20121228
3654,007630,17179841085,20121228
3655,105330,17160000000,20121228
3656,004365,17099673750,20121228
3657,067770,17045083790,20121228
3658,033430,17021072017,20121228
3659,001260,16908855300,20121228
3660,070590,16859235225,20121228
3661,033600,16847500000,20121228
3662,048830,16812124495,20121228
3663,109740,16737500000,20121228
3664,086060,16704250000,20121228
3665,051160,16593274425,20121228
3666,074150,16577987025,20121228
3667,023770,16556984080,20121228
3668,065440,16467060500,20121228
3669,079170,16276000000,20121228
3670,010580,16239630480,20121228
3671,134060,16239296250,20121228
3672,035450,16206005288,20121228
3673,010640,16150000000,20121228
3674,011390,15998400000,20121228
3675,080030,15969110000,20121228
3676,119250,15926595300,20121228
3677,001420,15863100000,20121228
3678,069920,15850369040,20121228
3679,011230,15800208000,20121228
3680,042940,15784500325,20121228
3681,008830,15773097600,20121228
3682,900100,15715000000,20121228
3683,084180,15703000000,20121228
3684,044480,15695000000,20121228
3685,082240,15657580800,20121228
3686,004590,15600000000,20121228
3687,082250,15564009600,20121228
3688,082260,15548414400,20121228
3689,052670,15456000000,20121228
3690,025870,15420000000,20121228
3691,036620,15311258820,20121228
3692,070480,15211240000,20121228
3693,001770,15125231100,20121228
3694,140910,15113681275,20121228
3695,079810,15023000000,20121228
3696,044960,14970450000,20121228
3697,031310,14905082430,20121228
3698,026910,14892566625,20121228
3699,001465,14732334000,20121228
3700,079650,14720000000,20121228
3701,010600,14613706940,20121228
3702,009810,14255398366,20121228
3703,041060,14237267504,20121228
3704,049720,14228500000,20121228
3705,036480,14212000000,20121228
3706,035200,14075600000,20121228
3707,007530,14033318640,20121228
3708,104120,13995252028,20121228
3709,037760,13979874948,20121228
3710,065500,13879827845,20121228
3711,005670,13640000000,20121228
3712,043580,13630641752,20121228
3713,138610,13458244000,20121228
3714,081940,13438801900,20121228
3715,093640,13426698400,20121228
3716,109960,13415325000,20121228
3717,005257,13366642000,20121228
3718,043200,13284255975,20121228
3719,011080,13279500000,20121228
3720,123300,13273300000,20121228
3721,011330,13080000000,20121228
3722,096040,13078982300,20121228
3723,033550,13000569232,20121228
3724,025270,12840000000,20121228
3725,054410,12827100000,20121228
3726,007390,12770031036,20121228
3727,060260,12765411198,20121228
3728,024940,12750000000,20121228
3729,083590,12700497350,20121228
3730,083580,12687457825,20121228
3731,045300,12665383200,20121228
3732,083570,12661378775,20121228
3733,149130,12624000000,20121228
3734,001140,12584474000,20121228
3735,083600,12583141625,20121228
3736,073930,12521991465,20121228
3737,002420,12513074400,20121228
3738,038010,12510000000,20121228
3739,101140,12461222970,20121228
3740,119830,12241258100,20121228
3741,024850,12181520000,20121228
3742,071930,12169249917,20121228
3743,091440,12140034800,20121228
3744,026250,12002734020,20121228
3745,088290,11971312020,20121228
3746,064090,11958183226,20121228
3747,046310,11902100000,20121228
3748,028040,11874808500,20121228
3749,007815,11829113100,20121228
3750,081930,11793454000,20121228
3751,058450,11784900000,20121228
3752,058370,11689800165,20121228
3753,044180,11364260418,20121228
3754,004135,11210400000,20121228
3755,004790,11188391362,20121228
3756,020400,10848000000,20121228
3757,050320,10549890000,20121228
3758,052650,10538840000,20121228
3759,002025,10537858100,20121228
3760,011720,10383795900,20121228
3761,003535,10320000000,20121228
3762,091000,10188522000,20121228
3763,090980,10188522000,20121228
3764,090990,10188522000,20121228
3765,088700,9941050320,20121228
3766,060240,9930393720,20121228
3767,090970,9925592400,20121228
3768,078940,9809736440,20121228
3769,030270,9696000000,20121228
3770,008775,9624051200,20121228
3771,083610,9536350600,20121228
3772,081190,9510953100,20121228
3773,026260,9494313890,20121228
3774,081200,9492156750,20121228
3775,083620,9470126295,20121228
3776,051380,9239910000,20121228
3777,078130,9200000000,20121228
3778,138440,8961730000,20121228
3779,013700,8894999160,20121228
3780,013780,8826067684,20121228
3781,099350,8702600000,20121228
3782,109070,8637043360,20121228
3783,054180,8612840000,20121228
3784,009835,8270704320,20121228
3785,067630,8169713775,20121228
3786,083390,7888658500,20121228
3787,083380,7856945300,20121228
3788,950010,7829700110,20121228
3789,083360,7769734000,20121228
3790,001685,7769164410,20121228
3791,083370,7761805700,20121228
3792,003945,7759986450,20121228
3793,083350,7730092500,20121228
3794,037950,7526231058,20121228
3795,005965,7486897600,20121228
3796,009190,7454677531,20121228
3797,019570,7446138850,20121228
3798,056810,7263759650,20121228
3799,014350,7170000000,20121228
3800,007575,7121280000,20121228
3801,002530,7044842880,20121228
3802,005725,7021170000,20121228
3803,066060,7020000000,20121228
3804,000075,6895020000,20121228
3805,001527,6839435620,20121228
3806,019175,6787000000,20121228
3807,004255,6758400000,20121228
3808,000687,6718812900,20121228
3809,060910,6673747188,20121228
3810,081210,6670545000,20121228
3811,036920,6623942130,20121228
3812,071530,6455623214,20121228
3813,038120,6412670940,20121228
3814,005745,6179918500,20121228
3815,066430,5707964076,20121228
3816,005320,5572724060,20121228
3817,002005,5548157400,20121228
3818,053870,5496000000,20121228
3819,000885,5272234000,20121228
3820,016385,5207660500,20121228
3821,068875,5173130400,20121228
3822,046400,5081744486,20121228
3823,009415,4987086000,20121228
3824,025920,4919186350,20121228
3825,001689,4740822500,20121228
3826,001795,4613564200,20121228
3827,053810,4601596726,20121228
3828,092630,4496425830,20121228
3829,016575,4455000000,20121228
3830,036585,4419746220,20121228
3831,145995,4364020000,20121228
3832,068420,4302651672,20121228
3833,043220,4107099420,20121228
3834,054300,4098530340,20121228
3835,001515,3810788636,20121228
3836,034010,3778231392,20121228
3837,003075,3698900205,20121228
3838,009385,3680524155,20121228
3839,038720,3575569473,20121228
3840,000145,3455745400,20121228
3841,084695,3197187000,20121228
3842,004987,3166944550,20121228
3843,001755,3150000000,20121228
3844,010145,3043392500,20121228
3845,031920,2947560000,20121228
3846,000725,2856938400,20121228
3847,000225,2856331800,20121228
3848,021045,2766087832,20121228
3849,004325,2709000000,20121228
3850,013365,2675709600,20121228
3851,012335,2673090000,20121228
3852,099210,2460943008,20121228
3853,001525,2405487152,20121228
3854,009010,2344433740,20121228
3855,014825,2252889420,20121228
3856,004565,2224503000,20121228
3857,012205,2149000000,20121228
3858,001799,2074483200,20121228
3859,002995,1931294672,20121228
3860,006345,1926582000,20121228
3861,004545,1830800000,20121228
3862,004835,1726080000,20121228
3863,090355,1699672420,20121228
3864,000365,1667723100,20121228
3865,000325,1609822500,20121228
3866,001065,1583755200,20121228
3867,093410,1579106352,20121228
3868,004105,1531200000,20121228
3869,004985,1508072250,20121228
3870,000545,1486080000,20121228
3871,007197,1459273400,20121228
3872,014915,1380000000,20121228
3873,032685,1268570160,20121228
3874,014285,1244636250,20121228
3875,000425,1228654350,20121228
3876,001745,1227398400,20121228
3877,001529,1224979045,20121228
3878,001067,1146784800,20121228
3879,004989,1047177700,20121228
3880,008355,1046826000,20121228
3881,004415,1009923000,20121228
3882,093400,1009591296,20121228
3883,011155,980000000,20121228
3884,009275,925548000,20121228
3885,013367,885267000,20121228
3886,000227,882750400,20121228
3887,000547,875520000,20121228
3888,000327,865249000,20121228
3889,003415,828958845,20121228
3890,000995,776103560,20121228
3891,003419,773380350,20121228
3892,002785,681488310,20121228
3893,000895,540812000,20121228
3894,000997,460632150,20121228
3895,013005,421694000,20121228
3896,000685,420310000,20121228
3897,002787,397990800,20121228
3898,006375,351980400,20121228
3899,002365,346454000,20121228
3900,053595,305848060,20121228
3901,008705,285207000,20121228
3902,007195,279563850,20121228
3903,008975,265525500,20121228
3904,003417,244252600,20121228
3905,004965,230394000,20121228
3906,017555,207060000,20121228
3907,003965,206388000,20121228
3908,002535,190108350,20121228
3909,028305,178315500,20121228
3910,001385,173250000,20121228
3911,012805,148088000,20121228
3912,007595,88750000,20121228
3913,009815,77850000,20121228
3914,005930,202094690364000,20131230
3915,005380,52095387283500,20131230
3916,012330,28570423790500,20131230
3917,005490,28466501627500,20131230
3918,000660,26135392788800,20131230
3919,035420,23864979596000,20131230
3920,005935,23130261551000,20131230
3921,000270,22740883766700,20131230
3922,055550,22429640465100,20131230
3923,015760,22308251675750,20131230
3924,032830,20800000000000,20131230
3925,051910,19848194450000,20131230
3926,009540,19532000000000,20131230
3927,017670,18571513530000,20131230
3928,105560,16323359029250,20131230
3929,096770,13083877306000,20131230
3930,086790,12726349321800,20131230
3931,023530,12722320368000,20131230
3932,000810,12270082783000,20131230
3933,066570,11144416133400,20131230
3934,003550,11043656384000,20131230
3935,053000,10720004022000,20131230
3936,033780,10228291026500,20131230
3937,000830,9466796498400,20131230
3938,034220,9070627995000,20131230
3939,003600,8969706092000,20131230
3940,010140,8784808437300,20131230
3941,086280,8662500000000,20131230
3942,051900,8558771956000,20131230
3943,010950,8331126608000,20131230
3944,030200,8238077542400,20131230
3945,011170,7951897208000,20131230
3946,161390,7519216688300,20131230
3947,139480,7428905763500,20131230
3948,006400,7380451242000,20131230
3949,004020,7362639192500,20131230
3950,000720,6759294935500,20131230
3951,034730,6750000000000,20131230
3952,042660,6698676530000,20131230
3953,024110,6684869310750,20131230
3954,035250,6621458475000,20131230
3955,088350,6592142700000,20131230
3956,036460,6148045800000,20131230
3957,010130,6000660000000,20131230
3958,090430,5845849000000,20131230
3959,001800,5666607115000,20131230
3960,009150,5452639808000,20131230
3961,036570,5445804938000,20131230
3962,078930,5324051159400,20131230
3963,021240,5121086454400,20131230
3964,002380,4928620000000,20131230
3965,005387,4908609382500,20131230
3966,011210,4888722610000,20131230
3967,047050,4703090818300,20131230
3968,032640,4693572130750,20131230
3969,001300,4640732113500,20131230
3970,010060,4555229861000,20131230
3971,029780,4333122523400,20131230
3972,018880,4136950000000,20131230
3973,005830,3978960000000,20131230
3974,068270,3854322915950,20131230
3975,069960,3767793001000,20131230
3976,034020,3758002262400,20131230
3977,002790,3710280570000,20131230
3978,097950,3628699446000,20131230
3979,010620,3560000000000,20131230
3980,001040,3383226638000,20131230
3981,016360,3366969018250,20131230
3982,010520,3328300000000,20131230
3983,000210,3274680000000,20131230
3984,030000,3163633687500,20131230
3985,005385,3138747750000,20131230
3986,138930,3094078384000,20131230
3987,047040,3063138842060,20131230
3988,009830,3023109662050,20131230
3989,000880,2938382412000,20131230
3990,000150,2913048904500,20131230
3991,006800,2907637929900,20131230
3992,001450,2905500000000,20131230
3993,011780,2900524183200,20131230
3994,012450,2890272000000,20131230
3995,012750,2842338514400,20131230
3996,047810,2826778103000,20131230
3997,004990,2717716800000,20131230
3998,028050,2640000000000,20131230
3999,042670,2613936956400,20131230
4000,008770,2610000046500,20131230
4001,006260,2604980000000,20131230
4002,035760,2575018975000,20131230
4003,114090,2498969068000,20131230
4004,004170,2485908202500,20131230
4005,004800,2468757086500,20131230
4006,051600,2466000000000,20131230
4007,064350,2448000000000,20131230
4008,034230,2405433674400,20131230
4009,046890,2355538160000,20131230
4010,000670,2333864680000,20131230
4011,052690,2312310000000,20131230
4012,000120,2281234400000,20131230
4013,071050,2273620473600,20131230
4014,060980,2249936000000,20131230
4015,057050,2232000000000,20131230
4016,139130,2211877041000,20131230
4017,007070,2156000000000,20131230
4018,000100,2085526102000,20131230
4019,071840,2065674800000,20131230
4020,000240,2051094814650,20131230
4021,088980,2025216573510,20131230
4022,028150,2015343750000,20131230
4023,012650,1998519408000,20131230
4024,002550,1977000000000,20131230
4025,010120,1971000000000,20131230
4026,011200,1929714810600,20131230
4027,005940,1910844546170,20131230
4028,005300,1886734575000,20131230
4029,111770,1883237390000,20131230
4030,001740,1876298611320,20131230
4031,003490,1830673665600,20131230
4032,012630,1748912976000,20131230
4033,073240,1699828777000,20131230
4034,011070,1688307594300,20131230
4035,026960,1679945000000,20131230
4036,005440,1641435297600,20131230
4037,037620,1608661593600,20131230
4038,006360,1555500000000,20131230
4039,000080,1546446122550,20131230
4040,000060,1535131320000,20131230
4041,004370,1526743142000,20131230
4042,037560,1486979808000,20131230
4043,181710,1461908410000,20131230
4044,006280,1454973981000,20131230
4045,003240,1436286000000,20131230
4046,053210,1413139095300,20131230
4047,002350,1381089783000,20131230
4048,120110,1372289641400,20131230
4049,007310,1369120000000,20131230
4050,003690,1352437142450,20131230
4051,001680,1321404480000,20131230
4052,033630,1294821005625,20131230
4053,108670,1268925305000,20131230
4054,115390,1265000000000,20131230
4055,900140,1221578000000,20131230
4056,082640,1220946626500,20131230
4057,009240,1183756578400,20131230
4058,130960,1181328714500,20131230
4059,051915,1163410452500,20131230
4060,006120,1150536194400,20131230
4061,004000,1149390000000,20131230
4062,035720,1139059236000,20131230
4063,039490,1116036870000,20131230
4064,001120,1114350000000,20131230
4065,011790,1106370174650,20131230
4066,009970,1075848208800,20131230
4067,006040,1064452800000,20131230
4068,003620,1036011724800,20131230
4069,022100,1035982551240,20131230
4070,002270,1021599256000,20131230
4071,071320,995771984000,20131230
4072,003450,994500000000,20131230
4073,096530,994293429000,20131230
4074,093050,985388000000,20131230
4075,011160,982297111800,20131230
4076,069260,981086112000,20131230
4077,020560,962825236275,20131230
4078,117930,960502283380,20131230
4079,086900,960479643000,20131230
4080,005180,956555501100,20131230
4081,128940,939906666000,20131230
4082,001430,928828882100,20131230
4083,122900,925541005000,20131230
4084,079160,920517115500,20131230
4085,041510,912653268800,20131230
4086,069620,882897015000,20131230
4087,097230,834926003250,20131230
4088,001230,812989413500,20131230
4089,103140,801494350800,20131230
4090,011760,790474990800,20131230
4091,081660,785103106000,20131230
4092,138040,779106518120,20131230
4093,020000,777076500000,20131230
4094,105630,776000000000,20131230
4095,091700,771728842500,20131230
4096,015750,770000000000,20131230
4097,004490,767200000000,20131230
4098,014620,763620000000,20131230
4099,034120,759307411200,20131230
4100,039130,751567169500,20131230
4101,121440,742508740350,20131230
4102,003670,740147100000,20131230
4103,056190,737925018000,20131230
4104,085660,736094461800,20131230
4105,101060,735853959400,20131230
4106,170900,731416142000,20131230
4107,036830,722820782400,20131230
4108,029530,693505995200,20131230
4109,023590,679729247550,20131230
4110,044820,676917157200,20131230
4111,003920,676800000000,20131230
4112,068870,673025794000,20131230
4113,007860,672040293650,20131230
4114,008930,658427326150,20131230
4115,017800,651634121400,20131230
4116,035080,647968290450,20131230
4117,018670,646287008500,20131230
4118,031430,642600000000,20131230
4119,185750,641697210000,20131230
4120,003300,641351605000,20131230
4121,000640,640096752500,20131230
4122,030530,628745917800,20131230
4123,019680,618330805000,20131230
4124,005880,616854434000,20131230
4125,053800,616853468000,20131230
4126,082740,615075000000,20131230
4127,000070,609516689000,20131230
4128,002960,609050000000,20131230
4129,005990,600320000000,20131230
4130,016420,598823269565,20131230
4131,017390,590000000000,20131230
4132,005250,585501214500,20131230
4133,006650,566800000000,20131230
4134,084990,560816141500,20131230
4135,002240,560250000000,20131230
4136,077360,558455030000,20131230
4137,005850,553694221500,20131230
4138,023160,551250000000,20131230
4139,112040,548520000000,20131230
4140,034810,544746000000,20131230
4141,008560,541585409750,20131230
4142,122870,540904624000,20131230
4143,161890,531906975600,20131230
4144,003030,529800000000,20131230
4145,005610,519466341800,20131230
4146,033920,518400000000,20131230
4147,168330,517525784000,20131230
4148,004690,514988175000,20131230
4149,003410,511423986600,20131230
4150,049770,509404368000,20131230
4151,044490,506413596250,20131230
4152,008000,505365975900,20131230
4153,039030,505124853800,20131230
4154,006730,500625125000,20131230
4155,072870,493937959300,20131230
4156,004150,492956511000,20131230
4157,084870,491178087450,20131230
4158,021960,481423667200,20131230
4159,051905,478730916000,20131230
4160,006840,476967622950,20131230
4161,007570,473329521200,20131230
4162,030520,468568883300,20131230
4163,003090,465135840000,20131230
4164,180640,464999532000,20131230
4165,000430,462520000000,20131230
4166,017940,458248000000,20131230
4167,000815,454860000000,20131230
4168,038060,454636026800,20131230
4169,078160,452894423200,20131230
4170,066575,452850889200,20131230
4171,007340,450813380000,20131230
4172,043370,450450000000,20131230
4173,008490,448303128750,20131230
4174,034310,447011140000,20131230
4175,090435,444484643000,20131230
4176,020760,441705264000,20131230
4177,126560,438886999600,20131230
4178,025540,432222500000,20131230
4179,051310,431935856240,20131230
4180,016170,427429814500,20131230
4181,003000,426013056350,20131230
4182,084110,425750520000,20131230
4183,175330,425002942320,20131230
4184,009410,424784000000,20131230
4185,024660,423050866550,20131230
4186,035600,422190489200,20131230
4187,015350,420200000000,20131230
4188,020150,417480000000,20131230
4189,034830,416607229500,20131230
4190,000370,415584230700,20131230
4191,003570,414036347250,20131230
4192,010780,407259819450,20131230
4193,078020,406835959500,20131230
4194,008060,406473179000,20131230
4195,060720,404800000000,20131230
4196,037710,404000000000,20131230
4197,005740,403745576000,20131230
4198,003540,398571190000,20131230
4199,010690,398092674000,20131230
4200,005720,396356524300,20131230
4201,064960,393212437800,20131230
4202,009290,391059548460,20131230
4203,108320,390343200000,20131230
4204,014830,389836084800,20131230
4205,003457,389017175200,20131230
4206,004970,388800000000,20131230
4207,095660,387895641600,20131230
4208,058650,378000000000,20131230
4209,000680,376940292435,20131230
4210,099190,376162911450,20131230
4211,002990,375937161000,20131230
4212,033240,372320000000,20131230
4213,001720,369348425950,20131230
4214,071970,368075034740,20131230
4215,023890,367830000000,20131230
4216,072710,366385410000,20131230
4217,041960,365531591040,20131230
4218,013030,364153956000,20131230
4219,079980,362250000000,20131230
4220,004130,361102008150,20131230
4221,009680,359700000000,20131230
4222,013570,356234715000,20131230
4223,009580,355499446800,20131230
4224,016800,355350000000,20131230
4225,058470,355147221000,20131230
4226,084370,354438453600,20131230
4227,078520,351967617900,20131230
4228,051370,347270246400,20131230
4229,094800,347200397940,20131230
4230,025860,342784016700,20131230
4231,012320,341858880000,20131230
4232,102940,335810496000,20131230
4233,004710,335254923000,20131230
4234,046140,334831458000,20131230
4235,000990,334089774960,20131230
4236,012510,332334240000,20131230
4237,168490,331282800000,20131230
4238,054050,327470000000,20131230
4239,048260,327356100000,20131230
4240,052790,327045660300,20131230
4241,900050,324711457840,20131230
4242,036580,323940457260,20131230
4243,007690,322489188000,20131230
4244,003160,318117528500,20131230
4245,051500,317878630000,20131230
4246,003470,315084205600,20131230
4247,004360,315000000000,20131230
4248,060590,314523650650,20131230
4249,036490,313793271750,20131230
4250,000480,313200000000,20131230
4251,052400,313030399850,20131230
4252,094840,312233600000,20131230
4253,054950,311480673600,20131230
4254,086450,310330800000,20131230
4255,025000,309276000000,20131230
4256,017960,309021151080,20131230
4257,014680,308923583250,20131230
4258,007810,308250800550,20131230
4259,082270,307356960400,20131230
4260,033530,304827336000,20131230
4261,123260,304343265250,20131230
4262,084690,301288316160,20131230
4263,003520,298401600000,20131230
4264,063080,298072583200,20131230
4265,010460,293314991200,20131230
4266,031440,293145300000,20131230
4267,103590,292935081000,20131230
4268,008730,291400000000,20131230
4269,080160,289170000000,20131230
4270,033500,288724616300,20131230
4271,033660,288304908900,20131230
4272,001500,287797058910,20131230
4273,037950,286791459550,20131230
4274,019210,285757437000,20131230
4275,042700,284847819200,20131230
4276,005389,283765235500,20131230
4277,003530,283409213400,20131230
4278,003480,282305002720,20131230
4279,007660,281450474360,20131230
4280,093370,281191404195,20131230
4281,003200,280800000000,20131230
4282,036030,278577171600,20131230
4283,183190,276847956000,20131230
4284,031390,276772002500,20131230
4285,009520,276507547920,20131230
4286,115160,275778191850,20131230
4287,950100,275395600000,20131230
4288,032500,273700000000,20131230
4289,068400,273506805000,20131230
4290,000050,271660482000,20131230
4291,088390,270781324000,20131230
4292,036420,270192858375,20131230
4293,000140,269198474000,20131230
4294,000540,268534256100,20131230
4295,067280,267890410800,20131230
4296,021820,261500000000,20131230
4297,069080,261300541600,20131230
4298,093920,260400000000,20131230
4299,001130,259415000000,20131230
4300,002810,258525981100,20131230
4301,107590,258289570500,20131230
4302,024950,256843714950,20131230
4303,003070,256440756000,20131230
4304,006380,256400000000,20131230
4305,092040,254193142500,20131230
4306,078340,254185999200,20131230
4307,004700,253332157800,20131230
4308,000230,253187456500,20131230
4309,104830,253009200000,20131230
4310,001440,250750993725,20131230
4311,001725,250408586500,20131230
4312,098460,250309970300,20131230
4313,017810,248352994000,20131230
4314,100130,248286335000,20131230
4315,100120,247546158750,20131230
4316,136480,247342125730,20131230
4317,041140,247223731250,20131230
4318,000155,246579036600,20131230
4319,016450,246400000000,20131230
4320,003850,244619850000,20131230
4321,003800,243980000000,20131230
4322,036530,242505623750,20131230
4323,155960,241156001100,20131230
4324,152550,240518700000,20131230
4325,019440,239960000000,20131230
4326,004430,238560000000,20131230
4327,067000,238501127200,20131230
4328,067250,236498254900,20131230
4329,000390,235200000000,20131230
4330,066270,234074386700,20131230
4331,041520,232804743000,20131230
4332,035810,232784606745,20131230
4333,014940,231914441200,20131230
4334,036930,230995587200,20131230
4335,102460,230910000000,20131230
4336,005810,230353909800,20131230
4337,000700,229902104250,20131230
4338,002320,228117196800,20131230
4339,108230,228069184000,20131230
4340,001510,226963074239,20131230
4341,005090,226701320600,20131230
4342,054620,226403969180,20131230
4343,077970,226312791800,20131230
4344,104700,226105500000,20131230
4345,060300,225517416840,20131230
4346,015360,225000000000,20131230
4347,114120,223394600000,20131230
4348,080000,222724823000,20131230
4349,009450,222304449500,20131230
4350,001060,222128785900,20131230
4351,024720,220471458500,20131230
4352,014470,220044668800,20131230
4353,023410,218757226905,20131230
4354,046440,217338802200,20131230
4355,082210,216814041000,20131230
4356,000320,215797289850,20131230
4357,092440,214328000000,20131230
4358,006370,214267897800,20131230
4359,001790,212872212000,20131230
4360,079430,212318295000,20131230
4361,038500,212032947440,20131230
4362,010955,211955552900,20131230
4363,950130,211900000000,20131230
4364,171120,211399240000,20131230
4365,036710,209299993500,20131230
4366,014820,208769733180,20131230
4367,008040,207273509820,20131230
4368,039530,205131143880,20131230
