회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),[제조]총자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]매출액총이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]경영자본순이익률(IFRS),[제조]총자본정상영업이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]금융비용부담률(IFRS연결),[제조]경영자본순이익률(IFRS연결)
(주)DB하이텍,000990,2011/12,제조업,-3.14,-27.84,-7.31,17.06,9.71,-8.5,-3.34,-27.74,-7.59,16.62,9.4,-8.84
(주)DB하이텍,000990,2012/12,제조업,-1.24,-11.35,-2.75,16.6,7.9,-3.07,-1.33,-10.47,-2.66,16.38,7.81,-2.97
(주)DB하이텍,000990,2013/12,제조업,-0.85,-31.05,-6.66,18.08,11.49,-7.51,-0.87,-33.51,-7.49,18.08,11.47,-8.48
(주)DB하이텍,000990,2014/12,제조업,4.42,-34.99,-5.69,24.11,11.59,-6.58,4.46,-47.32,-7.54,24.11,11.58,-8.68
(주)DB하이텍,000990,2015/12,제조업,12.39,61.61,12.7,34.46,7.31,14.69,12.69,67.63,12.87,34.46,7.31,14.56
(주)DB하이텍,000990,2016/12,제조업,17.08,27.41,8.75,37.51,4.46,9.99,17.49,29.65,8.96,37.51,4.85,9.98
(주)DB하이텍,000990,2017/12,제조업,14.35,18.46,7.5,37.3,3.19,8.26,14.46,27.62,11.12,37.3,3.19,12.17
(주)DB하이텍,000990,2018/12,제조업,11.13,19.32,9.38,32.17,1.93,10.4,10.97,17.12,8.43,32.17,1.93,9.45
(주)DB하이텍,000990,2019/12,제조업,16.93,20.4,11.32,36.43,1.26,12.52,16.82,17.4,9.71,36.43,1.25,10.77
(주)DB하이텍,000990,2020/12,제조업,21.09,23,14.6,38.35,0.49,15.99,21.11,23.07,14.64,38.35,0.48,15.97
(주)DB하이텍,000990,2021/12,제조업,29.25,33.34,23.24,44.06,0.06,25.9,29.25,33.35,23.23,44.06,0.06,25.8
(주)HJ중공업,097230,2011/12,건설업,0.98,-6,-1.91,6.87,6.37,-2.81,1.48,-5.07,-1.33,7.85,5.92,-1.66
(주)HJ중공업,097230,2012/12,건설업,0.48,0.7,0.22,7.44,7.32,0.35,0.78,-2.95,-0.78,7.49,6.86,-0.99
(주)HJ중공업,097230,2013/12,건설업,-1.85,-11.6,-3.61,1.37,6.69,-5.66,-1.05,-11.28,-2.87,2.57,6.21,-3.51
(주)HJ중공업,097230,2014/12,건설업,-1.88,-12.66,-3.99,0.04,6.61,-6.3,-2.2,-18.64,-4.56,-0.67,6.13,-5.42
(주)HJ중공업,097230,2015/12,건설업,-1.94,-16.57,-5.15,3.38,5.71,-7.96,-1.28,-17.73,-4.21,3.56,4.7,-4.92
(주)HJ중공업,097230,2016/12,건설업,1.15,-29.31,-7.81,7.89,5.72,-11.55,-1.42,-29.53,-5.99,2.12,4.42,-6.87
(주)HJ중공업,097230,2017/12,건설업,2.4,-40.75,-8.27,11.07,4.95,-12.17,-2.47,-37.73,-5.87,0.87,4.05,-6.71
(주)HJ중공업,097230,2018/12,건설업,-2.32,0,-33.8,11.41,4.95,-44.83,1.78,0,-36.99,8.29,5.33,-43.93
(주)HJ중공업,097230,2019/12,건설업,3.17,0,-3.03,10.59,6.37,-3.52,3.22,0,11.77,10.9,6.41,14.63
(주)HJ중공업,097230,2020/12,건설업,2.2,26.97,3.29,7.66,2.94,3.88,2.21,27.71,3.36,7.69,2.96,3.96
(주)HJ중공업,097230,2021/12,건설업,-4.78,-37.2,-6.13,-1.22,2.35,-7.17,-4.76,-37.18,-6.11,-1.2,2.36,-7.15
(주)MH에탄올,023150,2011/12,제조업,5.24,6.14,2.54,24.28,6.4,4.67,0.45,-9.74,-3.24,16.81,8.83,-3.51
(주)MH에탄올,023150,2012/12,제조업,4.74,4.48,1.87,22.01,6.2,4.03,4.06,1.01,0.21,17.97,7.51,0.23
(주)MH에탄올,023150,2013/12,제조업,7.37,-21.97,-8.89,28.19,5.51,-18.43,2.28,16.85,5.32,12.67,5.07,5.73
(주)MH에탄올,023150,2014/12,제조업,8.42,9.27,4.45,24.24,2.54,6.96,8.13,-0.38,-0.19,24.24,2.46,-0.22
(주)MH에탄올,023150,2015/12,제조업,13.53,14.07,9.45,27.71,1.24,11.77,13.48,14.06,9.46,27.71,1.17,11.69
(주)MH에탄올,023150,2016/12,제조업,15.76,13.47,10.79,30.54,0.2,13.17,15.69,13.41,10.76,30.54,0.6,13.02
(주)MH에탄올,023150,2017/12,제조업,11.65,9.23,6.58,28.37,-0.14,9.64,2.84,10.42,1.5,28.38,-1.46,1.59
(주)MH에탄올,023150,2018/12,제조업,8.32,9.84,6.04,26.87,1.34,10.44,0.26,-0.93,-2.56,26.47,14.97,-2.66
(주)MH에탄올,023150,2019/12,제조업,7.43,-7.82,-4.75,24.64,1.55,-7.86,1.76,-0.88,-1.69,32.96,12.76,-1.75
(주)MH에탄올,023150,2020/12,제조업,8.3,1.98,1.16,24.12,1.11,1.78,3.5,11.49,0.84,36.79,12.52,0.87
(주)MH에탄올,023150,2021/12,제조업,3.75,8.54,5.03,17.77,1.01,7.42,5.18,9.52,1.93,42.97,11.6,1.98
(주)SH에너지화학,002360,2011/12,제조업,5.07,5.02,3.21,7.05,0.41,4.13,4.16,3.31,1.8,7.17,0.77,2.08
(주)SH에너지화학,002360,2012/12,제조업,2.81,1.67,1.05,6.98,0.32,1.33,2.1,0.61,0.2,7.8,0.65,0.23
(주)SH에너지화학,002360,2013/12,제조업,6.78,7.19,4.56,7.13,0.22,5.63,6,7.35,4.3,7.74,0.52,4.75
(주)SH에너지화학,002360,2014/12,제조업,18.51,20.33,14.21,13.28,0.02,17.5,19.23,21.7,15.13,14.4,0.34,16.51
(주)SH에너지화학,002360,2015/12,제조업,20.52,14.52,11.33,16.27,0.09,13.63,20.29,14.62,11.13,17.24,0.09,12.08
(주)SH에너지화학,002360,2016/12,제조업,19.92,18.13,14.83,16.16,-0.07,16.7,20.08,18.66,15.02,17.69,-0.07,15.87
(주)SH에너지화학,002360,2017/12,제조업,10.71,8.53,7.23,12.43,-0.1,7.99,11.35,9.21,7.91,13.98,-0.1,8.15
(주)SH에너지화학,002360,2018/12,제조업,2.3,2.64,2.27,6.47,-0.11,2.53,1.7,2.21,1.64,6.68,-0.11,1.69
(주)SH에너지화학,002360,2019/12,제조업,-1.95,-3.13,-2.6,4.56,-0.2,-2.92,-2.55,-2.84,-2.51,4.73,-0.2,-2.61
(주)SH에너지화학,002360,2020/12,제조업,-5.98,-7.71,-6.07,1.05,-0.07,-7.08,-6.52,-7.29,-5.77,1.16,-0.12,-6.22
(주)SH에너지화학,002360,2021/12,제조업,0.61,0.83,0.64,7.04,-0.05,0.75,0.29,0.69,0.52,7.1,-0.07,0.55
(주)SIMPAC,009160,2011/12,제조업,9.83,14.52,7.61,20.65,-0.65,10.69,9.42,15.9,8.61,20.87,-0.29,11.88
(주)SIMPAC,009160,2012/12,제조업,8.38,13.5,7.45,18.65,-1.19,10.47,8,10.81,6.13,18.86,-0.95,8.5
(주)SIMPAC,009160,2013/12,제조업,7.22,10.22,5.84,19.88,-1.6,8.27,6.93,10.11,5.89,20.1,-1.49,8.22
(주)SIMPAC,009160,2014/12,제조업,5.52,5.09,3.01,17.21,-0.76,4.69,4.66,6.7,3.85,16.37,0.53,4.99
(주)SIMPAC,009160,2015/12,제조업,6.76,9.17,5.57,19.62,-0.83,9.79,5.28,7.29,4.09,17.85,0.44,4.92
(주)SIMPAC,009160,2016/12,제조업,5.82,7.32,4.47,18.47,-0.35,7.75,5.61,6.85,3.85,18.48,0.42,4.55
(주)SIMPAC,009160,2017/12,제조업,3.94,3.15,2.01,17.06,-0.53,3.48,2.93,5.36,3.23,16.31,0.37,3.79
(주)SIMPAC,009160,2018/12,제조업,1.49,19.65,12.84,9.41,-0.43,19.87,1.92,20.48,13.02,11.16,0.5,13.92
(주)SIMPAC,009160,2019/12,제조업,1.36,2.77,1.86,8.89,-0.92,2.83,1.64,2.17,1.39,10.41,0.35,1.56
(주)SIMPAC,009160,2020/12,제조업,1.09,6.16,4.16,10.19,-0.85,6.66,1.1,7.54,4.82,10.3,0.6,6.02
(주)SIMPAC,009160,2021/12,제조업,11.03,14.12,8.99,24.28,-0.95,13.52,12.97,17.98,11.07,26.01,-0.09,13.45
(주)SNT에너지,100840,2011/12,제조업,-2.49,-2.53,-1.57,7.22,0.15,-1.59,,,,,,
(주)SNT에너지,100840,2012/12,제조업,5.32,5.29,3.19,16.85,-0.27,3.23,,,,,,
(주)SNT에너지,100840,2013/12,제조업,5.56,8.49,5.36,19.4,-0.56,5.43,,,,,,
(주)SNT에너지,100840,2014/12,제조업,4.47,5.55,3.66,16.12,-0.31,3.73,,,,,,
(주)SNT에너지,100840,2015/12,제조업,10.93,12.31,8.71,22.22,-0.18,8.95,,,,,,
(주)SNT에너지,100840,2016/12,제조업,0.36,0.72,0.5,19.33,-0.09,0.51,,,,,,
(주)SNT에너지,100840,2017/12,제조업,5.92,1.98,1.41,20.66,-0.1,1.45,,,,,,
(주)SNT에너지,100840,2018/12,제조업,-0.65,0.78,0.63,14.88,-0.89,0.64,,,,,,
(주)SNT에너지,100840,2019/12,제조업,4.79,6.12,4.76,16.04,-0.52,4.92,5.23,6.31,4.63,16.73,-0.49,4.68
(주)SNT에너지,100840,2020/12,제조업,6.85,3.9,2.84,16.97,-0.07,2.94,6.91,4.07,2.92,16.89,-0.05,2.95
(주)SNT에너지,100840,2021/12,제조업,4.19,5.37,3.96,17.17,-0.06,4.09,4,5.11,3.76,16.79,-0.04,3.8
(주)SNT홀딩스,036530,2011/12,"전문, 과학 및 기술 서비스업",-1.08,1.47,1.47,100,-397.72,11.81,5.79,6.88,4.19,12.89,-0.01,4.4
(주)SNT홀딩스,036530,2012/12,"전문, 과학 및 기술 서비스업",1.72,2.32,2.32,0,-19.25,17.03,4.08,5.6,3.01,12.2,-0.11,3.14
(주)SNT홀딩스,036530,2013/12,"전문, 과학 및 기술 서비스업",1.76,2.04,2.04,0,-14.77,17.78,4.01,4.41,2.55,12.51,-0.19,2.62
(주)SNT홀딩스,036530,2014/12,"전문, 과학 및 기술 서비스업",1.5,1.73,1.73,0,-15.96,14.24,3.13,5.51,3.2,11.1,-0.24,3.31
(주)SNT홀딩스,036530,2015/12,"전문, 과학 및 기술 서비스업",1.62,6.77,6.69,0,-14.36,37.53,7.68,5.75,5.53,17.45,-0.28,5.77
(주)SNT홀딩스,036530,2016/12,"전문, 과학 및 기술 서비스업",1.87,1.63,1.61,0,-13.29,6.99,3.3,0.47,0.46,13.08,-0.3,0.48
(주)SNT홀딩스,036530,2017/12,"전문, 과학 및 기술 서비스업",1.27,0.98,0.98,0,-18.48,4.26,2.78,1.14,1.19,13.58,-0.3,1.22
(주)SNT홀딩스,036530,2018/12,"전문, 과학 및 기술 서비스업",1.27,1.47,1.47,0,-22.82,6.62,3.41,4.36,3.46,12.86,-0.48,3.57
(주)SNT홀딩스,036530,2019/12,"전문, 과학 및 기술 서비스업",2.14,2.2,2.2,0,-5.22,15.21,5.81,8.78,5.72,15.07,-0.61,5.93
(주)SNT홀딩스,036530,2020/12,"전문, 과학 및 기술 서비스업",5.46,5.46,5.46,0,-1.04,84.17,5.64,4.62,3.46,14.53,-0.43,3.7
(주)SNT홀딩스,036530,2021/12,"전문, 과학 및 기술 서비스업",3.88,3.9,3.89,0,-0.76,70.68,5.29,8.13,6.4,15.21,-0.68,7.16
(주)STX,011810,2011/12,도매 및 소매업,2.02,8.07,2.76,4.42,1.89,7.79,4.14,14.56,3.93,7.57,2.05,5.97
(주)STX,011810,2012/12,도매 및 소매업,0.54,-2.09,-0.73,2.89,1.85,-2.23,-7.98,-35.59,-9.53,-3.15,1.78,-16.39
(주)STX,011810,2013/12,도매 및 소매업,-3.12,0,-76.32,4.27,3.58,-188.76,-30.01,-521.17,-49.79,-28.23,3.01,-78.2
(주)STX,011810,2014/12,도매 및 소매업,2.17,0,31.01,4.49,2.62,42.34,2.75,0,29.3,7.42,2.19,36.02
(주)STX,011810,2015/12,도매 및 소매업,-1.54,-84.03,-5.02,0.73,2.09,-6.47,-2.71,-59.01,-3.88,2.74,1.82,-4.54
(주)STX,011810,2016/12,도매 및 소매업,-12.55,0,-54.14,-1.95,2.18,-67.52,-3.46,0,-46.33,4.93,1.93,-53.01
(주)STX,011810,2017/12,도매 및 소매업,5.26,0,58.56,3.36,1.06,71.17,6.6,0,50.09,4.73,1.07,56.93
(주)STX,011810,2018/12,도매 및 소매업,-1.43,9.4,1.04,0.76,0.72,1.32,-2.5,17.12,1.54,1.33,0.72,1.69
(주)STX,011810,2019/12,도매 및 소매업,-3.01,-65.84,-8.17,1,0.78,-10.47,0.31,-54.53,-5.96,3.16,0.85,-6.49
(주)STX,011810,2020/12,도매 및 소매업,-1.8,-43.36,-4.02,1.76,0.97,-5.56,-0.08,-48.03,-3.47,4.14,1.05,-3.76
(주)STX,011810,2021/12,도매 및 소매업,2.06,-37.55,-4.29,4.06,0.82,-6.79,1.4,-32.13,-3.6,5.98,0.98,-3.84
(주)TCC스틸,002710,2011/12,제조업,3.25,3.34,1.76,8.29,1.27,2.94,2.63,2.02,1.05,8.19,1.36,1.74
(주)TCC스틸,002710,2012/12,제조업,2.76,2.03,0.99,9.36,1.48,1.74,1.19,0.07,0.02,8.66,1.78,0.04
(주)TCC스틸,002710,2013/12,제조업,1.89,0.19,0.09,8.14,1.39,0.17,-1.42,-8.85,-3.66,5.34,2.24,-5.5
(주)TCC스틸,002710,2014/12,제조업,2.4,0.49,0.23,9.05,1.09,0.47,0.06,-7.71,-2.89,6.82,2.32,-4.13
(주)TCC스틸,002710,2015/12,제조업,3.68,-97.74,-35.38,10.96,1.42,-77.44,3.42,-80.07,-23.77,8.85,1.24,-36.83
(주)TCC스틸,002710,2016/12,제조업,4.57,18.29,5.32,11.25,1.53,10.58,4.66,17.99,5.14,9.35,1.14,8.42
(주)TCC스틸,002710,2017/12,제조업,2.71,-2.56,-0.93,8.78,0.94,-1.6,2.89,1.5,0.54,8.79,0.83,0.81
(주)TCC스틸,002710,2018/12,제조업,6.31,8.05,2.93,8.68,0.75,4.75,5.85,9.19,3.34,8.54,0.69,4.98
(주)TCC스틸,002710,2019/12,제조업,4.7,2.04,0.74,7.96,1.08,1.18,4.15,4.42,1.63,7.22,0.83,2.41
(주)TCC스틸,002710,2020/12,제조업,0.91,-3.24,-1.2,5.23,1.36,-1.97,0.31,-1.3,-0.54,4.74,1.08,-0.83
(주)TCC스틸,002710,2021/12,제조업,8.12,25.64,10.15,9.79,0.96,15.69,7.6,21.49,8.53,9.11,0.8,12.38
(주)강원랜드,035250,2011/12,"예술, 스포츠 및 여가관련 서비스업",18.74,17.94,14.72,58.06,-2.97,17.56,18.36,17.5,14.33,57.46,-3.11,16.57
(주)강원랜드,035250,2012/12,"예술, 스포츠 및 여가관련 서비스업",14.76,12.72,10.5,50.57,-3.45,12.42,14.41,13.23,10.9,50.02,-3.55,12.5
(주)강원랜드,035250,2013/12,"예술, 스포츠 및 여가관련 서비스업",13.24,11.95,9.74,47.06,-2.98,12.21,12.92,12.17,9.91,46.66,-3.03,12.06
(주)강원랜드,035250,2014/12,"예술, 스포츠 및 여가관련 서비스업",16.23,13.89,11.22,52.2,-2.96,14.67,15.85,13.76,11.1,51.74,-3,14.02
(주)강원랜드,035250,2015/12,"예술, 스포츠 및 여가관련 서비스업",17.09,15.07,12.18,53.72,-2.59,15.43,16.85,15.49,12.5,53.5,-2.49,15.33
(주)강원랜드,035250,2016/12,"예술, 스포츠 및 여가관련 서비스업",16.31,14.56,11.87,53.85,-2.31,15.21,16.13,14.55,11.85,53.72,-2.29,14.8
(주)강원랜드,035250,2017/12,"예술, 스포츠 및 여가관련 서비스업",13.14,12.94,10.72,51.02,-2.33,13.73,13,12.96,10.72,50.92,-2.33,13.47
(주)강원랜드,035250,2018/12,"예술, 스포츠 및 여가관련 서비스업",10.34,8.39,7.07,49.36,-3.04,9.31,10.23,8.39,7.06,49.27,-3.05,9.19
(주)강원랜드,035250,2019/12,"예술, 스포츠 및 여가관련 서비스업",11.6,9.19,7.75,51.61,-2.74,10.78,11.56,9.16,7.72,51.54,-2.74,10.66
(주)강원랜드,035250,2020/12,"예술, 스포츠 및 여가관련 서비스업",-10.68,-8.01,-6.91,-14.01,-5.27,-9.3,-10.68,-7.92,-6.83,-13.77,-5.28,-9.12
(주)강원랜드,035250,2021/12,"예술, 스포츠 및 여가관련 서비스업",-1.42,-0.37,-0.32,7.7,-1.44,-0.42,-1.41,-0.33,-0.28,7.82,-1.43,-0.37
(주)갤럭시아에스엠,011420,2011/12,"예술, 스포츠 및 여가관련 서비스업",13.47,12.73,7.84,17.55,1.57,12.01,11.45,12.95,6.45,18.25,0.97,7.77
(주)갤럭시아에스엠,011420,2012/12,"예술, 스포츠 및 여가관련 서비스업",3.95,0.9,0.55,9.77,0.8,0.78,4.72,1.49,0.88,13.61,0.56,1.11
(주)갤럭시아에스엠,011420,2013/12,"예술, 스포츠 및 여가관련 서비스업",1.76,-5.96,-3.82,8.74,0.29,-5.71,1.83,-7.07,-4.26,10.06,0.31,-5.31
(주)갤럭시아에스엠,011420,2014/12,"예술, 스포츠 및 여가관련 서비스업",-1.37,-4.06,-2.49,5.28,0.57,-3.76,-1.02,-1.14,-0.62,8.36,0.7,-0.77
(주)갤럭시아에스엠,011420,2015/12,"예술, 스포츠 및 여가관련 서비스업",4.79,6.96,4.78,9.91,0.1,6.76,3.69,5.11,3.27,10.35,0.24,4.06
(주)갤럭시아에스엠,011420,2016/12,"예술, 스포츠 및 여가관련 서비스업",-5.24,-3.27,-2.54,0.85,-0.18,-3.49,-5.84,-3.3,-2.46,1.8,-0.15,-3.04
(주)갤럭시아에스엠,011420,2017/12,"예술, 스포츠 및 여가관련 서비스업",-6.36,-13.83,-11.26,-0.41,-0.15,-16.2,-6.55,-13.83,-10.9,-0.41,-0.03,-14.34
(주)갤럭시아에스엠,011420,2018/12,"예술, 스포츠 및 여가관련 서비스업",-16.25,-46.6,-38.1,-9.45,-0.17,-63.01,-24.89,-47.79,-38.52,-24.33,-0.17,-60.68
(주)갤럭시아에스엠,011420,2019/12,"예술, 스포츠 및 여가관련 서비스업",-2.52,-5.66,-4.47,6.25,-0.33,-7.81,-1.48,-5.7,-4.47,6.25,-0.33,-7.77
(주)갤럭시아에스엠,011420,2020/12,"예술, 스포츠 및 여가관련 서비스업",4.84,4.63,3.46,14.71,0.01,5.22,,,,,,
(주)갤럭시아에스엠,011420,2021/12,"예술, 스포츠 및 여가관련 서비스업",9.94,13.69,10.6,27.25,0.03,17.1,,,,,,
(주)경농,002100,2011/12,제조업,4.37,2.14,1.68,34.5,1.19,2.06,4.42,0.36,0.29,34.67,0.81,0.34
(주)경농,002100,2012/12,제조업,7.36,4.43,3.47,36.59,1.11,4.67,4.73,7.43,3.83,36.03,1.33,4.16
(주)경농,002100,2013/12,제조업,7.84,8.75,6.57,38.56,0.99,9.46,7.15,8.89,5.31,34.22,1.75,5.75
(주)경농,002100,2014/12,제조업,6.3,5.59,4.16,39.81,0.85,6.18,5.42,4.73,2.63,34.86,1.45,2.83
(주)경농,002100,2015/12,제조업,3.68,3.79,2.62,38.67,1.04,3.94,4.03,4.13,2.32,35.29,1.45,2.5
(주)경농,002100,2016/12,제조업,2.72,3.3,2.17,36.89,0.9,3.27,2.88,3.86,2,33.64,1.2,2.17
(주)경농,002100,2017/12,제조업,3.39,6.42,4.31,36.46,1.12,6.49,2.57,5.83,3.07,32.77,1.4,3.34
(주)경농,002100,2018/12,제조업,5.48,5.2,3.47,37.48,1,5.07,4.26,3.08,1.41,34.21,1.28,1.52
(주)경농,002100,2019/12,제조업,4.04,3.74,2.43,37.47,1.37,3.41,2.39,2.47,1.1,32.71,1.61,1.2
(주)경농,002100,2020/12,제조업,3.98,5.39,3.51,35.08,0.77,4.84,3.85,6.69,3.58,32.47,1.05,3.88
(주)경농,002100,2021/12,제조업,4.81,11.9,8,34.76,0.58,10.68,4.41,7.85,4.24,30.79,0.82,4.56
(주)경동나비엔,009450,2011/12,제조업,5.9,6.75,4.43,22.51,-0.04,5.62,4.95,5.8,3.77,26.29,0.07,4.27
(주)경동나비엔,009450,2012/12,제조업,4.84,6.24,3.85,21.44,-0.08,4.65,4.95,5.41,3.26,25.44,0.03,3.58
(주)경동나비엔,009450,2013/12,제조업,5.32,5.9,3.33,23.53,-0.04,4.53,6.05,6.19,3.4,28.49,0.13,4.15
(주)경동나비엔,009450,2014/12,제조업,5.08,5.51,2.87,23.26,0.33,3.8,3.56,4.92,2.48,26.84,0.49,3.01
(주)경동나비엔,009450,2015/12,제조업,6.34,10.94,5.89,25.31,0.31,6.98,6.03,8.48,4.17,31.24,0.45,4.65
(주)경동나비엔,009450,2016/12,제조업,10.88,14.48,8.52,27.08,0.03,9.98,11.02,16.79,9.01,34.45,0.24,10
(주)경동나비엔,009450,2017/12,제조업,8.67,7.54,4.41,25.73,0.03,5.18,10.23,10.73,5.79,34.85,0.17,6.44
(주)경동나비엔,009450,2018/12,제조업,7.05,9.87,5.49,24.54,0.09,6.4,7.51,9.23,4.55,32.87,0.43,5.05
(주)경동나비엔,009450,2019/12,제조업,8.69,8.27,4.54,26.89,0.26,5.3,7.51,9.59,4.67,34.18,0.46,5.1
(주)경동나비엔,009450,2020/12,제조업,9.12,7.05,3.79,28.93,0.19,4.45,9.98,12.83,6.19,37.83,0.39,6.7
(주)경동나비엔,009450,2021/12,제조업,7.69,19.39,10.35,26.03,0.07,12.22,7.71,20.2,9.67,38,0.2,10.6
(주)경동도시가스,267290,2017/12,"전기, 가스, 증기 및 공기조절 공급업",,,,,,,,,,,,
(주)경동도시가스,267290,2018/12,"전기, 가스, 증기 및 공기조절 공급업",5.54,10.66,4.38,7.8,-0.15,4.42,5.73,11.11,4.59,7.84,-0.14,4.63
(주)경동도시가스,267290,2019/12,"전기, 가스, 증기 및 공기조절 공급업",3.63,7.42,3.2,7.81,-0.17,3.23,3.67,7.45,3.22,7.91,-0.17,3.26
(주)경동도시가스,267290,2020/12,"전기, 가스, 증기 및 공기조절 공급업",2.47,5.43,2.6,9.38,-0.11,2.66,2.5,5.46,2.62,9.51,-0.11,2.67
(주)경동도시가스,267290,2021/12,"전기, 가스, 증기 및 공기조절 공급업",3.36,6.09,2.78,7.72,-0.1,2.84,3,5.9,2.45,7.82,-0.1,2.5
(주)경동인베스트,012320,2011/12,금융 및 보험업,6.59,12.86,5.9,6.02,-0.54,6.65,3.94,7.76,3.33,5.86,-0.32,3.66
(주)경동인베스트,012320,2012/12,금융 및 보험업,4.88,12.91,5.4,4.62,-0.47,6.07,4.51,10.11,3.88,4.84,-0.34,4.19
(주)경동인베스트,012320,2013/12,금융 및 보험업,4.01,9.38,3.97,4.17,-0.43,4.48,4.19,10.58,4.13,4.63,-0.35,4.46
(주)경동인베스트,012320,2014/12,금융 및 보험업,3.34,8.32,3.96,4.4,-0.43,4.56,3.8,13.88,6.01,5.07,-0.33,6.59
(주)경동인베스트,012320,2015/12,금융 및 보험업,1.81,-1.1,-0.6,6.56,-0.43,-0.7,-1.07,-2.85,-1.71,5.22,-0.22,-1.92
(주)경동인베스트,012320,2016/12,금융 및 보험업,2.57,2.96,1.79,9.46,-0.28,2.14,2.5,3.34,1.67,9.91,0,1.87
(주)경동인베스트,012320,2017/12,금융 및 보험업,-0.37,1.67,1.19,0,-337.32,1.68,4.22,10.99,6.02,27.86,0.63,7.1
(주)경동인베스트,012320,2018/12,금융 및 보험업,-0.05,0.51,0.49,51.27,-22.53,1.65,6.58,7.35,5.01,25.15,0.66,7.35
(주)경동인베스트,012320,2019/12,금융 및 보험업,-0.03,-0.3,-0.29,54.53,-15.31,-1.58,3.67,2.29,1.48,17.82,0.61,2.23
(주)경동인베스트,012320,2020/12,금융 및 보험업,0.15,0.43,0.42,66.28,-12.42,2.71,3.26,3.68,2.76,13.79,0.24,4.16
(주)경동인베스트,012320,2021/12,금융 및 보험업,0.2,0.12,0.12,62.53,-9.88,0.8,2.38,3.43,2.38,12.88,0.31,3.78
(주)경방,000050,2011/12,도매 및 소매업,1.62,-0.27,-0.14,10.64,6.52,-0.44,1.66,-0.18,-0.08,25.66,5.43,-0.26
(주)경방,000050,2012/12,도매 및 소매업,0.63,-1.05,-0.54,5.58,7.08,-1.7,0.54,-1.26,-0.59,21.82,5.93,-1.76
(주)경방,000050,2013/12,도매 및 소매업,2.8,2.23,1.18,15.62,4.65,3.95,2.74,2.32,1.11,27.57,3.97,3.4
(주)경방,000050,2014/12,도매 및 소매업,2.53,2.13,1.12,18.64,4.2,3.96,2.36,1.79,0.88,27.56,3.74,2.81
(주)경방,000050,2015/12,도매 및 소매업,3.05,3.27,1.7,31.93,2.61,6.17,2.97,2.55,1.27,28.45,2.75,3.97
(주)경방,000050,2016/12,도매 및 소매업,3.41,4.55,2.48,33.06,1.62,9.17,3.32,4.39,2.25,28.9,2,6.83
(주)경방,000050,2017/12,도매 및 소매업,3.24,3.67,2.11,34.62,1.45,8.03,3.28,3.67,1.97,29.75,1.78,6.3
(주)경방,000050,2018/12,도매 및 소매업,3.21,4.05,2.41,36.29,1.14,9.49,3.18,2.87,1.57,30.56,2.26,5.05
(주)경방,000050,2019/12,도매 및 소매업,3.09,3.02,1.76,40.22,0.79,10.3,2.4,6.01,3.26,28.93,2.52,12.88
(주)경방,000050,2020/12,도매 및 소매업,2.02,3.47,2.07,42.53,0.57,21.53,1.66,1.76,0.99,29.41,1.75,5
(주)경방,000050,2021/12,도매 및 소매업,2.36,3.05,1.92,39.32,-1.76,20.76,4.23,2.96,1.75,35.63,-0.34,8.6
(주)경보제약,214390,2011/12,제조업,,,,,,,,,,,,
(주)경보제약,214390,2012/12,제조업,,,,,,,,,,,,
(주)경보제약,214390,2013/12,제조업,18.28,27.22,12.57,31.33,0.89,14.13,,,,,,
(주)경보제약,214390,2014/12,제조업,17.77,12.84,5.55,29.34,0.62,6.15,,,,,,
(주)경보제약,214390,2015/12,제조업,14.1,27.32,14.36,27.27,0.49,15.65,,,,,,
(주)경보제약,214390,2016/12,제조업,7.81,10.08,6.37,23.62,0.5,6.84,,,,,,
(주)경보제약,214390,2017/12,제조업,12.03,13.26,8.79,28.5,0.51,9.36,,,,,,
(주)경보제약,214390,2018/12,제조업,8.1,9.03,6.15,24.47,0.44,6.53,,,,,,
(주)경보제약,214390,2019/12,제조업,2.7,3.55,2.3,21.24,0.67,2.49,,,,,,
(주)경보제약,214390,2020/12,제조업,3.53,6.16,3.83,24.37,0.57,4.26,,,,,,
(주)경보제약,214390,2021/12,제조업,-2.7,-4.97,-3.06,20.72,0.67,-3.44,,,,,,
(주)경인양행,012610,2011/12,제조업,0.76,1.76,1.12,14.67,-0.36,1.62,1.98,1.65,0.9,14.7,1.4,0.95
(주)경인양행,012610,2012/12,제조업,1.24,2.79,1.84,14.64,0.48,2.67,1.2,1.49,0.69,13.01,1.24,0.73
(주)경인양행,012610,2013/12,제조업,4.68,7.25,4.78,19.24,0.23,6.67,3.69,6.41,3.38,16.61,0.65,3.52
(주)경인양행,012610,2014/12,제조업,4.05,4.99,3.35,19.3,0.4,4.54,4.47,5.48,3.22,17.67,0.6,3.33
(주)경인양행,012610,2015/12,제조업,0.03,0.06,0.04,15.21,0.35,0.05,2.1,1.01,1.15,16.36,0.57,1.19
(주)경인양행,012610,2016/12,제조업,0.78,1.98,1.32,15.89,-0.23,1.79,3.15,2.7,2.04,17.04,0.57,2.13
