회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),[제조]총자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]매출액총이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]경영자본순이익률(IFRS),[제조]총자본정상영업이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]금융비용부담률(IFRS연결),[제조]경영자본순이익률(IFRS연결)
영풍제지(주),006740,2015/12,제조업,-1.88,-5.47,-4.46,9.47,0.15,-7.03,,,,,,
영풍제지(주),006740,2016/12,제조업,0.67,5.99,4.65,10.52,0.31,7.38,,,,,,
영풍제지(주),006740,2017/12,제조업,2.64,4.04,3.11,10.86,0.22,4.25,,,,,,
영풍제지(주),006740,2018/12,제조업,13.55,13.72,10.73,23.95,-0.21,13.73,,,,,,
영풍제지(주),006740,2019/12,제조업,7.84,8.07,6.69,19.38,-0.61,9.54,7.8,7.77,6.65,19.38,-0.61,11.1
영풍제지(주),006740,2020/12,제조업,6.02,6.98,5.03,20.14,-0.83,8.89,5.98,6.94,4.99,20.14,-0.83,8.77
영풍제지(주),006740,2021/12,제조업,3.96,4.95,3.11,14.2,0.45,5.61,3.93,4.92,3.08,14.2,0.45,5.54
영화금속(주),012280,2011/12,제조업,8.72,8.97,3.55,10.67,2.02,4.43,9.27,13.08,4.06,10.04,1.93,4.38
영화금속(주),012280,2012/12,제조업,8.52,8.82,4.02,12.04,1.61,5.08,9.47,13.04,4.84,11.57,1.58,5.24
영화금속(주),012280,2013/12,제조업,4.58,6.85,3.65,10.05,1,4.74,6.94,10.87,4.98,10.55,0.98,5.46
영화금속(주),012280,2014/12,제조업,9.98,14.76,7.81,12.25,0.63,9.6,,,,,,
영화금속(주),012280,2015/12,제조업,14.41,22.22,11.32,16.24,0.5,13.17,,,,,,
영화금속(주),012280,2016/12,제조업,8.65,14.71,7.38,14.61,0.52,8.77,,,,,,
영화금속(주),012280,2017/12,제조업,4.55,6.76,2.93,10.61,0.94,3.37,,,,,,
영화금속(주),012280,2018/12,제조업,0.55,1.48,0.53,6.77,1.13,0.59,,,,,,
영화금속(주),012280,2019/12,제조업,0.98,0.38,0.13,7.58,1.33,0.14,,,,,,
영화금속(주),012280,2020/12,제조업,-3.04,-12.53,-4.53,1.06,1.4,-4.59,,,,,,
영화금속(주),012280,2021/12,제조업,-7.99,-27.53,-9.05,-3.5,1,-9.27,,,,,,
웅진에너지(주),103130,2011/12,제조업,3.34,6.97,3.59,13.88,2.17,3.91,,,,,,
웅진에너지(주),103130,2012/12,제조업,-18.35,-85.96,-34.3,-59.49,6.99,-36.14,,,,,,
웅진에너지(주),103130,2013/12,제조업,-8.07,-43.44,-13.26,-18.94,8.84,-13.42,,,,,,
웅진에너지(주),103130,2014/12,제조업,-3.79,-43.51,-10.32,-1.98,7.36,-10.39,,,,,,
웅진에너지(주),103130,2015/12,제조업,0.16,-39.56,-7.26,6.93,6.77,-7.29,,,,,,
웅진에너지(주),103130,2016/12,제조업,-16.88,-122.07,-26.71,-16.87,4.99,-26.98,,,,,,
웅진에너지(주),103130,2017/12,제조업,1.17,1.38,0.42,10.22,4.85,0.44,,,,,,
웅진에너지(주),103130,2018/12,제조업,-19.53,-148.38,-38.93,-30.44,8.58,-40.13,,,,,,
웅진에너지(주),103130,2019/12,제조업,-31.9,0,-83.76,-108.06,40.28,-84.14,,,,,,
웰바이오텍(주),010600,2011/12,도매 및 소매업,6.53,5.73,3.89,11.27,1.5,7.71,5.29,4.14,2.53,11.7,0.97,2.68
웰바이오텍(주),010600,2012/12,도매 및 소매업,6.77,-5.61,-4.02,10.8,0.9,-7.66,4.84,-7.83,-4.42,11.01,0.66,-4.65
웰바이오텍(주),010600,2013/12,도매 및 소매업,5.56,5.86,4.56,9.32,0.48,8.53,3.15,6.23,3.91,9.74,0.39,4.15
웰바이오텍(주),010600,2014/12,도매 및 소매업,6.72,-5.96,-4.64,8.6,0.31,-7.62,0.27,-17.67,-11,8.16,0.26,-11.63
웰바이오텍(주),010600,2015/12,도매 및 소매업,3.74,6.06,4.55,8.24,0.53,6.65,3.45,1.54,0.92,9.46,0.35,0.97
웰바이오텍(주),010600,2016/12,도매 및 소매업,2.46,3.9,2.94,8.22,0.55,4.22,-0.68,-7,-4.13,9.26,0.39,-4.35
웰바이오텍(주),010600,2017/12,도매 및 소매업,-9.32,-66.92,-34.17,10.16,1.54,-50.81,-6.99,-29.57,-11.91,3.92,0.79,-14.22
웰바이오텍(주),010600,2018/12,도매 및 소매업,0.35,-29.59,-16.78,11.2,9.59,-27.28,-8.53,-31.09,-16.46,4.55,3.84,-22.09
웰바이오텍(주),010600,2019/12,도매 및 소매업,-2.09,-22.9,-17.36,13.51,3.24,-30.96,-9.87,-20.27,-14.33,10.78,2.33,-18.89
웰바이오텍(주),010600,2020/12,도매 및 소매업,-15.42,-138.63,-82.21,4.06,15.05,-159.53,-13.18,-141.53,-71.12,10.6,4.2,-92.82
웰바이오텍(주),010600,2021/12,도매 및 소매업,-10.97,-95.63,-34.28,-0.35,20.92,-92.19,-3.76,-75.71,-18.9,8,3.92,-38.12
유니온머티리얼(주),047400,2011/12,제조업,6.89,7.53,4.97,23.63,0.76,5.03,6.87,7.51,4.95,23.63,0.76,4.96
유니온머티리얼(주),047400,2012/12,제조업,4.86,4.41,2.81,21.19,1.19,2.88,5.04,4.8,3.03,21.37,1.38,3.04
유니온머티리얼(주),047400,2013/12,제조업,4.45,6.07,3.91,21.27,0.92,4.03,4.44,6.03,3.73,21.32,1.09,3.77
유니온머티리얼(주),047400,2014/12,제조업,3.88,3.92,2.56,18.62,0.66,2.64,3.91,3.91,2.44,18.84,0.81,2.48
유니온머티리얼(주),047400,2015/12,제조업,4.27,5.29,3.5,19.86,0.54,3.58,4.23,5.47,3.47,19.61,0.65,3.5
유니온머티리얼(주),047400,2016/12,제조업,5.82,6.95,4.78,20.61,0.33,4.89,5.52,6.92,4.58,20.76,0.45,4.62
유니온머티리얼(주),047400,2017/12,제조업,1.38,-0.64,-0.44,14.71,0.32,-0.45,1.2,-0.86,-0.59,14.95,0.44,-0.6
유니온머티리얼(주),047400,2018/12,제조업,1.36,-8.88,-5.43,13.03,0.62,-5.71,0.34,-10.41,-6.24,12.26,0.68,-6.42
유니온머티리얼(주),047400,2019/12,제조업,2.78,4.16,2.3,16.26,0.86,2.48,2.28,2.83,1.42,16.42,0.91,1.54
유니온머티리얼(주),047400,2020/12,제조업,0.61,-2.37,-1.26,12.62,0.63,-1.37,0.05,-1.59,-0.76,12.7,0.97,-0.87
유니온머티리얼(주),047400,2021/12,제조업,1.77,5.5,2.86,12.93,0.36,3.08,-0.46,0.65,0.29,10.75,0.89,0.32
유니온스틸(주),003640,2011/12,제조업,2.72,1.42,0.55,5.48,1.4,0.67,2.33,-0.68,-0.28,5.63,1.83,-0.32
유니온스틸(주),003640,2012/12,제조업,1.3,-6.48,-2.43,5.53,1.68,-2.97,0.29,-4.85,-1.44,4.98,2.09,-1.61
유니온스틸(주),003640,2013/12,제조업,2.24,3.82,1.49,7.69,1.34,1.71,1.54,-0.8,-0.29,6.12,1.69,-0.31
유니퀘스트(주),077500,2011/12,도매 및 소매업,7.08,7.42,5.01,10.13,0.04,7.49,5.16,13.97,9.03,10.43,-0.03,13.39
유니퀘스트(주),077500,2012/12,도매 및 소매업,5.37,7.14,4.64,11.02,0.07,6.84,4.35,17.47,11.13,11.3,-0.07,17.19
유니퀘스트(주),077500,2013/12,도매 및 소매업,4.2,12.53,8.21,10.27,-4.27,12.18,2.72,19.76,12.9,10.35,-0.09,21.27
유니퀘스트(주),077500,2014/12,도매 및 소매업,6.04,12.97,9.09,10.46,-3.95,13.32,4.47,9.64,6.65,10.55,-0.13,11.35
유니퀘스트(주),077500,2015/12,도매 및 소매업,5.18,10.07,7.3,9.14,-2.95,10.79,3.69,1.72,1.18,9.23,-0.05,2.01
유니퀘스트(주),077500,2016/12,도매 및 소매업,4.02,3.45,2.41,9.16,0.03,3.75,2.96,0.02,-0.02,9.51,-0.2,-0.04
유니퀘스트(주),077500,2017/12,도매 및 소매업,2.46,3.9,2.72,9.2,-1.55,4.39,3.19,5.48,3.18,12.15,0.1,5.38
유니퀘스트(주),077500,2018/12,도매 및 소매업,4.59,2.79,1.78,10.58,0.11,2.65,0.69,6.55,3.6,9.68,0.12,5.81
유니퀘스트(주),077500,2019/12,도매 및 소매업,4.76,2.88,1.62,9.62,0.24,2.24,2.04,12.68,6.66,9.78,0.27,10.38
유니퀘스트(주),077500,2020/12,도매 및 소매업,5.67,12.02,6.6,9.15,-1.1,9.14,2.47,10.8,5.62,9.25,0.26,8.9
유니퀘스트(주),077500,2021/12,도매 및 소매업,9.78,20.69,11.6,9.72,-1.49,15.94,5.01,20.73,12.32,9.78,0.08,19.98
유성기업(주),002920,2011/12,제조업,-0.22,5.35,3.47,3.51,-0.96,4.67,4.88,9.28,6.24,9.83,0.12,7.86
유성기업(주),002920,2012/12,제조업,1.91,6.84,4.38,5.74,-1.04,6.03,6.4,11.02,8.13,12.08,0.11,10.43
유성기업(주),002920,2013/12,제조업,0.09,7.27,4.94,3.42,-1.24,7.29,4.72,9.75,6.93,10.07,-0.11,8.99
유성기업(주),002920,2014/12,제조업,-0.52,4.37,3.02,2.87,-1.55,4.68,4.34,7.01,5.56,9.93,-0.37,7.25
유성기업(주),002920,2015/12,제조업,-2.44,2.15,1.5,0.71,-1.77,2.35,1.32,4.77,4.41,6.42,-0.79,5.84
유성기업(주),002920,2016/12,제조업,-2.14,3.21,2.29,0.9,-2.15,3.6,1.74,3.37,2.88,6.94,-0.55,3.83
유성기업(주),002920,2017/12,제조업,-1.83,3,2.14,0.98,-2.06,3.35,0.85,2.37,1.77,5.39,-0.71,2.35
유성기업(주),002920,2018/12,제조업,-2.46,1.51,1.08,-0.04,-1.95,1.7,0.84,2.02,1.78,5.22,-1,2.39
유성기업(주),002920,2019/12,제조업,-0.48,5.56,4,2.28,-2.7,6.19,2.81,5.83,4.93,8.14,-0.89,6.66
유성기업(주),002920,2020/12,제조업,-4.8,-3.06,-2.13,-2.65,-3.43,-3.27,-0.37,-1.75,-0.74,4.02,-0.71,-1.02
유성기업(주),002920,2021/12,제조업,-3.49,2.14,1.47,-0.38,-3.29,2.35,1.82,2.97,2.52,7.27,-0.52,3.65
유엔젤(주),072130,2011/12,정보통신업,4.24,2.23,1.99,37.99,-2.82,2.87,2.15,1.79,0.9,42.73,-2.92,1.07
유엔젤(주),072130,2012/12,정보통신업,1.5,-16.1,-14.17,37.37,-3.52,-20.45,-0.38,-12.09,-10.69,44.49,-1.99,-13.14
유엔젤(주),072130,2013/12,정보통신업,1.03,-2.75,-2.42,38.85,-2.05,-3.36,2.41,-5.33,-5.27,46.76,-1.38,-6.83
유엔젤(주),072130,2014/12,정보통신업,-7.45,-13.67,-12.25,33.07,-1.81,-16.57,-6.3,-16.54,-14.51,43.07,-1.46,-18.38
유엔젤(주),072130,2015/12,정보통신업,1.84,1.1,0.98,41.22,-0.83,1.26,1.05,2.78,1.8,43.5,-0.68,2.16
유엔젤(주),072130,2016/12,정보통신업,-6.16,-14.59,-12.54,38.97,-0.72,-15.68,-7.86,-8.63,-7.89,39.78,-0.9,-9.55
유엔젤(주),072130,2017/12,정보통신업,-3.09,-15.08,-12.24,41.79,-0.32,-14.49,-1.79,-14.67,-12.1,42.98,-0.4,-14.25
유엔젤(주),072130,2018/12,정보통신업,4.19,3.73,2.97,43.2,-0.43,3.42,5.88,4.35,3.59,46.6,-0.49,4.02
유엔젤(주),072130,2019/12,정보통신업,-4.62,-9.62,-7.74,38.88,-0.67,-8.66,-4.82,-12.8,-10.58,41.26,-0.76,-11.55
유엔젤(주),072130,2020/12,정보통신업,4.02,3.78,2.99,48.45,-0.39,3.23,2.53,-1.67,-2.44,49.15,-0.57,-2.62
유엔젤(주),072130,2021/12,정보통신업,5.68,27.7,22.85,49.97,-0.46,27.63,5.71,33.1,26.49,51.45,-0.42,31.83
율촌화학(주),008730,2011/12,제조업,7.28,7.56,5.73,13.3,-0.15,6.11,,,,,,
율촌화학(주),008730,2012/12,제조업,6.58,7.55,5.42,14.21,-0.16,5.93,,,,,,
율촌화학(주),008730,2013/12,제조업,7.61,8.82,5.68,15.15,0.19,6.23,,,,,,
율촌화학(주),008730,2014/12,제조업,2.64,2.86,1.66,10.72,0.73,1.7,,,,,,
율촌화학(주),008730,2015/12,제조업,4.1,4.45,2.59,14.03,0.64,2.6,,,,,,
율촌화학(주),008730,2016/12,제조업,5.59,6.58,4.02,14.28,0.45,4.06,,,,,,
율촌화학(주),008730,2017/12,제조업,7.31,8.31,4.94,15.72,0.38,5.16,,,,,,
율촌화학(주),008730,2018/12,제조업,2.99,4.12,2.34,11.59,0.4,2.49,2.89,4.38,2.4,11.51,0.42,2.52
율촌화학(주),008730,2019/12,제조업,4.35,5.56,3.13,13.45,0.5,3.33,4.23,5.37,2.98,13.16,0.54,3.16
율촌화학(주),008730,2020/12,제조업,4.09,5.33,3.05,13.38,0.45,3.3,4.38,5.85,3.31,13.47,0.46,3.57
율촌화학(주),008730,2021/12,제조업,1.35,1.88,1.02,9.66,0.55,1.1,1.72,2.44,1.32,9.86,0.54,1.41
이건산업(주),008250,2011/12,제조업,1.15,-4.82,-1.66,12.52,3.33,-2,3.31,-3.16,-1.05,16.71,6,-1.08
이건산업(주),008250,2012/12,제조업,2.29,0.66,0.23,11.06,2.91,0.28,6.04,3.42,1.25,17.71,3.49,1.29
이건산업(주),008250,2013/12,제조업,2.2,1.03,0.38,12.96,1.87,0.48,6.27,7.96,2.86,19.99,3.3,2.96
이건산업(주),008250,2014/12,제조업,2.06,0.11,0.04,11.9,1.38,0.06,6.44,8.31,3.22,20.65,2.2,3.32
이건산업(주),008250,2015/12,제조업,2.24,-3.93,-1.34,11.41,0.81,-1.76,4.17,1.07,0.56,16.98,0.67,0.58
이건산업(주),008250,2016/12,제조업,2.5,1.33,0.4,11.16,1.31,0.53,3.79,0.4,0.1,15.6,3.29,0.11
이건산업(주),008250,2017/12,제조업,1.95,3.39,1.01,9.86,0.99,1.36,3.51,3.41,1.2,14.46,2.11,1.23
이건산업(주),008250,2018/12,제조업,0.9,-3.98,-1.29,6.6,0.54,-1.83,5.42,3.73,1.49,14.59,1.64,1.55
이건산업(주),008250,2019/12,제조업,1.71,6.53,2.45,9.41,-0.95,3.6,2.25,0.44,0.24,12.48,1.86,0.25
이건산업(주),008250,2020/12,제조업,2.18,4.73,1.94,11.47,-0.29,3.05,1.45,0.96,0.42,12.61,1.56,0.45
이건산업(주),008250,2021/12,제조업,0.93,3.51,1.45,9.12,-3.19,2.46,8.01,6.44,2.91,21.91,1.15,3.22
이구산업(주),025820,2011/12,제조업,2.37,0.94,0.39,4.83,2.91,0.41,,,,,,
이구산업(주),025820,2012/12,제조업,-2.12,-6.95,-2.71,-0.36,3.27,-2.84,,,,,,
이구산업(주),025820,2013/12,제조업,-2.91,-8.72,-3.37,-1.4,2.59,-3.52,,,,,,
이구산업(주),025820,2014/12,제조업,1.73,1.99,0.78,4.22,2.58,0.81,,,,,,
이구산업(주),025820,2015/12,제조업,-3.43,-10.67,-4.19,-1.64,2.5,-4.35,,,,,,
이구산업(주),025820,2016/12,제조업,3.89,4.55,1.76,7.6,2.57,1.89,,,,,,
이구산업(주),025820,2017/12,제조업,5.36,10.64,4.23,8.88,1.96,4.44,,,,,,
이구산업(주),025820,2018/12,제조업,-0.04,-2.45,-0.99,2.34,1.84,-1,,,,,,
이구산업(주),025820,2019/12,제조업,0.25,-3.26,-1.28,2.53,1.87,-1.3,,,,,,
이구산업(주),025820,2020/12,제조업,2.2,1.86,0.71,5.26,1.62,0.72,,,,,,
이구산업(주),025820,2021/12,제조업,11.96,18.72,7.07,12.61,0.9,7.12,,,,,,
이연제약(주),102460,2011/12,제조업,18.91,20.63,15.35,63.7,-0.87,16.25,,,,,,
이연제약(주),102460,2012/12,제조업,14.58,14.66,11.67,58.88,-1.27,13.26,,,,,,
이연제약(주),102460,2013/12,제조업,10.4,8.47,6.74,57.88,-1.35,8.3,,,,,,
이연제약(주),102460,2014/12,제조업,9.05,7.84,6.27,56.57,-1.28,7.7,,,,,,
이연제약(주),102460,2015/12,제조업,8.77,6.07,5.01,58.5,-0.96,7.17,,,,,,
이연제약(주),102460,2016/12,제조업,6.38,5.73,4.86,57.71,-0.63,7.56,,,,,,
이연제약(주),102460,2017/12,제조업,6.22,6.22,5,57.54,-0.54,7.76,5.5,5.87,4.43,57.54,-0.57,6.93
이연제약(주),102460,2018/12,제조업,1.86,1.73,1.3,55.71,-1.25,1.84,0.83,0.61,0.45,55.71,-1.26,0.62
이연제약(주),102460,2019/12,제조업,2.59,2.79,2.17,56.45,-1.16,3.09,2.73,2.68,2.06,56.45,-1.24,2.87
이연제약(주),102460,2020/12,제조업,0.61,1.09,0.84,55.82,-0.35,1.62,1.4,1.71,1.3,55.82,-0.34,2.43
이연제약(주),102460,2021/12,제조업,0.63,1.1,0.66,55.63,-0.3,1.56,0.94,2.33,1.39,55.63,-0.29,3.2
이화산업(주),000760,2011/03,도매 및 소매업,10.81,16.56,7.54,14.79,4.63,10.6,4.46,11.2,3.17,19.13,3.46,5.23
이화산업(주),000760,2012/03,도매 및 소매업,1.72,-4.14,-1.82,13.38,5.53,-2.63,1.18,-1.3,-0.11,17.81,4.38,-0.36
이화산업(주),000760,2013/03,도매 및 소매업,-0.37,10.01,4.18,14.77,5.21,6.94,0.41,0.99,-2.63,19.3,3.54,-8.7
이화산업(주),000760,2014/03,도매 및 소매업,-2.53,-9.51,-3.67,15.17,4.83,-6.9,-0.56,-3.22,-1.06,19.17,4.14,-3.71
이화산업(주),000760,2015/03,도매 및 소매업,-0.82,45.25,22.19,14.48,1.88,43.92,0.01,6.74,2.69,17.67,2.54,10.84
이화산업(주),000760,2016/03,도매 및 소매업,0.28,-0.38,-0.24,13.47,2,-0.5,0.56,-0.24,-0.04,18.22,3,-0.19
이화산업(주),000760,2017/12,도매 및 소매업,0.33,-1.16,-0.76,14.81,1.73,-1.67,0.28,-1.97,-1.06,18.77,3.48,-5.3
이화산업(주),000760,2018/12,도매 및 소매업,0.3,-0.15,-0.1,14.57,1.73,-0.21,0.17,-1,-0.58,18.2,3.93,-3.03
이화산업(주),000760,2019/12,도매 및 소매업,-3.35,-6.13,-3.95,11.7,2.09,-8.87,-0.59,-4.35,-1.67,18.05,4.83,-9.08
이화산업(주),000760,2020/12,도매 및 소매업,-2.32,-1.52,-0.97,10.52,1.99,-2.34,-1.23,-2.65,-1.3,14.69,4.83,-7.41
이화산업(주),000760,2021/12,도매 및 소매업,0.82,13.94,9.52,16.6,0.96,22.58,-1.78,38.34,21.2,17.84,0.55,104.38
인지컨트롤스(주),023800,2011/12,제조업,2.02,5.94,3.11,7.74,0.48,4.76,7.24,12.75,6.56,11.65,0.56,7.06
인지컨트롤스(주),023800,2012/12,제조업,2.57,7.92,4.19,8.62,-0.47,6.5,3.53,8.31,5.75,11.75,0.44,6.67
인지컨트롤스(주),023800,2013/12,제조업,3.58,10.14,5.41,9.33,-1.63,8.18,2.41,1.17,-0.63,9.09,0.57,-0.82
인지컨트롤스(주),023800,2014/12,제조업,3.43,3.97,2.08,9.23,0.46,2.92,2.31,2.59,0.17,9.63,0.66,0.22
인지컨트롤스(주),023800,2015/12,제조업,4.3,7.99,4.12,9.23,-0.05,5.65,3.97,6.08,1.9,10.25,0.52,2.35
인지컨트롤스(주),023800,2016/12,제조업,2.92,1.44,0.73,10.66,0.22,1.05,3.86,5.1,2.42,12.32,0.57,3.03
인지컨트롤스(주),023800,2017/12,제조업,1.82,-1.1,-0.54,9.68,0.29,-0.8,1.07,-0.01,-0.2,10.12,0.57,-0.25
인지컨트롤스(주),023800,2018/12,제조업,3.63,-0.38,-0.18,10.78,-0.92,-0.26,2.43,1.56,0.22,11.3,0.87,0.28
인지컨트롤스(주),023800,2019/12,제조업,3.26,1.68,0.78,11.65,-1.4,1.15,1.16,-4.47,-1.62,11.51,1.19,-2.22
인지컨트롤스(주),023800,2020/12,제조업,-0.24,-1.76,-0.84,8.1,0.78,-1.33,-0.57,-1.77,-0.52,10.18,1.02,-0.73
인지컨트롤스(주),023800,2021/12,제조업,1.04,3.74,1.86,9.73,-0.7,3.22,0.38,1.9,0.45,10.92,0.82,0.6
인천도시가스(주),034590,2011/12,"전기, 가스, 증기 및 공기조절 공급업",5.02,8.84,3.72,8.09,-0.15,4.11,,,,,,
인천도시가스(주),034590,2012/12,"전기, 가스, 증기 및 공기조절 공급업",2.94,7.35,2.81,7.61,-0.09,3.17,,,,,,
인천도시가스(주),034590,2013/12,"전기, 가스, 증기 및 공기조절 공급업",3.3,7.59,2.85,7.62,-0.06,3.2,,,,,,
인천도시가스(주),034590,2014/12,"전기, 가스, 증기 및 공기조절 공급업",3.03,15.87,6.39,7.48,-0.13,6.83,,,,,,
인천도시가스(주),034590,2015/12,"전기, 가스, 증기 및 공기조절 공급업",1.63,4.53,2.01,9.08,-0.15,2.09,,,,,,
인천도시가스(주),034590,2016/12,"전기, 가스, 증기 및 공기조절 공급업",3.16,5.33,2.47,12.17,-0.11,2.6,,,,,,
인천도시가스(주),034590,2017/12,"전기, 가스, 증기 및 공기조절 공급업",3.97,8.22,3.66,12.78,-0.15,3.82,,,,,,
인천도시가스(주),034590,2018/12,"전기, 가스, 증기 및 공기조절 공급업",4.92,9.29,4.43,12.35,-0.17,4.56,5.16,8.95,4.64,12.34,-0.17,4.75
인천도시가스(주),034590,2019/12,"전기, 가스, 증기 및 공기조절 공급업",3.47,6.15,3.15,12.08,-0.05,3.24,3.35,5.87,3,12.08,-0.05,3.08
인천도시가스(주),034590,2020/12,"전기, 가스, 증기 및 공기조절 공급업",3.18,6.34,3.39,13.63,-0.01,3.51,3.05,6.05,3.23,13.63,-0.01,3.33
인천도시가스(주),034590,2021/12,"전기, 가스, 증기 및 공기조절 공급업",1.03,2.17,1.19,12.27,-0.02,1.23,0.89,1.94,1.03,12.28,-0.02,1.06
인터지스(주),129260,2011/12,운수 및 창고업,7.31,8.38,4.58,8.95,0.89,5.34,7.04,8.95,4.56,9.16,1.03,5.13
인터지스(주),129260,2012/12,운수 및 창고업,4.47,6.27,3.26,6.92,0.48,3.8,4.37,-1.72,0.14,7.27,0.64,0.15
인터지스(주),129260,2013/12,운수 및 창고업,4.16,-17.96,-7.53,6.54,0.64,-8.46,3.86,-11.38,-2.63,6.93,0.64,-2.84
인터지스(주),129260,2014/12,운수 및 창고업,6.13,0.05,0.02,8,0.59,0.02,5.99,-1.09,0.75,8.3,0.6,0.81
인터지스(주),129260,2015/12,운수 및 창고업,6.05,5.45,2.07,7.9,0.5,2.28,5.69,6.96,2.56,8.22,0.49,2.72
인터지스(주),129260,2016/12,운수 및 창고업,1.93,4.72,1.87,5.99,0.62,2.03,2.06,4.07,1.41,6.85,0.81,1.48
인터지스(주),129260,2017/12,운수 및 창고업,2.37,2.23,0.97,6.09,0.82,1.06,2.91,2.88,1.16,7.29,0.99,1.21
인터지스(주),129260,2018/12,운수 및 창고업,1.03,-6.92,-3.17,5.34,0.65,-3.57,1.92,-6.38,-2.89,6.8,0.9,-3.01
인터지스(주),129260,2019/12,운수 및 창고업,0.17,-21.66,-9.71,5.78,1.02,-11.52,1.46,-14.2,-9.89,7.27,1.21,-10.66
인터지스(주),129260,2020/12,운수 및 창고업,0.41,0.71,0.33,4.61,0.71,0.44,1.9,2.81,1.14,6.58,1.05,1.36
인터지스(주),129260,2021/12,운수 및 창고업,3.55,6.63,3.45,5.7,0.2,4.58,5.16,7.51,3.56,6.91,0.41,4.27
일동제약(주),249420,2016/12,제조업,,,,,,,,,,,,
일동제약(주),249420,2017/12,제조업,4.42,6.81,3.44,49.08,0.76,3.64,4.55,7.17,3.56,49.11,0.76,3.71
일동제약(주),249420,2018/12,제조업,4.9,4.32,2.15,50.58,0.64,2.28,5.02,4.53,2.25,50.64,0.63,2.39
일동제약(주),249420,2019/12,제조업,-0.32,-5.13,-2.31,44.83,0.88,-2.5,-0.23,-5.08,-2.28,44.9,0.94,-2.47
일동제약(주),249420,2020/12,제조업,0.92,-5.19,-2.16,42.34,0.66,-2.37,1.09,-5.13,-2.14,42.43,0.78,-2.34
일동제약(주),249420,2021/12,제조업,-8.4,-48.78,-15.3,39.07,1.73,-17.51,-8.45,-48.94,-15.37,39.18,1.78,-17.33
일동홀딩스(주),000230,2011/12,제조업,7.63,8.16,5.08,58.27,1.28,5.4,7.56,8.81,5.31,57.23,1.17,5.63
일동홀딩스(주),000230,2012/12,제조업,2.55,5.8,3.57,53.79,0.47,3.81,2.65,5.33,3.25,52.65,1.06,3.46
일동홀딩스(주),000230,2013/12,제조업,4.09,2.25,1.27,52.69,1.33,1.35,4.07,2,1.15,51.36,1.21,1.22
일동홀딩스(주),000230,2014/12,제조업,2.5,3.92,2.1,50.21,1.51,2.21,2.32,3.61,1.91,49.33,1.39,2
일동홀딩스(주),000230,2015/12,제조업,3.82,6.39,3.33,50.83,0.98,3.53,3.58,6.17,3.22,49.68,0.89,3.36
일동홀딩스(주),000230,2016/12,제조업,-0.35,119.34,64.77,68.11,2.64,76.56,-0.77,117.47,58.52,43.38,2.03,66.44
일동홀딩스(주),000230,2017/12,제조업,1.64,0.47,0.37,0,1.26,1.42,0.54,0.47,0.01,44.23,3.78,0.02
일동홀딩스(주),000230,2018/12,제조업,2.06,1.91,1.59,0,2.32,8.98,-0.25,-2.21,-1.42,42.54,4.19,-3.59
일동홀딩스(주),000230,2019/12,제조업,2.17,-8.42,-6.27,0,5.2,-53.54,-4.44,-14.91,-7.46,39.6,1.44,-9.49
일동홀딩스(주),000230,2020/12,제조업,1.19,11.03,7.52,0,9.19,127.94,-1.15,-14.74,-3.9,41.34,1.04,-4.19
일동홀딩스(주),000230,2021/12,제조업,0.51,0.83,0.56,0,7.51,6.94,-9.63,-80.54,-15.66,37.28,2.39,-17.14
일성건설(주),013360,2011/12,건설업,2.53,2.39,1.4,8.07,0.99,1.98,2.67,2.73,1.6,8.17,0.95,2.26
일성건설(주),013360,2012/12,건설업,-3.79,-11.15,-5.96,0.73,1.36,-8.22,-3.81,-11.04,-5.9,0.74,1.34,-8.12
일성건설(주),013360,2013/12,건설업,1.62,-2.01,-0.96,6.63,1.66,-1.37,3.47,-2.28,-1.08,8.27,1.97,-1.55
일성건설(주),013360,2014/12,건설업,-11.9,-31.54,-12.81,-8.11,1.66,-19.72,-10.66,-34.58,-13.62,-5.27,2,-20.89
일성건설(주),013360,2015/12,건설업,2.12,2.32,0.83,8.47,1.63,1.27,2.66,2.21,0.74,9.01,1.74,1.13
일성건설(주),013360,2016/12,건설업,2.59,2.77,1,8.45,1.49,1.46,3.03,2.22,0.78,8.76,1.43,1.14
일성건설(주),013360,2017/12,건설업,4.6,-17.24,-5.46,7.68,1.12,-7.68,4.44,-13.21,-4.13,7.66,1.11,-5.81
일성건설(주),013360,2018/12,건설업,3.17,3.64,1.03,7.91,1.88,1.42,3.22,2.79,0.79,8,1.88,1.09
일성건설(주),013360,2019/12,건설업,2.25,2.49,0.69,6.83,1.28,0.94,2.24,2.05,0.56,6.87,1.27,0.77
일성건설(주),013360,2020/12,건설업,3.16,3.56,1,8.76,0.61,1.58,3.17,3.16,0.88,8.8,0.6,1.38
일성건설(주),013360,2021/12,건설업,3.2,5.6,1.66,10.47,0.94,2.93,3.19,5.67,1.7,10.5,0.95,2.87
일성신약(주),003120,2011/12,제조업,1.01,9.84,7.92,35.87,0,42.45,,,,,,
