회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류)
(주)서흥,008490,2013/12,20,제조업
(주)서흥,008490,2014/12,20,제조업
(주)서흥,008490,2015/12,20,제조업
(주)서흥,008490,2016/12,20,제조업
(주)서흥,008490,2017/12,20,제조업
(주)서흥,008490,2018/12,20,제조업
(주)서흥,008490,2019/12,20,제조업
(주)서흥,008490,2020/12,20,제조업
(주)서흥,008490,2021/12,20,제조업
(주)선앤엘,002820,2011/12,16,제조업
(주)선앤엘,002820,2012/12,16,제조업
(주)선앤엘,002820,2013/12,16,제조업
(주)선앤엘,002820,2014/12,16,제조업
(주)선앤엘,002820,2015/12,16,제조업
(주)선앤엘,002820,2016/12,16,제조업
(주)선앤엘,002820,2017/12,16,제조업
(주)선앤엘,002820,2018/12,16,제조업
(주)선앤엘,002820,2019/12,16,제조업
(주)선앤엘,002820,2020/12,16,제조업
(주)선앤엘,002820,2021/12,16,제조업
(주)선진,136490,2011/12,10,제조업
(주)선진,136490,2012/12,10,제조업
(주)선진,136490,2013/12,10,제조업
(주)선진,136490,2014/12,10,제조업
(주)선진,136490,2015/12,10,제조업
(주)선진,136490,2016/12,10,제조업
(주)선진,136490,2017/12,10,제조업
(주)선진,136490,2018/12,10,제조업
(주)선진,136490,2019/12,10,제조업
(주)선진,136490,2020/12,10,제조업
(주)선진,136490,2021/12,10,제조업
(주)선진지주,014300,2011/12,10,제조업
(주)성안,011300,2011/12,13,제조업
(주)성안,011300,2012/12,13,제조업
(주)성안,011300,2013/12,13,제조업
(주)성안,011300,2014/12,13,제조업
(주)성안,011300,2015/12,13,제조업
(주)성안,011300,2016/12,13,제조업
(주)성안,011300,2017/12,13,제조업
(주)성안,011300,2018/12,13,제조업
(주)성안,011300,2019/12,13,제조업
(주)성안,011300,2020/12,13,제조업
(주)성안,011300,2021/12,13,제조업
(주)세아베스틸지주,001430,2011/12,24,제조업
(주)세아베스틸지주,001430,2012/12,24,제조업
(주)세아베스틸지주,001430,2013/12,24,제조업
(주)세아베스틸지주,001430,2014/12,24,제조업
(주)세아베스틸지주,001430,2015/12,24,제조업
(주)세아베스틸지주,001430,2016/12,24,제조업
(주)세아베스틸지주,001430,2017/12,24,제조업
(주)세아베스틸지주,001430,2018/12,24,제조업
(주)세아베스틸지주,001430,2019/12,24,제조업
(주)세아베스틸지주,001430,2020/12,24,제조업
(주)세아베스틸지주,001430,2021/12,24,제조업
(주)세아제강,306200,2018/12,24,제조업
(주)세아제강,306200,2019/12,24,제조업
(주)세아제강,306200,2020/12,24,제조업
(주)세아제강,306200,2021/12,24,제조업
(주)세아제강지주,003030,2011/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2012/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2013/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2014/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2015/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2016/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2017/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2018/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2019/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2020/12,71,"전문, 과학 및 기술 서비스업"
(주)세아제강지주,003030,2021/12,71,"전문, 과학 및 기술 서비스업"
(주)세아특수강,019440,2011/12,24,제조업
(주)세아특수강,019440,2012/12,24,제조업
(주)세아특수강,019440,2013/12,24,제조업
(주)세아특수강,019440,2014/12,24,제조업
(주)세아특수강,019440,2015/12,24,제조업
(주)세아특수강,019440,2016/12,24,제조업
(주)세아특수강,019440,2017/12,24,제조업
(주)세아특수강,019440,2018/12,24,제조업
(주)세아특수강,019440,2019/12,24,제조업
(주)세아특수강,019440,2020/12,24,제조업
(주)세아특수강,019440,2021/12,24,제조업
(주)세아홀딩스,058650,2011/12,24,제조업
(주)세아홀딩스,058650,2012/12,24,제조업
(주)세아홀딩스,058650,2013/12,24,제조업
(주)세아홀딩스,058650,2014/12,24,제조업
(주)세아홀딩스,058650,2015/12,24,제조업
(주)세아홀딩스,058650,2016/12,24,제조업
(주)세아홀딩스,058650,2017/12,24,제조업
(주)세아홀딩스,058650,2018/12,24,제조업
(주)세아홀딩스,058650,2019/12,24,제조업
(주)세아홀딩스,058650,2020/12,24,제조업
(주)세아홀딩스,058650,2021/12,24,제조업
(주)세우글로벌,013000,2011/12,46,도매 및 소매업
(주)세우글로벌,013000,2012/12,46,도매 및 소매업
(주)세우글로벌,013000,2013/12,46,도매 및 소매업
(주)세우글로벌,013000,2014/12,46,도매 및 소매업
(주)세우글로벌,013000,2015/12,46,도매 및 소매업
(주)세우글로벌,013000,2016/12,46,도매 및 소매업
(주)세우글로벌,013000,2017/12,46,도매 및 소매업
(주)세우글로벌,013000,2018/12,46,도매 및 소매업
(주)세우글로벌,013000,2019/12,46,도매 및 소매업
(주)세우글로벌,013000,2020/12,46,도매 및 소매업
(주)세우글로벌,013000,2021/12,46,도매 및 소매업
(주)세이브존아이앤씨,067830,2011/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2012/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2013/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2014/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2015/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2016/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2017/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2018/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2019/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2020/12,47,도매 및 소매업
(주)세이브존아이앤씨,067830,2021/12,47,도매 및 소매업
(주)세진중공업,075580,2011/12,31,제조업
(주)세진중공업,075580,2012/12,31,제조업
(주)세진중공업,075580,2013/12,31,제조업
(주)세진중공업,075580,2014/12,31,제조업
(주)세진중공업,075580,2015/12,31,제조업
(주)세진중공업,075580,2016/12,31,제조업
(주)세진중공업,075580,2017/12,31,제조업
(주)세진중공업,075580,2018/12,31,제조업
(주)세진중공업,075580,2019/12,31,제조업
(주)세진중공업,075580,2020/12,31,제조업
(주)세진중공업,075580,2021/12,31,제조업
(주)센트랄모텍,308170,2011/12,30,제조업
(주)센트랄모텍,308170,2012/12,30,제조업
(주)센트랄모텍,308170,2013/12,30,제조업
(주)센트랄모텍,308170,2014/12,30,제조업
(주)센트랄모텍,308170,2015/12,30,제조업
(주)센트랄모텍,308170,2016/12,30,제조업
(주)센트랄모텍,308170,2017/12,30,제조업
(주)센트랄모텍,308170,2018/12,30,제조업
(주)센트랄모텍,308170,2019/12,30,제조업
(주)센트랄모텍,308170,2020/12,30,제조업
(주)센트랄모텍,308170,2021/12,30,제조업
(주)센트럴인사이트,012600,2011/12,29,제조업
(주)센트럴인사이트,012600,2012/12,29,제조업
(주)센트럴인사이트,012600,2013/12,29,제조업
(주)센트럴인사이트,012600,2014/12,29,제조업
(주)센트럴인사이트,012600,2015/12,29,제조업
(주)센트럴인사이트,012600,2016/12,29,제조업
(주)센트럴인사이트,012600,2017/12,29,제조업
(주)센트럴인사이트,012600,2018/12,29,제조업
(주)센트럴인사이트,012600,2019/12,29,제조업
(주)센트럴인사이트,012600,2020/12,29,제조업
(주)센트럴인사이트,012600,2021/12,29,제조업
(주)셀트리온,068270,2011/12,21,제조업
(주)셀트리온,068270,2012/12,21,제조업
(주)셀트리온,068270,2013/12,21,제조업
(주)셀트리온,068270,2014/12,21,제조업
(주)셀트리온,068270,2015/12,21,제조업
(주)셀트리온,068270,2016/12,21,제조업
(주)셀트리온,068270,2017/12,21,제조업
(주)셀트리온,068270,2018/12,21,제조업
(주)셀트리온,068270,2019/12,21,제조업
(주)셀트리온,068270,2020/12,21,제조업
(주)셀트리온,068270,2021/12,21,제조업
(주)솔루엠,248070,2016/12,26,제조업
(주)솔루엠,248070,2017/12,26,제조업
(주)솔루엠,248070,2018/12,26,제조업
(주)솔루엠,248070,2019/12,26,제조업
(주)솔루엠,248070,2020/12,26,제조업
(주)솔루엠,248070,2021/12,26,제조업
(주)수산인더스트리,126720,2011/12,42,건설업
(주)수산인더스트리,126720,2012/12,42,건설업
(주)수산인더스트리,126720,2013/12,42,건설업
(주)수산인더스트리,126720,2014/12,42,건설업
(주)수산인더스트리,126720,2015/12,42,건설업
(주)수산인더스트리,126720,2016/12,42,건설업
(주)수산인더스트리,126720,2017/12,42,건설업
(주)수산인더스트리,126720,2018/12,42,건설업
(주)수산인더스트리,126720,2019/12,42,건설업
(주)수산인더스트리,126720,2020/12,42,건설업
(주)수산인더스트리,126720,2021/12,42,건설업
(주)수산중공업,017550,2011/12,29,제조업
(주)수산중공업,017550,2012/12,29,제조업
(주)수산중공업,017550,2013/12,29,제조업
(주)수산중공업,017550,2014/12,29,제조업
(주)수산중공업,017550,2015/12,29,제조업
(주)수산중공업,017550,2016/12,29,제조업
(주)수산중공업,017550,2017/12,29,제조업
(주)수산중공업,017550,2018/12,29,제조업
(주)수산중공업,017550,2019/12,29,제조업
(주)수산중공업,017550,2020/12,29,제조업
(주)수산중공업,017550,2021/12,29,제조업
(주)시디즈,134790,2011/12,32,제조업
(주)시디즈,134790,2012/12,32,제조업
(주)시디즈,134790,2013/12,32,제조업
(주)시디즈,134790,2014/12,32,제조업
(주)시디즈,134790,2015/12,32,제조업
(주)시디즈,134790,2016/12,32,제조업
(주)시디즈,134790,2017/12,32,제조업
(주)시디즈,134790,2018/12,32,제조업
(주)시디즈,134790,2019/12,32,제조업
(주)시디즈,134790,2020/12,32,제조업
(주)시디즈,134790,2021/12,32,제조업
(주)신도리코,029530,2011/12,26,제조업
(주)신도리코,029530,2012/12,26,제조업
(주)신도리코,029530,2013/12,26,제조업
(주)신도리코,029530,2014/12,26,제조업
(주)신도리코,029530,2015/12,26,제조업
(주)신도리코,029530,2016/12,26,제조업
(주)신도리코,029530,2017/12,26,제조업
(주)신도리코,029530,2018/12,26,제조업
(주)신도리코,029530,2019/12,26,제조업
(주)신도리코,029530,2020/12,26,제조업
(주)신도리코,029530,2021/12,26,제조업
(주)신성에프에이,104120,2011/12,29,제조업
(주)신성에프에이,104120,2012/12,29,제조업
(주)신성에프에이,104120,2013/12,29,제조업
(주)신성에프에이,104120,2014/12,29,제조업
(주)신성에프에이,104120,2015/12,29,제조업
(주)신성이엔지,104110,2011/12,29,제조업
(주)신성이엔지,011930,2011/12,26,제조업
(주)신성이엔지,104110,2012/12,29,제조업
(주)신성이엔지,011930,2012/12,26,제조업
(주)신성이엔지,104110,2013/12,29,제조업
(주)신성이엔지,011930,2013/12,26,제조업
(주)신성이엔지,011930,2014/12,26,제조업
(주)신성이엔지,104110,2014/12,29,제조업
(주)신성이엔지,104110,2015/12,29,제조업
(주)신성이엔지,011930,2015/12,26,제조업
(주)신성이엔지,011930,2016/12,26,제조업
(주)신성이엔지,011930,2017/12,26,제조업
(주)신성이엔지,011930,2018/12,26,제조업
(주)신성이엔지,011930,2019/12,26,제조업
(주)신성이엔지,011930,2020/12,26,제조업
(주)신성이엔지,011930,2021/12,26,제조업
(주)신세계,004170,2011/12,47,도매 및 소매업
(주)신세계,004170,2012/12,47,도매 및 소매업
(주)신세계,004170,2013/12,47,도매 및 소매업
(주)신세계,004170,2014/12,47,도매 및 소매업
(주)신세계,004170,2015/12,47,도매 및 소매업
(주)신세계,004170,2016/12,47,도매 및 소매업
(주)신세계,004170,2017/12,47,도매 및 소매업
(주)신세계,004170,2018/12,47,도매 및 소매업
(주)신세계,004170,2019/12,47,도매 및 소매업
(주)신세계,004170,2020/12,47,도매 및 소매업
(주)신세계,004170,2021/12,47,도매 및 소매업
(주)신세계아이앤씨,035510,2011/12,62,정보통신업
(주)신세계아이앤씨,035510,2012/12,62,정보통신업
(주)신세계아이앤씨,035510,2013/12,62,정보통신업
(주)신세계아이앤씨,035510,2014/12,62,정보통신업
(주)신세계아이앤씨,035510,2015/12,62,정보통신업
(주)신세계아이앤씨,035510,2016/12,62,정보통신업
(주)신세계아이앤씨,035510,2017/12,62,정보통신업
(주)신세계아이앤씨,035510,2018/12,62,정보통신업
(주)신세계아이앤씨,035510,2019/12,62,정보통신업
(주)신세계아이앤씨,035510,2020/12,62,정보통신업
(주)신세계아이앤씨,035510,2021/12,62,정보통신업
(주)신세계인터내셔날,031430,2011/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2012/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2013/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2014/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2015/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2016/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2017/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2018/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2019/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2020/12,47,도매 및 소매업
(주)신세계인터내셔날,031430,2021/12,47,도매 및 소매업
(주)신세계푸드,031440,2011/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2012/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2013/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2014/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2015/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2016/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2017/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2018/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2019/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2020/12,56,숙박 및 음식점업
(주)신세계푸드,031440,2021/12,56,숙박 및 음식점업
(주)신영와코루,005800,2011/09,14,제조업
(주)신영와코루,005800,2012/09,14,제조업
(주)신영와코루,005800,2013/09,14,제조업
(주)신영와코루,005800,2014/09,14,제조업
(주)신영와코루,005800,2015/12,14,제조업
(주)신영와코루,005800,2016/12,14,제조업
(주)신영와코루,005800,2017/12,14,제조업
(주)신영와코루,005800,2018/12,14,제조업
(주)신영와코루,005800,2019/12,14,제조업
(주)신영와코루,005800,2020/12,14,제조업
(주)신영와코루,005800,2021/12,14,제조업
(주)신원,009270,2011/12,14,제조업
(주)신원,009270,2012/12,14,제조업
(주)신원,009270,2013/12,14,제조업
(주)신원,009270,2014/12,14,제조업
(주)신원,009270,2015/12,14,제조업
(주)신원,009270,2016/12,14,제조업
(주)신원,009270,2017/12,14,제조업
(주)신원,009270,2018/12,14,제조업
(주)신원,009270,2019/12,14,제조업
(주)신원,009270,2020/12,14,제조업
(주)신원,009270,2021/12,14,제조업
(주)신일건업,014350,2011/12,41,건설업
(주)신일건업,014350,2012/12,41,건설업
(주)신일건업,014350,2013/12,41,건설업
(주)신일건업,014350,2014/12,41,건설업
(주)신한,005450,2011/12,41,건설업
(주)신한,005450,2012/12,41,건설업
(주)신한,005450,2013/12,41,건설업
(주)신한,005450,2014/12,41,건설업
(주)신한,005450,2015/12,41,건설업
(주)신한,005450,2016/12,41,건설업
(주)신한,005450,2017/12,41,건설업
(주)신한,005450,2018/12,41,건설업
(주)신한,005450,2019/12,41,건설업
(주)신화다이나믹스,001770,2011/12,24,제조업
(주)신화다이나믹스,001770,2012/12,24,제조업
(주)신화다이나믹스,001770,2013/12,24,제조업
(주)신화다이나믹스,001770,2014/12,24,제조업
(주)신화다이나믹스,001770,2015/12,24,제조업
(주)신화다이나믹스,001770,2016/12,24,제조업
(주)신화다이나믹스,001770,2017/12,24,제조업
(주)신화다이나믹스,001770,2018/12,24,제조업
(주)신화다이나믹스,001770,2019/12,24,제조업
(주)신화다이나믹스,001770,2020/12,24,제조업
(주)신화다이나믹스,001770,2021/12,24,제조업
(주)신흥,004080,2011/12,46,도매 및 소매업
(주)신흥,004080,2012/12,46,도매 및 소매업
(주)신흥,004080,2013/12,46,도매 및 소매업
(주)신흥,004080,2014/12,46,도매 및 소매업
(주)신흥,004080,2015/12,46,도매 및 소매업
(주)신흥,004080,2016/12,46,도매 및 소매업
(주)신흥,004080,2017/12,46,도매 및 소매업
(주)신흥,004080,2018/12,46,도매 및 소매업
(주)신흥,004080,2019/12,46,도매 및 소매업
(주)신흥,004080,2020/12,46,도매 및 소매업
(주)신흥,004080,2021/12,46,도매 및 소매업
(주)쌍방울,102280,2011/12,14,제조업
(주)쌍방울,102280,2012/12,14,제조업
(주)쌍방울,102280,2013/12,14,제조업
(주)쌍방울,102280,2014/12,14,제조업
(주)쌍방울,102280,2015/12,14,제조업
(주)쌍방울,102280,2016/12,14,제조업
(주)쌍방울,102280,2017/12,14,제조업
(주)쌍방울,102280,2018/12,14,제조업
(주)쌍방울,102280,2019/12,14,제조업
(주)쌍방울,102280,2020/12,14,제조업
(주)쌍방울,102280,2021/12,14,제조업
(주)쎌마테라퓨틱스,015540,2011/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2012/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2013/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2014/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2015/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2016/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2017/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2018/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2019/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2020/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쎌마테라퓨틱스,015540,2021/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2013/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2014/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2015/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2016/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2017/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2018/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2019/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2020/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)쏘카,403550,2021/12,76,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)씨아이테크,004920,2011/12,33,제조업
(주)씨아이테크,004920,2012/12,33,제조업
(주)씨아이테크,004920,2013/12,33,제조업
(주)씨아이테크,004920,2014/12,33,제조업
(주)씨아이테크,004920,2015/12,33,제조업
(주)씨아이테크,004920,2016/12,33,제조업
(주)씨아이테크,004920,2017/12,33,제조업
(주)씨아이테크,004920,2018/12,33,제조업
(주)씨아이테크,004920,2019/12,33,제조업
(주)씨아이테크,004920,2020/12,33,제조업
(주)씨아이테크,004920,2021/12,33,제조업
(주)아모레퍼시픽,090430,2011/12,20,제조업
(주)아모레퍼시픽,090430,2012/12,20,제조업
(주)아모레퍼시픽,090430,2013/12,20,제조업
(주)아모레퍼시픽,090430,2014/12,20,제조업
(주)아모레퍼시픽,090430,2015/12,20,제조업
(주)아모레퍼시픽,090430,2016/12,20,제조업
(주)아모레퍼시픽,090430,2017/12,20,제조업
(주)아모레퍼시픽,090430,2018/12,20,제조업
(주)아모레퍼시픽,090430,2019/12,20,제조업
(주)아모레퍼시픽,090430,2020/12,20,제조업
(주)아모레퍼시픽,090430,2021/12,20,제조업
(주)아모레퍼시픽그룹,002790,2011/12,20,제조업
(주)아모레퍼시픽그룹,002790,2012/12,20,제조업
(주)아모레퍼시픽그룹,002790,2013/12,20,제조업
(주)아모레퍼시픽그룹,002790,2014/12,20,제조업
(주)아모레퍼시픽그룹,002790,2015/12,20,제조업
(주)아모레퍼시픽그룹,002790,2016/12,20,제조업
(주)아모레퍼시픽그룹,002790,2017/12,20,제조업
(주)아모레퍼시픽그룹,002790,2018/12,20,제조업
(주)아모레퍼시픽그룹,002790,2019/12,20,제조업
(주)아모레퍼시픽그룹,002790,2020/12,20,제조업
(주)아모레퍼시픽그룹,002790,2021/12,20,제조업
(주)아센디오,012170,2011/12,59,정보통신업
(주)아센디오,012170,2012/12,59,정보통신업
(주)아센디오,012170,2013/12,59,정보통신업
(주)아센디오,012170,2014/12,59,정보통신업
(주)아센디오,012170,2015/12,59,정보통신업
(주)아센디오,012170,2016/12,59,정보통신업
(주)아센디오,012170,2017/12,59,정보통신업
(주)아센디오,012170,2018/12,59,정보통신업
(주)아센디오,012170,2019/12,59,정보통신업
(주)아센디오,012170,2020/12,59,정보통신업
(주)아센디오,012170,2021/12,59,정보통신업
(주)아이마켓코리아,122900,2011/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2012/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2013/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2014/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2015/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2016/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2017/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2018/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2019/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2020/12,46,도매 및 소매업
(주)아이마켓코리아,122900,2021/12,46,도매 및 소매업
(주)아이에이치큐,003560,2011/12,59,정보통신업
(주)아이에이치큐,003560,2012/12,59,정보통신업
(주)아이에이치큐,003560,2013/12,59,정보통신업
(주)아이에이치큐,003560,2014/12,59,정보통신업
(주)아이에이치큐,003560,2015/12,59,정보통신업
(주)아이에이치큐,003560,2016/12,59,정보통신업
(주)아이에이치큐,003560,2017/12,59,정보통신업
(주)아이에이치큐,003560,2018/12,59,정보통신업
(주)아이에이치큐,003560,2019/12,59,정보통신업
(주)아이에이치큐,003560,2020/12,59,정보통신업
(주)아이에이치큐,003560,2021/12,59,정보통신업
(주)알루코,001780,2011/12,24,제조업
(주)알루코,001780,2012/12,24,제조업
(주)알루코,001780,2013/12,24,제조업
(주)알루코,001780,2014/12,24,제조업
(주)알루코,001780,2015/12,24,제조업
(주)알루코,001780,2016/12,24,제조업
(주)알루코,001780,2017/12,24,제조업
(주)알루코,001780,2018/12,24,제조업
(주)알루코,001780,2019/12,24,제조업
(주)알루코,001780,2020/12,24,제조업
(주)알루코,001780,2021/12,24,제조업
(주)알앤엘바이오,003190,2011/12,46,도매 및 소매업
(주)알앤엘바이오,003190,2012/12,46,도매 및 소매업
(주)에넥스,011090,2011/12,32,제조업
(주)에넥스,011090,2012/12,32,제조업
(주)에넥스,011090,2013/12,32,제조업
(주)에넥스,011090,2014/12,32,제조업
(주)에넥스,011090,2015/12,32,제조업
(주)에넥스,011090,2016/12,32,제조업
(주)에넥스,011090,2017/12,32,제조업
(주)에넥스,011090,2018/12,32,제조업
(주)에넥스,011090,2019/12,32,제조업
(주)에넥스,011090,2020/12,32,제조업
(주)에넥스,011090,2021/12,32,제조업
(주)에스비에스,034120,2011/12,60,정보통신업
(주)에스비에스,034120,2012/12,60,정보통신업
(주)에스비에스,034120,2013/12,60,정보통신업
(주)에스비에스,034120,2014/12,60,정보통신업
(주)에스비에스,034120,2015/12,60,정보통신업
(주)에스비에스,034120,2016/12,60,정보통신업
(주)에스비에스,034120,2017/12,60,정보통신업
(주)에스비에스,034120,2018/12,60,정보통신업
(주)에스비에스,034120,2019/12,60,정보통신업
(주)에스비에스,034120,2020/12,60,정보통신업
(주)에스비에스,034120,2021/12,60,정보통신업
(주)에스엠벡셀,010580,2011/12,30,제조업
(주)에스엠벡셀,010580,2012/12,30,제조업
(주)에스엠벡셀,010580,2013/12,30,제조업
(주)에스엠벡셀,010580,2014/12,30,제조업
(주)에스엠벡셀,010580,2015/12,30,제조업
(주)에스엠벡셀,010580,2016/12,30,제조업
(주)에스엠벡셀,010580,2017/12,30,제조업
(주)에스엠벡셀,010580,2018/12,30,제조업
(주)에스엠벡셀,010580,2019/12,30,제조업
(주)에스엠벡셀,010580,2020/12,30,제조업
(주)에스엠벡셀,010580,2021/12,30,제조업
(주)에스와이코퍼레이션,008080,2011/12,27,제조업
(주)에스와이코퍼레이션,008080,2012/12,27,제조업
(주)에스원,012750,2011/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2012/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2013/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2014/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2015/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2016/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2017/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2018/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2019/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2020/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스원,012750,2021/12,75,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에스제이엠,123700,2011/12,30,제조업
(주)에스제이엠,123700,2012/12,30,제조업
(주)에스제이엠,123700,2013/12,30,제조업
(주)에스제이엠,123700,2014/12,30,제조업
(주)에스제이엠,123700,2015/12,30,제조업
(주)에스제이엠,123700,2016/12,30,제조업
(주)에스제이엠,123700,2017/12,30,제조업
(주)에스제이엠,123700,2018/12,30,제조업
(주)에스제이엠,123700,2019/12,30,제조업
(주)에스제이엠,123700,2020/12,30,제조업
(주)에스제이엠,123700,2021/12,30,제조업
(주)에스제이엠홀딩스,025530,2011/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2012/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2013/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2014/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2015/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2016/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2017/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2018/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2019/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2020/12,45,도매 및 소매업
(주)에스제이엠홀딩스,025530,2021/12,45,도매 및 소매업
(주)에스지글로벌,001380,2011/12,30,제조업
(주)에스지글로벌,001380,2012/12,30,제조업
(주)에스지글로벌,001380,2013/12,30,제조업
(주)에스지글로벌,001380,2014/12,30,제조업
(주)에스지글로벌,001380,2015/12,30,제조업
(주)에스지글로벌,001380,2016/12,30,제조업
(주)에스지글로벌,001380,2017/12,30,제조업
(주)에스지글로벌,001380,2018/12,30,제조업
(주)에스지글로벌,001380,2019/12,30,제조업
(주)에스지글로벌,001380,2020/12,30,제조업
(주)에스지글로벌,001380,2021/12,30,제조업
(주)에스지세계물산,004060,2011/12,46,도매 및 소매업
(주)에스지세계물산,004060,2012/12,46,도매 및 소매업
(주)에스지세계물산,004060,2013/12,46,도매 및 소매업
