회사명,거래소코드,회계년도,상장일
경인전자(주),009140,2013/12,1989/06/20
경인전자(주),009140,2014/12,1989/06/20
경인전자(주),009140,2015/12,1989/06/20
경인전자(주),009140,2016/12,1989/06/20
경인전자(주),009140,2017/12,1989/06/20
경인전자(주),009140,2018/12,1989/06/20
경인전자(주),009140,2019/12,1989/06/20
경인전자(주),009140,2020/12,1989/06/20
경인전자(주),009140,2021/12,1989/06/20
계룡건설산업(주),013580,2011/12,1996/01/30
계룡건설산업(주),013580,2012/12,1996/01/30
계룡건설산업(주),013580,2013/12,1996/01/30
계룡건설산업(주),013580,2014/12,1996/01/30
계룡건설산업(주),013580,2015/12,1996/01/30
계룡건설산업(주),013580,2016/12,1996/01/30
계룡건설산업(주),013580,2017/12,1996/01/30
계룡건설산업(주),013580,2018/12,1996/01/30
계룡건설산업(주),013580,2019/12,1996/01/30
계룡건설산업(주),013580,2020/12,1996/01/30
계룡건설산업(주),013580,2021/12,1996/01/30
계양전기(주),012200,2011/12,1988/07/06
계양전기(주),012200,2012/12,1988/07/06
계양전기(주),012200,2013/12,1988/07/06
계양전기(주),012200,2014/12,1988/07/06
계양전기(주),012200,2015/12,1988/07/06
계양전기(주),012200,2016/12,1988/07/06
계양전기(주),012200,2017/12,1988/07/06
계양전기(주),012200,2018/12,1988/07/06
계양전기(주),012200,2019/12,1988/07/06
계양전기(주),012200,2020/12,1988/07/06
계양전기(주),012200,2021/12,1988/07/06
고려개발(주),004200,2011/12,1978/10/30
고려개발(주),004200,2012/12,1978/10/30
고려개발(주),004200,2013/12,1978/10/30
고려개발(주),004200,2014/12,1978/10/30
고려개발(주),004200,2015/12,1978/10/30
고려개발(주),004200,2016/12,1978/10/30
고려개발(주),004200,2017/12,1978/10/30
고려개발(주),004200,2018/12,1978/10/30
고려개발(주),004200,2019/12,1978/10/30
고려산업(주),002140,2011/12,1991/01/14
고려산업(주),002140,2012/12,1991/01/14
고려산업(주),002140,2013/12,1991/01/14
고려산업(주),002140,2014/12,1991/01/14
고려산업(주),002140,2015/12,1991/01/14
고려산업(주),002140,2016/12,1991/01/14
고려산업(주),002140,2017/12,1991/01/14
고려산업(주),002140,2018/12,1991/01/14
고려산업(주),002140,2019/12,1991/01/14
고려산업(주),002140,2020/12,1991/01/14
고려산업(주),002140,2021/12,1991/01/14
고려아연(주),010130,2011/12,1990/07/28
고려아연(주),010130,2012/12,1990/07/28
고려아연(주),010130,2013/12,1990/07/28
고려아연(주),010130,2014/12,1990/07/28
고려아연(주),010130,2015/12,1990/07/28
고려아연(주),010130,2016/12,1990/07/28
고려아연(주),010130,2017/12,1990/07/28
고려아연(주),010130,2018/12,1990/07/28
고려아연(주),010130,2019/12,1990/07/28
고려아연(주),010130,2020/12,1990/07/28
고려아연(주),010130,2021/12,1990/07/28
고려제강(주),002240,2011/12,1976/05/25
고려제강(주),002240,2012/12,1976/05/25
고려제강(주),002240,2013/12,1976/05/25
고려제강(주),002240,2014/12,1976/05/25
고려제강(주),002240,2015/12,1976/05/25
고려제강(주),002240,2016/12,1976/05/25
고려제강(주),002240,2017/12,1976/05/25
고려제강(주),002240,2018/12,1976/05/25
고려제강(주),002240,2019/12,1976/05/25
고려제강(주),002240,2020/12,1976/05/25
고려제강(주),002240,2021/12,1976/05/25
광동제약(주),009290,2011/12,1989/11/17
광동제약(주),009290,2012/12,1989/11/17
광동제약(주),009290,2013/12,1989/11/17
광동제약(주),009290,2014/12,1989/11/17
광동제약(주),009290,2015/12,1989/11/17
광동제약(주),009290,2016/12,1989/11/17
광동제약(주),009290,2017/12,1989/11/17
광동제약(주),009290,2018/12,1989/11/17
광동제약(주),009290,2019/12,1989/11/17
광동제약(주),009290,2020/12,1989/11/17
광동제약(주),009290,2021/12,1989/11/17
광전자(주),017900,2011/12,1996/10/16
광전자(주),017900,2012/12,1996/10/16
광전자(주),017900,2013/12,1996/10/16
광전자(주),017900,2014/12,1996/10/16
광전자(주),017900,2015/12,1996/10/16
광전자(주),017900,2016/12,1996/10/16
광전자(주),017900,2017/12,1996/10/16
광전자(주),017900,2018/12,1996/10/16
광전자(주),017900,2019/12,1996/10/16
광전자(주),017900,2020/12,1996/10/16
광전자(주),017900,2021/12,1996/10/16
교촌에프앤비(주),339770,2011/12,2020/11/12
교촌에프앤비(주),339770,2012/12,2020/11/12
교촌에프앤비(주),339770,2013/12,2020/11/12
교촌에프앤비(주),339770,2014/12,2020/11/12
교촌에프앤비(주),339770,2015/12,2020/11/12
교촌에프앤비(주),339770,2016/12,2020/11/12
교촌에프앤비(주),339770,2017/12,2020/11/12
교촌에프앤비(주),339770,2018/12,2020/11/12
교촌에프앤비(주),339770,2019/12,2020/11/12
교촌에프앤비(주),339770,2020/12,2020/11/12
교촌에프앤비(주),339770,2021/12,2020/11/12
국도화학(주),007690,2011/12,1989/08/05
국도화학(주),007690,2012/12,1989/08/05
국도화학(주),007690,2013/12,1989/08/05
국도화학(주),007690,2014/12,1989/08/05
국도화학(주),007690,2015/12,1989/08/05
국도화학(주),007690,2016/12,1989/08/05
국도화학(주),007690,2017/12,1989/08/05
국도화학(주),007690,2018/12,1989/08/05
국도화학(주),007690,2019/12,1989/08/05
국도화학(주),007690,2020/12,1989/08/05
국도화학(주),007690,2021/12,1989/08/05
국제약품(주),002720,2011/03,1975/12/23
국제약품(주),002720,2012/12,1975/12/23
국제약품(주),002720,2013/12,1975/12/23
국제약품(주),002720,2014/12,1975/12/23
국제약품(주),002720,2015/12,1975/12/23
국제약품(주),002720,2016/12,1975/12/23
국제약품(주),002720,2017/12,1975/12/23
국제약품(주),002720,2018/12,1975/12/23
국제약품(주),002720,2019/12,1975/12/23
국제약품(주),002720,2020/12,1975/12/23
국제약품(주),002720,2021/12,1975/12/23
그랜드코리아레저(주),114090,2011/12,2009/11/19
그랜드코리아레저(주),114090,2012/12,2009/11/19
그랜드코리아레저(주),114090,2013/12,2009/11/19
그랜드코리아레저(주),114090,2014/12,2009/11/19
그랜드코리아레저(주),114090,2015/12,2009/11/19
그랜드코리아레저(주),114090,2016/12,2009/11/19
그랜드코리아레저(주),114090,2017/12,2009/11/19
그랜드코리아레저(주),114090,2018/12,2009/11/19
그랜드코리아레저(주),114090,2019/12,2009/11/19
그랜드코리아레저(주),114090,2020/12,2009/11/19
그랜드코리아레저(주),114090,2021/12,2009/11/19
그린케미칼(주),083420,2011/12,2005/10/20
그린케미칼(주),083420,2012/12,2005/10/20
그린케미칼(주),083420,2013/12,2005/10/20
그린케미칼(주),083420,2014/12,2005/10/20
그린케미칼(주),083420,2015/12,2005/10/20
그린케미칼(주),083420,2016/12,2005/10/20
그린케미칼(주),083420,2017/12,2005/10/20
그린케미칼(주),083420,2018/12,2005/10/20
그린케미칼(주),083420,2019/12,2005/10/20
그린케미칼(주),083420,2020/12,2005/10/20
그린케미칼(주),083420,2021/12,2005/10/20
극동유화(주),014530,2011/12,1991/01/31
극동유화(주),014530,2012/12,1991/01/31
극동유화(주),014530,2013/12,1991/01/31
극동유화(주),014530,2014/12,1991/01/31
극동유화(주),014530,2015/12,1991/01/31
극동유화(주),014530,2016/12,1991/01/31
극동유화(주),014530,2017/12,1991/01/31
극동유화(주),014530,2018/12,1991/01/31
극동유화(주),014530,2019/12,1991/01/31
극동유화(주),014530,2020/12,1991/01/31
극동유화(주),014530,2021/12,1991/01/31
글로스텍(주),012410,2011/12,1989/09/29
글로스텍(주),012410,2012/12,1989/09/29
금강공업(주),014280,2011/12,1988/09/10
금강공업(주),014280,2012/12,1988/09/10
금강공업(주),014280,2013/12,1988/09/10
금강공업(주),014280,2014/12,1988/09/10
금강공업(주),014280,2015/12,1988/09/10
금강공업(주),014280,2016/12,1988/09/10
금강공업(주),014280,2017/12,1988/09/10
금강공업(주),014280,2018/12,1988/09/10
금강공업(주),014280,2019/12,1988/09/10
금강공업(주),014280,2020/12,1988/09/10
금강공업(주),014280,2021/12,1988/09/10
금호건설(주),002990,2011/12,1976/06/26
금호건설(주),002990,2012/12,1976/06/26
금호건설(주),002990,2013/12,1976/06/26
금호건설(주),002990,2014/12,1976/06/26
금호건설(주),002990,2015/12,1976/06/26
금호건설(주),002990,2016/12,1976/06/26
금호건설(주),002990,2017/12,1976/06/26
금호건설(주),002990,2018/12,1976/06/26
금호건설(주),002990,2019/12,1976/06/26
금호건설(주),002990,2020/12,1976/06/26
금호건설(주),002990,2021/12,1976/06/26
금호석유화학(주),011780,2011/12,1988/01/22
금호석유화학(주),011780,2012/12,1988/01/22
금호석유화학(주),011780,2013/12,1988/01/22
금호석유화학(주),011780,2014/12,1988/01/22
금호석유화학(주),011780,2015/12,1988/01/22
금호석유화학(주),011780,2016/12,1988/01/22
금호석유화학(주),011780,2017/12,1988/01/22
금호석유화학(주),011780,2018/12,1988/01/22
금호석유화학(주),011780,2019/12,1988/01/22
금호석유화학(주),011780,2020/12,1988/01/22
금호석유화학(주),011780,2021/12,1988/01/22
금호전기(주),001210,2011/12,1973/11/05
금호전기(주),001210,2012/12,1973/11/05
금호전기(주),001210,2013/12,1973/11/05
금호전기(주),001210,2014/12,1973/11/05
금호전기(주),001210,2015/12,1973/11/05
금호전기(주),001210,2016/12,1973/11/05
금호전기(주),001210,2017/12,1973/11/05
금호전기(주),001210,2018/12,1973/11/05
금호전기(주),001210,2019/12,1973/11/05
금호전기(주),001210,2020/12,1973/11/05
금호전기(주),001210,2021/12,1973/11/05
금호타이어(주),073240,2011/12,2005/02/17
금호타이어(주),073240,2012/12,2005/02/17
금호타이어(주),073240,2013/12,2005/02/17
금호타이어(주),073240,2014/12,2005/02/17
금호타이어(주),073240,2015/12,2005/02/17
금호타이어(주),073240,2016/12,2005/02/17
금호타이어(주),073240,2017/12,2005/02/17
금호타이어(주),073240,2018/12,2005/02/17
금호타이어(주),073240,2019/12,2005/02/17
금호타이어(주),073240,2020/12,2005/02/17
금호타이어(주),073240,2021/12,2005/02/17
기아(주),000270,2011/12,1973/07/21
기아(주),000270,2012/12,1973/07/21
기아(주),000270,2013/12,1973/07/21
기아(주),000270,2014/12,1973/07/21
기아(주),000270,2015/12,1973/07/21
기아(주),000270,2016/12,1973/07/21
기아(주),000270,2017/12,1973/07/21
기아(주),000270,2018/12,1973/07/21
기아(주),000270,2019/12,1973/07/21
기아(주),000270,2020/12,1973/07/21
기아(주),000270,2021/12,1973/07/21
깨끗한나라(주),004540,2011/12,1974/06/19
깨끗한나라(주),004540,2012/12,1974/06/19
깨끗한나라(주),004540,2013/12,1974/06/19
깨끗한나라(주),004540,2014/12,1974/06/19
깨끗한나라(주),004540,2015/12,1974/06/19
깨끗한나라(주),004540,2016/12,1974/06/19
깨끗한나라(주),004540,2017/12,1974/06/19
깨끗한나라(주),004540,2018/12,1974/06/19
깨끗한나라(주),004540,2019/12,1974/06/19
깨끗한나라(주),004540,2020/12,1974/06/19
깨끗한나라(주),004540,2021/12,1974/06/19
남광토건(주),001260,2011/12,1976/12/28
남광토건(주),001260,2012/12,1976/12/28
남광토건(주),001260,2013/12,1976/12/28
남광토건(주),001260,2014/12,1976/12/28
남광토건(주),001260,2015/12,1976/12/28
남광토건(주),001260,2016/12,1976/12/28
남광토건(주),001260,2017/12,1976/12/28
남광토건(주),001260,2018/12,1976/12/28
남광토건(주),001260,2019/12,1976/12/28
남광토건(주),001260,2020/12,1976/12/28
남광토건(주),001260,2021/12,1976/12/28
남양유업(주),003920,2011/12,1978/06/24
남양유업(주),003920,2012/12,1978/06/24
남양유업(주),003920,2013/12,1978/06/24
남양유업(주),003920,2014/12,1978/06/24
남양유업(주),003920,2015/12,1978/06/24
남양유업(주),003920,2016/12,1978/06/24
남양유업(주),003920,2017/12,1978/06/24
남양유업(주),003920,2018/12,1978/06/24
남양유업(주),003920,2019/12,1978/06/24
남양유업(주),003920,2020/12,1978/06/24
남양유업(주),003920,2021/12,1978/06/24
남해화학(주),025860,2011/12,1995/11/10
남해화학(주),025860,2012/12,1995/11/10
남해화학(주),025860,2013/12,1995/11/10
남해화학(주),025860,2014/12,1995/11/10
남해화학(주),025860,2015/12,1995/11/10
남해화학(주),025860,2016/12,1995/11/10
남해화학(주),025860,2017/12,1995/11/10
남해화학(주),025860,2018/12,1995/11/10
남해화학(주),025860,2019/12,1995/11/10
남해화학(주),025860,2020/12,1995/11/10
남해화학(주),025860,2021/12,1995/11/10
네이버(주),035420,2011/12,2008/11/28
네이버(주),035420,2012/12,2008/11/28
네이버(주),035420,2013/12,2008/11/28
네이버(주),035420,2014/12,2008/11/28
네이버(주),035420,2015/12,2008/11/28
네이버(주),035420,2016/12,2008/11/28
네이버(주),035420,2017/12,2008/11/28
네이버(주),035420,2018/12,2008/11/28
네이버(주),035420,2019/12,2008/11/28
네이버(주),035420,2020/12,2008/11/28
네이버(주),035420,2021/12,2008/11/28
넥센타이어(주),002350,2011/12,1976/05/19
넥센타이어(주),002350,2012/12,1976/05/19
넥센타이어(주),002350,2013/12,1976/05/19
넥센타이어(주),002350,2014/12,1976/05/19
넥센타이어(주),002350,2015/12,1976/05/19
넥센타이어(주),002350,2016/12,1976/05/19
넥센타이어(주),002350,2017/12,1976/05/19
넥센타이어(주),002350,2018/12,1976/05/19
넥센타이어(주),002350,2019/12,1976/05/19
넥센타이어(주),002350,2020/12,1976/05/19
넥센타이어(주),002350,2021/12,1976/05/19
넷마블(주),251270,2011/12,2017/05/12
넷마블(주),251270,2012/12,2017/05/12
넷마블(주),251270,2013/12,2017/05/12
넷마블(주),251270,2014/12,2017/05/12
넷마블(주),251270,2015/12,2017/05/12
넷마블(주),251270,2016/12,2017/05/12
넷마블(주),251270,2017/12,2017/05/12
넷마블(주),251270,2018/12,2017/05/12
넷마블(주),251270,2019/12,2017/05/12
넷마블(주),251270,2020/12,2017/05/12
넷마블(주),251270,2021/12,2017/05/12
다스코(주),058730,2011/12,2004/08/02
다스코(주),058730,2012/12,2004/08/02
다스코(주),058730,2013/12,2004/08/02
다스코(주),058730,2014/12,2004/08/02
다스코(주),058730,2015/12,2004/08/02
다스코(주),058730,2016/12,2004/08/02
다스코(주),058730,2017/12,2004/08/02
다스코(주),058730,2018/12,2004/08/02
다스코(주),058730,2019/12,2004/08/02
다스코(주),058730,2020/12,2004/08/02
다스코(주),058730,2021/12,2004/08/02
대덕GDS(주),004130,2011/12,1987/07/22
대덕GDS(주),004130,2012/12,1987/07/22
대덕GDS(주),004130,2013/12,1987/07/22
대덕GDS(주),004130,2014/12,1987/07/22
대덕GDS(주),004130,2015/12,1987/07/22
대덕GDS(주),004130,2016/12,1987/07/22
대덕GDS(주),004130,2017/12,1987/07/22
대덕전자(주),353200,2020/12,2020/05/21
대덕전자(주),353200,2021/12,2020/05/21
대림비앤코(주),005750,2011/12,1992/12/23
대림비앤코(주),005750,2012/12,1992/12/23
대림비앤코(주),005750,2013/12,1992/12/23
대림비앤코(주),005750,2014/12,1992/12/23
대림비앤코(주),005750,2015/12,1992/12/23
대림비앤코(주),005750,2016/12,1992/12/23
대림비앤코(주),005750,2017/12,1992/12/23
대림비앤코(주),005750,2018/12,1992/12/23
대림비앤코(주),005750,2019/12,1992/12/23
대림비앤코(주),005750,2020/12,1992/12/23
대림비앤코(주),005750,2021/12,1992/12/23
대림통상(주),006570,2011/12,1975/11/08
대림통상(주),006570,2012/12,1975/11/08
대림통상(주),006570,2013/12,1975/11/08
대림통상(주),006570,2014/12,1975/11/08
대림통상(주),006570,2015/12,1975/11/08
대림통상(주),006570,2016/12,1975/11/08
대림통상(주),006570,2017/12,1975/11/08
대림통상(주),006570,2018/12,1975/11/08
대림통상(주),006570,2019/12,1975/11/08
대림통상(주),006570,2020/12,1975/11/08
대림통상(주),006570,2021/12,1975/11/08
대상(주),001680,2011/12,1970/04/01
대상(주),001680,2012/12,1970/04/01
대상(주),001680,2013/12,1970/04/01
대상(주),001680,2014/12,1970/04/01
대상(주),001680,2015/12,1970/04/01
대상(주),001680,2016/12,1970/04/01
대상(주),001680,2017/12,1970/04/01
대상(주),001680,2018/12,1970/04/01
대상(주),001680,2019/12,1970/04/01
대상(주),001680,2020/12,1970/04/01
대상(주),001680,2021/12,1970/04/01
대상홀딩스(주),084690,2011/12,2005/08/17
대상홀딩스(주),084690,2012/12,2005/08/17
대상홀딩스(주),084690,2013/12,2005/08/17
대상홀딩스(주),084690,2014/12,2005/08/17
대상홀딩스(주),084690,2015/12,2005/08/17
대상홀딩스(주),084690,2016/12,2005/08/17
대상홀딩스(주),084690,2017/12,2005/08/17
대상홀딩스(주),084690,2018/12,2005/08/17
대상홀딩스(주),084690,2019/12,2005/08/17
대상홀딩스(주),084690,2020/12,2005/08/17
대상홀딩스(주),084690,2021/12,2005/08/17
대성산업(주),128820,2011/12,2010/07/30
대성산업(주),128820,2012/12,2010/07/30
대성산업(주),128820,2013/12,2010/07/30
대성산업(주),128820,2014/12,2010/07/30
대성산업(주),128820,2015/12,2010/07/30
대성산업(주),128820,2016/12,2010/07/30
대성산업(주),128820,2017/12,2010/07/30
대성산업(주),128820,2018/12,2010/07/30
대성산업(주),128820,2019/12,2010/07/30
대성산업(주),128820,2020/12,2010/07/30
대성산업(주),128820,2021/12,2010/07/30
대성에너지(주),117580,2011/12,2010/12/24
대성에너지(주),117580,2012/12,2010/12/24
대성에너지(주),117580,2013/12,2010/12/24
대성에너지(주),117580,2014/12,2010/12/24
대성에너지(주),117580,2015/12,2010/12/24
대성에너지(주),117580,2016/12,2010/12/24
대성에너지(주),117580,2017/12,2010/12/24
대성에너지(주),117580,2018/12,2010/12/24
대성에너지(주),117580,2019/12,2010/12/24
대성에너지(주),117580,2020/12,2010/12/24
대성에너지(주),117580,2021/12,2010/12/24
대성홀딩스(주),016710,2011/12,1999/12/22
대성홀딩스(주),016710,2012/12,1999/12/22
대성홀딩스(주),016710,2013/12,1999/12/22
대성홀딩스(주),016710,2014/12,1999/12/22
대성홀딩스(주),016710,2015/12,1999/12/22
대성홀딩스(주),016710,2016/12,1999/12/22
대성홀딩스(주),016710,2017/12,1999/12/22
대성홀딩스(주),016710,2018/12,1999/12/22
대성홀딩스(주),016710,2019/12,1999/12/22
대성홀딩스(주),016710,2020/12,1999/12/22
대성홀딩스(주),016710,2021/12,1999/12/22
대영포장(주),014160,2011/12,1990/03/06
대영포장(주),014160,2012/12,1990/03/06
대영포장(주),014160,2013/12,1990/03/06
대영포장(주),014160,2014/12,1990/03/06
대영포장(주),014160,2015/12,1990/03/06
대영포장(주),014160,2016/12,1990/03/06
대영포장(주),014160,2017/12,1990/03/06
대영포장(주),014160,2018/12,1990/03/06
대영포장(주),014160,2019/12,1990/03/06
대영포장(주),014160,2020/12,1990/03/06
대영포장(주),014160,2021/12,1990/03/06
대우자동차판매(주),004550,2011/12,1978/07/28
대우전자부품(주),009320,2011/12,1989/08/25
대우전자부품(주),009320,2012/12,1989/08/25
대우전자부품(주),009320,2013/12,1989/08/25
대우전자부품(주),009320,2014/12,1989/08/25
대우전자부품(주),009320,2015/12,1989/08/25
대우전자부품(주),009320,2016/12,1989/08/25
대우전자부품(주),009320,2017/12,1989/08/25
대우전자부품(주),009320,2018/12,1989/08/25
대우전자부품(주),009320,2019/12,1989/08/25
대우전자부품(주),009320,2020/12,1989/08/25
대우전자부품(주),009320,2021/12,1989/08/25
대우조선해양(주),042660,2011/12,2001/02/02
대우조선해양(주),042660,2012/12,2001/02/02
대우조선해양(주),042660,2013/12,2001/02/02
대우조선해양(주),042660,2014/12,2001/02/02
대우조선해양(주),042660,2015/12,2001/02/02
대우조선해양(주),042660,2016/12,2001/02/02
대우조선해양(주),042660,2017/12,2001/02/02
대우조선해양(주),042660,2018/12,2001/02/02
대우조선해양(주),042660,2019/12,2001/02/02
대우조선해양(주),042660,2020/12,2001/02/02
대우조선해양(주),042660,2021/12,2001/02/02
대원강업(주),000430,2011/12,1977/06/22
대원강업(주),000430,2012/12,1977/06/22
대원강업(주),000430,2013/12,1977/06/22
대원강업(주),000430,2014/12,1977/06/22
대원강업(주),000430,2015/12,1977/06/22
대원강업(주),000430,2016/12,1977/06/22
대원강업(주),000430,2017/12,1977/06/22
대원강업(주),000430,2018/12,1977/06/22
대원강업(주),000430,2019/12,1977/06/22
대원강업(주),000430,2020/12,1977/06/22
대원강업(주),000430,2021/12,1977/06/22
대원전선(주),006340,2011/12,1988/05/04
대원전선(주),006340,2012/12,1988/05/04
대원전선(주),006340,2013/12,1988/05/04
대원전선(주),006340,2014/12,1988/05/04
대원전선(주),006340,2015/12,1988/05/04
대원전선(주),006340,2016/12,1988/05/04
대원전선(주),006340,2017/12,1988/05/04
대원전선(주),006340,2018/12,1988/05/04
대원전선(주),006340,2019/12,1988/05/04
대원전선(주),006340,2020/12,1988/05/04
대원전선(주),006340,2021/12,1988/05/04
대원제약(주),003220,2011/12,1999/12/15
대원제약(주),003220,2012/12,1999/12/15
대원제약(주),003220,2013/12,1999/12/15
대원제약(주),003220,2014/12,1999/12/15
대원제약(주),003220,2015/12,1999/12/15
대원제약(주),003220,2016/12,1999/12/15
대원제약(주),003220,2017/12,1999/12/15
대원제약(주),003220,2018/12,1999/12/15
대원제약(주),003220,2019/12,1999/12/15
대원제약(주),003220,2020/12,1999/12/15
대원제약(주),003220,2021/12,1999/12/15
대원화성(주),024890,2011/12,1997/10/28
대원화성(주),024890,2012/12,1997/10/28
대원화성(주),024890,2013/12,1997/10/28
대원화성(주),024890,2014/12,1997/10/28
대원화성(주),024890,2015/12,1997/10/28
대원화성(주),024890,2016/12,1997/10/28
대원화성(주),024890,2017/12,1997/10/28
대원화성(주),024890,2018/12,1997/10/28
대원화성(주),024890,2019/12,1997/10/28
대원화성(주),024890,2020/12,1997/10/28
대원화성(주),024890,2021/12,1997/10/28
대창단조(주),015230,2011/12,1989/07/25
대창단조(주),015230,2012/12,1989/07/25
대창단조(주),015230,2013/12,1989/07/25
대창단조(주),015230,2014/12,1989/07/25
대창단조(주),015230,2015/12,1989/07/25
대창단조(주),015230,2016/12,1989/07/25
대창단조(주),015230,2017/12,1989/07/25
대창단조(주),015230,2018/12,1989/07/25
대창단조(주),015230,2019/12,1989/07/25
대창단조(주),015230,2020/12,1989/07/25
대창단조(주),015230,2021/12,1989/07/25
대한방직(주),001070,2011/12,1973/12/28
대한방직(주),001070,2012/12,1973/12/28
대한방직(주),001070,2013/12,1973/12/28
대한방직(주),001070,2014/12,1973/12/28
대한방직(주),001070,2015/12,1973/12/28
대한방직(주),001070,2016/12,1973/12/28
대한방직(주),001070,2017/12,1973/12/28
대한방직(주),001070,2018/12,1973/12/28
대한방직(주),001070,2019/12,1973/12/28
대한방직(주),001070,2020/12,1973/12/28
대한방직(주),001070,2021/12,1973/12/28
대한유화(주),006650,2011/12,1999/08/11
대한유화(주),006650,2012/12,1999/08/11
대한유화(주),006650,2013/12,1999/08/11
대한유화(주),006650,2014/12,1999/08/11
대한유화(주),006650,2015/12,1999/08/11
대한유화(주),006650,2016/12,1999/08/11
대한유화(주),006650,2017/12,1999/08/11
대한유화(주),006650,2018/12,1999/08/11
대한유화(주),006650,2019/12,1999/08/11
대한유화(주),006650,2020/12,1999/08/11
대한유화(주),006650,2021/12,1999/08/11
대한전선(주),001440,2011/12,1968/12/27
대한전선(주),001440,2012/12,1968/12/27
대한전선(주),001440,2013/12,1968/12/27
대한전선(주),001440,2014/12,1968/12/27
대한전선(주),001440,2015/12,1968/12/27
대한전선(주),001440,2016/12,1968/12/27
대한전선(주),001440,2017/12,1968/12/27
대한전선(주),001440,2018/12,1968/12/27
대한전선(주),001440,2019/12,1968/12/27
대한전선(주),001440,2020/12,1968/12/27
대한전선(주),001440,2021/12,1968/12/27
대한제강(주),084010,2011/12,2005/10/31
대한제강(주),084010,2012/12,2005/10/31
대한제강(주),084010,2013/12,2005/10/31
대한제강(주),084010,2014/12,2005/10/31
대한제강(주),084010,2015/12,2005/10/31
대한제강(주),084010,2016/12,2005/10/31
대한제강(주),084010,2017/12,2005/10/31
대한제강(주),084010,2018/12,2005/10/31
대한제강(주),084010,2019/12,2005/10/31
대한제강(주),084010,2020/12,2005/10/31
대한제강(주),084010,2021/12,2005/10/31
대한제당(주),001790,2011/12,1968/12/17
대한제당(주),001790,2012/12,1968/12/17
대한제당(주),001790,2013/12,1968/12/17
대한제당(주),001790,2014/12,1968/12/17
대한제당(주),001790,2015/12,1968/12/17
대한제당(주),001790,2016/12,1968/12/17
대한제당(주),001790,2017/12,1968/12/17
대한제당(주),001790,2018/12,1968/12/17
대한제당(주),001790,2019/12,1968/12/17
대한제당(주),001790,2020/12,1968/12/17
대한제당(주),001790,2021/12,1968/12/17
대한제분(주),001130,2011/12,1970/11/25
대한제분(주),001130,2012/12,1970/11/25
대한제분(주),001130,2013/12,1970/11/25
대한제분(주),001130,2014/12,1970/11/25
대한제분(주),001130,2015/12,1970/11/25
대한제분(주),001130,2016/12,1970/11/25
대한제분(주),001130,2017/12,1970/11/25
대한제분(주),001130,2018/12,1970/11/25
대한제분(주),001130,2019/12,1970/11/25
대한제분(주),001130,2020/12,1970/11/25
대한제분(주),001130,2021/12,1970/11/25
대한해운(주),005880,2011/12,1992/04/23
대한해운(주),005880,2012/12,1992/04/23
대한해운(주),005880,2013/12,1992/04/23
대한해운(주),005880,2014/12,1992/04/23
대한해운(주),005880,2015/12,1992/04/23
대한해운(주),005880,2016/12,1992/04/23
대한해운(주),005880,2017/12,1992/04/23
대한해운(주),005880,2018/12,1992/04/23
대한해운(주),005880,2019/12,1992/04/23
대한해운(주),005880,2020/12,1992/04/23
대한해운(주),005880,2021/12,1992/04/23
대한화섬(주),003830,2011/12,1985/12/23
대한화섬(주),003830,2012/12,1985/12/23
대한화섬(주),003830,2013/12,1985/12/23
대한화섬(주),003830,2014/12,1985/12/23
대한화섬(주),003830,2015/12,1985/12/23
대한화섬(주),003830,2016/12,1985/12/23
대한화섬(주),003830,2017/12,1985/12/23
대한화섬(주),003830,2018/12,1985/12/23
대한화섬(주),003830,2019/12,1985/12/23
대한화섬(주),003830,2020/12,1985/12/23
대한화섬(주),003830,2021/12,1985/12/23
덕양산업(주),024900,2011/12,1997/06/23
덕양산업(주),024900,2012/12,1997/06/23
덕양산업(주),024900,2013/12,1997/06/23
덕양산업(주),024900,2014/12,1997/06/23
덕양산업(주),024900,2015/12,1997/06/23
덕양산업(주),024900,2016/12,1997/06/23
덕양산업(주),024900,2017/12,1997/06/23
덕양산업(주),024900,2018/12,1997/06/23
덕양산업(주),024900,2019/12,1997/06/23
덕양산업(주),024900,2020/12,1997/06/23
덕양산업(주),024900,2021/12,1997/06/23
동국제강(주),001230,2011/12,1988/05/09
동국제강(주),001230,2012/12,1988/05/09
동국제강(주),001230,2013/12,1988/05/09
동국제강(주),001230,2014/12,1988/05/09
동국제강(주),001230,2015/12,1988/05/09
동국제강(주),001230,2016/12,1988/05/09
동국제강(주),001230,2017/12,1988/05/09
동국제강(주),001230,2018/12,1988/05/09
동국제강(주),001230,2019/12,1988/05/09
동국제강(주),001230,2020/12,1988/05/09
동국제강(주),001230,2021/12,1988/05/09
동부건설(주),005960,2011/12,1978/10/30
동부건설(주),005960,2012/12,1978/10/30
동부건설(주),005960,2013/12,1978/10/30
동부건설(주),005960,2014/12,1978/10/30
동부건설(주),005960,2015/12,1978/10/30
동부건설(주),005960,2016/12,1978/10/30
동부건설(주),005960,2017/12,1978/10/30
동부건설(주),005960,2018/12,1978/10/30
동부건설(주),005960,2019/12,1978/10/30
동부건설(주),005960,2020/12,1978/10/30
동부건설(주),005960,2021/12,1978/10/30
동성제약(주),002210,2011/12,1990/01/19
동성제약(주),002210,2012/12,1990/01/19
동성제약(주),002210,2013/12,1990/01/19
동성제약(주),002210,2014/12,1990/01/19
동성제약(주),002210,2015/12,1990/01/19
동성제약(주),002210,2016/12,1990/01/19
