회사명,거래소코드,회계년도,상장일
(주)세아홀딩스,058650,2016/12,2001/07/30
(주)세아홀딩스,058650,2017/12,2001/07/30
(주)세아홀딩스,058650,2018/12,2001/07/30
(주)세아홀딩스,058650,2019/12,2001/07/30
(주)세아홀딩스,058650,2020/12,2001/07/30
(주)세아홀딩스,058650,2021/12,2001/07/30
(주)세우글로벌,013000,2011/12,1989/09/05
(주)세우글로벌,013000,2012/12,1989/09/05
(주)세우글로벌,013000,2013/12,1989/09/05
(주)세우글로벌,013000,2014/12,1989/09/05
(주)세우글로벌,013000,2015/12,1989/09/05
(주)세우글로벌,013000,2016/12,1989/09/05
(주)세우글로벌,013000,2017/12,1989/09/05
(주)세우글로벌,013000,2018/12,1989/09/05
(주)세우글로벌,013000,2019/12,1989/09/05
(주)세우글로벌,013000,2020/12,1989/09/05
(주)세우글로벌,013000,2021/12,1989/09/05
(주)세이브존아이앤씨,067830,2011/12,2002/07/25
(주)세이브존아이앤씨,067830,2012/12,2002/07/25
(주)세이브존아이앤씨,067830,2013/12,2002/07/25
(주)세이브존아이앤씨,067830,2014/12,2002/07/25
(주)세이브존아이앤씨,067830,2015/12,2002/07/25
(주)세이브존아이앤씨,067830,2016/12,2002/07/25
(주)세이브존아이앤씨,067830,2017/12,2002/07/25
(주)세이브존아이앤씨,067830,2018/12,2002/07/25
(주)세이브존아이앤씨,067830,2019/12,2002/07/25
(주)세이브존아이앤씨,067830,2020/12,2002/07/25
(주)세이브존아이앤씨,067830,2021/12,2002/07/25
(주)세진중공업,075580,2011/12,2015/11/30
(주)세진중공업,075580,2012/12,2015/11/30
(주)세진중공업,075580,2013/12,2015/11/30
(주)세진중공업,075580,2014/12,2015/11/30
(주)세진중공업,075580,2015/12,2015/11/30
(주)세진중공업,075580,2016/12,2015/11/30
(주)세진중공업,075580,2017/12,2015/11/30
(주)세진중공업,075580,2018/12,2015/11/30
(주)세진중공업,075580,2019/12,2015/11/30
(주)세진중공업,075580,2020/12,2015/11/30
(주)세진중공업,075580,2021/12,2015/11/30
(주)센트랄모텍,308170,2011/12,2019/11/25
(주)센트랄모텍,308170,2012/12,2019/11/25
(주)센트랄모텍,308170,2013/12,2019/11/25
(주)센트랄모텍,308170,2014/12,2019/11/25
(주)센트랄모텍,308170,2015/12,2019/11/25
(주)센트랄모텍,308170,2016/12,2019/11/25
(주)센트랄모텍,308170,2017/12,2019/11/25
(주)센트랄모텍,308170,2018/12,2019/11/25
(주)센트랄모텍,308170,2019/12,2019/11/25
(주)센트랄모텍,308170,2020/12,2019/11/25
(주)센트랄모텍,308170,2021/12,2019/11/25
(주)센트럴인사이트,012600,2011/12,1990/07/10
(주)센트럴인사이트,012600,2012/12,1990/07/10
(주)센트럴인사이트,012600,2013/12,1990/07/10
(주)센트럴인사이트,012600,2014/12,1990/07/10
(주)센트럴인사이트,012600,2015/12,1990/07/10
(주)센트럴인사이트,012600,2016/12,1990/07/10
(주)센트럴인사이트,012600,2017/12,1990/07/10
(주)센트럴인사이트,012600,2018/12,1990/07/10
(주)센트럴인사이트,012600,2019/12,1990/07/10
(주)센트럴인사이트,012600,2020/12,1990/07/10
(주)센트럴인사이트,012600,2021/12,1990/07/10
(주)셀트리온,068270,2011/12,2018/02/09
(주)셀트리온,068270,2012/12,2018/02/09
(주)셀트리온,068270,2013/12,2018/02/09
(주)셀트리온,068270,2014/12,2018/02/09
(주)셀트리온,068270,2015/12,2018/02/09
(주)셀트리온,068270,2016/12,2018/02/09
(주)셀트리온,068270,2017/12,2018/02/09
(주)셀트리온,068270,2018/12,2018/02/09
(주)셀트리온,068270,2019/12,2018/02/09
(주)셀트리온,068270,2020/12,2018/02/09
(주)셀트리온,068270,2021/12,2018/02/09
(주)솔루엠,248070,2016/12,2021/02/02
(주)솔루엠,248070,2017/12,2021/02/02
(주)솔루엠,248070,2018/12,2021/02/02
(주)솔루엠,248070,2019/12,2021/02/02
(주)솔루엠,248070,2020/12,2021/02/02
(주)솔루엠,248070,2021/12,2021/02/02
(주)수산인더스트리,126720,2011/12,2022/08/01
(주)수산인더스트리,126720,2012/12,2022/08/01
(주)수산인더스트리,126720,2013/12,2022/08/01
(주)수산인더스트리,126720,2014/12,2022/08/01
(주)수산인더스트리,126720,2015/12,2022/08/01
(주)수산인더스트리,126720,2016/12,2022/08/01
(주)수산인더스트리,126720,2017/12,2022/08/01
(주)수산인더스트리,126720,2018/12,2022/08/01
(주)수산인더스트리,126720,2019/12,2022/08/01
(주)수산인더스트리,126720,2020/12,2022/08/01
(주)수산인더스트리,126720,2021/12,2022/08/01
(주)수산중공업,017550,2011/12,1991/08/30
(주)수산중공업,017550,2012/12,1991/08/30
(주)수산중공업,017550,2013/12,1991/08/30
(주)수산중공업,017550,2014/12,1991/08/30
(주)수산중공업,017550,2015/12,1991/08/30
(주)수산중공업,017550,2016/12,1991/08/30
(주)수산중공업,017550,2017/12,1991/08/30
(주)수산중공업,017550,2018/12,1991/08/30
(주)수산중공업,017550,2019/12,1991/08/30
(주)수산중공업,017550,2020/12,1991/08/30
(주)수산중공업,017550,2021/12,1991/08/30
(주)시디즈,134790,2011/12,2011/01/25
(주)시디즈,134790,2012/12,2011/01/25
(주)시디즈,134790,2013/12,2011/01/25
(주)시디즈,134790,2014/12,2011/01/25
(주)시디즈,134790,2015/12,2011/01/25
(주)시디즈,134790,2016/12,2011/01/25
(주)시디즈,134790,2017/12,2011/01/25
(주)시디즈,134790,2018/12,2011/01/25
(주)시디즈,134790,2019/12,2011/01/25
(주)시디즈,134790,2020/12,2011/01/25
(주)시디즈,134790,2021/12,2011/01/25
(주)신도리코,029530,2011/12,1996/12/24
(주)신도리코,029530,2012/12,1996/12/24
(주)신도리코,029530,2013/12,1996/12/24
(주)신도리코,029530,2014/12,1996/12/24
(주)신도리코,029530,2015/12,1996/12/24
(주)신도리코,029530,2016/12,1996/12/24
(주)신도리코,029530,2017/12,1996/12/24
(주)신도리코,029530,2018/12,1996/12/24
(주)신도리코,029530,2019/12,1996/12/24
(주)신도리코,029530,2020/12,1996/12/24
(주)신도리코,029530,2021/12,1996/12/24
(주)신성에프에이,104120,2011/12,2008/09/01
(주)신성에프에이,104120,2012/12,2008/09/01
(주)신성에프에이,104120,2013/12,2008/09/01
(주)신성에프에이,104120,2014/12,2008/09/01
(주)신성에프에이,104120,2015/12,2008/09/01
(주)신성이엔지,104110,2011/12,2008/09/01
(주)신성이엔지,011930,2011/12,1996/07/31
(주)신성이엔지,104110,2012/12,2008/09/01
(주)신성이엔지,011930,2012/12,1996/07/31
(주)신성이엔지,104110,2013/12,2008/09/01
(주)신성이엔지,011930,2013/12,1996/07/31
(주)신성이엔지,011930,2014/12,1996/07/31
(주)신성이엔지,104110,2014/12,2008/09/01
(주)신성이엔지,104110,2015/12,2008/09/01
(주)신성이엔지,011930,2015/12,1996/07/31
(주)신성이엔지,011930,2016/12,1996/07/31
(주)신성이엔지,011930,2017/12,1996/07/31
(주)신성이엔지,011930,2018/12,1996/07/31
(주)신성이엔지,011930,2019/12,1996/07/31
(주)신성이엔지,011930,2020/12,1996/07/31
(주)신성이엔지,011930,2021/12,1996/07/31
(주)신세계,004170,2011/12,1985/08/19
(주)신세계,004170,2012/12,1985/08/19
(주)신세계,004170,2013/12,1985/08/19
(주)신세계,004170,2014/12,1985/08/19
(주)신세계,004170,2015/12,1985/08/19
(주)신세계,004170,2016/12,1985/08/19
(주)신세계,004170,2017/12,1985/08/19
(주)신세계,004170,2018/12,1985/08/19
(주)신세계,004170,2019/12,1985/08/19
(주)신세계,004170,2020/12,1985/08/19
(주)신세계,004170,2021/12,1985/08/19
(주)신세계아이앤씨,035510,2011/12,2006/05/18
(주)신세계아이앤씨,035510,2012/12,2006/05/18
(주)신세계아이앤씨,035510,2013/12,2006/05/18
(주)신세계아이앤씨,035510,2014/12,2006/05/18
(주)신세계아이앤씨,035510,2015/12,2006/05/18
(주)신세계아이앤씨,035510,2016/12,2006/05/18
(주)신세계아이앤씨,035510,2017/12,2006/05/18
(주)신세계아이앤씨,035510,2018/12,2006/05/18
(주)신세계아이앤씨,035510,2019/12,2006/05/18
(주)신세계아이앤씨,035510,2020/12,2006/05/18
(주)신세계아이앤씨,035510,2021/12,2006/05/18
(주)신세계인터내셔날,031430,2011/12,2011/07/14
(주)신세계인터내셔날,031430,2012/12,2011/07/14
(주)신세계인터내셔날,031430,2013/12,2011/07/14
(주)신세계인터내셔날,031430,2014/12,2011/07/14
(주)신세계인터내셔날,031430,2015/12,2011/07/14
(주)신세계인터내셔날,031430,2016/12,2011/07/14
(주)신세계인터내셔날,031430,2017/12,2011/07/14
(주)신세계인터내셔날,031430,2018/12,2011/07/14
(주)신세계인터내셔날,031430,2019/12,2011/07/14
(주)신세계인터내셔날,031430,2020/12,2011/07/14
(주)신세계인터내셔날,031430,2021/12,2011/07/14
(주)신세계푸드,031440,2011/12,2010/04/29
(주)신세계푸드,031440,2012/12,2010/04/29
(주)신세계푸드,031440,2013/12,2010/04/29
(주)신세계푸드,031440,2014/12,2010/04/29
(주)신세계푸드,031440,2015/12,2010/04/29
(주)신세계푸드,031440,2016/12,2010/04/29
(주)신세계푸드,031440,2017/12,2010/04/29
(주)신세계푸드,031440,2018/12,2010/04/29
(주)신세계푸드,031440,2019/12,2010/04/29
(주)신세계푸드,031440,2020/12,2010/04/29
(주)신세계푸드,031440,2021/12,2010/04/29
(주)신영와코루,005800,2011/09,1976/12/18
(주)신영와코루,005800,2012/09,1976/12/18
(주)신영와코루,005800,2013/09,1976/12/18
(주)신영와코루,005800,2014/09,1976/12/18
(주)신영와코루,005800,2015/12,1976/12/18
(주)신영와코루,005800,2016/12,1976/12/18
(주)신영와코루,005800,2017/12,1976/12/18
(주)신영와코루,005800,2018/12,1976/12/18
(주)신영와코루,005800,2019/12,1976/12/18
(주)신영와코루,005800,2020/12,1976/12/18
(주)신영와코루,005800,2021/12,1976/12/18
(주)신원,009270,2011/12,1988/08/24
(주)신원,009270,2012/12,1988/08/24
(주)신원,009270,2013/12,1988/08/24
(주)신원,009270,2014/12,1988/08/24
(주)신원,009270,2015/12,1988/08/24
(주)신원,009270,2016/12,1988/08/24
(주)신원,009270,2017/12,1988/08/24
(주)신원,009270,2018/12,1988/08/24
(주)신원,009270,2019/12,1988/08/24
(주)신원,009270,2020/12,1988/08/24
(주)신원,009270,2021/12,1988/08/24
(주)신일건업,014350,2011/12,1989/11/11
(주)신일건업,014350,2012/12,1989/11/11
(주)신일건업,014350,2013/12,1989/11/11
(주)신일건업,014350,2014/12,1989/11/11
(주)신한,005450,2011/12,1978/07/28
(주)신한,005450,2012/12,1978/07/28
(주)신한,005450,2013/12,1978/07/28
(주)신한,005450,2014/12,1978/07/28
(주)신한,005450,2015/12,1978/07/28
(주)신한,005450,2016/12,1978/07/28
(주)신한,005450,2017/12,1978/07/28
(주)신한,005450,2018/12,1978/07/28
(주)신한,005450,2019/12,1978/07/28
(주)신화다이나믹스,001770,2011/12,1988/11/23
(주)신화다이나믹스,001770,2012/12,1988/11/23
(주)신화다이나믹스,001770,2013/12,1988/11/23
(주)신화다이나믹스,001770,2014/12,1988/11/23
(주)신화다이나믹스,001770,2015/12,1988/11/23
(주)신화다이나믹스,001770,2016/12,1988/11/23
(주)신화다이나믹스,001770,2017/12,1988/11/23
(주)신화다이나믹스,001770,2018/12,1988/11/23
(주)신화다이나믹스,001770,2019/12,1988/11/23
(주)신화다이나믹스,001770,2020/12,1988/11/23
(주)신화다이나믹스,001770,2021/12,1988/11/23
(주)신흥,004080,2011/12,1991/02/08
(주)신흥,004080,2012/12,1991/02/08
(주)신흥,004080,2013/12,1991/02/08
(주)신흥,004080,2014/12,1991/02/08
(주)신흥,004080,2015/12,1991/02/08
(주)신흥,004080,2016/12,1991/02/08
(주)신흥,004080,2017/12,1991/02/08
(주)신흥,004080,2018/12,1991/02/08
(주)신흥,004080,2019/12,1991/02/08
(주)신흥,004080,2020/12,1991/02/08
(주)신흥,004080,2021/12,1991/02/08
(주)쌍방울,102280,2011/12,2008/06/10
(주)쌍방울,102280,2012/12,2008/06/10
(주)쌍방울,102280,2013/12,2008/06/10
(주)쌍방울,102280,2014/12,2008/06/10
(주)쌍방울,102280,2015/12,2008/06/10
(주)쌍방울,102280,2016/12,2008/06/10
(주)쌍방울,102280,2017/12,2008/06/10
(주)쌍방울,102280,2018/12,2008/06/10
(주)쌍방울,102280,2019/12,2008/06/10
(주)쌍방울,102280,2020/12,2008/06/10
(주)쌍방울,102280,2021/12,2008/06/10
(주)쎌마테라퓨틱스,015540,2011/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2012/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2013/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2014/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2015/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2016/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2017/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2018/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2019/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2020/12,1989/09/02
(주)쎌마테라퓨틱스,015540,2021/12,1989/09/02
(주)쏘카,403550,2013/12,2022/08/22
(주)쏘카,403550,2014/12,2022/08/22
(주)쏘카,403550,2015/12,2022/08/22
(주)쏘카,403550,2016/12,2022/08/22
(주)쏘카,403550,2017/12,2022/08/22
(주)쏘카,403550,2018/12,2022/08/22
(주)쏘카,403550,2019/12,2022/08/22
(주)쏘카,403550,2020/12,2022/08/22
(주)쏘카,403550,2021/12,2022/08/22
(주)씨아이테크,004920,2011/12,1989/11/30
(주)씨아이테크,004920,2012/12,1989/11/30
(주)씨아이테크,004920,2013/12,1989/11/30
(주)씨아이테크,004920,2014/12,1989/11/30
(주)씨아이테크,004920,2015/12,1989/11/30
(주)씨아이테크,004920,2016/12,1989/11/30
(주)씨아이테크,004920,2017/12,1989/11/30
(주)씨아이테크,004920,2018/12,1989/11/30
(주)씨아이테크,004920,2019/12,1989/11/30
(주)씨아이테크,004920,2020/12,1989/11/30
(주)씨아이테크,004920,2021/12,1989/11/30
(주)아모레퍼시픽,090430,2011/12,2006/06/29
(주)아모레퍼시픽,090430,2012/12,2006/06/29
(주)아모레퍼시픽,090430,2013/12,2006/06/29
(주)아모레퍼시픽,090430,2014/12,2006/06/29
(주)아모레퍼시픽,090430,2015/12,2006/06/29
(주)아모레퍼시픽,090430,2016/12,2006/06/29
(주)아모레퍼시픽,090430,2017/12,2006/06/29
(주)아모레퍼시픽,090430,2018/12,2006/06/29
(주)아모레퍼시픽,090430,2019/12,2006/06/29
(주)아모레퍼시픽,090430,2020/12,2006/06/29
(주)아모레퍼시픽,090430,2021/12,2006/06/29
(주)아모레퍼시픽그룹,002790,2011/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2012/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2013/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2014/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2015/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2016/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2017/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2018/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2019/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2020/12,1973/04/30
(주)아모레퍼시픽그룹,002790,2021/12,1973/04/30
(주)아센디오,012170,2011/12,1989/12/20
(주)아센디오,012170,2012/12,1989/12/20
(주)아센디오,012170,2013/12,1989/12/20
(주)아센디오,012170,2014/12,1989/12/20
(주)아센디오,012170,2015/12,1989/12/20
(주)아센디오,012170,2016/12,1989/12/20
(주)아센디오,012170,2017/12,1989/12/20
(주)아센디오,012170,2018/12,1989/12/20
(주)아센디오,012170,2019/12,1989/12/20
(주)아센디오,012170,2020/12,1989/12/20
(주)아센디오,012170,2021/12,1989/12/20
(주)아이마켓코리아,122900,2011/12,2010/07/30
(주)아이마켓코리아,122900,2012/12,2010/07/30
(주)아이마켓코리아,122900,2013/12,2010/07/30
(주)아이마켓코리아,122900,2014/12,2010/07/30
(주)아이마켓코리아,122900,2015/12,2010/07/30
(주)아이마켓코리아,122900,2016/12,2010/07/30
(주)아이마켓코리아,122900,2017/12,2010/07/30
(주)아이마켓코리아,122900,2018/12,2010/07/30
(주)아이마켓코리아,122900,2019/12,2010/07/30
(주)아이마켓코리아,122900,2020/12,2010/07/30
(주)아이마켓코리아,122900,2021/12,2010/07/30
(주)아이에이치큐,003560,2011/12,1973/12/18
(주)아이에이치큐,003560,2012/12,1973/12/18
(주)아이에이치큐,003560,2013/12,1973/12/18
(주)아이에이치큐,003560,2014/12,1973/12/18
(주)아이에이치큐,003560,2015/12,1973/12/18
(주)아이에이치큐,003560,2016/12,1973/12/18
(주)아이에이치큐,003560,2017/12,1973/12/18
(주)아이에이치큐,003560,2018/12,1973/12/18
(주)아이에이치큐,003560,2019/12,1973/12/18
(주)아이에이치큐,003560,2020/12,1973/12/18
(주)아이에이치큐,003560,2021/12,1973/12/18
(주)알루코,001780,2011/12,2007/06/07
(주)알루코,001780,2012/12,2007/06/07
(주)알루코,001780,2013/12,2007/06/07
(주)알루코,001780,2014/12,2007/06/07
(주)알루코,001780,2015/12,2007/06/07
(주)알루코,001780,2016/12,2007/06/07
(주)알루코,001780,2017/12,2007/06/07
(주)알루코,001780,2018/12,2007/06/07
(주)알루코,001780,2019/12,2007/06/07
(주)알루코,001780,2020/12,2007/06/07
(주)알루코,001780,2021/12,2007/06/07
(주)알앤엘바이오,003190,2011/12,1976/06/14
(주)알앤엘바이오,003190,2012/12,1976/06/14
(주)에넥스,011090,2011/12,1995/07/08
(주)에넥스,011090,2012/12,1995/07/08
(주)에넥스,011090,2013/12,1995/07/08
(주)에넥스,011090,2014/12,1995/07/08
(주)에넥스,011090,2015/12,1995/07/08
(주)에넥스,011090,2016/12,1995/07/08
(주)에넥스,011090,2017/12,1995/07/08
(주)에넥스,011090,2018/12,1995/07/08
(주)에넥스,011090,2019/12,1995/07/08
(주)에넥스,011090,2020/12,1995/07/08
(주)에넥스,011090,2021/12,1995/07/08
(주)에스비에스,034120,2011/12,2003/06/25
(주)에스비에스,034120,2012/12,2003/06/25
(주)에스비에스,034120,2013/12,2003/06/25
(주)에스비에스,034120,2014/12,2003/06/25
(주)에스비에스,034120,2015/12,2003/06/25
(주)에스비에스,034120,2016/12,2003/06/25
(주)에스비에스,034120,2017/12,2003/06/25
(주)에스비에스,034120,2018/12,2003/06/25
(주)에스비에스,034120,2019/12,2003/06/25
(주)에스비에스,034120,2020/12,2003/06/25
(주)에스비에스,034120,2021/12,2003/06/25
(주)에스엠벡셀,010580,2011/12,1994/12/27
(주)에스엠벡셀,010580,2012/12,1994/12/27
(주)에스엠벡셀,010580,2013/12,1994/12/27
(주)에스엠벡셀,010580,2014/12,1994/12/27
(주)에스엠벡셀,010580,2015/12,1994/12/27
(주)에스엠벡셀,010580,2016/12,1994/12/27
(주)에스엠벡셀,010580,2017/12,1994/12/27
(주)에스엠벡셀,010580,2018/12,1994/12/27
(주)에스엠벡셀,010580,2019/12,1994/12/27
(주)에스엠벡셀,010580,2020/12,1994/12/27
(주)에스엠벡셀,010580,2021/12,1994/12/27
(주)에스와이코퍼레이션,008080,2011/12,1987/12/21
(주)에스와이코퍼레이션,008080,2012/12,1987/12/21
(주)에스원,012750,2011/12,1996/01/30
(주)에스원,012750,2012/12,1996/01/30
(주)에스원,012750,2013/12,1996/01/30
(주)에스원,012750,2014/12,1996/01/30
(주)에스원,012750,2015/12,1996/01/30
(주)에스원,012750,2016/12,1996/01/30
(주)에스원,012750,2017/12,1996/01/30
(주)에스원,012750,2018/12,1996/01/30
(주)에스원,012750,2019/12,1996/01/30
(주)에스원,012750,2020/12,1996/01/30
(주)에스원,012750,2021/12,1996/01/30
(주)에스제이엠,123700,2011/12,2010/05/31
(주)에스제이엠,123700,2012/12,2010/05/31
(주)에스제이엠,123700,2013/12,2010/05/31
(주)에스제이엠,123700,2014/12,2010/05/31
(주)에스제이엠,123700,2015/12,2010/05/31
(주)에스제이엠,123700,2016/12,2010/05/31
(주)에스제이엠,123700,2017/12,2010/05/31
(주)에스제이엠,123700,2018/12,2010/05/31
(주)에스제이엠,123700,2019/12,2010/05/31
(주)에스제이엠,123700,2020/12,2010/05/31
(주)에스제이엠,123700,2021/12,2010/05/31
(주)에스제이엠홀딩스,025530,2011/12,1997/02/12
(주)에스제이엠홀딩스,025530,2012/12,1997/02/12
(주)에스제이엠홀딩스,025530,2013/12,1997/02/12
(주)에스제이엠홀딩스,025530,2014/12,1997/02/12
(주)에스제이엠홀딩스,025530,2015/12,1997/02/12
(주)에스제이엠홀딩스,025530,2016/12,1997/02/12
(주)에스제이엠홀딩스,025530,2017/12,1997/02/12
(주)에스제이엠홀딩스,025530,2018/12,1997/02/12
(주)에스제이엠홀딩스,025530,2019/12,1997/02/12
(주)에스제이엠홀딩스,025530,2020/12,1997/02/12
(주)에스제이엠홀딩스,025530,2021/12,1997/02/12
(주)에스지글로벌,001380,2011/12,1976/06/27
(주)에스지글로벌,001380,2012/12,1976/06/27
(주)에스지글로벌,001380,2013/12,1976/06/27
(주)에스지글로벌,001380,2014/12,1976/06/27
(주)에스지글로벌,001380,2015/12,1976/06/27
(주)에스지글로벌,001380,2016/12,1976/06/27
(주)에스지글로벌,001380,2017/12,1976/06/27
(주)에스지글로벌,001380,2018/12,1976/06/27
(주)에스지글로벌,001380,2019/12,1976/06/27
(주)에스지글로벌,001380,2020/12,1976/06/27
(주)에스지글로벌,001380,2021/12,1976/06/27
(주)에스지세계물산,004060,2011/12,1976/04/19
(주)에스지세계물산,004060,2012/12,1976/04/19
(주)에스지세계물산,004060,2013/12,1976/04/19
(주)에스지세계물산,004060,2014/12,1976/04/19
(주)에스지세계물산,004060,2015/12,1976/04/19
(주)에스지세계물산,004060,2016/12,1976/04/19
(주)에스지세계물산,004060,2017/12,1976/04/19
(주)에스지세계물산,004060,2018/12,1976/04/19
(주)에스지세계물산,004060,2019/12,1976/04/19
(주)에스지세계물산,004060,2020/12,1976/04/19
(주)에스지세계물산,004060,2021/12,1976/04/19
(주)에스피씨삼립,005610,2011/12,1974/05/02
(주)에스피씨삼립,005610,2012/12,1974/05/02
(주)에스피씨삼립,005610,2013/12,1974/05/02
(주)에스피씨삼립,005610,2014/12,1974/05/02
(주)에스피씨삼립,005610,2015/12,1974/05/02
(주)에스피씨삼립,005610,2016/12,1974/05/02
(주)에스피씨삼립,005610,2017/12,1974/05/02
(주)에스피씨삼립,005610,2018/12,1974/05/02
(주)에스피씨삼립,005610,2019/12,1974/05/02
(주)에스피씨삼립,005610,2020/12,1974/05/02
(주)에스피씨삼립,005610,2021/12,1974/05/02
(주)에이블씨엔씨,078520,2011/12,2011/09/07
(주)에이블씨엔씨,078520,2012/12,2011/09/07
(주)에이블씨엔씨,078520,2013/12,2011/09/07
(주)에이블씨엔씨,078520,2014/12,2011/09/07
(주)에이블씨엔씨,078520,2015/12,2011/09/07
(주)에이블씨엔씨,078520,2016/12,2011/09/07
(주)에이블씨엔씨,078520,2017/12,2011/09/07
(주)에이블씨엔씨,078520,2018/12,2011/09/07
(주)에이블씨엔씨,078520,2019/12,2011/09/07
(주)에이블씨엔씨,078520,2020/12,2011/09/07
(주)에이블씨엔씨,078520,2021/12,2011/09/07
(주)에이엔피,015260,2011/12,1988/01/18
(주)에이엔피,015260,2012/12,1988/01/18
(주)에이엔피,015260,2013/12,1988/01/18
(주)에이엔피,015260,2014/12,1988/01/18
(주)에이엔피,015260,2015/12,1988/01/18
(주)에이엔피,015260,2016/12,1988/01/18
(주)에이엔피,015260,2017/12,1988/01/18
(주)에이엔피,015260,2018/12,1988/01/18
(주)에이엔피,015260,2019/12,1988/01/18
(주)에이엔피,015260,2020/12,1988/01/18
(주)에이엔피,015260,2021/12,1988/01/18
(주)에이프로젠,007460,2011/12,1995/07/08
(주)에이프로젠,007460,2012/12,1995/07/08
(주)에이프로젠,007460,2013/12,1995/07/08
(주)에이프로젠,007460,2014/12,1995/07/08
(주)에이프로젠,007460,2015/12,1995/07/08
(주)에이프로젠,007460,2016/12,1995/07/08
(주)에이프로젠,007460,2017/12,1995/07/08
(주)에이프로젠,007460,2018/12,1995/07/08
(주)에이프로젠,007460,2019/12,1995/07/08
(주)에이프로젠,007460,2020/12,1995/07/08
(주)에이프로젠,007460,2021/12,1995/07/08
(주)에이프로젠바이오로직스,003060,2011/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2012/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2013/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2014/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2015/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2016/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2017/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2018/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2019/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2020/12,1984/10/19
(주)에이프로젠바이오로직스,003060,2021/12,1984/10/19
(주)에이플러스에셋어드바이저,244920,2011/03,2020/11/20
(주)에이플러스에셋어드바이저,244920,2012/03,2020/11/20
(주)에이플러스에셋어드바이저,244920,2013/03,2020/11/20
(주)에이플러스에셋어드바이저,244920,2014/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2015/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2016/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2017/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2018/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2019/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2020/12,2020/11/20
(주)에이플러스에셋어드바이저,244920,2021/12,2020/11/20
(주)에프앤에프,383220,2021/12,2021/05/21
(주)에프앤에프홀딩스,007700,2011/12,1984/10/04
(주)에프앤에프홀딩스,007700,2012/12,1984/10/04
(주)에프앤에프홀딩스,007700,2013/12,1984/10/04
(주)에프앤에프홀딩스,007700,2014/12,1984/10/04
(주)에프앤에프홀딩스,007700,2015/12,1984/10/04
(주)에프앤에프홀딩스,007700,2016/12,1984/10/04
(주)에프앤에프홀딩스,007700,2017/12,1984/10/04
(주)에프앤에프홀딩스,007700,2018/12,1984/10/04
(주)에프앤에프홀딩스,007700,2019/12,1984/10/04
(주)에프앤에프홀딩스,007700,2020/12,1984/10/04
(주)에프앤에프홀딩스,007700,2021/12,1984/10/04
(주)엔씨소프트,036570,2011/12,2003/05/22
(주)엔씨소프트,036570,2012/12,2003/05/22
(주)엔씨소프트,036570,2013/12,2003/05/22
(주)엔씨소프트,036570,2014/12,2003/05/22
(주)엔씨소프트,036570,2015/12,2003/05/22
(주)엔씨소프트,036570,2016/12,2003/05/22
(주)엔씨소프트,036570,2017/12,2003/05/22
(주)엔씨소프트,036570,2018/12,2003/05/22
(주)엔씨소프트,036570,2019/12,2003/05/22
(주)엔씨소프트,036570,2020/12,2003/05/22
(주)엔씨소프트,036570,2021/12,2003/05/22
(주)엔아이스틸,008260,2011/12,1975/06/16
(주)엔아이스틸,008260,2012/12,1975/06/16
(주)엔아이스틸,008260,2013/12,1975/06/16
(주)엔아이스틸,008260,2014/12,1975/06/16
(주)엔아이스틸,008260,2015/12,1975/06/16
(주)엔아이스틸,008260,2016/12,1975/06/16
(주)엔아이스틸,008260,2017/12,1975/06/16
(주)엔아이스틸,008260,2018/12,1975/06/16
(주)엔아이스틸,008260,2019/12,1975/06/16
(주)엔아이스틸,008260,2020/12,1975/06/16
(주)엔아이스틸,008260,2021/12,1975/06/16
