회사명,거래소코드,회계년도,금융원가(요약)(IFRS)(백만원),금융수익(요약)(IFRS)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS)(백만원),금융원가(요약)(IFRS연결)(백만원),금융수익(요약)(IFRS연결)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS연결)(백만원)
(주)DB하이텍,000990,2011/12,61389,12256,-89117,61390,12260,-93007
(주)DB하이텍,000990,2012/12,52419,16705,-48972,52419,16732,-48771
(주)DB하이텍,000990,2013/12,60809,5669,-72587,60809,5779,-81382
(주)DB하이텍,000990,2014/12,74035,3086,-66734,74035,3160,-88970
(주)DB하이텍,000990,2015/12,64326,2839,113917,64326,2857,115824
(주)DB하이텍,000990,2016/12,44354,7378,85134,44354,7379,85494
(주)DB하이텍,000990,2017/12,40858,23671,69571,40858,23672,104962
(주)DB하이텍,000990,2018/12,19469,6236,104373,19469,6237,96114
(주)DB하이텍,000990,2019/12,19925,7865,160488,19925,7931,143965
(주)DB하이텍,000990,2020/12,15859,8585,209287,15859,8672,209655
(주)DB하이텍,000990,2021/12,6282,7806,420468,6282,7829,420440
(주)HJ중공업,097230,2011/12,224788,63291,-102044,254297,66649,-81762
(주)HJ중공업,097230,2012/12,239393,75044,25011,269305,72044,-43042
(주)HJ중공업,097230,2013/12,186758,69086,-279611,208469,69547,-257139
(주)HJ중공업,097230,2014/12,176864,53700,-248098,215817,50069,-319669
(주)HJ중공업,097230,2015/12,173356,50082,-316603,215381,52521,-317241
(주)HJ중공업,097230,2016/12,141311,74876,-338323,165286,88234,-338330
(주)HJ중공업,097230,2017/12,145399,33106,-297386,163715,33402,-276333
(주)HJ중공업,097230,2018/12,114927,92601,-991271,115302,89216,-8407
(주)HJ중공업,097230,2019/12,128996,9473,-60968,129620,8274,-22227
(주)HJ중공업,097230,2020/12,60002,33992,11066,60018,33669,12884
(주)HJ중공업,097230,2021/12,56825,22108,-157820,57130,22112,-157668
(주)MH에탄올,023150,2011/12,4917,2522,4513,5698,1900,-3195
(주)MH에탄올,023150,2012/12,4911,1643,3316,5871,1025,1036
(주)MH에탄올,023150,2013/12,3195,287,-17949,3836,327,709
(주)MH에탄올,023150,2014/12,1723,364,4265,1723,405,4570
(주)MH에탄올,023150,2015/12,894,495,9990,894,531,10028
(주)MH에탄올,023150,2016/12,419,306,10440,419,321,10451
(주)MH에탄올,023150,2017/12,626,380,8320,4965,3104,6612
(주)MH에탄올,023150,2018/12,1168,484,8252,13111,2436,-9905
(주)MH에탄올,023150,2019/12,1134,303,-3444,10848,422,-5455
(주)MH에탄올,023150,2020/12,883,277,2675,12312,432,5062
(주)MH에탄올,023150,2021/12,805,242,5562,12251,315,11568
(주)SH에너지화학,002360,2011/12,2904,1599,3683,2293,1031,2320
(주)SH에너지화학,002360,2012/12,3328,1416,1663,2826,768,795
(주)SH에너지화학,002360,2013/12,3516,1400,5569,2250,704,5334
(주)SH에너지화학,002360,2014/12,2363,1756,19859,1484,1011,21022
(주)SH에너지화학,002360,2015/12,923,941,17659,924,941,17561
(주)SH에너지화학,002360,2016/12,789,1255,22811,790,1255,23294
(주)SH에너지화학,002360,2017/12,1685,563,11581,1687,563,12568
(주)SH에너지화학,002360,2018/12,408,1017,3422,409,1017,2709
(주)SH에너지화학,002360,2019/12,518,1089,-3370,401,948,-3304
(주)SH에너지화학,002360,2020/12,1971,865,-9614,1007,747,-9344
(주)SH에너지화학,002360,2021/12,774,1345,1354,428,1015,1220
(주)SIMPAC,009160,2011/12,2998,5054,29403,2998,4307,33984
(주)SIMPAC,009160,2012/12,2908,8360,27334,2908,7827,24369
(주)SIMPAC,009160,2013/12,3764,6479,26700,3764,6285,27808
(주)SIMPAC,009160,2014/12,4009,6243,13208,4585,3851,16768
(주)SIMPAC,009160,2015/12,2290,3765,25123,3403,2423,21963
(주)SIMPAC,009160,2016/12,2300,4122,21457,4090,3786,21702
(주)SIMPAC,009160,2017/12,4807,4224,11558,6447,2759,9577
(주)SIMPAC,009160,2018/12,3203,5145,64537,3716,3388,71517
(주)SIMPAC,009160,2019/12,4087,10275,14937,4725,6058,13075
(주)SIMPAC,009160,2020/12,11478,35239,33353,12688,31895,42862
(주)SIMPAC,009160,2021/12,23302,33162,88852,23842,29791,115662
(주)SNT에너지,100840,2011/12,7487,8717,-5366,,,
(주)SNT에너지,100840,2012/12,8121,6605,11628,,,
(주)SNT에너지,100840,2013/12,3793,10811,20782,,,
(주)SNT에너지,100840,2014/12,6528,9403,14795,,,
(주)SNT에너지,100840,2015/12,5336,8884,35734,,,
(주)SNT에너지,100840,2016/12,5260,11171,2994,,,
(주)SNT에너지,100840,2017/12,17597,4367,6037,,,
(주)SNT에너지,100840,2018/12,1985,8415,2389,,,
(주)SNT에너지,100840,2019/12,2951,7736,19172,2956,7736,20073
(주)SNT에너지,100840,2020/12,15340,5622,13177,15390,5713,13631
(주)SNT에너지,100840,2021/12,2542,12872,16737,2585,12872,16397
(주)SNT홀딩스,036530,2011/12,0,8980,4740,27692,29781,123027
(주)SNT홀딩스,036530,2012/12,0,1678,9955,28374,19970,80968
(주)SNT홀딩스,036530,2013/12,0,1303,8572,20573,27759,72180
(주)SNT홀딩스,036530,2014/12,0,1229,7336,23005,30963,75547
(주)SNT홀딩스,036530,2015/12,0,1217,36488,23235,36193,174721
(주)SNT홀딩스,036530,2016/12,0,1305,6521,32723,48100,36877
(주)SNT홀딩스,036530,2017/12,0,1371,4103,56734,27645,30330
(주)SNT홀딩스,036530,2018/12,0,1664,7054,23271,42991,103102
(주)SNT홀딩스,036530,2019/12,0,575,9570,17499,35631,146019
(주)SNT홀딩스,036530,2020/12,0,265,23237,40695,27077,102501
(주)SNT홀딩스,036530,2021/12,11,155,16643,7166,44403,207081
(주)STX,011810,2011/12,289370,222877,84026,350326,245158,151483
(주)STX,011810,2012/12,230433,174647,-45763,286469,195211,-520202
(주)STX,011810,2013/12,439134,250308,-1625720,453478,259481,-1496671
(주)STX,011810,2014/12,192724,540915,335500,208613,557774,361948
(주)STX,011810,2015/12,168573,124307,-53325,176559,144991,-58278
(주)STX,011810,2016/12,208286,100702,-456269,296332,118685,-457898
(주)STX,011810,2017/12,144329,447098,336179,165532,475877,334626
(주)STX,011810,2018/12,70769,74235,5024,81511,92963,9775
(주)STX,011810,2019/12,77292,65606,-37142,94920,71707,-32919
(주)STX,011810,2020/12,88142,62320,-16578,101462,67584,-20566
(주)STX,011810,2021/12,48427,31833,-16136,58859,38896,-19666
(주)TCC스틸,002710,2011/12,13141,9083,8515,15192,9087,5592
(주)TCC스틸,002710,2012/12,15844,11040,5251,17438,11122,354
(주)TCC스틸,002710,2013/12,15306,9242,1001,19513,8680,-24102
(주)TCC스틸,002710,2014/12,17961,9650,3228,23778,7524,-14942
(주)TCC스틸,002710,2015/12,113194,7077,-149784,37274,6086,-15211
(주)TCC스틸,002710,2016/12,21438,4753,20665,21893,4776,23634
(주)TCC스틸,002710,2017/12,8813,6125,420,9288,6203,5083
(주)TCC스틸,002710,2018/12,7466,3938,11104,7932,4264,15364
(주)TCC스틸,002710,2019/12,9485,3240,6373,9741,3539,10752
(주)TCC스틸,002710,2020/12,9458,3559,-3520,9704,3507,-464
(주)TCC스틸,002710,2021/12,13181,22956,37935,13463,22876,39235
(주)강원랜드,035250,2011/12,8264,40061,511896,8264,41956,499671
(주)강원랜드,035250,2012/12,6017,45208,397355,6085,46701,407080
(주)강원랜드,035250,2013/12,6371,40736,389346,6418,41537,393813
(주)강원랜드,035250,2014/12,247,44478,500402,252,45237,495935
(주)강원랜드,035250,2015/12,227,42410,582714,254,42751,593883
(주)강원랜드,035250,2016/12,731,41087,597325,741,41271,596861
(주)강원랜드,035250,2017/12,874,53479,565750,914,53619,566194
(주)강원랜드,035250,2018/12,10545,49793,410771,10565,49984,410688
(주)강원랜드,035250,2019/12,1819,83243,489881,1961,83433,488925
(주)강원랜드,035250,2020/12,11629,56850,-407385,11720,57013,-404501
(주)강원랜드,035250,2021/12,7371,66486,-16538,7539,66624,-14159
(주)갤럭시아에스엠,011420,2011/12,1447,662,4366,1427,682,4420
(주)갤럭시아에스엠,011420,2012/12,965,592,530,1005,627,852
(주)갤럭시아에스엠,011420,2013/12,535,299,-1511,623,380,-1541
(주)갤럭시아에스엠,011420,2014/12,1893,435,-948,1133,481,-138
(주)갤럭시아에스엠,011420,2015/12,519,573,3256,627,619,2606
(주)갤럭시아에스엠,011420,2016/12,235,318,-1728,266,350,-1783
(주)갤럭시아에스엠,011420,2017/12,389,347,-6534,407,304,-6534
(주)갤럭시아에스엠,011420,2018/12,116,156,-15132,116,172,-15457
(주)갤럭시아에스엠,011420,2019/12,99,259,-1362,74,160,-1120
(주)갤럭시아에스엠,011420,2020/12,82,72,1231,,,
(주)갤럭시아에스엠,011420,2021/12,79,75,3023,,,
(주)경농,002100,2011/12,2008,894,4859,2008,1356,2222
(주)경농,002100,2012/12,1622,122,9520,2321,603,13233
(주)경농,002100,2013/12,1877,349,17982,4595,1109,18185
(주)경농,002100,2014/12,1565,399,12292,3639,831,11230
(주)경농,002100,2015/12,1580,578,8537,3807,604,8740
(주)경농,002100,2016/12,1536,363,7205,3586,1030,7689
(주)경농,002100,2017/12,2477,528,14145,3681,1339,12931
(주)경농,002100,2018/12,1591,124,15263,3595,482,11114
(주)경농,002100,2019/12,2339,592,10239,4737,919,7388
(주)경농,002100,2020/12,1957,435,15243,3689,1151,17602
(주)경농,002100,2021/12,1595,979,28332,4001,1217,17476
(주)경동나비엔,009450,2011/12,392,530,12721,1035,780,12167
(주)경동나비엔,009450,2012/12,413,694,11723,1190,1094,11537
(주)경동나비엔,009450,2013/12,453,585,12791,1374,849,15511
(주)경동나비엔,009450,2014/12,1735,461,11328,2733,641,11021
(주)경동나비엔,009450,2015/12,2106,709,24599,3468,1150,22283
(주)경동나비엔,009450,2016/12,674,512,37231,1829,423,48861
(주)경동나비엔,009450,2017/12,587,435,21171,1575,380,36554
(주)경동나비엔,009450,2018/12,1622,1082,28806,3605,449,34398
(주)경동나비엔,009450,2019/12,1847,142,36573,4055,461,48373
(주)경동나비엔,009450,2020/12,1617,233,27349,3954,575,52375
(주)경동나비엔,009450,2021/12,1036,327,80241,3334,1087,102051
(주)경동도시가스,267290,2017/12,324,2030,23028,324,2046,23178
(주)경동도시가스,267290,2018/12,432,3685,44013,432,3680,44241
(주)경동도시가스,267290,2019/12,960,4224,31661,960,4226,32032
(주)경동도시가스,267290,2020/12,988,2893,24587,988,2892,24864
(주)경동도시가스,267290,2021/12,846,2829,29524,846,2818,29701
(주)경동인베스트,012320,2011/12,972,11916,66902,3379,10528,47716
(주)경동인베스트,012320,2012/12,981,13865,76905,2818,12724,63179
(주)경동인베스트,012320,2013/12,704,13919,60603,1816,13264,64159
(주)경동인베스트,012320,2014/12,700,12883,57569,2386,12736,90169
(주)경동인베스트,012320,2015/12,15962,8942,-6796,3056,9131,-27180
(주)경동인베스트,012320,2016/12,838,5227,26032,3622,5172,26126
(주)경동인베스트,012320,2017/12,0,2066,-192,4022,2797,47875
(주)경동인베스트,012320,2018/12,0,1681,1660,3675,2177,30689
(주)경동인베스트,012320,2019/12,21,1344,-1613,4153,2505,14710
(주)경동인베스트,012320,2020/12,19,976,1291,3004,2254,17403
(주)경동인베스트,012320,2021/12,18,894,493,2479,1557,16306
(주)경방,000050,2011/12,22478,283,-2205,24299,365,-1511
(주)경방,000050,2012/12,23354,179,-9446,25054,255,-10282
(주)경방,000050,2013/12,16843,74,19630,19006,156,19103
(주)경방,000050,2014/12,15009,1030,16935,17012,969,14189
(주)경방,000050,2015/12,12467,801,28221,13628,161,23310
(주)경방,000050,2016/12,9840,937,33916,11674,285,32416
(주)경방,000050,2017/12,9046,4939,35942,10904,4312,35581
(주)경방,000050,2018/12,10678,1759,36159,14258,107,27152
(주)경방,000050,2019/12,11720,6566,32509,15303,3242,53909
(주)경방,000050,2020/12,11760,14438,25492,13414,11418,22683
(주)경방,000050,2021/12,18221,16471,32166,19420,13951,31144
(주)경보제약,214390,2011/12,,,,,,
(주)경보제약,214390,2012/12,,,,,,
(주)경보제약,214390,2013/12,1903,181,23121,,,
(주)경보제약,214390,2014/12,1229,90,30034,,,
(주)경보제약,214390,2015/12,1011,238,25532,,,
(주)경보제약,214390,2016/12,1266,37,15643,,,
(주)경보제약,214390,2017/12,1775,3,24261,,,
(주)경보제약,214390,2018/12,889,98,17644,,,
(주)경보제약,214390,2019/12,2818,3432,6982,,,
(주)경보제약,214390,2020/12,5428,10046,14031,,,
(주)경보제약,214390,2021/12,6130,2169,-9933,,,
(주)경인양행,012610,2011/12,2416,2353,2929,4152,327,5039
(주)경인양행,012610,2012/12,2493,1272,5340,3458,182,3325
(주)경인양행,012610,2013/12,1313,889,16465,1945,237,13373
(주)경인양행,012610,2014/12,1366,597,11635,1968,298,12938
(주)경인양행,012610,2015/12,1043,425,333,1604,117,5756
(주)경인양행,012610,2016/12,894,1305,4675,1641,83,10329
(주)경인양행,012610,2017/12,1492,2030,1008,2363,116,6271
(주)경인양행,012610,2018/12,2526,1360,8899,3469,271,17665
(주)경인양행,012610,2019/12,3394,1362,3755,5052,172,17889
(주)경인양행,012610,2020/12,3476,2622,-11374,4733,236,-6179
(주)경인양행,012610,2021/12,3084,2314,19273,4311,699,32231
(주)광명전기,017040,2011/12,942,375,15,1301,456,-1484
(주)광명전기,017040,2012/12,844,399,-1365,1153,454,655
(주)광명전기,017040,2013/12,2314,347,7191,2468,465,9036
(주)광명전기,017040,2014/12,580,412,10088,642,579,12655
(주)광명전기,017040,2015/12,412,360,4196,446,495,10693
(주)광명전기,017040,2016/12,325,288,19453,344,289,5440
(주)광명전기,017040,2017/12,255,214,-1601,380,227,-2110
(주)광명전기,017040,2018/12,300,128,4681,902,167,4227
(주)광명전기,017040,2019/12,321,397,7213,369,432,7016
(주)광명전기,017040,2020/12,146,361,6253,202,383,5857
(주)광명전기,017040,2021/12,702,383,5479,219,397,6652
(주)광주신세계,037710,2011/12,0,9967,68864,,,
(주)광주신세계,037710,2012/12,0,11898,70131,,,
(주)광주신세계,037710,2013/12,4284,11925,63628,,,
(주)광주신세계,037710,2014/12,4955,8451,55018,,,
(주)광주신세계,037710,2015/12,3570,8672,59581,,,
(주)광주신세계,037710,2016/12,1827,8966,62784,,,
(주)광주신세계,037710,2017/12,648,9215,64474,,,
(주)광주신세계,037710,2018/12,70,9599,59006,,,
(주)광주신세계,037710,2019/12,285,10612,64282,,,
(주)광주신세계,037710,2020/12,292,10824,58270,,,
(주)광주신세계,037710,2021/12,298,11304,70742,,,
(주)국동,005320,2011/12,1482,327,-6960,2294,91,-1066
(주)국동,005320,2012/12,2932,1136,278,7416,4455,4366
(주)국동,005320,2013/12,1939,877,2430,5484,3895,4502
(주)국동,005320,2014/12,2122,2134,5377,4543,3351,8919
(주)국동,005320,2015/12,2818,2582,6837,4960,2986,7289
(주)국동,005320,2016/12,3063,2230,7430,3982,2540,9747
(주)국동,005320,2017/12,9967,2256,-9043,8263,3028,-9948
(주)국동,005320,2018/12,3216,3383,2061,5423,2570,3190
(주)국동,005320,2019/12,3721,3625,-8585,5322,3804,-4630
(주)국동,005320,2020/12,12495,5910,5979,13567,6678,17884
(주)국동,005320,2021/12,6177,6251,-1435,9498,6823,-6883
(주)국보,001140,2011/12,2304,473,26,2307,473,213
(주)국보,001140,2012/12,2127,466,-49,2140,472,1204
(주)국보,001140,2013/12,2018,479,-5854,2039,480,-5945
(주)국보,001140,2014/12,1812,259,-7935,1833,260,-8183
(주)국보,001140,2015/12,1556,194,-4214,1587,195,-4520
(주)국보,001140,2016/12,1430,125,-5273,1468,128,-4362
(주)국보,001140,2017/12,1445,267,-5107,1479,268,-5205
(주)국보,001140,2018/12,1263,428,-939,1313,428,-892
(주)국보,001140,2019/12,2067,670,-10777,2768,670,-7523
(주)국보,001140,2020/12,2251,1014,-9687,3667,801,-21632
(주)국보,001140,2021/12,3406,1115,-15143,4460,765,-16276
(주)금양,001570,2011/12,5431,1977,2681,5823,2324,3452
(주)금양,001570,2012/12,5199,2640,3872,5746,2908,4987
(주)금양,001570,2013/12,5729,2287,1769,6489,2436,1505
(주)금양,001570,2014/12,6325,2784,3467,7057,3365,514
(주)금양,001570,2015/12,7962,3629,2732,7912,4637,21271
(주)금양,001570,2016/12,9098,4901,-30696,9796,6362,-26239
(주)금양,001570,2017/12,5691,4361,2683,6849,5424,32452
(주)금양,001570,2018/12,5509,1651,20857,6346,3252,27222
(주)금양,001570,2019/12,5583,1923,-16406,6670,4050,-12819
(주)금양,001570,2020/12,8014,1875,-4906,8799,2520,-4158
(주)금양,001570,2021/12,7209,2285,525,8484,3280,4138
(주)금호에이치티,214330,2011/12,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,
(주)금호에이치티,214330,2013/12,452,1430,9577,452,1429,9585
(주)금호에이치티,214330,2014/12,762,494,16722,1082,684,16647
(주)금호에이치티,214330,2015/12,903,340,21163,1499,277,18843
(주)금호에이치티,214330,2016/12,1113,270,16969,1720,133,12345
(주)금호에이치티,214330,2017/12,924,575,7055,1165,461,6628
(주)금호에이치티,214330,2018/12,2870,786,7370,3324,954,8336
(주)금호에이치티,214330,2019/12,11712,6500,1796,12141,6398,324
(주)금호에이치티,214330,2020/12,10656,8911,-9155,11092,8837,-8373
(주)금호에이치티,214330,2021/12,6368,1059,-28912,6929,1380,-17493
(주)까뮤이앤씨,013700,2011/12,10996,2807,-143130,,,
(주)까뮤이앤씨,013700,2012/12,10800,3733,-3577,,,
(주)까뮤이앤씨,013700,2013/12,7947,521,-9675,,,
(주)까뮤이앤씨,013700,2014/12,7506,186,2299,,,
(주)까뮤이앤씨,013700,2015/12,4983,1150,5761,,,
(주)까뮤이앤씨,013700,2016/12,2414,671,3826,,,
(주)까뮤이앤씨,013700,2017/12,2306,472,8395,,,
(주)까뮤이앤씨,013700,2018/12,1802,1051,4152,,,
(주)까뮤이앤씨,013700,2019/12,2979,1834,14542,,,
(주)까뮤이앤씨,013700,2020/12,2318,8651,9761,,,
(주)까뮤이앤씨,013700,2021/12,1727,838,-3816,,,
(주)나이스홀딩스,034310,2011/12,1910,1997,8475,1955,3115,47546
(주)나이스홀딩스,034310,2012/12,629,975,13327,1036,2368,43921
(주)나이스홀딩스,034310,2013/12,0,615,7966,2711,4024,78574
(주)나이스홀딩스,034310,2014/12,526,274,8656,4303,4601,75266
(주)나이스홀딩스,034310,2015/12,2307,632,6781,6142,3877,87590
(주)나이스홀딩스,034310,2016/12,1224,130,14901,7406,4141,120295
(주)나이스홀딩스,034310,2017/12,1266,64,4503,7903,4002,124442
(주)나이스홀딩스,034310,2018/12,1487,207,-20912,13338,6389,133922
(주)나이스홀딩스,034310,2019/12,1913,234,-58,18202,8213,170681
(주)나이스홀딩스,034310,2020/12,2912,813,-21857,18838,8019,96324
(주)나이스홀딩스,034310,2021/12,2572,795,29149,20406,6498,146710
(주)남선알미늄,008350,2011/12,7829,2032,-2108,7829,2032,28765
(주)남선알미늄,008350,2012/12,6119,2262,-17758,,,
(주)남선알미늄,008350,2013/12,5995,1846,11691,,,
(주)남선알미늄,008350,2014/12,4532,929,11802,,,
(주)남선알미늄,008350,2015/12,4717,849,18187,,,
(주)남선알미늄,008350,2016/12,5003,2327,26540,,,
(주)남선알미늄,008350,2017/12,3473,3431,28317,,,
(주)남선알미늄,008350,2018/12,3067,1081,31470,3067,1081,31314
(주)남선알미늄,008350,2019/12,2558,1542,10993,2673,1314,18318
(주)남선알미늄,008350,2020/12,1784,2166,-2643,1784,3260,12925
(주)남선알미늄,008350,2021/12,1526,1296,-7060,1526,5028,50052
(주)남성,004270,2011/12,7940,6629,3040,9570,6687,-3356
(주)남성,004270,2012/12,7739,6227,1844,9783,6395,-3022
(주)남성,004270,2013/12,6524,5191,1834,8539,5345,-297
(주)남성,004270,2014/12,8059,4468,-133,9422,4629,-3362
(주)남성,004270,2015/12,6922,4761,2104,8667,4925,-311
(주)남성,004270,2016/12,7104,5450,1591,8578,5505,1741
(주)남성,004270,2017/12,8779,5243,3098,9904,5359,3344
(주)남성,004270,2018/12,6017,3104,-2950,7613,3351,-2829
(주)남성,004270,2019/12,3013,3160,-1675,5585,3476,-1534
(주)남성,004270,2020/12,7737,6467,-16775,10157,6614,-10447
(주)남성,004270,2021/12,4190,5133,8446,5653,5391,8838
(주)넥센,005720,2011/12,9777,9595,12916,10193,6870,45409
(주)넥센,005720,2012/12,6081,8157,17761,6680,5049,84122
(주)넥센,005720,2013/12,4119,2872,20406,5168,3500,80322
(주)넥센,005720,2014/12,4269,3315,31889,5293,4185,88680
(주)넥센,005720,2015/12,4686,3614,24448,6262,4665,85241
(주)넥센,005720,2016/12,4766,4488,29137,6928,4988,110663
(주)넥센,005720,2017/12,3226,2669,46888,4839,3587,93312
(주)넥센,005720,2018/12,1760,2348,21565,38448,26443,87630
(주)넥센,005720,2019/12,1681,2735,20055,100861,94648,206097
(주)넥센,005720,2020/12,1309,2055,21597,111157,66345,9781
(주)넥센,005720,2021/12,1269,2544,30288,65555,79429,47644
(주)넥솔론,110570,2011/12,30424,3127,-38910,,,
(주)넥솔론,110570,2012/12,43375,2808,-141324,43426,2862,-148354
(주)넥솔론,110570,2013/12,47087,1955,-65183,47087,1955,-57903
(주)넥솔론,110570,2014/12,68312,1250,-401496,68312,1250,-408426
(주)넥솔론,110570,2015/12,30243,575,265059,,,
(주)넥솔론,110570,2016/12,36881,739,-66305,,,
(주)노루페인트,090350,2011/12,9026,2634,6620,9202,2826,11338
(주)노루페인트,090350,2012/12,8394,1501,10260,8609,1702,11338
(주)노루페인트,090350,2013/12,8470,1596,12411,8891,1822,15001
(주)노루페인트,090350,2014/12,8857,2674,16708,9262,3091,20723
(주)노루페인트,090350,2015/12,7897,2416,20548,8629,2795,42089
(주)노루페인트,090350,2016/12,8465,2299,39249,8979,2709,20653
(주)노루페인트,090350,2017/12,8292,2805,27014,9185,3135,39845
(주)노루페인트,090350,2018/12,6332,2227,19326,7269,2482,19141
(주)노루페인트,090350,2019/12,5976,2663,23776,7084,3559,26710
(주)노루페인트,090350,2020/12,5986,2054,18660,8047,2764,27727
(주)노루페인트,090350,2021/12,3965,2760,17690,5075,3860,24019
(주)노루홀딩스,000320,2011/12,3913,569,4589,17716,4311,19438
(주)노루홀딩스,000320,2012/12,3539,519,12446,16354,3298,24765
(주)노루홀딩스,000320,2013/12,3279,792,19630,15071,3564,40441
(주)노루홀딩스,000320,2014/12,3183,857,15085,15206,5396,46547
(주)노루홀딩스,000320,2015/12,2560,711,9723,18674,4569,111852
(주)노루홀딩스,000320,2016/12,3389,682,59618,16454,4399,34890
(주)노루홀딩스,000320,2017/12,2414,1107,13884,13126,9176,86728
(주)노루홀딩스,000320,2018/12,1949,1297,5755,10337,6148,13749
(주)노루홀딩스,000320,2019/12,1870,1721,5281,11315,8249,34609
(주)노루홀딩스,000320,2020/12,2269,1352,3069,12687,6457,43720
(주)노루홀딩스,000320,2021/12,2381,1897,6084,9569,9316,26769
(주)녹십자,006280,2011/12,4732,3562,81062,5189,3700,86059
(주)녹십자,006280,2012/12,1148,1937,70352,2203,2435,73110
(주)녹십자,006280,2013/12,1241,18201,86393,2209,18348,91030
(주)녹십자,006280,2014/12,7123,5642,83626,7801,5246,116651
(주)녹십자,006280,2015/12,9761,18206,145631,10600,21582,128887
(주)녹십자,006280,2016/12,5769,6041,76350,6297,5928,79511
(주)녹십자,006280,2017/12,14077,8504,68034,14546,7804,72152
(주)녹십자,006280,2018/12,10032,28673,60127,11555,28383,50151
(주)녹십자,006280,2019/12,24926,9026,15488,26651,8690,-6142
(주)녹십자,006280,2020/12,22361,39857,66630,26180,40670,104474
(주)녹십자,006280,2021/12,16821,20799,167929,20159,21080,172559
(주)녹십자홀딩스,005250,2011/12,14333,18092,17607,16680,5139,93005
(주)녹십자홀딩스,005250,2012/12,4509,13080,65723,7854,15223,44752
(주)녹십자홀딩스,005250,2013/12,3354,9714,20163,7418,28415,108707
(주)녹십자홀딩스,005250,2014/12,4305,35504,24581,13727,42181,140073
(주)녹십자홀딩스,005250,2015/12,3875,5115,21986,17059,43953,156973
(주)녹십자홀딩스,005250,2016/12,5137,46,33957,16735,7104,99964
(주)녹십자홀딩스,005250,2017/12,8760,4110,24588,27213,22932,96146
(주)녹십자홀딩스,005250,2018/12,9698,7037,23059,27451,37793,43189
(주)녹십자홀딩스,005250,2019/12,12233,6727,36484,42409,17260,-13760
(주)녹십자홀딩스,005250,2020/12,13968,25489,67856,47348,70104,107919
(주)녹십자홀딩스,005250,2021/12,17843,17013,38848,48891,57807,180013
(주)농심,004370,2011/12,11116,28921,127928,12402,30490,127783
(주)농심,004370,2012/12,7835,29982,34036,9003,31146,25588
(주)농심,004370,2013/12,5395,19546,122792,7284,20142,118060
(주)농심,004370,2014/12,7701,15526,100354,9732,16993,97330
(주)농심,004370,2015/12,9065,13602,148326,12543,15745,153525
(주)농심,004370,2016/12,8366,18015,221522,13416,21457,233293
(주)농심,004370,2017/12,6720,17221,106375,10535,21521,119434
(주)농심,004370,2018/12,4490,15400,100177,10303,18616,112322
(주)농심,004370,2019/12,9771,20154,81777,14143,24136,103492
(주)농심,004370,2020/12,9810,18856,122943,15313,29199,190552
(주)농심,004370,2021/12,4515,11624,95150,7698,16823,136817
(주)농심홀딩스,072710,2011/12,3106,128,13349,4942,689,47507
(주)농심홀딩스,072710,2012/12,2453,5,14269,4240,337,17705
(주)농심홀딩스,072710,2013/12,2261,78,16241,3786,245,49943
(주)농심홀딩스,072710,2014/12,1639,168,14814,4608,280,27569
(주)농심홀딩스,072710,2015/12,1329,75,11766,3962,460,51418
(주)농심홀딩스,072710,2016/12,1324,117,13777,3680,1122,84317
(주)농심홀딩스,072710,2017/12,729,359,23094,2989,1799,47394
(주)농심홀딩스,072710,2018/12,595,610,13846,3620,1383,39037
(주)농심홀딩스,072710,2019/12,597,735,13895,3667,1526,39582
(주)농심홀딩스,072710,2020/12,83,263,14588,2526,980,73162
(주)농심홀딩스,072710,2021/12,1,203,13370,1991,1288,54330
(주)다우기술,023590,2011/12,3231,1467,34265,5483,1910,176609
(주)다우기술,023590,2012/12,3151,4504,36767,5008,3179,135574
(주)다우기술,023590,2013/12,3927,3018,13653,5512,1477,83619
(주)다우기술,023590,2014/12,3673,1535,8615,5297,1319,112748
(주)다우기술,023590,2015/12,3876,1267,28357,5228,993,283115
(주)다우기술,023590,2016/12,4487,1544,31216,5590,1165,260833
(주)다우기술,023590,2017/12,4022,1541,28553,5264,1295,345149
(주)다우기술,023590,2018/12,5999,17950,41833,11018,2577,324374
(주)다우기술,023590,2019/12,6332,23120,48959,7463,3211,533416
(주)다우기술,023590,2020/12,5749,29791,54609,7871,1813,1030435
(주)다우기술,023590,2021/12,7512,40206,73590,9930,3155,1298774
(주)다이나믹디자인,145210,2011/12,12093,4109,19321,13453,4924,21982
(주)다이나믹디자인,145210,2012/12,12706,3345,24971,13930,4137,24941
(주)다이나믹디자인,145210,2013/12,9310,3532,20525,12132,4872,10182
(주)다이나믹디자인,145210,2014/12,8660,4286,25748,12201,5611,26060
(주)다이나믹디자인,145210,2015/12,7923,4325,2388,11725,5841,1549
(주)다이나믹디자인,145210,2016/12,9335,9952,-14519,12969,11451,-11380
(주)다이나믹디자인,145210,2017/12,29839,6619,-88646,10942,7526,-34429
(주)다이나믹디자인,145210,2018/12,5964,7238,-27950,9370,3655,-43600
(주)다이나믹디자인,145210,2019/12,5128,2178,-2241,7295,3107,-5640
(주)다이나믹디자인,145210,2020/12,6014,6086,-27745,8463,4333,-32986
(주)다이나믹디자인,145210,2021/12,5818,11579,-15846,8308,4360,-26095
(주)다함이텍,009280,2011/12,21,8600,15868,221,16659,17526
