회사명,거래소코드,회계년도,금융원가(요약)(IFRS)(백만원),금융수익(요약)(IFRS)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS)(백만원),금융원가(요약)(IFRS연결)(백만원),금융수익(요약)(IFRS연결)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS연결)(백만원)
(주)성안,011300,2017/12,891,609,-5893,4152,256,-9317
(주)성안,011300,2018/12,1286,994,-4287,4748,236,-12233
(주)성안,011300,2019/12,1496,926,-44078,6997,404,-46542
(주)성안,011300,2020/12,1623,1239,-5181,6630,244,-25768
(주)성안,011300,2021/12,2258,1375,-2374,3522,391,20473
(주)세아베스틸지주,001430,2011/12,35578,5954,271337,,,
(주)세아베스틸지주,001430,2012/12,27142,4465,152639,,,
(주)세아베스틸지주,001430,2013/12,25633,6578,129206,,,
(주)세아베스틸지주,001430,2014/12,24338,10751,163613,,,
(주)세아베스틸지주,001430,2015/12,30090,10961,157616,43423,13294,215143
(주)세아베스틸지주,001430,2016/12,61587,69786,87076,71976,64080,132819
(주)세아베스틸지주,001430,2017/12,24817,19448,125236,40234,14766,173331
(주)세아베스틸지주,001430,2018/12,28292,25267,11278,42794,21547,29530
(주)세아베스틸지주,001430,2019/12,24146,28003,8578,38078,23544,30650
(주)세아베스틸지주,001430,2020/12,48229,54121,-300762,63504,40374,-314920
(주)세아베스틸지주,001430,2021/12,41705,58945,161343,42225,39329,232840
(주)세아제강,306200,2018/12,5842,3811,9596,,,
(주)세아제강,306200,2019/12,16941,13636,43360,,,
(주)세아제강,306200,2020/12,26027,18629,47668,,,
(주)세아제강,306200,2021/12,17522,16198,124759,,,
(주)세아제강지주,003030,2011/12,47379,80126,104859,55911,84812,156339
(주)세아제강지주,003030,2012/12,33172,41716,80467,45753,45201,154452
(주)세아제강지주,003030,2013/12,30643,29937,95215,43200,35684,150312
(주)세아제강지주,003030,2014/12,38464,30191,68851,50496,33214,122359
(주)세아제강지주,003030,2015/12,27877,27698,52601,37543,29178,68526
(주)세아제강지주,003030,2016/12,31127,32227,58859,41357,39188,72171
(주)세아제강지주,003030,2017/12,35488,35109,42897,45782,38466,70038
(주)세아제강지주,003030,2018/12,2320,7115,9319,23476,18218,192417
(주)세아제강지주,003030,2019/12,1361,4878,7785,36352,24006,47254
(주)세아제강지주,003030,2020/12,6792,6162,10561,51624,34295,42167
(주)세아제강지주,003030,2021/12,1504,9497,13803,34103,40072,307856
(주)세아특수강,019440,2011/12,9695,1536,36049,11205,3267,38206
(주)세아특수강,019440,2012/12,9677,2273,22384,11521,2872,26155
(주)세아특수강,019440,2013/12,7541,1241,40704,8368,2570,44437
(주)세아특수강,019440,2014/12,7018,1364,37747,8541,1889,41243
(주)세아특수강,019440,2015/12,5521,1073,27984,10145,1713,25867
(주)세아특수강,019440,2016/12,4326,1275,31834,8834,1902,31424
(주)세아특수강,019440,2017/12,3322,670,31197,6552,3037,31311
(주)세아특수강,019440,2018/12,2067,938,16206,6512,2155,15298
(주)세아특수강,019440,2019/12,2436,1330,15812,6428,2860,14895
(주)세아특수강,019440,2020/12,3281,1145,-2430,7621,2490,-4852
(주)세아특수강,019440,2021/12,2437,3657,29014,6628,4594,34380
(주)세아홀딩스,058650,2011/12,24947,1582,6712,98086,26256,289213
(주)세아홀딩스,058650,2012/12,8060,2148,12492,73774,25936,144373
(주)세아홀딩스,058650,2013/12,13018,1536,-118397,70471,29836,156305
(주)세아홀딩스,058650,2014/12,6352,912,69240,66590,29749,235518
(주)세아홀딩스,058650,2015/12,3814,947,30273,87116,28899,264872
(주)세아홀딩스,058650,2016/12,2720,211,29291,110301,81379,203141
(주)세아홀딩스,058650,2017/12,2582,121,29822,76461,41492,249179
(주)세아홀딩스,058650,2018/12,2888,86,31646,84312,47785,78304
(주)세아홀딩스,058650,2019/12,2970,106,39799,84677,55313,64846
(주)세아홀딩스,058650,2020/12,2545,19,35405,113414,81279,-324815
(주)세아홀딩스,058650,2021/12,2493,39,-32732,105480,123068,193181
(주)세우글로벌,013000,2011/12,266,480,1875,266,478,-1019
(주)세우글로벌,013000,2012/12,0,499,1592,0,488,1739
(주)세우글로벌,013000,2013/12,0,453,1799,0,434,1515
(주)세우글로벌,013000,2014/12,0,388,2000,6,369,1463
(주)세우글로벌,013000,2015/12,0,357,1784,23,355,1101
(주)세우글로벌,013000,2016/12,0,260,2170,0,233,884
(주)세우글로벌,013000,2017/12,35,241,-855,35,181,319
(주)세우글로벌,013000,2018/12,270,439,-1768,270,353,108
(주)세우글로벌,013000,2019/12,98,559,1214,98,506,448
(주)세우글로벌,013000,2020/12,0,379,-14,,,
(주)세우글로벌,013000,2021/12,0,325,2724,0,325,2713
(주)세이브존아이앤씨,067830,2011/12,10325,3231,22760,10325,2018,21520
(주)세이브존아이앤씨,067830,2012/12,9252,3184,25997,9252,1847,24634
(주)세이브존아이앤씨,067830,2013/12,5605,2957,30080,5605,1847,28948
(주)세이브존아이앤씨,067830,2014/12,4350,2840,34206,4350,1998,33335
(주)세이브존아이앤씨,067830,2015/12,3169,2745,34186,3169,1962,33805
(주)세이브존아이앤씨,067830,2016/12,2271,2731,37097,2271,2126,36316
(주)세이브존아이앤씨,067830,2017/12,1625,2605,36248,1625,2610,38194
(주)세이브존아이앤씨,067830,2018/12,1431,3203,34386,1431,3214,34624
(주)세이브존아이앤씨,067830,2019/12,1150,2312,30412,1150,2326,30335
(주)세이브존아이앤씨,067830,2020/12,3728,2794,13546,,,
(주)세이브존아이앤씨,067830,2021/12,2837,2209,9421,,,
(주)세진중공업,075580,2011/12,,,,,,
(주)세진중공업,075580,2012/12,,,,,,
(주)세진중공업,075580,2013/12,12299,3552,8598,15372,3993,14367
(주)세진중공업,075580,2014/12,11431,1368,18866,14255,2468,21747
(주)세진중공업,075580,2015/12,10275,1214,24985,13715,1813,29805
(주)세진중공업,075580,2016/12,6837,1779,20913,6987,1810,14318
(주)세진중공업,075580,2017/12,5100,303,2220,5072,308,2371
(주)세진중공업,075580,2018/12,5536,628,931,5756,908,2106
(주)세진중공업,075580,2019/12,5891,688,985,6433,1794,3880
(주)세진중공업,075580,2020/12,6034,1399,1188,6504,1376,5515
(주)세진중공업,075580,2021/12,4157,1754,30286,6006,3794,23544
(주)센트랄모텍,308170,2011/12,,,,,,
(주)센트랄모텍,308170,2012/12,,,,,,
(주)센트랄모텍,308170,2013/12,,,,,,
(주)센트랄모텍,308170,2014/12,,,,,,
(주)센트랄모텍,308170,2015/12,,,,,,
(주)센트랄모텍,308170,2016/12,,,,,,
(주)센트랄모텍,308170,2017/12,2644,298,7486,3475,300,11099
(주)센트랄모텍,308170,2018/12,2693,157,4775,3665,166,5135
(주)센트랄모텍,308170,2019/12,2848,477,3150,3522,174,7277
(주)센트랄모텍,308170,2020/12,2087,590,4535,2517,429,9457
(주)센트랄모텍,308170,2021/12,2547,236,-826,2776,234,2619
(주)센트럴인사이트,012600,2011/12,7366,3187,-38498,7097,3526,-39946
(주)센트럴인사이트,012600,2012/12,3546,2981,3333,3028,5673,4106
(주)센트럴인사이트,012600,2013/12,2570,2479,-38423,3643,3741,-34144
(주)센트럴인사이트,012600,2014/12,3010,11539,-4246,4091,2607,-14046
(주)센트럴인사이트,012600,2015/12,2433,3951,-12079,3639,1052,-12351
(주)센트럴인사이트,012600,2016/12,3178,4081,-6053,4031,624,-15753
(주)센트럴인사이트,012600,2017/12,2953,569,-15530,3377,563,-19822
(주)센트럴인사이트,012600,2018/12,3091,876,1682,3161,839,4683
(주)센트럴인사이트,012600,2019/12,4060,3388,-12994,4552,568,-17123
(주)센트럴인사이트,012600,2020/12,1019,1821,-17279,1082,1923,-13978
(주)센트럴인사이트,012600,2021/12,157,512,-6826,178,507,-6549
(주)셀트리온,068270,2011/12,2848,9520,185632,3275,9551,183385
(주)셀트리온,068270,2012/12,16878,8010,184875,16938,8274,187567
(주)셀트리온,068270,2013/12,34081,23670,116766,34690,23692,115665
(주)셀트리온,068270,2014/12,48105,20877,162201,56625,11259,149111
(주)셀트리온,068270,2015/12,33035,15608,223178,40719,9541,163111
(주)셀트리온,068270,2016/12,14807,10196,261445,21395,8154,197433
(주)셀트리온,068270,2017/12,22266,9003,468528,28079,9914,483071
(주)셀트리온,068270,2018/12,11600,21096,296188,18697,21707,301639
(주)셀트리온,068270,2019/12,8850,17289,369107,14205,17577,382031
(주)셀트리온,068270,2020/12,32888,9255,649889,37679,9578,657152
(주)셀트리온,068270,2021/12,6984,42418,723840,12804,42294,751310
(주)솔루엠,248070,2016/12,3340,358,952,5140,283,2973
(주)솔루엠,248070,2017/12,3093,1105,-17828,5053,510,-25062
(주)솔루엠,248070,2018/12,6909,5719,-13286,8672,3880,-21159
(주)솔루엠,248070,2019/12,10730,3980,7880,12892,1179,40260
(주)솔루엠,248070,2020/12,6119,2658,10797,8055,1501,41987
(주)솔루엠,248070,2021/12,5383,3885,16403,7825,2299,25725
(주)수산인더스트리,126720,2011/12,30,1083,10338,,,
(주)수산인더스트리,126720,2012/12,26,1139,10939,,,
(주)수산인더스트리,126720,2013/12,40,941,14171,,,
(주)수산인더스트리,126720,2014/12,26,1103,14248,,,
(주)수산인더스트리,126720,2015/12,3,797,21248,3,797,21248
(주)수산인더스트리,126720,2016/12,35,126,27259,1095,155,27382
(주)수산인더스트리,126720,2017/12,0,292,29443,1084,491,29559
(주)수산인더스트리,126720,2018/12,0,449,37007,602,923,38097
(주)수산인더스트리,126720,2019/12,78,379,37461,1334,708,35888
(주)수산인더스트리,126720,2020/12,123,325,30970,3813,600,31947
(주)수산인더스트리,126720,2021/12,126,289,63510,824,621,67024
(주)수산중공업,017550,2011/12,830,739,16024,1299,849,15404
(주)수산중공업,017550,2012/12,1229,819,15802,1834,934,14636
(주)수산중공업,017550,2013/12,1224,1009,5227,1600,1029,4151
(주)수산중공업,017550,2014/12,2046,322,5375,2303,417,6831
(주)수산중공업,017550,2015/12,1173,769,3748,1362,931,2895
(주)수산중공업,017550,2016/12,629,1075,4019,730,1079,4081
(주)수산중공업,017550,2017/12,630,2320,2334,634,2376,3302
(주)수산중공업,017550,2018/12,809,750,-35,881,728,8795
(주)수산중공업,017550,2019/12,5037,3852,1087,5205,2110,1958
(주)수산중공업,017550,2020/12,1978,3274,1387,1961,120,5071
(주)수산중공업,017550,2021/12,1497,1658,3985,2202,598,14175
(주)시디즈,134790,2011/12,0,436,1891,389,1195,2232
(주)시디즈,134790,2012/12,0,575,4288,,,
(주)시디즈,134790,2013/12,0,637,-327,,,
(주)시디즈,134790,2014/12,0,514,81,,,
(주)시디즈,134790,2015/12,0,470,-655,,,
(주)시디즈,134790,2016/12,0,337,93,,,
(주)시디즈,134790,2017/12,0,294,490,,,
(주)시디즈,134790,2018/12,293,162,4610,,,
(주)시디즈,134790,2019/12,380,64,9007,,,
(주)시디즈,134790,2020/12,188,73,20688,,,
(주)시디즈,134790,2021/12,280,140,15348,,,
(주)신도리코,029530,2011/12,0,14836,83082,277,14311,88417
(주)신도리코,029530,2012/12,0,28707,72548,232,16980,70012
(주)신도리코,029530,2013/12,0,15945,56545,208,15874,42101
(주)신도리코,029530,2014/12,0,14558,25685,141,15059,22354
(주)신도리코,029530,2015/12,0,11394,20802,481,11700,19605
(주)신도리코,029530,2016/12,0,8800,27139,172,9350,39969
(주)신도리코,029530,2017/12,0,8989,39088,153,9236,38108
(주)신도리코,029530,2018/12,0,11480,36474,301,11749,43590
(주)신도리코,029530,2019/12,17,12855,15801,355,13368,20635
(주)신도리코,029530,2020/12,12,9608,-13075,94,10120,-17106
(주)신도리코,029530,2021/12,3193,24693,131830,5816,27251,128642
(주)신성에프에이,104120,2011/12,986,1989,2296,,,
(주)신성에프에이,104120,2012/12,1361,2448,-10713,,,
(주)신성에프에이,104120,2013/12,1363,2465,4179,,,
(주)신성에프에이,104120,2014/12,1287,2720,9448,,,
(주)신성에프에이,104120,2015/12,2166,3660,15315,,,
(주)신성이엔지,011930,2011/12,15612,1445,-31739,,,
(주)신성이엔지,104110,2011/12,1207,2300,8706,1511,2201,11645
(주)신성이엔지,011930,2012/12,14863,3526,-56773,,,
(주)신성이엔지,104110,2012/12,818,2445,-3527,1373,2415,-5829
(주)신성이엔지,104110,2013/12,1376,2595,2943,1664,2732,9336
(주)신성이엔지,011930,2013/12,11354,1018,-26210,,,
(주)신성이엔지,011930,2014/12,12042,369,-11764,,,
(주)신성이엔지,104110,2014/12,948,2399,2092,1271,2667,6064
(주)신성이엔지,104110,2015/12,2479,2265,1530,3510,2519,3701
(주)신성이엔지,011930,2015/12,11687,469,4254,,,
(주)신성이엔지,011930,2016/12,10300,2245,15883,10473,2292,4838
(주)신성이엔지,011930,2017/12,14924,4512,-47197,15807,4974,-38917
(주)신성이엔지,011930,2018/12,12379,313,-29639,13185,323,-20412
(주)신성이엔지,011930,2019/12,12492,1189,14812,12918,1249,7485
(주)신성이엔지,011930,2020/12,8197,5306,-4301,8431,5455,3384
(주)신성이엔지,011930,2021/12,5463,790,-25130,5597,826,-17537
(주)신세계,004170,2011/12,33027,25425,206318,42364,34698,274045
(주)신세계,004170,2012/12,47660,32606,180943,54450,44247,271230
(주)신세계,004170,2013/12,75722,36995,158505,94969,34950,266739
(주)신세계,004170,2014/12,71589,32807,174136,89701,27577,249994
(주)신세계,004170,2015/12,61819,59839,520092,89078,61963,583375
(주)신세계,004170,2016/12,44678,47913,205564,78560,52512,415420
(주)신세계,004170,2017/12,86061,33523,187434,142055,49569,291351
(주)신세계,004170,2018/12,47342,43735,244753,107927,56824,354828
(주)신세계,004170,2019/12,73149,56032,945562,177450,71341,798234
(주)신세계,004170,2020/12,104808,99914,188222,205846,121122,-118475
(주)신세계,004170,2021/12,89271,61717,226227,168751,93432,517575
(주)신세계아이앤씨,035510,2011/12,103,2434,23062,,,
(주)신세계아이앤씨,035510,2012/12,9,2950,19543,,,
(주)신세계아이앤씨,035510,2013/12,22,2838,16052,,,
(주)신세계아이앤씨,035510,2014/12,29,2755,17207,,,
(주)신세계아이앤씨,035510,2015/12,12,2229,9398,,,
(주)신세계아이앤씨,035510,2016/12,40,1520,4823,,,
(주)신세계아이앤씨,035510,2017/12,67,1591,13697,,,
(주)신세계아이앤씨,035510,2018/12,537,2458,38395,,,
(주)신세계아이앤씨,035510,2019/12,1353,2850,15105,,,
(주)신세계아이앤씨,035510,2020/12,1048,1765,89761,,,
(주)신세계아이앤씨,035510,2021/12,419,6030,47946,,,
(주)신세계인터내셔날,031430,2011/12,9337,9188,60306,,,
(주)신세계인터내셔날,031430,2012/12,4412,11297,61243,4488,11374,63895
(주)신세계인터내셔날,031430,2013/12,8131,9507,36277,8158,9545,39081
(주)신세계인터내셔날,031430,2014/12,13406,12465,12119,14381,12153,25805
(주)신세계인터내셔날,031430,2015/12,17517,16080,15360,19057,15359,25474
(주)신세계인터내셔날,031430,2016/12,19112,16322,15359,20581,15783,25454
(주)신세계인터내셔날,031430,2017/12,27265,25339,28646,28546,25372,31769
(주)신세계인터내셔날,031430,2018/12,18796,13147,43762,19831,13196,58898
(주)신세계인터내셔날,031430,2019/12,20617,13461,82017,21792,13835,100426
(주)신세계인터내셔날,031430,2020/12,27281,23288,67907,28694,23983,53006
(주)신세계인터내셔날,031430,2021/12,18756,16524,75771,19943,17539,105408
(주)신세계푸드,031440,2011/12,1,1221,40470,,,
(주)신세계푸드,031440,2012/12,2,995,35921,,,
(주)신세계푸드,031440,2013/12,0,1198,24634,,,
(주)신세계푸드,031440,2014/12,0,1462,7229,,,
(주)신세계푸드,031440,2015/12,1217,1237,8684,1282,1265,7936
(주)신세계푸드,031440,2016/12,2758,1001,19761,2940,1282,18064
(주)신세계푸드,031440,2017/12,3724,527,25817,3859,671,25275
(주)신세계푸드,031440,2018/12,2979,831,11747,3126,955,13515
(주)신세계푸드,031440,2019/12,6151,609,3817,6260,808,4567
(주)신세계푸드,031440,2020/12,11396,3997,-26597,11491,4087,-26848
(주)신세계푸드,031440,2021/12,18948,6013,3881,19028,6081,4588
(주)신영와코루,005800,2011/09,185,2068,20539,185,1754,22313
(주)신영와코루,005800,2012/09,266,2570,18653,266,2259,19982
(주)신영와코루,005800,2013/09,187,2122,13732,187,1809,14139
(주)신영와코루,005800,2014/09,74,2197,7711,74,1929,7529
(주)신영와코루,005800,2015/12,57,1408,13768,57,1092,14833
(주)신영와코루,005800,2016/12,36,2076,23545,36,1664,22814
(주)신영와코루,005800,2017/12,30,2162,10403,30,1750,11351
(주)신영와코루,005800,2018/12,32,2346,4406,32,2030,4001
(주)신영와코루,005800,2019/12,39,2415,3722,39,2357,3298
(주)신영와코루,005800,2020/12,329,2246,3706,329,2188,3884
(주)신영와코루,005800,2021/12,553,2439,8816,553,2396,8581
(주)신원,009270,2011/12,7484,6486,829,10602,4816,-5843
(주)신원,009270,2012/12,7695,3001,-5944,8125,835,-10280
(주)신원,009270,2013/12,7048,2584,-5304,7335,478,-8462
(주)신원,009270,2014/12,7509,2554,3122,7644,475,5984
(주)신원,009270,2015/12,7541,2420,7137,8227,479,11164
(주)신원,009270,2016/12,6820,1865,-3884,7006,361,-3520
(주)신원,009270,2017/12,8369,2314,-10527,8438,1232,-11708
(주)신원,009270,2018/12,6417,1365,-8893,6496,322,-9312
(주)신원,009270,2019/12,5535,1579,87,5574,406,254
(주)신원,009270,2020/12,7875,1414,-15193,5473,467,-9659
(주)신원,009270,2021/12,7464,1309,18247,5291,239,16254
(주)신일건업,014350,2011/12,17716,2472,-7018,18224,2414,-5769
(주)신일건업,014350,2012/12,14953,2390,-176565,14953,2390,-176566
(주)신일건업,014350,2013/12,8561,958,-2992,,,
(주)신일건업,014350,2014/12,6963,523,-89658,,,
(주)신한,005450,2011/12,4172,620,-15924,4507,628,-16247
(주)신한,005450,2012/12,5319,1749,-22718,5493,1751,-38405
(주)신한,005450,2013/12,3990,237,-15452,4010,237,-13222
(주)신한,005450,2014/12,3903,5431,1442,3925,5431,3093
(주)신한,005450,2015/12,8539,3199,-14045,8555,3198,-2670
(주)신한,005450,2016/12,3736,1327,19338,3744,1316,-12542
(주)신한,005450,2017/12,5589,3004,-17343,6781,3046,-5516
(주)신한,005450,2018/12,1485,1519,-12732,3141,1556,13248
(주)신한,005450,2019/12,1925,7406,-26846,3026,2451,-8883
(주)신화다이나믹스,001770,2011/12,2510,442,1792,,,
(주)신화다이나믹스,001770,2012/12,2823,339,706,,,
(주)신화다이나믹스,001770,2013/12,2136,496,-2557,,,
(주)신화다이나믹스,001770,2014/12,1389,618,984,,,
(주)신화다이나믹스,001770,2015/12,1015,612,2518,,,
(주)신화다이나믹스,001770,2016/12,944,761,799,,,
(주)신화다이나믹스,001770,2017/12,1287,84,-2645,,,
(주)신화다이나믹스,001770,2018/12,635,258,3111,,,
(주)신화다이나믹스,001770,2019/12,628,362,1197,,,
(주)신화다이나믹스,001770,2020/12,755,197,596,,,
(주)신화다이나믹스,001770,2021/12,332,371,7083,,,
(주)신흥,004080,2011/12,2904,892,4601,3121,976,4190
(주)신흥,004080,2012/12,2531,1305,1002,2771,1402,1240
(주)신흥,004080,2013/12,2027,1019,3508,2569,1103,3400
(주)신흥,004080,2014/12,1295,921,9070,1506,1075,8408
(주)신흥,004080,2015/12,1503,592,6873,1935,734,4473
(주)신흥,004080,2016/12,1669,703,4076,2568,735,2019
(주)신흥,004080,2017/12,1169,751,5107,1462,755,5020
(주)신흥,004080,2018/12,1001,432,4639,1372,436,5044
(주)신흥,004080,2019/12,1121,543,1397,1474,549,2652
(주)신흥,004080,2020/12,1007,899,12275,1179,1014,17383
(주)신흥,004080,2021/12,504,455,20162,663,536,20290
(주)쌍방울,102280,2011/12,3343,2327,6470,3963,3496,7536
(주)쌍방울,102280,2012/12,4312,1958,3768,5645,2772,4185
(주)쌍방울,102280,2013/12,2992,2016,-448,4003,2638,-1947
(주)쌍방울,102280,2014/12,2801,2295,-265,3614,2613,-1195
(주)쌍방울,102280,2015/12,2414,2722,1165,4027,3587,114
(주)쌍방울,102280,2016/12,5156,4106,-14936,6332,4765,-17271
(주)쌍방울,102280,2017/12,18709,227785,195558,8912,229630,194744
(주)쌍방울,102280,2018/12,244191,124776,-119083,246995,126297,-124640
(주)쌍방울,102280,2019/12,45273,22143,-39112,47370,23545,-39550
(주)쌍방울,102280,2020/12,54123,53109,-34012,55853,55297,-18696
(주)쌍방울,102280,2021/12,77599,83219,-5468,78708,84395,-16076
(주)쎌마테라퓨틱스,015540,2011/12,3279,3595,-8995,3293,3829,-5276
(주)쎌마테라퓨틱스,015540,2012/12,256,390,-5658,279,185,-8569
(주)쎌마테라퓨틱스,015540,2013/12,57,241,-3979,74,169,-3456
(주)쎌마테라퓨틱스,015540,2014/12,13,318,-11096,48,239,-11641
(주)쎌마테라퓨틱스,015540,2015/12,2120,1282,-24275,2261,1299,-27649
(주)쎌마테라퓨틱스,015540,2016/12,2032,562,-10972,2039,550,-10047
(주)쎌마테라퓨틱스,015540,2017/12,499,772,-7274,502,759,-7475
(주)쎌마테라퓨틱스,015540,2018/12,1290,489,-10512,1321,500,-10453
(주)쎌마테라퓨틱스,015540,2019/12,6845,490,-24715,6857,498,-24739
(주)쎌마테라퓨틱스,015540,2020/12,6027,1868,-19489,6034,1871,-19720
(주)쎌마테라퓨틱스,015540,2021/12,4653,5652,-6029,4693,5863,-6097
(주)쏘카,403550,2013/12,,,,,,
(주)쏘카,403550,2014/12,,,,,,
(주)쏘카,403550,2015/12,,,,,,
(주)쏘카,403550,2016/12,,,,,,
(주)쏘카,403550,2017/12,,,,,,
(주)쏘카,403550,2018/12,,,,,,
(주)쏘카,403550,2019/12,,,,,,
(주)쏘카,403550,2020/12,,,,,,
(주)쏘카,403550,2021/12,18437,12454,3707,18606,12139,-2493
(주)씨아이테크,004920,2011/12,180,367,-2644,,,
(주)씨아이테크,004920,2012/12,62,323,-7245,,,
(주)씨아이테크,004920,2013/12,198,285,-1136,198,297,-774
(주)씨아이테크,004920,2014/12,761,1285,-2792,795,451,-3404
(주)씨아이테크,004920,2015/12,456,391,691,487,622,1129
(주)씨아이테크,004920,2016/12,426,1035,-2647,435,1236,-1542
(주)씨아이테크,004920,2017/12,582,959,-11270,702,1022,-11158
(주)씨아이테크,004920,2018/12,1190,970,-4845,1316,971,-3063
(주)씨아이테크,004920,2019/12,349,1356,-2758,506,234,-4655
(주)씨아이테크,004920,2020/12,3258,266,-7931,3521,168,-3359
(주)씨아이테크,004920,2021/12,9975,2578,-8701,10208,1473,-8810
(주)아모레퍼시픽,090430,2011/12,460,11022,420420,1923,11165,429642
(주)아모레퍼시픽,090430,2012/12,586,11881,370381,2125,12208,360644
(주)아모레퍼시픽,090430,2013/12,931,11627,363376,2664,11345,363526
(주)아모레퍼시픽,090430,2014/12,1138,14168,474725,2604,13725,530226
(주)아모레퍼시픽,090430,2015/12,1296,15054,700908,3067,25539,778301
(주)아모레퍼시픽,090430,2016/12,927,15239,785431,5934,17642,856558
(주)아모레퍼시픽,090430,2017/12,1241,13208,446222,3080,13817,567344
(주)아모레퍼시픽,090430,2018/12,1865,12589,361109,2687,12690,452987
(주)아모레퍼시픽,090430,2019/12,3657,14049,467843,19977,14739,370602
(주)아모레퍼시픽,090430,2020/12,3456,11692,111215,17027,11883,25293
(주)아모레퍼시픽,090430,2021/12,20623,8812,350515,11410,10499,297877
(주)아모레퍼시픽그룹,002790,2011/12,0,9953,32835,2018,26138,510759
(주)아모레퍼시픽그룹,002790,2012/12,0,11366,45090,2298,29446,469386
(주)아모레퍼시픽그룹,002790,2013/12,0,9570,41791,3325,25974,481892
(주)아모레퍼시픽그룹,002790,2014/12,0,8861,59249,2787,29134,681781
(주)아모레퍼시픽그룹,002790,2015/12,11,6217,44627,3401,37636,921602
(주)아모레퍼시픽그룹,002790,2016/12,161,5064,45662,6534,28884,1088270
(주)아모레퍼시픽그룹,002790,2017/12,475,5669,77990,4709,25656,698322
(주)아모레퍼시픽그룹,002790,2018/12,3191,12182,51113,7332,33079,534836
(주)아모레퍼시픽그룹,002790,2019/12,1638,10040,118679,26987,31767,431371
(주)아모레퍼시픽그룹,002790,2020/12,36,5124,-10299,22913,23225,31284
(주)아모레퍼시픽그룹,002790,2021/12,23852,7377,130434,14323,21061,429574
(주)아센디오,012170,2011/12,2345,2764,13661,,,
(주)아센디오,012170,2012/12,4078,1405,-4598,4078,1405,-5253
(주)아센디오,012170,2013/12,5757,835,-26686,5385,1100,-27899
(주)아센디오,012170,2014/12,2795,810,-17969,2795,810,-17969
(주)아센디오,012170,2015/12,3307,1125,-9729,3307,1125,-9729
(주)아센디오,012170,2016/12,2413,732,-9649,,,
(주)아센디오,012170,2017/12,4804,232,-36291,4825,244,-38691
(주)아센디오,012170,2018/12,2813,1894,-17640,4061,2418,-27341
(주)아센디오,012170,2019/12,2882,1947,-60761,5654,2039,-64792
(주)아센디오,012170,2020/12,100,126,-18459,1251,375,-4850
(주)아센디오,012170,2021/12,1083,1168,-7967,1130,1448,-6279
(주)아이마켓코리아,122900,2011/12,1,3028,45535,,,
(주)아이마켓코리아,122900,2012/12,0,2560,51538,0,2560,51383
(주)아이마켓코리아,122900,2013/12,82,1627,51644,519,1652,50650
(주)아이마켓코리아,122900,2014/12,39,2447,46915,603,2565,57219
(주)아이마켓코리아,122900,2015/12,4,1723,53687,682,2315,65678
(주)아이마켓코리아,122900,2016/12,2,1552,33954,583,1524,54115
(주)아이마켓코리아,122900,2017/12,289,4612,23002,644,3455,29344
(주)아이마켓코리아,122900,2018/12,766,8623,26482,760,8092,34742
(주)아이마켓코리아,122900,2019/12,2253,7067,28468,3228,7314,42120
(주)아이마켓코리아,122900,2020/12,5872,4474,30674,6664,4342,38771
(주)아이마켓코리아,122900,2021/12,1439,22448,58107,2288,22251,62225
(주)아이에이치큐,003560,2011/12,851,93,149,851,146,1685
(주)아이에이치큐,003560,2012/12,166,145,8345,182,124,4555
(주)아이에이치큐,003560,2013/12,593,296,-278,620,310,98
(주)아이에이치큐,003560,2014/12,1970,560,-5428,1989,638,-7673
(주)아이에이치큐,003560,2015/12,294,991,7981,497,1092,6507
(주)아이에이치큐,003560,2016/12,276,1101,9292,383,1143,6243
(주)아이에이치큐,003560,2017/12,406,1369,4239,410,1600,5509
(주)아이에이치큐,003560,2018/12,58,1630,-6748,108,1654,-6412
(주)아이에이치큐,003560,2019/12,346,1197,-68666,392,1205,-63127
(주)아이에이치큐,003560,2020/12,344,1181,-16304,354,1184,-14697
(주)아이에이치큐,003560,2021/12,2901,1898,-4242,2925,756,-8224
(주)알루코,001780,2011/12,9914,476,-2500,17872,1015,-343
(주)알루코,001780,2012/12,10704,556,-7703,18743,1831,-9690
(주)알루코,001780,2013/12,11238,1261,3333,17195,1465,3660
(주)알루코,001780,2014/12,12086,3528,8180,17114,3820,12221
(주)알루코,001780,2015/12,10485,3812,17637,16302,5546,21854
(주)알루코,001780,2016/12,8728,7487,22351,13641,7294,26788
(주)알루코,001780,2017/12,10817,10971,13853,16402,8742,18152
(주)알루코,001780,2018/12,8410,7491,23209,26527,9487,12874
(주)알루코,001780,2019/12,8258,8205,-19627,25266,7799,-8537
(주)알루코,001780,2020/12,14302,9374,-25970,28524,8015,-30809
(주)알루코,001780,2021/12,10226,15527,6248,20070,14291,5283
(주)알앤엘바이오,003190,2011/12,8564,610,-19926,9046,857,-31760
(주)알앤엘바이오,003190,2012/12,9662,1348,-54150,10207,1595,-58436
(주)에넥스,011090,2011/12,1949,492,9659,2042,582,7571
(주)에넥스,011090,2012/12,2071,402,-13933,2098,439,-11844
(주)에넥스,011090,2013/12,1143,420,3837,1149,485,2796
(주)에넥스,011090,2014/12,762,365,4987,778,414,4812
(주)에넥스,011090,2015/12,508,326,7893,713,385,8184
(주)에넥스,011090,2016/12,701,647,2153,764,287,2399
