회사명,거래소코드,회계년도,[제조]      이익잉여금(결손금)(요약)(IFRS)(백만원),[제조]      이익잉여금(결손금)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원)
(주)DB하이텍,000990,2011/12,-529392,-512733,1183957,1199044,61642,60749,534317,552216
(주)DB하이텍,000990,2012/12,-562637,-545396,1149069,1157755,68048,73877,583902,590786
(주)DB하이텍,000990,2013/12,-72161,-63421,1049495,1058392,28529,28381,493752,493752
(주)DB하이텍,000990,2014/12,-134158,-145152,1001960,984877,47362,48078,567718,567718
(주)DB하이텍,000990,2015/12,-10928,-25389,1005674,984644,150510,152722,666595,666595
(주)DB하이텍,000990,2016/12,75869,65709,1006371,986789,247019,248312,773140,773140
(주)DB하이텍,000990,2017/12,152840,178281,977575,993951,182244,183124,679738,679738
(주)DB하이텍,000990,2018/12,269771,286927,1050696,1066534,182780,180344,669279,669279
(주)DB하이텍,000990,2019/12,374010,375644,1089401,1088890,160797,161078,807416,807416
(주)DB하이텍,000990,2020/12,523345,525382,1179257,1178581,310467,309983,935920,935920
(주)DB하이텍,000990,2021/12,829993,831969,1548224,1549938,391303,393129,1214682,1214682
(주)HJ중공업,097230,2011/12,904285,814074,5857119,7036680,-297988,-401788,2316017,2891499
(주)HJ중공업,097230,2012/12,896856,740599,5938108,6585093,-227250,-84391,1980761,2549319
(주)HJ중공업,097230,2013/12,686883,554300,5839633,6683379,-186309,-321347,1927307,2529341
(주)HJ중공업,097230,2014/12,449960,243436,5469810,6470284,-101009,-238336,1799016,2520325
(주)HJ중공업,097230,2015/12,61394,-22399,4638381,5914637,109406,257547,2041347,3115473
(주)HJ중공업,097230,2016/12,-444027,-527832,3921561,5256464,78719,-36763,1928591,2813271
(주)HJ중공업,097230,2017/12,-710560,-773344,3312303,4206655,368798,385461,1737428,2452314
(주)HJ중공업,097230,2018/12,-1673444,-2056599,2388369,2733620,182116,420195,1750954,1697869
(주)HJ중공업,097230,2019/12,-1289769,-1293517,2465650,2470222,140634,155934,1609530,1628751
(주)HJ중공업,097230,2020/12,-1215983,-1217980,2189125,2193855,252907,264454,1694634,1695815
(주)HJ중공업,097230,2021/12,-1356822,-1358658,2381044,2385236,-111432,-110633,1705790,1706532
(주)MH에탄올,023150,2011/12,49414,37709,135927,134207,4202,179,43207,44785
(주)MH에탄올,023150,2012/12,51965,38100,139201,134386,2789,-4906,45489,59768
(주)MH에탄올,023150,2013/12,40314,45231,122521,129698,5638,6114,46299,62200
(주)MH에탄올,023150,2014/12,44588,44699,85254,85535,5126,5159,48984,48984
(주)MH에탄올,023150,2015/12,50544,50689,78691,78996,13354,13384,50386,50386
(주)MH에탄올,023150,2016/12,56778,56933,72025,72340,12230,12246,48897,48897
(주)MH에탄올,023150,2017/12,60313,61312,107437,500180,10756,3337,48270,51977
(주)MH에탄올,023150,2018/12,70349,64157,109657,440178,6669,-11270,46943,72796
(주)MH에탄올,023150,2019/12,62921,61134,101059,451474,6418,11369,46992,80879
(주)MH에탄올,023150,2020/12,61489,65491,97516,449679,7640,18986,51277,94645
(주)MH에탄올,023150,2021/12,63423,68412,98741,451461,2030,26371,45892,102067
(주)SH에너지화학,002360,2011/12,2905,1864,102383,104711,6995,5825,172753,173209
(주)SH에너지화학,002360,2012/12,3664,1930,102493,103690,364,-856,191908,193950
(주)SH에너지화학,002360,2013/12,8557,6806,109985,110489,7501,5950,229784,231912
(주)SH에너지화학,002360,2014/12,22179,21178,109098,110741,24219,24749,226971,230913
(주)SH에너지화학,002360,2015/12,29560,28498,114048,115521,24557,24631,213882,216441
(주)SH에너지화학,002360,2016/12,41903,41185,122957,124489,11581,11686,214380,218398
(주)SH에너지화학,002360,2017/12,44538,44482,123262,125312,16293,14208,184673,188115
(주)SH에너지화학,002360,2018/12,42961,42445,120896,122435,4285,5203,180753,183599
(주)SH에너지화학,002360,2019/12,36601,36384,121126,123416,14509,16082,138162,140853
(주)SH에너지화학,002360,2020/12,29635,29813,116570,117357,3790,4214,91354,93584
(주)SH에너지화학,002360,2021/12,31105,31181,118424,119629,-2312,-3789,139284,139802
(주)SIMPAC,009160,2011/12,112027,125225,296953,310879,18175,18427,213868,215366
(주)SIMPAC,009160,2012/12,131842,141812,307367,318666,12987,13157,223855,225353
(주)SIMPAC,009160,2013/12,148337,159155,349837,361986,11709,12061,204528,205751
(주)SIMPAC,009160,2014/12,156394,170937,329326,381939,29061,34444,227492,263152
(주)SIMPAC,009160,2015/12,173682,185234,369349,422833,10490,10257,213152,269528
(주)SIMPAC,009160,2016/12,186878,198114,366245,417865,30471,35246,215839,267074
(주)SIMPAC,009160,2017/12,191361,208398,343005,381158,-13629,-9544,203150,230635
(주)SIMPAC,009160,2018/12,250257,274111,628334,681751,36290,37360,268864,306151
(주)SIMPAC,009160,2019/12,258118,279952,608693,679146,45147,37470,391971,430085
(주)SIMPAC,009160,2020/12,280787,310459,656622,737278,434,-17043,272087,365863
(주)SIMPAC,009160,2021/12,342652,397843,796760,903230,45877,63747,490855,613013
(주)SNT에너지,100840,2011/12,126000,,276512,,-17274,,195319,
(주)SNT에너지,100840,2012/12,135114,,292802,,26635,,230708,
(주)SNT에너지,100840,2013/12,149995,,311675,,20129,,200751,
(주)SNT에너지,100840,2014/12,159223,,304512,,-24774,,242747,
(주)SNT에너지,100840,2015/12,182612,,316196,,2205,,260094,
(주)SNT에너지,100840,2016/12,180875,,348042,,35018,,254090,
(주)SNT에너지,100840,2017/12,185408,,300267,,-5579,,184092,
(주)SNT에너지,100840,2018/12,187260,,280992,,14436,,139516,
(주)SNT에너지,100840,2019/12,201776,202390,331391,333897,-40058,-40065,202823,213327
(주)SNT에너지,100840,2020/12,202725,203724,332066,335352,66429,70341,229991,237400
(주)SNT에너지,100840,2021/12,210538,211097,322124,332143,27963,29860,165466,171088
(주)SNT홀딩스,036530,2011/12,281287,351808,388124,2124828,9352,86982,2258,1663846
(주)SNT홀딩스,036530,2012/12,284421,373305,388965,2074904,8671,57311,8718,1668750
(주)SNT홀딩스,036530,2013/12,286628,392960,397336,2149176,7969,94174,8827,1576368
(주)SNT홀딩스,036530,2014/12,289259,415814,399244,2039389,6848,95279,7702,1552375
(주)SNT홀딩스,036530,2015/12,313824,444841,430584,2169311,7958,120263,8475,1612747
(주)SNT홀딩스,036530,2016/12,316684,444653,427002,2210178,762,143866,9818,1537700
(주)SNT홀딩스,036530,2017/12,315329,444718,425435,2146175,6184,104209,7418,1508152
(주)SNT홀딩스,036530,2018/12,319207,472061,422805,2113835,6692,128943,7292,1401307
(주)SNT홀딩스,036530,2019/12,322144,528026,417173,2236679,10099,89186,11016,1512115
(주)SNT홀딩스,036530,2020/12,333815,555628,423961,2270486,22925,261292,25310,1435755
(주)SNT홀딩스,036530,2021/12,340111,626662,425705,2372324,16763,90010,18897,1404072
(주)STX,011810,2011/12,464921,852624,3302248,5234175,-108220,55801,4173397,5967701
(주)STX,011810,2012/12,421859,345433,3226878,5067029,159192,250636,4116767,6159850
(주)STX,011810,2013/12,-1231455,-1236182,1086567,1342520,85353,130779,1895063,2449401
(주)STX,011810,2014/12,-896967,-855946,1070433,1255002,-78562,-76097,1291351,1634606
(주)STX,011810,2015/12,-28460,-28046,1057543,1267224,28936,-15950,1362127,1630827
(주)STX,011810,2016/12,-457165,-458047,627686,707709,31638,57833,1465561,1720153
(주)STX,011810,2017/12,-120813,-123486,520393,627542,93844,100295,1595494,1803878
(주)STX,011810,2018/12,6707,8112,446758,554061,-51274,-48114,1329890,1502985
(주)STX,011810,2019/12,-31193,-25623,462734,560107,12558,528,1237876,1471164
(주)STX,011810,2020/12,-48871,-47100,362854,617563,66336,57915,788462,975567
(주)STX,011810,2021/12,-55270,-51920,389174,676149,-6179,-12528,647804,925509
(주)TCC스틸,002710,2011/12,188746,204565,407744,454330,-8211,-10246,456928,514424
(주)TCC스틸,002710,2012/12,189369,200784,438643,547014,10879,-4610,440568,501337
(주)TCC스틸,002710,2013/12,187140,179164,444205,543709,21218,-29220,419484,500833
(주)TCC스틸,002710,2014/12,184913,159414,461298,551001,13871,-21440,401324,518995
(주)TCC스틸,002710,2015/12,41724,46815,330652,376395,36353,30048,350075,495796
(주)TCC스틸,002710,2016/12,57295,63101,250878,282915,-34207,-35273,317236,444454
(주)TCC스틸,002710,2017/12,53416,62788,248896,278693,-7248,-1169,333762,391370
(주)TCC스틸,002710,2018/12,60236,71252,268136,304782,13969,21492,351302,413176
(주)TCC스틸,002710,2019/12,58624,74176,270265,314210,-251,-6747,339334,437174
(주)TCC스틸,002710,2020/12,58765,76733,261205,306759,-999,-5592,323435,431798
(주)TCC스틸,002710,2021/12,83544,100528,308992,366997,6479,7631,407836,536651
(주)강원랜드,035250,2011/12,2210113,2189291,2730284,2711402,428912,417828,1263651,1265686
(주)강원랜드,035250,2012/12,2320909,2309798,2915386,2906655,458413,446540,1292896,1296191
(주)강원랜드,035250,2013/12,2462643,2456118,3105430,3102037,432140,424407,1356906,1361287
(주)강원랜드,035250,2014/12,2653051,2641994,3380462,3375127,516729,510413,1492291,1496541
(주)강원랜드,035250,2015/12,2935190,2935281,3688060,3690792,581804,574982,1630977,1633717
(주)강원랜드,035250,2016/12,3190486,3190265,3975980,3978988,600687,596487,1694575,1696533
(주)강원랜드,035250,2017/12,3438538,3438848,4182527,4185657,465969,463050,1602902,1604470
(주)강원랜드,035250,2018/12,3524201,3524520,4229631,4231241,366068,363919,1436042,1438059
(주)강원랜드,035250,2019/12,3656181,3655507,4436462,4438119,408995,407869,1517612,1520080
(주)강원랜드,035250,2020/12,3182492,3184796,3635974,3641632,-657703,-655676,477475,478579
(주)강원랜드,035250,2021/12,3187035,3190574,3817619,3827273,215115,210874,787377,788433
(주)갤럭시아에스엠,011420,2011/12,-1919,-2803,40712,45110,3958,5951,31931,47331
(주)갤럭시아에스엠,011420,2012/12,-1695,-2438,40170,43979,2597,2801,37398,55050
(주)갤럭시아에스엠,011420,2013/12,-3116,-4063,34159,37637,-780,4527,30904,46437
(주)갤럭시아에스엠,011420,2014/12,-4047,-4318,40528,45274,-1938,-70,33028,43886
(주)갤럭시아에스엠,011420,2015/12,-1471,-2454,67197,68687,3008,2452,53785,62473
(주)갤럭시아에스엠,011420,2016/12,-4051,-4017,55826,58445,-1877,-1196,45666,52626
(주)갤럭시아에스엠,011420,2017/12,-9951,-9917,48958,49831,-7384,-7389,36918,37281
(주)갤럭시아에스엠,011420,2018/12,-25629,-25920,33338,33253,-2639,-2810,22030,22060
(주)갤럭시아에스엠,011420,2019/12,-27004,-27004,28242,28242,825,904,28733,28733
(주)갤럭시아에스엠,011420,2020/12,-26020,,28555,,2869,,19540,
(주)갤럭시아에스엠,011420,2021/12,-22338,,40901,,1612,,28899,
(주)경농,002100,2011/12,93960,90663,176742,173774,14272,14163,120728,121254
(주)경농,002100,2012/12,97785,98829,203468,269413,12032,8797,131021,136970
(주)경농,002100,2013/12,108944,109849,214989,255985,16373,18563,139237,196359
(주)경농,002100,2014/12,114326,113486,230871,284623,14226,14707,134807,188483
(주)경농,002100,2015/12,116917,116352,265109,316342,-9445,-9854,137609,196419
(주)경농,002100,2016/12,120186,120996,266622,320915,8683,15996,143210,203985
(주)경농,002100,2017/12,126991,126417,268967,335874,14394,15815,143175,206534
(주)경농,002100,2018/12,141315,133227,285032,357261,4624,10607,146217,212655
(주)경농,002100,2019/12,143911,133434,297197,370874,4392,-1020,151342,227511
(주)경농,002100,2020/12,150440,142116,299102,371526,8536,15868,165655,248296
(주)경농,002100,2021/12,167250,150345,312931,388786,21191,10816,174768,270269
(주)경동나비엔,009450,2011/12,105388,124498,224373,263211,12393,15494,318269,341247
(주)경동나비엔,009450,2012/12,112405,131393,254627,299730,22555,27649,341339,379014
(주)경동나비엔,009450,2013/12,120692,141467,301476,354780,20201,20913,371601,414178
(주)경동나비엔,009450,2014/12,126536,147073,331089,401659,-24009,-13266,382392,428985
(주)경동나비엔,009450,2015/12,144751,162501,324849,402084,36532,43720,448302,512031
(주)경동나비엔,009450,2016/12,170349,196203,347644,429755,54603,61333,506082,583253
(주)경동나비엔,009450,2017/12,184188,220040,391400,503697,13454,20112,569820,684661
(주)경동나비엔,009450,2018/12,204400,246508,440514,583596,-9554,-14286,618058,726742
(주)경동나비엔,009450,2019/12,219053,267718,461607,609808,38147,78555,655419,774291
(주)경동나비엔,009450,2020/12,232047,302937,535512,734689,54408,57625,746325,873409
(주)경동나비엔,009450,2021/12,289344,378640,667507,933885,68020,80669,951116,1102947
(주)경동도시가스,267290,2017/12,18456,18552,707917,710280,18775,19372,870829,871548
(주)경동도시가스,267290,2018/12,44587,44805,775881,778270,120320,120705,1605687,1606532
(주)경동도시가스,267290,2019/12,63556,63963,747454,749999,33603,33973,1421866,1422708
(주)경동도시가스,267290,2020/12,78505,79090,697182,699658,-65,314,1086023,1086831
(주)경동도시가스,267290,2021/12,95621,96132,901837,904492,138295,138737,1456386,1457154
(주)경동인베스트,012320,2011/12,350589,329057,941176,1001491,90137,88589,1806175,1847667
(주)경동인베스트,012320,2012/12,401639,366315,1168400,1209925,154970,150571,2403815,2502642
(주)경동인베스트,012320,2013/12,443421,411263,1161427,1205008,54868,69234,2664100,2788264
(주)경동인베스트,012320,2014/12,483892,480192,1101071,1320789,16431,20818,2399451,2603059
(주)경동인베스트,012320,2015/12,473608,459450,926393,1167820,-32487,-50279,1352478,1604168
(주)경동인베스트,012320,2016/12,487531,474328,903819,1126123,32578,26876,1021003,1181903
(주)경동인베스트,012320,2017/12,490204,524847,318031,599276,49567,60158,612,195070
(주)경동인베스트,012320,2018/12,490394,547347,318777,592003,1729,12514,7461,228644
(주)경동인베스트,012320,2019/12,488389,580988,316572,605467,1025,32391,8641,271765
(주)경동인베스트,012320,2020/12,488552,598611,306973,589278,-5783,18458,7701,310533
(주)경동인베스트,012320,2021/12,487778,607592,306026,577693,824,25396,8866,298461
(주)경방,000050,2011/12,651757,605331,1331931,1352324,-11593,-14647,275747,348136
(주)경방,000050,2012/12,644682,597426,1301720,1335040,27342,17789,265409,333621
(주)경방,000050,2013/12,659786,612311,1261257,1296989,50396,51154,264782,347190
(주)경방,000050,2014/12,638718,635921,1275008,1301841,29566,23819,256979,329036
(주)경방,000050,2015/12,658296,650588,1259512,1318643,44076,39921,307744,357628
(주)경방,000050,2016/12,676788,667581,1237024,1301911,61708,67981,313877,377445
(주)경방,000050,2017/12,697532,687961,1199064,1274042,51273,57867,288104,360789
(주)경방,000050,2018/12,721796,703220,1226545,1301793,29443,12094,279085,351439
(주)경방,000050,2019/12,739386,742202,1296265,1370742,65271,66875,253552,343892
(주)경방,000050,2020/12,762095,751929,1212394,1264902,46548,33636,226062,329225
(주)경방,000050,2021/12,782149,770958,1214190,1270805,-6107,20910,271718,383357
(주)경보제약,214390,2011/12,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,
(주)경보제약,214390,2013/12,49230,,143383,,21629,,162218,
(주)경보제약,214390,2014/12,51043,,168035,,16042,,169781,
(주)경보제약,214390,2015/12,70138,,195488,,4240,,178033,
(주)경보제약,214390,2016/12,77090,,203736,,25329,,186726,
(주)경보제약,214390,2017/12,90122,,204869,,25805,,191661,
(주)경보제약,214390,2018/12,97111,,221623,,-1138,,201344,
(주)경보제약,214390,2019/12,97312,,237817,,23668,,191706,
(주)경보제약,214390,2020/12,104207,,253239,,20795,,215285,
(주)경보제약,214390,2021/12,94587,,236979,,17968,,170660,
(주)경인양행,012610,2011/12,114230,114997,245826,319597,10023,9840,128708,233095
(주)경인양행,012610,2012/12,116861,115703,241046,287453,14915,20802,141304,218605
(주)경인양행,012610,2013/12,127392,124966,274571,316945,-1601,1047,183107,260808
(주)경인양행,012610,2014/12,134539,132138,267331,313039,15097,18369,190395,277181
(주)경인양행,012610,2015/12,132695,131887,273778,326687,-1241,5445,175007,263164
(주)경인양행,012610,2016/12,134469,134878,290035,344299,8422,19014,179268,274874
(주)경인양행,012610,2017/12,133023,136363,296909,357951,652,5323,193976,299988
(주)경인양행,012610,2018/12,138420,147639,344908,412997,912,1873,222659,331102
(주)경인양행,012610,2019/12,141210,159298,381064,472081,-2222,6768,245245,358802
(주)경인양행,012610,2020/12,128953,147918,386098,505102,37264,54552,214380,329312
(주)경인양행,012610,2021/12,144910,170038,462114,579492,1345,9231,276227,403326
(주)광명전기,017040,2011/12,14396,14014,99993,123887,1815,1765,57968,92383
(주)광명전기,017040,2012/12,12489,14377,104219,131064,1184,3436,79318,117217
(주)광명전기,017040,2013/12,17994,20422,105484,120911,616,3129,90344,117853
(주)광명전기,017040,2014/12,24473,28187,119792,138580,8403,11464,115801,134778
(주)광명전기,017040,2015/12,28134,34799,107720,131458,13724,18501,93000,116317
(주)광명전기,017040,2016/12,43624,44474,125405,146859,2813,4503,96931,96943
(주)광명전기,017040,2017/12,42583,42865,128881,152717,5270,6647,105083,101561
(주)광명전기,017040,2018/12,46366,46156,124159,151823,-4020,-3816,96950,114111
(주)광명전기,017040,2019/12,52564,53891,140592,156713,23614,20496,125009,131864
(주)광명전기,017040,2020/12,57413,58640,149582,165885,7130,5270,112536,123548
(주)광명전기,017040,2021/12,61635,64122,150648,169927,-2089,-2536,122751,137093
(주)광주신세계,037710,2011/12,288839,,380754,,58008,,219614,
(주)광주신세계,037710,2012/12,340240,,430663,,56320,,213803,
(주)광주신세계,037710,2013/12,387307,,656356,,57337,,206607,
(주)광주신세계,037710,2014/12,427249,,652759,,50218,,204820,
(주)광주신세계,037710,2015/12,470005,,659495,,52123,,205332,
(주)광주신세계,037710,2016/12,512915,,655503,,50123,,210424,
(주)광주신세계,037710,2017/12,557988,,655019,,51295,,209647,
(주)광주신세계,037710,2018/12,599281,,696205,,53869,,135213,
(주)광주신세계,037710,2019/12,641357,,752423,,74341,,154879,
(주)광주신세계,037710,2020/12,678435,,784428,,50700,,147508,
(주)광주신세계,037710,2021/12,725973,,852280,,77532,,169972,
(주)국동,005320,2011/12,-29373,-41888,42292,68162,-548,-963,100097,154294
(주)국동,005320,2012/12,290,-7333,35813,65808,2881,4976,91524,138173
(주)국동,005320,2013/12,2677,-3329,40195,73041,-1573,-2406,95716,147860
(주)국동,005320,2014/12,7336,5522,53393,89271,-1690,-13,117862,186087
(주)국동,005320,2015/12,12793,10352,66242,93759,1327,3908,102431,170296
(주)국동,005320,2016/12,17173,16032,86117,124127,-2263,748,127276,197369
(주)국동,005320,2017/12,10580,6393,75154,106307,-3178,-6828,130016,191603
(주)국동,005320,2018/12,11931,8207,80728,123135,-4001,-3945,136812,219550
(주)국동,005320,2019/12,4941,5157,96856,133724,9576,3901,116180,223077
(주)국동,005320,2020/12,4050,15879,131883,180701,34655,25979,167078,253421
(주)국동,005320,2021/12,192,6047,108311,168475,-24302,-25317,111711,226962
(주)국보,001140,2011/12,19695,20210,97415,98869,2838,3250,118305,130636
(주)국보,001140,2012/12,17456,18929,93953,98495,-3331,-3614,109184,122343
(주)국보,001140,2013/12,13448,14849,94916,98315,3389,2810,108994,117073
(주)국보,001140,2014/12,6601,7690,87598,91006,54,-238,89860,97520
(주)국보,001140,2015/12,2830,3580,80159,83085,-691,-837,85267,91619
(주)국보,001140,2016/12,-1625,-95,77488,81309,176,507,77774,87333
(주)국보,001140,2017/12,-4146,-2687,69819,73270,-2767,-3104,74662,78256
(주)국보,001140,2018/12,-8815,-7155,45599,48188,-5955,-6078,66930,71550
(주)국보,001140,2019/12,-18010,-13719,57467,115356,-6376,-9900,58296,89087
(주)국보,001140,2020/12,-27668,-29179,74173,90824,-9672,-10627,53289,109929
(주)국보,001140,2021/12,-42817,-46738,80665,102315,1413,2033,53418,96850
(주)금양,001570,2011/12,11875,11421,124086,130818,1115,-688,100919,109810
(주)금양,001570,2012/12,14113,14203,127197,127557,3020,3603,108276,122905
(주)금양,001570,2013/12,14274,13504,142485,147115,-16431,-16907,132045,156304
(주)금양,001570,2014/12,15333,11591,145136,160245,20007,34151,137946,158551
(주)금양,001570,2015/12,15554,23935,157468,165406,5232,7307,152450,159000
(주)금양,001570,2016/12,-10321,1367,174954,178902,1941,8032,161002,168682
(주)금양,001570,2017/12,-9731,20262,167121,196084,11501,-22124,150809,180374
(주)금양,001570,2018/12,6221,40346,155507,204777,-528,17366,151676,205441
(주)금양,001570,2019/12,-9801,26206,171932,224223,-8115,-599,135915,172724
(주)금양,001570,2020/12,-13739,22426,160124,219852,6371,-508,120928,176170
(주)금양,001570,2021/12,-13674,35523,233731,314832,-41423,-39808,175521,217719
(주)금호에이치티,214330,2011/12,,,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,,,
(주)금호에이치티,214330,2013/12,45422,45431,87560,90564,7402,8289,124006,124006
(주)금호에이치티,214330,2014/12,59706,59326,102363,110806,-4445,-5732,175222,179174
(주)금호에이치티,214330,2015/12,71947,70149,109367,123876,9740,9869,181780,203072
(주)금호에이치티,214330,2016/12,82526,77281,151787,156607,18418,23468,189734,208575
(주)금호에이치티,214330,2017/12,87505,81759,146407,150164,7280,14172,165485,179708
(주)금호에이치티,214330,2018/12,92446,87391,230269,238380,18945,1470,189250,209260
(주)금호에이치티,214330,2019/12,95419,88494,314666,322078,12111,7215,221734,251095
(주)금호에이치티,214330,2020/12,85061,79207,333353,344299,15821,14754,181174,219633
(주)금호에이치티,214330,2021/12,54337,60185,419500,458796,-1903,4894,197312,233986
(주)까뮤이앤씨,013700,2011/12,5925,,248885,,-20322,,90048,
(주)까뮤이앤씨,013700,2012/12,1330,,203481,,3106,,90977,
(주)까뮤이앤씨,013700,2013/12,-8390,,167635,,-10254,,83569,
(주)까뮤이앤씨,013700,2014/12,1875,,129648,,12949,,123568,
(주)까뮤이앤씨,013700,2015/12,6125,,129465,,7870,,132370,
(주)까뮤이앤씨,013700,2016/12,8804,,142978,,-9739,,139708,
(주)까뮤이앤씨,013700,2017/12,16653,,139938,,8151,,172177,
(주)까뮤이앤씨,013700,2018/12,19022,,142240,,-6808,,116297,
(주)까뮤이앤씨,013700,2019/12,30449,,168876,,7628,,283421,
(주)까뮤이앤씨,013700,2020/12,38845,,166218,,-22022,,161729,
(주)까뮤이앤씨,013700,2021/12,34966,,195058,,-2668,,163687,
(주)나이스홀딩스,034310,2011/12,110877,155115,329687,427574,4364,36348,27907,194810
(주)나이스홀딩스,034310,2012/12,126251,193828,326573,496054,16096,37150,32479,211902
(주)나이스홀딩스,034310,2013/12,110256,215153,340425,865450,6370,94246,24586,754166
(주)나이스홀딩스,034310,2014/12,114876,240217,374467,1191005,9553,145729,24855,936827
(주)나이스홀딩스,034310,2015/12,117755,262480,379919,1242454,7860,86626,30358,1090840
(주)나이스홀딩스,034310,2016/12,131853,311068,388557,1408253,16929,139624,33693,1346411
(주)나이스홀딩스,034310,2017/12,132384,355593,384844,1742367,15886,128929,37458,1450069
(주)나이스홀딩스,034310,2018/12,109199,408035,423390,2172978,24168,248439,40325,1611892
(주)나이스홀딩스,034310,2019/12,107358,427426,438147,2564827,26796,261019,44670,1877744
(주)나이스홀딩스,034310,2020/12,84180,435233,473226,2730355,20291,309343,38981,2055514
(주)나이스홀딩스,034310,2021/12,99252,486752,467715,3083783,21259,229477,43252,2449867
(주)남선알미늄,008350,2011/12,-13408,16362,224293,259575,-2095,-2095,302411,302411
(주)남선알미늄,008350,2012/12,232,,236720,,-3856,,308547,
(주)남선알미늄,008350,2013/12,9254,,237577,,15755,,353379,
(주)남선알미늄,008350,2014/12,25524,,240322,,13620,,341293,
(주)남선알미늄,008350,2015/12,40129,,286102,,-14335,,350318,
(주)남선알미늄,008350,2016/12,58494,,283414,,41308,,400734,
(주)남선알미늄,008350,2017/12,83594,,284649,,30268,,400668,
(주)남선알미늄,008350,2018/12,109280,108592,294950,303023,24354,24209,347835,347835
(주)남선알미늄,008350,2019/12,116764,122640,292560,295530,27827,27655,324782,324782
(주)남선알미늄,008350,2020/12,114469,133237,276932,295153,-8946,-9034,268475,268475
(주)남선알미늄,008350,2021/12,109505,177131,275681,355238,12184,12056,230344,230344
(주)남성,004270,2011/12,59929,66548,185361,222934,198,3187,55212,66156
(주)남성,004270,2012/12,60374,59080,189441,221415,-4200,-5725,55617,68020
(주)남성,004270,2013/12,61237,57900,170466,200079,14321,16383,56628,73072
(주)남성,004270,2014/12,60149,53557,170615,195515,-7545,-6987,59274,69060
(주)남성,004270,2015/12,61631,52755,176973,201741,-7703,-8127,62237,75865
(주)남성,004270,2016/12,53962,53962,169336,204535,3352,6856,70870,83724
(주)남성,004270,2017/12,55136,55136,170017,203436,16435,6739,78336,91992
(주)남성,004270,2018/12,50447,50447,168663,205084,-465,980,63605,83252
(주)남성,004270,2019/12,47658,47658,168352,204792,-4419,-7902,57820,72953
(주)남성,004270,2020/12,31194,31217,155194,193274,78,1739,66948,92534
(주)남성,004270,2021/12,68740,68762,241618,288757,-4317,-2013,82098,102320
(주)넥센,005720,2011/12,237092,285921,428935,521959,17008,18293,239884,281034
(주)넥센,005720,2012/12,249299,353368,553189,720859,31718,42041,218800,285151
(주)넥센,005720,2013/12,262790,419642,550328,787195,26459,23727,223756,379858
(주)넥센,005720,2014/12,283639,488834,568521,837244,27277,31030,214828,354341
(주)넥센,005720,2015/12,299440,553609,569536,883064,29200,39609,193901,306141
(주)넥센,005720,2016/12,320230,650176,581253,970603,30353,22394,192728,321408
(주)넥센,005720,2017/12,352168,729700,653954,1085452,-16382,-14074,212027,314030
(주)넥센,005720,2018/12,378539,784061,660402,3825103,26120,135606,341729,1360025
(주)넥센,005720,2019/12,398792,856928,651026,4098015,30417,323292,352221,2291342
(주)넥센,005720,2020/12,414161,871229,686411,4239212,30466,225620,353361,1968536
(주)넥센,005720,2021/12,436371,906752,724981,4572292,8650,236049,507421,2403881
(주)넥솔론,110570,2011/12,30008,,1078060,,-93454,,588216,
(주)넥솔론,110570,2012/12,-115791,-124151,968446,1012373,36489,77749,376918,376918
(주)넥솔론,110570,2013/12,-83500,-63638,886683,905409,29331,27476,331820,331820
(주)넥솔론,110570,2014/12,-450421,-437490,551287,564058,-17409,-17409,261891,261891
(주)넥솔론,110570,2015/12,-172431,,492666,,-14416,,154259,
(주)넥솔론,110570,2016/12,-238736,,429974,,-5803,,154700,
(주)노루페인트,090350,2011/12,73993,78434,473071,490240,23786,25186,360301,387059
(주)노루페인트,090350,2012/12,73798,78720,511878,527546,-6315,-5557,388476,418645
(주)노루페인트,090350,2013/12,110059,116934,507428,528888,18284,15755,397753,433477
(주)노루페인트,090350,2014/12,117361,126952,518169,544220,20447,26738,415584,458148
(주)노루페인트,090350,2015/12,129421,156029,526081,572891,25430,28906,419624,461647
(주)노루페인트,090350,2016/12,151263,161108,543187,570582,42491,44455,432008,478936
(주)노루페인트,090350,2017/12,167266,186390,541017,591818,31428,33337,479768,551410
(주)노루페인트,090350,2018/12,176440,193802,555644,607445,17976,13984,537142,614726
(주)노루페인트,090350,2019/12,186950,207461,570496,627343,45996,59239,564411,647452
(주)노루페인트,090350,2020/12,192981,220228,598657,666659,33506,39913,555014,642935
(주)노루페인트,090350,2021/12,197094,229005,600505,670647,18816,23768,646953,730932
(주)노루홀딩스,000320,2011/12,160362,157418,253906,787103,4414,33690,24611,547974
(주)노루홀딩스,000320,2012/12,171287,167944,264857,835908,6996,14399,25780,585635
(주)노루홀딩스,000320,2013/12,187528,191510,281606,852425,19664,47946,39806,613234
(주)노루홀딩스,000320,2014/12,198641,210115,290206,899883,13945,51268,35964,669996
