회사명,거래소코드,회계년도,[제조]      이익잉여금(결손금)(요약)(IFRS)(백만원),[제조]      이익잉여금(결손금)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원)
(주)신세계인터내셔날,031430,2013/12,268360,276897,742342,755482,24912,20209,790016,803130
(주)신세계인터내셔날,031430,2014/12,269452,291412,815169,887789,13387,1735,846193,911892
(주)신세계인터내셔날,031430,2015/12,276972,307864,833252,914201,47159,47855,884541,1005240
(주)신세계인터내셔날,031430,2016/12,279815,320158,860076,966185,55814,53510,893804,1021123
(주)신세계인터내셔날,031430,2017/12,295569,337272,854969,950857,15480,10445,960655,1102545
(주)신세계인터내셔날,031430,2018/12,327791,388883,874768,982474,109555,106742,1120763,1262650
(주)신세계인터내셔날,031430,2019/12,373241,443352,1011910,1128880,105487,102976,1282444,1425001
(주)신세계인터내셔날,031430,2020/12,425512,484756,1059875,1147454,93052,104572,1211404,1325500
(주)신세계인터내셔날,031430,2021/12,475729,561108,1053100,1159128,133126,153285,1324581,1450779
(주)신세계푸드,031440,2011/12,154075,,248735,,1469,,698212,
(주)신세계푸드,031440,2012/12,180875,,264222,,27507,,721101,
(주)신세계푸드,031440,2013/12,196853,,286682,,51675,,721355,
(주)신세계푸드,031440,2014/12,197831,,382467,,40737,,652135,
(주)신세계푸드,031440,2015/12,200271,199502,487509,503251,14612,12661,901318,906404
(주)신세계푸드,031440,2016/12,211689,209538,544324,556151,20675,21300,1039326,1069034
(주)신세계푸드,031440,2017/12,229962,227422,588037,595366,83884,83585,1185685,1207513
(주)신세계푸드,031440,2018/12,230868,229250,617579,624959,28985,30013,1263685,1278572
(주)신세계푸드,031440,2019/12,228457,227766,723900,733263,27246,28755,1305875,1320103
(주)신세계푸드,031440,2020/12,197501,197370,879880,887205,64635,65547,1226180,1240252
(주)신세계푸드,031440,2021/12,197141,197054,871653,879468,71953,72813,1322704,1332889
(주)신영와코루,005800,2011/09,189635,191698,277156,280438,11927,11746,191520,192451
(주)신영와코루,005800,2012/09,201057,204171,291797,295674,10233,10781,199199,205910
(주)신영와코루,005800,2013/09,208672,211859,299000,303348,7866,7729,194248,198678
(주)신영와코루,005800,2014/09,212180,215138,299779,303646,826,612,184605,186677
(주)신영와코루,005800,2015/12,222449,226691,311053,317694,19699,19678,177238,179120
(주)신영와코루,005800,2016/12,239570,243204,328216,334495,1900,2340,177671,179458
(주)신영와코루,005800,2017/12,244596,248900,325318,331622,1597,940,180659,182408
(주)신영와코루,005800,2018/12,246114,249894,329703,335722,3689,4455,169819,171441
(주)신영와코루,005800,2019/12,247512,253496,340466,348312,3190,3306,177071,178061
(주)신영와코루,005800,2020/12,250725,256645,365719,373426,8982,8431,177640,177981
(주)신영와코루,005800,2021/12,255466,260606,372655,388669,9600,16652,189003,189413
(주)신원,009270,2011/12,158492,153330,396959,411182,-26698,-23687,526884,535688
(주)신원,009270,2012/12,151150,142170,431463,430183,-18562,-22908,559822,578384
(주)신원,009270,2013/12,145646,133349,439264,428996,-5061,122,569339,589674
(주)신원,009270,2014/12,145825,135555,440594,428090,19670,23141,594413,607513
(주)신원,009270,2015/12,148057,141218,440387,431379,29708,29504,629235,639433
(주)신원,009270,2016/12,139045,135239,430812,432328,3828,21776,631250,640056
(주)신원,009270,2017/12,130054,125116,426920,421612,32,1288,634684,639931
(주)신원,009270,2018/12,123121,118170,418124,412251,5572,5004,617517,621491
(주)신원,009270,2019/12,123971,119880,419442,403441,29355,30064,671016,674868
(주)신원,009270,2020/12,111127,112474,418497,405805,5118,2105,690238,694297
(주)신원,009270,2021/12,123270,123745,512571,503617,-5091,-12011,870189,879418
(주)신일건업,014350,2011/12,123349,122661,515300,514223,22199,21892,276939,276939
(주)신일건업,014350,2012/12,-57229,-57907,211695,211724,-11312,-11314,87036,87036
(주)신일건업,014350,2013/12,-60194,,191925,,7572,,49142,
(주)신일건업,014350,2014/12,-149534,,157987,,-3804,,36587,
(주)신한,005450,2011/12,59635,58850,235947,241765,-5909,-6746,53641,53868
(주)신한,005450,2012/12,42907,30244,225942,210990,-8098,-8747,26585,26585
(주)신한,005450,2013/12,31050,21809,207512,194859,-3990,-5136,20132,20132
(주)신한,005450,2014/12,22500,15787,189458,178554,12876,12874,33284,33284
(주)신한,005450,2015/12,9828,14832,161802,162235,-2268,-2301,7579,7573
(주)신한,005450,2016/12,17014,-8086,159048,175010,9627,-8420,30905,5837
(주)신한,005450,2017/12,2277,-12132,144289,152795,1951,14133,8665,46731
(주)신한,005450,2018/12,-26774,-16687,118993,161672,2596,-107,6710,57966
(주)신한,005450,2019/12,-53621,-31118,87895,112760,6836,26031,5629,37518
(주)신화다이나믹스,001770,2011/12,32027,,90904,,1282,,95288,
(주)신화다이나믹스,001770,2012/12,32374,,93346,,7416,,93073,
(주)신화다이나믹스,001770,2013/12,30031,,81425,,-645,,77053,
(주)신화다이나믹스,001770,2014/12,30134,,74352,,4111,,62012,
(주)신화다이나믹스,001770,2015/12,31734,,69573,,6148,,57212,
(주)신화다이나믹스,001770,2016/12,31663,,70144,,4393,,70159,
(주)신화다이나믹스,001770,2017/12,29153,,70240,,1929,,61275,
(주)신화다이나믹스,001770,2018/12,26352,,64576,,6130,,71644,
(주)신화다이나믹스,001770,2019/12,26938,,65307,,2502,,74112,
(주)신화다이나믹스,001770,2020/12,27244,,64200,,2636,,77327,
(주)신화다이나믹스,001770,2021/12,33086,,71036,,-771,,104771,
(주)신흥,004080,2011/12,63537,63343,136082,142046,-563,7,168757,169282
(주)신흥,004080,2012/12,63125,63132,136303,141019,-271,825,152347,153009
(주)신흥,004080,2013/12,64048,64007,123746,129290,4841,4187,122952,123567
(주)신흥,004080,2014/12,70060,69408,118002,123442,8223,10860,123605,124180
(주)신흥,004080,2015/12,74351,71369,132369,136987,1990,2646,124094,125395
(주)신흥,004080,2016/12,76207,71260,128938,131526,7407,8174,124315,124367
(주)신흥,004080,2017/12,77942,72894,127269,131258,2472,2547,120763,121147
(주)신흥,004080,2018/12,78682,73811,127557,132689,1640,1979,121270,121545
(주)신흥,004080,2019/12,76026,74441,139418,146698,-702,908,122712,123013
(주)신흥,004080,2020/12,75693,78328,136764,146177,15318,12787,116614,116652
(주)신흥,004080,2021/12,86051,88780,130169,138612,6582,3344,126875,126853
(주)쌍방울,102280,2011/12,20301,7048,117975,125766,1936,7961,150463,158821
(주)쌍방울,102280,2012/12,23073,10236,114582,120929,1014,1971,148451,158740
(주)쌍방울,102280,2013/12,22734,8399,125492,133753,298,-1757,125891,136171
(주)쌍방울,102280,2014/12,22326,7059,126184,138676,-3083,-2762,125022,138950
(주)쌍방울,102280,2015/12,22877,6270,210447,217372,-6747,-9161,123036,142637
(주)쌍방울,102280,2016/12,9121,-9861,213540,223316,-8000,-9827,97410,113768
(주)쌍방울,102280,2017/12,152458,132773,619608,623968,4255,2694,97188,109639
(주)쌍방울,102280,2018/12,58730,33487,383442,380150,954,3895,95330,101657
(주)쌍방울,102280,2019/12,20350,-3480,342302,340360,-3127,-2372,88048,96543
(주)쌍방울,102280,2020/12,-14313,-21966,338843,350525,8661,10074,89572,97236
(주)쌍방울,102280,2021/12,-23319,-40831,388193,395644,-2975,-4126,91955,97009
(주)쎌마테라퓨틱스,015540,2011/12,-12815,-10407,14915,17907,-4487,-3682,6151,152335
(주)쎌마테라퓨틱스,015540,2012/12,-18550,-19070,13966,13758,-1175,-1591,7758,103312
(주)쎌마테라퓨틱스,015540,2013/12,-22557,-22574,12224,12376,-5180,-4965,5561,87441
(주)쎌마테라퓨틱스,015540,2014/12,-34666,-35039,11547,11991,-831,-1590,6568,99536
(주)쎌마테라퓨틱스,015540,2015/12,-58898,-59895,26319,28438,-7085,-11064,11577,102248
(주)쎌마테라퓨틱스,015540,2016/12,-69887,-69647,12946,13114,-2543,-2876,11733,69566
(주)쎌마테라퓨틱스,015540,2017/12,-13614,-13407,16795,17322,-5317,-5277,16587,66582
(주)쎌마테라퓨틱스,015540,2018/12,-22421,-22160,19552,19549,-9103,-9196,11533,37780
(주)쎌마테라퓨틱스,015540,2019/12,-47149,-46916,15234,15416,-5916,-6064,7499,7742
(주)쎌마테라퓨틱스,015540,2020/12,-67195,-67091,32364,33361,-5394,-5767,9628,9700
(주)쎌마테라퓨틱스,015540,2021/12,-73143,-73050,27009,27882,-7542,-7747,9568,9568
(주)쏘카,403550,2013/12,,,,,,,,
(주)쏘카,403550,2014/12,,,,,,,,
(주)쏘카,403550,2015/12,,,,,,,,
(주)쏘카,403550,2016/12,,,,,,,,
(주)쏘카,403550,2017/12,,,,,,,,
(주)쏘카,403550,2018/12,,,,,,,,
(주)쏘카,403550,2019/12,,,,,,,,
(주)쏘카,403550,2020/12,,,,,,,,
(주)쏘카,403550,2021/12,-269806,-268564,419879,433189,14669,-1742,284954,289001
(주)씨아이테크,004920,2011/12,1453,,24213,,-890,,6297,
(주)씨아이테크,004920,2012/12,-5792,,17892,,-19,,5891,
(주)씨아이테크,004920,2013/12,-6928,-6590,24863,26502,-571,-1100,5399,7464
(주)씨아이테크,004920,2014/12,-9720,-10072,25755,28234,-2555,-2150,4779,13467
(주)씨아이테크,004920,2015/12,-9267,-9205,35882,40190,-2213,-2183,11495,21279
(주)씨아이테크,004920,2016/12,-11913,-10705,35180,39844,-3110,-825,8569,18516
(주)씨아이테크,004920,2017/12,-23183,-21552,31327,38255,296,917,8680,21725
(주)씨아이테크,004920,2018/12,-28028,-24058,29064,42991,-1633,-500,12162,32284
(주)씨아이테크,004920,2019/12,-30795,-28363,36180,56096,1314,-242,15663,40719
(주)씨아이테크,004920,2020/12,-27414,-20033,44415,75094,-2166,-106,16543,52332
(주)씨아이테크,004920,2021/12,-36669,-26854,52390,79539,-3384,-3648,16977,47230
(주)아모레퍼시픽,090430,2011/12,1377604,1377420,2652199,2815428,365476,403014,2293407,2554723
(주)아모레퍼시픽,090430,2012/12,1598804,1592449,2865781,3026193,282138,275581,2510394,2849462
(주)아모레퍼시픽,090430,2013/12,1824309,1815257,3133866,3401849,409492,426657,2667650,3100413
(주)아모레퍼시픽,090430,2014/12,2122956,2136385,3500718,3854578,487372,586111,3182317,3874008
(주)아모레퍼시픽,090430,2015/12,2566354,2623072,3974683,4443101,532802,627503,3757959,4766627
(주)아모레퍼시픽,090430,2016/12,3056614,3158667,4618650,5181577,571879,676952,4270867,5645440
(주)아모레퍼시픽,090430,2017/12,3278208,3456503,4786272,5375684,369038,512563,3627543,5123826
(주)아모레퍼시픽,090430,2018/12,3490112,3726003,4678941,5371137,500156,646677,3670705,5277845
(주)아모레퍼시픽,090430,2019/12,3728972,3873790,4950234,5989008,471437,718301,3913830,5580142
(주)아모레퍼시픽,090430,2020/12,3772264,3847747,4897611,5701918,327677,554359,3016951,4432179
(주)아모레퍼시픽,090430,2021/12,3950747,3937775,5291053,6116714,490712,691434,3475233,4863128
(주)아모레퍼시픽그룹,002790,2011/12,973710,1258205,1625280,4254865,28176,492859,28495,3058513
(주)아모레퍼시픽그룹,002790,2012/12,996034,1390507,1632029,4515955,28576,346489,37521,3431733
(주)아모레퍼시픽그룹,002790,2013/12,1014323,1533662,1653114,4921856,41317,539847,48609,3895391
(주)아모레퍼시픽그룹,002790,2014/12,1049698,1728639,1680738,5499725,48314,691392,81553,4711947
(주)아모레퍼시픽그룹,002790,2015/12,1064231,1948074,1694936,6147969,41129,736520,68570,5661206
(주)아모레퍼시픽그룹,002790,2016/12,1075911,2251021,1707072,7088395,49213,876720,83128,6697561
(주)아모레퍼시픽그룹,002790,2017/12,1111810,2422584,1743452,7335236,69106,589747,100242,6029064
(주)아모레퍼시픽그룹,002790,2018/12,1129719,2545799,1760509,7387374,48367,730651,73340,6078179
(주)아모레퍼시픽그룹,002790,2019/12,1221904,2648286,2038710,8281393,130614,830248,153702,6284255
(주)아모레퍼시픽그룹,002790,2020/12,1180145,2631907,2001906,7788744,32163,666040,52398,4930083
(주)아모레퍼시픽그룹,002790,2021/12,1266446,2761864,2115979,8038143,24279,762593,36094,5326080
(주)아센디오,012170,2011/12,-29040,,39570,,-4232,,100606,
(주)아센디오,012170,2012/12,-33421,-34765,52748,51427,-7483,-8223,62072,62072
(주)아센디오,012170,2013/12,-64287,-65658,69078,116541,3413,-672,14109,18080
(주)아센디오,012170,2014/12,-83210,-83210,68958,72695,-7591,-7591,7607,7607
(주)아센디오,012170,2015/12,-92670,-92670,69095,69095,-19688,-19306,5678,5678
(주)아센디오,012170,2016/12,-102615,,95172,,-2107,,5788,
(주)아센디오,012170,2017/12,-37024,-38202,111289,123960,1199,-1835,34527,35867
(주)아센디오,012170,2018/12,-49768,-59844,95676,124157,-2563,-3357,8400,18082
(주)아센디오,012170,2019/12,-109912,-121500,48830,56810,-1357,-8791,23296,31358
(주)아센디오,012170,2020/12,-130343,-128108,28023,27366,-5504,-6476,14999,21613
(주)아센디오,012170,2021/12,-10671,-11447,67529,68073,-8347,-8690,21554,21574
(주)아이마켓코리아,122900,2011/12,134651,,563407,,-1892,,1682327,
(주)아이마켓코리아,122900,2012/12,165241,165080,677433,683328,-36883,-37081,2045240,2045538
(주)아이마켓코리아,122900,2013/12,195038,194136,771888,791733,57514,53175,2451767,2496830
(주)아이마켓코리아,122900,2014/12,222564,226188,859087,1090486,214183,217864,2456139,2733773
(주)아이마켓코리아,122900,2015/12,246637,250072,941550,1266306,-75180,-42218,2605008,3143908
(주)아이마켓코리아,122900,2016/12,252414,259067,967830,1334065,123696,122424,2682496,3400004
(주)아이마켓코리아,122900,2017/12,251654,251512,738806,1086928,174614,171966,2307871,3080452
(주)아이마켓코리아,122900,2018/12,262762,257097,747475,1078276,18287,17082,2248879,2935242
(주)아이마켓코리아,122900,2019/12,265045,257952,762130,1096877,93311,105753,2226138,2923788
(주)아이마켓코리아,122900,2020/12,267527,256873,775683,1110821,6126,5188,2079858,2839411
(주)아이마켓코리아,122900,2021/12,249947,232948,782491,1120160,36997,54166,2353474,3132492
(주)아이에이치큐,003560,2011/12,-28851,-23286,49311,56076,8643,9290,48300,49170
(주)아이에이치큐,003560,2012/12,-21078,-19108,43873,45827,4124,3598,37680,44911
(주)아이에이치큐,003560,2013/12,-21236,-19193,65405,81341,2345,762,37578,61943
(주)아이에이치큐,003560,2014/12,-27169,-26895,61133,80461,-1765,1458,35946,71114
(주)아이에이치큐,003560,2015/12,65974,60408,252267,255676,33207,34635,92863,106178
(주)아이에이치큐,003560,2016/12,73115,64780,256378,256635,41019,42182,97313,109405
(주)아이에이치큐,003560,2017/12,74359,67269,255262,255080,62279,61792,118073,126795
(주)아이에이치큐,003560,2018/12,48941,41884,233661,231275,38192,40525,100747,109447
(주)아이에이치큐,003560,2019/12,-23193,-24474,165427,165808,39611,40623,93504,99287
(주)아이에이치큐,003560,2020/12,-42701,-42602,144751,146320,40065,39923,79482,81049
(주)아이에이치큐,003560,2021/12,-48227,-52155,232934,238568,17041,15809,58789,60007
(주)알루코,001780,2011/12,71632,70990,313942,466389,5018,14096,239733,372925
(주)알루코,001780,2012/12,63586,60398,343724,448022,-566,6112,220021,349549
(주)알루코,001780,2013/12,64702,60944,345784,441482,15877,52770,256477,376198
(주)알루코,001780,2014/12,70473,65774,340956,432549,38063,53889,246303,382033
(주)알루코,001780,2015/12,86209,77221,338779,429140,42746,65150,274375,433853
(주)알루코,001780,2016/12,99866,93572,334452,439409,46687,60459,284838,428584
(주)알루코,001780,2017/12,107877,104484,348183,477572,46319,116051,228951,461689
(주)알루코,001780,2018/12,117074,97813,394816,744332,18062,73641,230339,506773
(주)알루코,001780,2019/12,96073,90030,376568,772552,1272,47939,223430,454372
(주)알루코,001780,2020/12,69866,75466,387039,701423,10718,92515,233613,495265
(주)알루코,001780,2021/12,74531,80365,456060,780158,-17287,-2867,276620,505586
(주)알앤엘바이오,003190,2011/12,-117149,-134978,211377,182691,-4994,-2786,52155,53100
(주)알앤엘바이오,003190,2012/12,-172327,-191496,195947,179797,-1208,-6653,41351,46566
(주)에넥스,011090,2011/12,10024,8496,118122,119599,627,-261,183720,189019
(주)에넥스,011090,2012/12,-2780,-1973,89972,93219,-608,-772,191205,196850
(주)에넥스,011090,2013/12,780,566,107095,107777,-2950,-5928,228199,233610
(주)에넥스,011090,2014/12,5305,5177,125002,125570,-373,-920,258341,261923
(주)에넥스,011090,2015/12,11504,11627,125212,126286,20780,21667,302974,308322
(주)에넥스,011090,2016/12,10088,10368,151414,152747,-18602,-19059,390127,394111
(주)에넥스,011090,2017/12,10959,12031,169822,171432,6655,6265,427956,434533
(주)에넥스,011090,2018/12,9769,11384,153790,155415,-3378,-3655,442045,445688
(주)에넥스,011090,2019/12,5412,6625,130784,132037,-478,-883,361491,363611
(주)에넥스,011090,2020/12,-3407,-2201,112204,112938,16205,15972,231275,233680
(주)에넥스,011090,2021/12,6812,7889,132118,132906,-19219,-19291,200317,201772
(주)에스비에스,034120,2011/12,384008,381817,848934,860880,80555,78596,720571,744226
(주)에스비에스,034120,2012/12,399838,395830,824819,827393,49714,44182,757064,780276
(주)에스비에스,034120,2013/12,414273,407545,801536,804265,314,-1626,707622,727085
(주)에스비에스,034120,2014/12,397376,386071,799644,798563,66916,64378,795687,822595
(주)에스비에스,034120,2015/12,424849,411882,933034,934370,31756,30781,772594,792884
(주)에스비에스,034120,2016/12,409043,396139,895674,894153,937,-921,798556,829074
(주)에스비에스,034120,2017/12,423883,411578,1043992,1092032,82984,81680,737690,773225
(주)에스비에스,034120,2018/12,427558,417468,901859,957647,54656,55146,872490,914043
(주)에스비에스,034120,2019/12,427274,430925,1076012,1247763,-33872,-61044,750482,817664
(주)에스비에스,034120,2020/12,343895,356537,988126,1170411,76769,66507,756842,860343
(주)에스비에스,034120,2021/12,460339,502343,1195936,1462150,94468,140125,909841,1078975
(주)에스엠벡셀,010580,2011/12,4101,,66549,,-2714,,95832,
(주)에스엠벡셀,010580,2012/12,1346,,64101,,-3494,,88690,
(주)에스엠벡셀,010580,2013/12,361,,78621,,-1109,,91202,
(주)에스엠벡셀,010580,2014/12,-1117,,72913,,1421,,92396,
(주)에스엠벡셀,010580,2015/12,-4016,,64289,,640,,87072,
(주)에스엠벡셀,010580,2016/12,-9867,,60354,,2852,,77235,
(주)에스엠벡셀,010580,2017/12,-14891,,53448,,-3719,,72104,
(주)에스엠벡셀,010580,2018/12,-11690,,63716,,6138,,79623,
(주)에스엠벡셀,010580,2019/12,-24181,,73825,,6343,,78269,
(주)에스엠벡셀,010580,2020/12,-34101,,63588,,6440,,70710,
(주)에스엠벡셀,010580,2021/12,-50438,-50438,47838,47838,-3240,-3240,73078,73078
(주)에스와이코퍼레이션,008080,2011/12,-10549,-14977,76676,86023,9838,3364,51230,120962
(주)에스와이코퍼레이션,008080,2012/12,-26855,-29755,83029,86636,7347,1562,59310,58218
(주)에스원,012750,2011/12,655451,677824,987476,1057719,190050,207817,953611,1026118
(주)에스원,012750,2012/12,683993,713896,987553,1080945,114017,127210,1006608,1096463
(주)에스원,012750,2013/12,710559,746155,1045437,1154081,150768,164909,1160082,1274104
(주)에스원,012750,2014/12,774080,813992,1335865,1460061,264687,281703,1619767,1718332
(주)에스원,012750,2015/12,917275,920891,1371980,1394427,309281,317902,1788782,1799571
(주)에스원,012750,2016/12,1036177,1040421,1437728,1460377,267468,273181,1818302,1830177
(주)에스원,012750,2017/12,1141257,1148522,1556037,1581537,290452,294206,1929986,1942266
(주)에스원,012750,2018/12,1195792,1203001,1645983,1682854,233623,236972,1998320,2018339
(주)에스원,012750,2019/12,1258111,1267599,1751617,1794960,275717,279832,2120329,2151522
(주)에스원,012750,2020/12,1303956,1324033,1849486,1906690,333140,346419,2189076,2223341
(주)에스원,012750,2021/12,1345584,1378587,1899473,1972973,318868,333299,2277129,2312489
(주)에스제이엠,123700,2011/12,31029,44222,133013,156714,12922,13323,100010,176464
(주)에스제이엠,123700,2012/12,39397,58956,135919,162096,8997,19254,109953,187307
(주)에스제이엠,123700,2013/12,48310,69777,142172,162337,18160,26836,108128,183092
(주)에스제이엠,123700,2014/12,47563,76242,142498,173039,2546,10815,84073,157097
(주)에스제이엠,123700,2015/12,51299,94690,141675,185776,7682,25653,96586,180300
(주)에스제이엠,123700,2016/12,65249,108787,156198,205931,9211,15671,97244,176789
(주)에스제이엠,123700,2017/12,70987,113329,157581,205071,9431,8388,83185,163096
(주)에스제이엠,123700,2018/12,70633,114754,158013,200078,3230,9716,70952,155259
(주)에스제이엠,123700,2019/12,70715,119789,155954,220445,7741,20114,68854,157732
(주)에스제이엠,123700,2020/12,68133,121008,153446,224919,6452,22509,59080,138669
(주)에스제이엠,123700,2021/12,73608,124923,163036,241266,-1329,-3204,67189,145726
(주)에스제이엠홀딩스,025530,2011/12,77861,84362,107513,227097,7139,15000,7206,177303
(주)에스제이엠홀딩스,025530,2012/12,78085,90451,107725,229809,2082,20964,1597,189998
(주)에스제이엠홀딩스,025530,2013/12,76877,94459,106995,230129,658,29492,845,186255
(주)에스제이엠홀딩스,025530,2014/12,98539,98989,123105,239584,1872,11736,8785,161935
(주)에스제이엠홀딩스,025530,2015/12,106798,107269,140923,260302,3195,27166,12294,185142
(주)에스제이엠홀딩스,025530,2016/12,110684,111150,146761,278846,2398,17539,9831,181367
(주)에스제이엠홀딩스,025530,2017/12,124132,124580,159987,291720,-786,7761,6478,169845
(주)에스제이엠홀딩스,025530,2018/12,123212,123266,161497,289534,2380,11740,5327,160741
(주)에스제이엠홀딩스,025530,2019/12,126005,126007,164938,308888,1774,21572,6051,160751
(주)에스제이엠홀딩스,025530,2020/12,126259,126791,160774,308348,1219,22077,4242,141553
(주)에스제이엠홀딩스,025530,2021/12,128207,128738,164816,329167,5073,-754,6103,149669
(주)에스지글로벌,001380,2011/12,50133,75537,159373,188826,-3352,-2648,64498,90556
(주)에스지글로벌,001380,2012/12,40540,64893,161366,186004,-1012,-1514,93146,114473
(주)에스지글로벌,001380,2013/12,43671,67543,170191,196481,-2014,-2021,114462,136699
(주)에스지글로벌,001380,2014/12,42438,66243,172505,201184,-12238,-11915,99003,120978
(주)에스지글로벌,001380,2015/12,39670,59364,170488,203147,4352,1900,92274,112359
(주)에스지글로벌,001380,2016/12,42713,58420,177617,210143,-2152,-4947,119573,141456
(주)에스지글로벌,001380,2017/12,46651,58927,169782,197415,14286,10615,109537,143293
(주)에스지글로벌,001380,2018/12,48814,61963,168764,199625,6939,3512,98645,134548
(주)에스지글로벌,001380,2019/12,54341,62337,177519,204066,11917,15909,85884,125798
(주)에스지글로벌,001380,2020/12,54950,60113,183865,198866,-1246,2580,80058,85060
(주)에스지글로벌,001380,2021/12,52069,55220,180341,187021,-516,3891,56443,57772
(주)에스지세계물산,004060,2011/12,76890,72132,304817,305272,-3103,-2316,341736,342172
(주)에스지세계물산,004060,2012/12,80529,72428,298366,291833,10137,10613,316301,321842
(주)에스지세계물산,004060,2013/12,75851,68458,290365,285580,-2747,-6440,312689,313797
(주)에스지세계물산,004060,2014/12,64023,61347,288872,289974,-5004,-3906,340529,340411
(주)에스지세계물산,004060,2015/12,66806,62957,291470,291668,11564,13683,315377,317711
(주)에스지세계물산,004060,2016/12,62509,58781,301416,302005,-4195,-5167,305135,308618
(주)에스지세계물산,004060,2017/12,55190,52521,321750,324261,9708,8106,257343,285427
(주)에스지세계물산,004060,2018/12,60108,58384,333291,334423,-15647,-14285,317556,320202
(주)에스지세계물산,004060,2019/12,75797,68009,281900,287725,36610,31165,309596,312545
(주)에스지세계물산,004060,2020/12,59363,57446,265411,267196,15767,5328,166834,167803
(주)에스지세계물산,004060,2021/12,109383,104371,308119,308413,8927,3369,133439,135747
(주)에스피씨삼립,005610,2011/12,104325,103006,361190,360573,49718,49724,628959,627220
(주)에스피씨삼립,005610,2012/12,111398,110360,389000,545771,15001,15083,802653,836987
(주)에스피씨삼립,005610,2013/12,122693,128901,410495,554471,32086,70148,968029,1066245
(주)에스피씨삼립,005610,2014/12,134465,156568,409081,571739,18340,42435,1028618,1107628
(주)에스피씨삼립,005610,2015/12,144255,186708,383727,612875,31395,44289,985825,1373768
(주)에스피씨삼립,005610,2016/12,160536,229689,420245,674650,27276,79625,1053614,1870335
(주)에스피씨삼립,005610,2017/12,186116,262111,449076,734420,45835,63082,1010119,2065511
(주)에스피씨삼립,005610,2018/12,273986,296016,594161,752267,64854,68343,1016327,2200884
(주)에스피씨삼립,005610,2019/12,297850,304749,954762,1196293,73669,94659,1186835,2499238
(주)에스피씨삼립,005610,2020/12,279833,284865,945638,1181872,99430,107016,1265461,2542709
(주)에스피씨삼립,005610,2021/12,313785,316801,953618,1222983,88523,96896,1369339,2946654
(주)에이블씨엔씨,078520,2011/12,78616,75782,184857,187955,44990,47431,305626,330259
(주)에이블씨엔씨,078520,2012/12,114108,114464,232111,235228,32765,35931,425058,452287
(주)에이블씨엔씨,078520,2013/12,116451,123111,224201,238806,28511,32710,401313,442424
(주)에이블씨엔씨,078520,2014/12,113476,121280,211410,228317,-11099,-10996,398501,438350
(주)에이블씨엔씨,078520,2015/12,126658,137135,230784,250541,29049,33603,356181,407879
(주)에이블씨엔씨,078520,2016/12,136884,148447,260931,277860,27259,27184,383562,434556
(주)에이블씨엔씨,078520,2017/12,132010,147412,353152,372642,6574,4030,332201,373285
(주)에이블씨엔씨,078520,2018/12,122420,136335,361826,388078,-35665,-39513,308391,345522
(주)에이블씨엔씨,078520,2019/12,94206,125516,378002,433270,15830,5150,320030,422206
(주)에이블씨엔씨,078520,2020/12,-1163,36947,246847,254780,2128,-8188,225578,307517
(주)에이블씨엔씨,078520,2021/12,-46195,-6451,172713,193817,5599,4410,199450,262946
(주)에이엔피,015260,2011/12,-8172,-2869,92414,255684,5096,11489,94909,419647
(주)에이엔피,015260,2012/12,-6882,-830,89360,272978,2634,8062,81381,450493
(주)에이엔피,015260,2013/12,-5981,-1348,99807,270094,7996,12343,85140,507779
(주)에이엔피,015260,2014/12,-5419,-2188,100808,332655,2528,-1068,84654,528852
(주)에이엔피,015260,2015/12,6688,6843,109162,124187,2077,5164,90760,579625
(주)에이엔피,015260,2016/12,11856,12276,117389,130592,4763,3705,96591,103555
(주)에이엔피,015260,2017/12,1167,84,130521,142122,-1352,-1886,91691,101154
(주)에이엔피,015260,2018/12,-8501,-8501,140750,153374,-1041,687,94895,107826
(주)에이엔피,015260,2019/12,-17866,-18734,120153,132315,-867,-406,95220,105841
(주)에이엔피,015260,2020/12,-44035,,103908,,1935,,82078,
(주)에이엔피,015260,2021/12,-19429,,82030,,-8848,,69286,
(주)에이프로젠,007460,2011/12,-30087,5284,166986,393647,2437,6959,101262,354366
(주)에이프로젠,007460,2012/12,-61443,-2907,136564,342378,24337,24572,154935,170688
(주)에이프로젠,007460,2013/12,-38901,,114495,,-6401,,103040,
(주)에이프로젠,007460,2014/12,-26702,,93037,,20422,,76535,
(주)에이프로젠,007460,2015/12,-23194,,86481,,1173,,65932,
(주)에이프로젠,007460,2016/12,2407,,78577,,2730,,54836,
(주)에이프로젠,007460,2017/12,4382,4382,266962,266986,8074,8074,44897,44897
(주)에이프로젠,007460,2018/12,-22444,-28263,400894,395156,-1386,-1489,49941,51047
(주)에이프로젠,007460,2019/12,-29743,-39035,456571,647173,-1561,-1116,50345,78249
(주)에이프로젠,007460,2020/12,-76525,-85266,584183,834408,13946,22534,72537,127143
(주)에이프로젠,007460,2021/12,-90954,-105252,574288,824112,-2121,-8606,81082,141247
