회사명,거래소코드,회계년도,합계_기말인원(명),합계_년간총급여(천원),설립일,외국인_주식분포비율,보통주식비율
(주)무학,033920,2020/12,491,17081000,1973/10/01,15.25,61.24
(주)무학,033920,2021/12,448,15634000,1973/10/01,14.71,61.46
(주)미래아이앤지,007120,2011/12,81,3619717,1971/03/01,0,28.82
(주)미래아이앤지,007120,2012/12,108,4262408,1971/03/01,0.25,14.02
(주)미래아이앤지,007120,2013/12,81,3656242,1971/03/01,0.79,9.81
(주)미래아이앤지,007120,2014/12,55,2313000,1971/03/01,0.54,33.93
(주)미래아이앤지,007120,2015/12,51,2119000,1971/03/01,0.17,29.52
(주)미래아이앤지,007120,2016/12,48,1846411,1971/03/01,0.67,19.34
(주)미래아이앤지,007120,2017/12,38,1709120,1971/03/01,0.43,24.76
(주)미래아이앤지,007120,2018/12,44,1676911,1971/03/01,0.76,24.76
(주)미래아이앤지,007120,2019/12,31,1428974,1971/03/01,1.21,24.76
(주)미래아이앤지,007120,2020/12,38,1665728,1971/03/01,1.46,24.76
(주)미래아이앤지,007120,2021/12,40,1776981,1971/03/01,4.38,13.34
(주)바이오노트,377740,2014/12,,,2003/03/28,,
(주)바이오노트,377740,2015/12,,,2003/03/28,,
(주)바이오노트,377740,2016/12,,,2003/03/28,,
(주)바이오노트,377740,2017/12,,,2003/03/28,,
(주)바이오노트,377740,2018/12,,,2003/03/28,,
(주)바이오노트,377740,2019/12,,,2003/03/28,,
(주)바이오노트,377740,2020/12,,,2003/03/28,,
(주)바이오노트,377740,2021/12,,,2003/03/28,,
(주)배명금속,011800,2011/12,61,1786180,1976/12/21,0.64,11.09
(주)백산,035150,2011/12,318,10950000,1986/08/16,0.27,57.74
(주)백산,035150,2012/12,281,10690000,1986/08/16,1.35,57.99
(주)백산,035150,2013/12,283,10042000,1986/08/16,5.36,54.78
(주)백산,035150,2014/12,242,8974819,1986/08/16,0.61,54.76
(주)백산,035150,2015/12,244,7349063,1986/08/16,0.91,54.34
(주)백산,035150,2016/12,258,10967333,1986/08/16,7.93,52.09
(주)백산,035150,2017/12,263,11678642,1986/08/16,4.36,52.13
(주)백산,035150,2018/12,233,10493025,1986/08/16,4.17,52.54
(주)백산,035150,2019/12,258,10937075,1986/08/16,5.64,52.12
(주)백산,035150,2020/12,246,10786471,1986/08/16,2.57,52.18
(주)백산,035150,2021/12,240,10903667,1986/08/16,2.9,52.05
(주)벽산,007210,2011/12,302,21066000,1971/04/09,2.95,45.22
(주)벽산,007210,2012/12,284,15277000,1971/04/09,2.19,27.26
(주)벽산,007210,2013/12,320,17825000,1971/04/09,3.08,25.52
(주)벽산,007210,2014/12,323,22005000,1971/04/09,5.99,25.53
(주)벽산,007210,2015/12,340,21890000,1971/04/09,7.56,25.56
(주)벽산,007210,2016/12,330,22178000,1971/04/09,11.37,25.57
(주)벽산,007210,2017/12,331,21539000,1971/04/09,11.01,25.58
(주)벽산,007210,2018/12,346,22475000,1971/04/09,10.73,25.49
(주)벽산,007210,2019/12,335,21027000,1971/04/09,6.67,25.49
(주)벽산,007210,2020/12,328,21184000,1971/04/09,5.57,30.27
(주)벽산,007210,2021/12,312,20752000,1971/04/09,4.11,29.3
(주)보락,002760,2011/12,119,4384304,1959/08/08,0.23,45.88
(주)보락,002760,2012/12,128,4978390,1959/08/08,0.97,45.88
(주)보락,002760,2013/12,127,4669715,1959/08/08,1.27,45.88
(주)보락,002760,2014/12,125,5450098,1959/08/08,0.46,42.03
(주)보락,002760,2015/12,118,5525720,1959/08/08,0.62,42.03
(주)보락,002760,2016/12,124,5921831,1959/08/08,2.25,40.88
(주)보락,002760,2017/12,129,6421049,1959/08/08,0.96,40.88
(주)보락,002760,2018/12,132,6630711,1959/08/08,1.52,33.22
(주)보락,002760,2019/12,132,6745271,1959/08/08,1.18,33.22
(주)보락,002760,2020/12,134,7004397,1959/08/08,0.63,33.3
(주)보락,002760,2021/12,133,7323536,1959/08/08,2.01,33.34
(주)보령,003850,2011/12,1041,42492120,1963/11/11,4.4,50.8
(주)보령,003850,2012/12,1015,46813850,1963/11/11,4.16,48.31
(주)보령,003850,2013/12,1045,46361735,1963/11/11,5.45,48.39
(주)보령,003850,2014/12,1044,51302243,1963/11/11,10.36,48.46
(주)보령,003850,2015/12,1068,56125896,1963/11/11,8.2,49.16
(주)보령,003850,2016/12,1143,62058669,1963/11/11,6.47,49.23
(주)보령,003850,2017/12,1103,57505282,1963/11/11,4.63,52.39
(주)보령,003850,2018/12,1249,70981119,1963/11/11,8.7,52.9
(주)보령,003850,2019/12,1369,88062581,1963/11/11,12.9,52.75
(주)보령,003850,2020/12,1345,84828483,1963/11/11,7.79,57.2
(주)보령,003850,2021/12,1374,88542079,1963/11/11,7.14,53.81
(주)보루네오가구,004740,2011/12,293,9387597,1966/09/03,0.03,48.47
(주)보루네오가구,004740,2012/12,386,10608000,1966/09/03,0.39,33.27
(주)보루네오가구,004740,2013/12,275,10537596,1966/09/03,0.23,16.8
(주)보루네오가구,004740,2014/12,227,7960213,1966/09/03,0.7,14.71
(주)보루네오가구,004740,2015/12,170,6318581,1966/09/03,0.16,15.27
(주)보루네오가구,004740,2016/12,127,4299705,1966/09/03,0.16,20.79
(주)비비안,002070,2011/12,761,20563332,1957/06/14,0.01,75.65
(주)비비안,002070,2012/12,789,22525897,1957/06/14,0.01,75.88
(주)비비안,002070,2013/12,805,23764596,1957/06/14,0,75.88
(주)비비안,002070,2014/12,786,23447518,1957/06/14,1.49,75.88
(주)비비안,002070,2015/12,631,21513133,1957/06/14,1.54,75.88
(주)비비안,002070,2016/12,447,15551940,1957/06/14,1.51,75.88
(주)비비안,002070,2017/12,393,14486080,1957/06/14,2.01,75.88
(주)비비안,002070,2018/12,236,10473018,1957/06/14,2.94,75.88
(주)비비안,002070,2019/12,205,9403724,1957/06/14,0.97,52.08
(주)비비안,002070,2020/12,206,8522805,1957/06/14,0.61,19.29
(주)비비안,002070,2021/12,195,8277501,1957/06/14,0.95,17.31
(주)비상교육,100220,2011/12,520,18837844,2002/01/21,0.53,58.83
(주)비상교육,100220,2012/12,471,18042152,2002/01/21,2.71,58.55
(주)비상교육,100220,2013/12,546,20732559,2002/01/21,0.54,54.78
(주)비상교육,100220,2014/12,512,19929133,2002/01/21,0.68,52.25
(주)비상교육,100220,2015/12,520,20787979,2002/01/21,1.09,52.25
(주)비상교육,100220,2016/12,603,22879384,2002/01/21,11.4,54.68
(주)비상교육,100220,2017/12,621,24350959,2002/01/21,9.68,54.53
(주)비상교육,100220,2018/12,587,26509723,2002/01/21,9.5,54.6
(주)비상교육,100220,2019/12,622,25297824,2002/01/21,9.8,54.56
(주)비상교육,100220,2020/12,661,24174000,2002/01/21,7.63,54.44
(주)비상교육,100220,2021/12,728,30934606,2002/01/21,7.36,54.14
(주)비와이씨,001460,2011/12,464,12901955,1955/05/13,0.9,73.32
(주)비와이씨,001460,2012/12,509,13306787,1955/05/13,0.9,73.36
(주)비와이씨,001460,2013/12,718,16365514,1955/05/13,0.73,74.26
(주)비와이씨,001460,2014/12,758,19452525,1955/05/13,1.3,74.31
(주)비와이씨,001460,2015/12,791,22706060,1955/05/13,1.09,74.69
(주)비와이씨,001460,2016/12,754,22473642,1955/05/13,0.91,74.74
(주)비와이씨,001460,2017/12,748,24231608,1955/05/13,1.14,70.43
(주)비와이씨,001460,2018/12,662,22583402,1955/05/13,1.13,67.84
(주)비와이씨,001460,2019/12,662,21831773,1955/05/13,1.77,61.94
(주)비와이씨,001460,2020/12,590,21576847,1955/05/13,1.65,61.53
(주)비와이씨,001460,2021/12,566,20489587,1955/05/13,1.59,62.75
(주)비지에프,027410,2011/12,,,1994/12/01,,
(주)비지에프,027410,2012/12,,,1994/12/01,,
(주)비지에프,027410,2013/12,,,1994/12/01,,
(주)비지에프,027410,2014/12,1748,81874000,1994/12/01,20.95,63.36
(주)비지에프,027410,2015/12,1778,86951000,1994/12/01,29.06,59.05
(주)비지에프,027410,2016/12,1876,95594000,1994/12/01,29.78,55.78
(주)비지에프,027410,2017/12,125,7800000,1994/12/01,15.3,50.31
(주)비지에프,027410,2018/12,125,8774000,1994/12/01,10.98,69.98
(주)비지에프,027410,2019/12,113,8246000,1994/12/01,8.99,69.72
(주)비지에프,027410,2020/12,112,7508000,1994/12/01,8.15,69.7
(주)비지에프,027410,2021/12,117,8092000,1994/12/01,5.2,69.7
(주)비지에프리테일,282330,2017/12,2737,26513000,2017/11/01,36.99,50.31
(주)비지에프리테일,282330,2018/12,2753,110113000,2017/11/01,34.3,55.42
(주)비지에프리테일,282330,2019/12,2641,113452000,2017/11/01,34.09,55.36
(주)비지에프리테일,282330,2020/12,2637,119980000,2017/11/01,30.83,55.29
(주)비지에프리테일,282330,2021/12,2778,135020000,2017/11/01,32.44,55.01
(주)빙그레,005180,2011/12,1568,69309330,1967/09/13,37.74,38.34
(주)빙그레,005180,2012/12,1548,70640672,1967/09/13,21.77,38.34
(주)빙그레,005180,2013/12,1554,74264994,1967/09/13,22.75,38.47
(주)빙그레,005180,2014/12,1582,75553313,1967/09/13,24.75,38.97
(주)빙그레,005180,2015/12,1609,76829077,1967/09/13,24.55,38.97
(주)빙그레,005180,2016/12,1578,76936899,1967/09/13,23.25,37.91
(주)빙그레,005180,2017/12,1560,86723416,1967/09/13,26.84,40.89
(주)빙그레,005180,2018/12,1677,92168017,1967/09/13,31.21,40.89
(주)빙그레,005180,2019/12,1710,100064818,1967/09/13,26.65,40.89
(주)빙그레,005180,2020/12,1789,101308303,1967/09/13,25.41,40.89
(주)빙그레,005180,2021/12,1827,109826962,1967/09/13,19.09,40.89
(주)사조대림,003960,2011/12,626,20016756,1964/05/01,0.55,88.72
(주)사조대림,003960,2012/12,629,21196125,1964/05/01,0.3,89.98
(주)사조대림,003960,2013/12,614,23136438,1964/05/01,0,89.95
(주)사조대림,003960,2014/12,626,23311334,1964/05/01,0,89.95
(주)사조대림,003960,2015/12,613,24852814,1964/05/01,1.26,79.49
(주)사조대림,003960,2016/12,597,25362572,1964/05/01,0.4,79.49
(주)사조대림,003960,2017/12,568,24590404,1964/05/01,1.18,77.83
(주)사조대림,003960,2018/12,555,26306424,1964/05/01,1.25,72.17
(주)사조대림,003960,2019/12,882,42795000,1964/05/01,0.89,47.43
(주)사조대림,003960,2020/12,853,45040000,1964/05/01,0.85,47.43
(주)사조대림,003960,2021/12,786,41430000,1964/05/01,3.12,48.3
(주)사조오양,006090,2011/12,206,11434963,1969/06/09,0.06,61.82
(주)사조오양,006090,2012/12,174,5112680,1969/06/09,0,63.07
(주)사조오양,006090,2013/12,171,6349604,1969/06/09,0,63.53
(주)사조오양,006090,2014/12,117,7673806,1969/06/09,0,63.92
(주)사조오양,006090,2015/12,575,22738000,1969/06/09,0.32,60.53
(주)사조오양,006090,2016/12,730,27038000,1969/06/09,3.1,60.53
(주)사조오양,006090,2017/12,744,29631000,1969/06/09,1.75,60.53
(주)사조오양,006090,2018/12,776,34629000,1969/06/09,1.37,60.53
(주)사조오양,006090,2019/12,855,35041000,1969/06/09,1.49,60.53
(주)사조오양,006090,2020/12,800,31924000,1969/06/09,0.71,60.53
(주)사조오양,006090,2021/12,828,34154000,1969/06/09,1.82,60.94
(주)사조해표,079660,2011/12,361,14346205,2004/09/01,0.53,51.78
(주)사조해표,079660,2012/12,344,14929774,2004/09/01,0.03,51.78
(주)사조해표,079660,2013/12,346,15004775,2004/09/01,0.06,51.78
(주)사조해표,079660,2014/12,350,15853492,2004/09/01,1.29,50.34
(주)사조해표,079660,2015/12,366,17097218,2004/09/01,4.56,50.34
(주)사조해표,079660,2016/12,367,17811547,2004/09/01,2.86,50.34
(주)사조해표,079660,2017/12,361,17291122,2004/09/01,1.59,50.34
(주)사조해표,079660,2018/12,369,17036212,2004/09/01,3.02,45.42
(주)삼성출판사,068290,2011/12,156,6364621,2002/07/03,2.81,66.84
(주)삼성출판사,068290,2012/12,175,6695928,2002/07/03,1.52,66.84
(주)삼성출판사,068290,2013/12,137,6979553,2002/07/03,0.31,66.88
(주)삼성출판사,068290,2014/12,140,6353767,2002/07/03,0.42,66.86
(주)삼성출판사,068290,2015/12,145,6076882,2002/07/03,0.38,66.96
(주)삼성출판사,068290,2016/12,160,6223687,2002/07/03,0.37,66.96
(주)삼성출판사,068290,2017/12,227,7192714,2002/07/03,0.86,66.96
(주)삼성출판사,068290,2018/12,298,11500921,2002/07/03,2.57,66.96
(주)삼성출판사,068290,2019/12,333,10472335,2002/07/03,1.03,64.94
(주)삼성출판사,068290,2020/12,295,9794000,2002/07/03,0.77,64.94
(주)삼성출판사,068290,2021/12,276,8872000,2002/07/03,0.45,64.49
(주)삼양사,145990,2011/12,891,7425239,2011/11/03,8.75,52.28
(주)삼양사,145990,2012/12,829,51092474,2011/11/03,4.95,61.06
(주)삼양사,145990,2013/12,936,52018219,2011/11/03,4.57,57.03
(주)삼양사,145990,2014/12,923,56959872,2011/11/03,5.97,71.13
(주)삼양사,145990,2015/12,885,60614391,2011/11/03,2.94,71.06
(주)삼양사,145990,2016/12,1188,82537753,2011/11/03,5.2,64.29
(주)삼양사,145990,2017/12,1270,83834236,2011/11/03,4.45,64.29
(주)삼양사,145990,2018/12,1360,87735324,2011/11/03,5.73,64.29
(주)삼양사,145990,2019/12,1359,96095613,2011/11/03,5.66,64.29
(주)삼양사,145990,2020/12,1347,95752268,2011/11/03,4.76,64.14
(주)삼양사,145990,2021/12,1326,100653918,2011/11/03,5.67,64.14
(주)삼양엔텍,008720,2011/12,31,1435000,1973/05/01,0,76.3
(주)삼양엔텍,008720,2012/12,29,1393000,1973/05/01,0,76.3
(주)삼양엔텍,008720,2013/12,27,1285000,1973/05/01,0,74.35
(주)삼양제넥스,003940,2011/12,382,20640000,1964/04/03,22.65,50.04
(주)삼양제넥스,003940,2012/12,341,19308000,1964/04/03,14.14,55.06
(주)삼양제넥스,003940,2013/12,352,19676000,1964/04/03,13.37,55.06
(주)삼양제넥스,003940,2014/12,345,18973000,1964/04/03,15.76,54.28
(주)삼양패키징,272550,2014/12,,,2014/11/01,,
(주)삼양패키징,272550,2015/12,,,2014/11/01,,
(주)삼양패키징,272550,2016/12,,,2014/11/01,,
(주)삼양패키징,272550,2017/12,418,30099000,2014/11/01,8.12,51
(주)삼양패키징,272550,2018/12,442,32567000,2014/11/01,9.97,52.86
(주)삼양패키징,272550,2019/12,476,34978000,2014/11/01,9.19,53.08
(주)삼양패키징,272550,2020/12,475,35887000,2014/11/01,12.59,56
(주)삼양패키징,272550,2021/12,489,38543000,2014/11/01,7.71,66
(주)삼양홀딩스,000070,2011/12,170,9437541,1924/10/01,8.99,37.21
(주)삼양홀딩스,000070,2012/12,162,9780017,1924/10/01,9.65,48.25
(주)삼양홀딩스,000070,2013/12,157,9396816,1924/10/01,10.19,45.84
(주)삼양홀딩스,000070,2014/12,154,8398686,1924/10/01,9,44.12
(주)삼양홀딩스,000070,2015/12,147,10606991,1924/10/01,5.88,43.27
(주)삼양홀딩스,000070,2016/12,145,10246813,1924/10/01,6.64,43.3
(주)삼양홀딩스,000070,2017/12,120,8749641,1924/10/01,6.77,43.3
(주)삼양홀딩스,000070,2018/12,126,10043102,1924/10/01,8.93,41.89
(주)삼양홀딩스,000070,2019/12,138,11113395,1924/10/01,8.36,41.71
(주)삼양홀딩스,000070,2020/12,126,10874046,1924/10/01,7.69,41.73
(주)삼양홀딩스,000070,2021/12,481,31615911,1924/10/01,7.82,41.54
(주)삼원강재,023000,2011/12,259,16830000,1992/07/21,0.18,60.77
(주)삼원강재,023000,2012/12,271,19102000,1992/07/21,0.49,60.75
(주)삼원강재,023000,2013/12,273,19280000,1992/07/21,0.66,60.82
(주)삼원강재,023000,2014/12,268,20597000,1992/07/21,1.58,60.89
(주)삼원강재,023000,2015/12,274,22173000,1992/07/21,0.7,61.01
(주)삼원강재,023000,2016/12,276,22768000,1992/07/21,0.83,61.1
(주)삼원강재,023000,2017/12,270,22122000,1992/07/21,0.73,61.07
(주)삼원강재,023000,2018/12,270,22756000,1992/07/21,0.58,61.09
(주)삼원강재,023000,2019/12,269,22989000,1992/07/21,0.55,61.09
(주)삼원강재,023000,2020/12,275,24509000,1992/07/21,0.59,61.19
(주)삼원강재,023000,2021/12,272,23066000,1992/07/21,0.71,61.11
(주)삼익악기,002450,2011/12,79,3245723,1958/09/01,1.09,40.15
(주)삼익악기,002450,2012/12,79,2812240,1958/09/01,1.06,40.15
(주)삼익악기,002450,2013/12,73,3451104,1958/09/01,4.65,40.15
(주)삼익악기,002450,2014/12,68,3109856,1958/09/01,2.29,33.76
(주)삼익악기,002450,2015/12,111,3703570,1958/09/01,2.66,33.76
(주)삼익악기,002450,2016/12,112,5567738,1958/09/01,1.93,33.76
(주)삼익악기,002450,2017/12,112,5279592,1958/09/01,3.46,38.68
(주)삼익악기,002450,2018/12,77,5176998,1958/09/01,2.49,38.81
(주)삼익악기,002450,2019/12,66,4105323,1958/09/01,3.93,38.81
(주)삼익악기,002450,2020/12,63,3641383,1958/09/01,2.4,40.32
(주)삼익악기,002450,2021/12,66,4104834,1958/09/01,3.53,41.43
(주)삼일씨엔에스,004440,2011/12,,,1965/12/31,,
(주)삼일씨엔에스,004440,2012/12,,,1965/12/31,,
(주)삼일씨엔에스,004440,2013/12,,,1965/12/31,,
(주)삼일씨엔에스,004440,2014/12,,,1965/12/31,,
(주)삼일씨엔에스,004440,2015/12,,,1965/12/31,,
(주)삼일씨엔에스,004440,2016/12,300,14745000,1965/12/31,2.12,62.52
(주)삼일씨엔에스,004440,2017/12,266,14013000,1965/12/31,0.72,62.52
(주)삼일씨엔에스,004440,2018/12,247,12474000,1965/12/31,1.12,59.14
(주)삼일씨엔에스,004440,2019/12,227,11821000,1965/12/31,1.02,58.86
(주)삼일씨엔에스,004440,2020/12,247,13292000,1965/12/31,0.98,54.31
(주)삼일씨엔에스,004440,2021/12,271,15489000,1965/12/31,0.56,54.31
(주)삼천리,004690,2011/12,783,46361676,1966/07/07,34.14,31.47
(주)삼천리,004690,2012/12,788,45397625,1966/07/07,25.7,32.5
(주)삼천리,004690,2013/12,785,52969000,1966/07/07,25.63,32.51
(주)삼천리,004690,2014/12,787,56742000,1966/07/07,25.54,32.46
(주)삼천리,004690,2015/12,761,56429000,1966/07/07,22.32,32.47
(주)삼천리,004690,2016/12,757,58908000,1966/07/07,23.09,32.49
(주)삼천리,004690,2017/12,755,56749000,1966/07/07,23.14,32.48
(주)삼천리,004690,2018/12,799,71427000,1966/07/07,22.98,32.48
(주)삼천리,004690,2019/12,814,71372000,1966/07/07,20.25,32.47
(주)삼천리,004690,2020/12,819,71687000,1966/07/07,16.72,39.18
(주)삼천리,004690,2021/12,828,77278000,1966/07/07,20.41,39.19
(주)서연,007860,2011/12,906,51499834,1972/04/21,12.22,34.23
(주)서연,007860,2012/12,920,60310894,1972/04/21,13.15,33.58
(주)서연,007860,2013/12,967,69505698,1972/04/21,12.81,33.4
(주)서연,007860,2014/12,11,764720,1972/04/21,20.43,48.37
(주)서연,007860,2015/12,16,1047008,1972/04/21,7.67,48.37
(주)서연,007860,2016/12,18,1240510,1972/04/21,8.06,49.81
(주)서연,007860,2017/12,19,1240510,1972/04/21,5.61,46.06
(주)서연,007860,2018/12,26,1711025,1972/04/21,2.45,46.06
(주)서연,007860,2019/12,24,1954150,1972/04/21,1.37,46.06
(주)서연,007860,2020/12,18,1317607,1972/04/21,0.08,45.84
(주)서연,007860,2021/12,19,1836918,1972/04/21,0.03,45.84
(주)서연이화,200880,2014/12,970,46218208,2014/07/01,13.76,58.35
(주)서연이화,200880,2015/12,1037,71213766,2014/07/01,14.19,58.34
(주)서연이화,200880,2016/12,1027,73021000,2014/07/01,19.22,57.06
(주)서연이화,200880,2017/12,1020,73877000,2014/07/01,20.11,57.06
(주)서연이화,200880,2018/12,952,72607000,2014/07/01,12.4,57.06
(주)서연이화,200880,2019/12,959,73055000,2014/07/01,8.83,57.06
(주)서연이화,200880,2020/12,925,70089000,2014/07/01,8.08,57.06
(주)서연이화,200880,2021/12,912,75196000,2014/07/01,7.15,57.06
(주)서원,021050,2011/12,176,6216000,1988/09/07,1.43,47.94
(주)서원,021050,2012/12,190,7946000,1988/09/07,1.04,47.94
(주)서원,021050,2013/12,174,6153000,1988/09/07,0.84,47.94
(주)서원,021050,2014/12,191,6696000,1988/09/07,0.67,47.94
(주)서원,021050,2015/12,143,5665000,1988/09/07,0.06,43.83
(주)서원,021050,2016/12,155,6172000,1988/09/07,0.73,37.59
(주)서원,021050,2017/12,140,6224000,1988/09/07,2.36,39.58
(주)서원,021050,2018/12,144,7897000,1988/09/07,1.49,39.58
(주)서원,021050,2019/12,141,8683000,1988/09/07,0.52,38.69
(주)서원,021050,2020/12,139,7698000,1988/09/07,2.04,38.69
(주)서원,021050,2021/12,141,9699000,1988/09/07,2.83,38.69
(주)서흥,008490,2011/12,598,25740000,1973/01/30,5.59,54.48
(주)서흥,008490,2012/12,1348,30113000,1973/01/30,7.68,54.48
(주)서흥,008490,2013/12,690,32315000,1973/01/30,6.2,54.09
(주)서흥,008490,2014/12,692,34421000,1973/01/30,5.45,53.22
(주)서흥,008490,2015/12,727,34077000,1973/01/30,4.78,53.22
(주)서흥,008490,2016/12,766,37585000,1973/01/30,6.87,53.22
(주)서흥,008490,2017/12,734,35129000,1973/01/30,5.36,53.22
(주)서흥,008490,2018/12,818,40987000,1973/01/30,6.3,53.22
(주)서흥,008490,2019/12,840,45089000,1973/01/30,6.91,53.22
(주)서흥,008490,2020/12,867,51819000,1973/01/30,12.16,53.22
(주)서흥,008490,2021/12,871,52873000,1973/01/30,11.36,52.77
(주)선앤엘,002820,2011/12,488,19553043,1959/10/17,0.19,50.65
(주)선앤엘,002820,2012/12,492,20346989,1959/10/17,0.03,50
(주)선앤엘,002820,2013/12,521,22072000,1959/10/17,0.08,50.1
(주)선앤엘,002820,2014/12,522,23037000,1959/10/17,1.93,46.47
(주)선앤엘,002820,2015/12,528,24580000,1959/10/17,1.39,46.72
(주)선앤엘,002820,2016/12,575,25977000,1959/10/17,2.44,46.25
(주)선앤엘,002820,2017/12,577,27172000,1959/10/17,2.23,46.27
(주)선앤엘,002820,2018/12,490,22742000,1959/10/17,2.8,46.28
(주)선앤엘,002820,2019/12,354,17535000,1959/10/17,1.88,46.21
(주)선앤엘,002820,2020/12,335,16610000,1959/10/17,0.82,46.43
(주)선앤엘,002820,2021/12,557,25983000,1959/10/17,0.97,46.4
(주)선진,136490,2011/12,254,9928400,2011/01/04,10.97,49.49
(주)선진,136490,2012/12,272,11217317,2011/01/04,10.97,49.49
(주)선진,136490,2013/12,307,15355268,2011/01/04,11.45,49.49
(주)선진,136490,2014/12,307,15355268,2011/01/04,12.17,49.49
(주)선진,136490,2015/12,299,14878000,2011/01/04,13,49.49
(주)선진,136490,2016/12,305,14976000,2011/01/04,12.47,50
(주)선진,136490,2017/12,335,15420000,2011/01/04,12.94,50.03
(주)선진,136490,2018/12,350,18782000,2011/01/04,13.16,50.03
(주)선진,136490,2019/12,366,20395000,2011/01/04,11.73,50.02
(주)선진,136490,2020/12,365,23381000,2011/01/04,12.07,50.04
(주)선진,136490,2021/12,379,23603000,2011/01/04,15.28,50.04
(주)선진지주,014300,2011/12,2,67275,1979/08/17,10.58,55.86
(주)성안,011300,2011/12,192,4281811,1976/04/20,0.15,36.83
(주)성안,011300,2012/12,185,4620722,1976/04/20,0.92,36.83
(주)성안,011300,2013/12,180,4763737,1976/04/20,0.84,38.15
(주)성안,011300,2014/12,178,5439457,1976/04/20,1.04,38.16
(주)성안,011300,2015/12,154,4720576,1976/04/20,1.12,36.94
(주)성안,011300,2016/12,146,4941915,1976/04/20,1.57,36.95
(주)성안,011300,2017/12,98,3611370,1976/04/20,0.31,36.95
(주)성안,011300,2018/12,68,2918301,1976/04/20,0.54,36.95
(주)성안,011300,2019/12,62,2705739,1976/04/20,0.76,36.93
(주)성안,011300,2020/12,64,2067897,1976/04/20,1.17,36.95
(주)성안,011300,2021/12,57,2240896,1976/04/20,0.1,31.45
(주)세아베스틸지주,001430,2011/12,1478,106551000,1955/02/04,4.44,68.98
(주)세아베스틸지주,001430,2012/12,1531,105395000,1955/02/04,5.62,68.98
(주)세아베스틸지주,001430,2013/12,1500,106816000,1955/02/04,7.22,68.97
(주)세아베스틸지주,001430,2014/12,1541,115641000,1955/02/04,17.18,65.9
(주)세아베스틸지주,001430,2015/12,1523,120527000,1955/02/04,13.66,65.9
(주)세아베스틸지주,001430,2016/12,1488,115345000,1955/02/04,9.61,65.89
(주)세아베스틸지주,001430,2017/12,1502,122607000,1955/02/04,11.82,65.9
(주)세아베스틸지주,001430,2018/12,1527,116100000,1955/02/04,9.8,65.9
(주)세아베스틸지주,001430,2019/12,1559,119372000,1955/02/04,8.24,65.9
(주)세아베스틸지주,001430,2020/12,1552,121394000,1955/02/04,9.71,62.65
(주)세아베스틸지주,001430,2021/12,1547,129399000,1955/02/04,18.62,62.65
(주)세아제강,306200,2018/12,706,23403000,2018/09/03,8.73,50.88
(주)세아제강,306200,2019/12,674,50709000,2018/09/03,6.93,57.75
(주)세아제강,306200,2020/12,649,51051000,2018/09/03,6.24,59.69
(주)세아제강,306200,2021/12,658,62211000,2018/09/03,8.35,62.86
(주)세아제강지주,003030,2011/12,853,47592000,1960/10/19,6.15,54.75
(주)세아제강지주,003030,2012/12,879,50293000,1960/10/19,6.72,54.75
(주)세아제강지주,003030,2013/12,956,60738000,1960/10/19,8.48,54.81
(주)세아제강지주,003030,2014/12,912,65789000,1960/10/19,9.04,54.33
(주)세아제강지주,003030,2015/12,856,58738000,1960/10/19,8.9,54.38
(주)세아제강지주,003030,2016/12,863,60740000,1960/10/19,16.29,51.43
(주)세아제강지주,003030,2017/12,733,58505000,1960/10/19,13.28,48.41
(주)세아제강지주,003030,2018/12,19,1333000,1960/10/19,9.47,60.39
(주)세아제강지주,003030,2019/12,23,1781000,1960/10/19,5.18,62.54
(주)세아제강지주,003030,2020/12,30,2120000,1960/10/19,3.46,64.32
(주)세아제강지주,003030,2021/12,36,2661000,1960/10/19,7.45,64.88
(주)세아특수강,019440,2011/12,293,17127580,1986/11/01,0.64,70.1
(주)세아특수강,019440,2012/12,298,17264000,1986/11/01,1.64,70.25
(주)세아특수강,019440,2013/12,302,19282000,1986/11/01,2.2,70.34
(주)세아특수강,019440,2014/12,311,20284000,1986/11/01,3.58,70.51
(주)세아특수강,019440,2015/12,306,19397000,1986/11/01,2.62,70.54
(주)세아특수강,019440,2016/12,303,20275000,1986/11/01,2.42,70.55
(주)세아특수강,019440,2017/12,302,20915000,1986/11/01,2.21,70.55
(주)세아특수강,019440,2018/12,291,19458000,1986/11/01,1.95,70.59
(주)세아특수강,019440,2019/12,287,21365000,1986/11/01,1.89,70.59
(주)세아특수강,019440,2020/12,286,20008000,1986/11/01,2.22,70.59
(주)세아특수강,019440,2021/12,322,24008000,1986/11/01,2.91,68.73
(주)세아홀딩스,058650,2011/12,33,1890094,2001/07/01,1.13,83.12
(주)세아홀딩스,058650,2012/12,40,2544758,2001/07/01,1.13,83.48
(주)세아홀딩스,058650,2013/12,50,3122165,2001/07/01,1.04,83.99
(주)세아홀딩스,058650,2014/12,47,3417433,2001/07/01,1.63,87.2
(주)세아홀딩스,058650,2015/12,46,3659081,2001/07/01,1.37,89.88
(주)세아홀딩스,058650,2016/12,53,3511644,2001/07/01,1.21,89.98
(주)세아홀딩스,058650,2017/12,49,3413408,2001/07/01,1.25,89.98
(주)세아홀딩스,058650,2018/12,61,5018149,2001/07/01,1.04,89.98
(주)세아홀딩스,058650,2019/12,64,5876695,2001/07/01,1.06,89.98
(주)세아홀딩스,058650,2020/12,58,5906791,2001/07/01,0.69,89.98
