,회사명,거래소코드,회계년도,산업군,target_3,EBIT/총자산,현금흐름 대 자산,순운전자본비율,누적수익성비율,abs(영업현금흐름-당기순이익)/매출액,금융비용부담률,당기전기영업손익,총자본증가율,TMD
102,(주)네오오토,212560,2020,제조업,0,0.1848837609808611,0.694421328568168,-0.5177363952109681,0.5599036119156503,-0.0910118022887093,-0.1756932448842821,-0.3210248370789865,-0.2364771014903898,0.3468165914021155
103,(주)네오오토,212560,2021,제조업,0,0.2964647003474177,0.8182343720064298,-0.2125147515155531,0.6294958853380281,-0.1599004389455276,-0.2117113004809278,-0.1681419563019217,-0.2696386654874678,0.0698824874837902
104,(주)네오위즈,95660,2019,정보통신업,0,0.5055597313641442,0.5756639052889848,0.6326380211030959,0.8887764100382134,-0.2632315606227298,-0.3509811154546248,1.2105169859316598,-0.0152200300014608,-0.4932301027253346
105,(주)네오위즈,95660,2020,정보통신업,0,0.7438663315184447,1.2639362725924468,0.7302957053657287,0.918603681043924,-0.2289990698165723,-0.3773943562254984,2.33686551084537,0.4137049100399505,-0.5035181263737022
106,(주)네오위즈,95660,2021,정보통신업,0,0.3261477648171988,0.1299015759991907,0.5939059903955431,0.8968851215145995,-0.0663542149719699,-0.4038075969963718,1.9994677803941137,0.3938759802718583,-0.5257074482689936
107,(주)네오위즈홀딩스,42420,2019,정보통신업,0,0.2687964184420022,0.1554791669495475,0.8315948626008663,0.4540362089067714,-0.2757010003737734,-0.4014063932899288,1.0743892102631578,-0.1302602401484103,-0.2499369214205616
108,(주)네오위즈홀딩스,42420,2020,정보통신업,0,0.4980749921077691,0.6161185682390788,0.8024630788208269,0.4646534562385838,-0.1356922180150224,-0.4062088007028149,2.165885924016886,0.3296433944930889,-0.2017256727090635
109,(주)네오위즈홀딩스,42420,2021,정보통신업,0,0.2695060691289256,-0.0496666751286995,0.5935749473980428,0.473795124310128,0.4130711225998462,-0.4710413007767773,1.8666492870513245,0.409575911014908,-0.5107679436234909
110,(주)네오크레마,311390,2020,제조업,0,0.093671358044914,-0.0032030409528538,0.92263168691349,0.2443626836326197,-0.3233540832185174,-0.1973040782422695,-0.3755236487132443,-0.172731293465601,-0.5152694822782844
111,(주)네오크레마,311390,2021,제조업,0,0.1415340496826686,-0.013258998445723,0.7412201242832436,0.2893252368224666,-0.360748210885061,-0.1828968560036112,-0.3545350472961122,-0.1673619858409391,-0.5585144292592342
112,(주)네오티스,85910,2019,제조업,0,0.1714363738297717,-0.0063113087293215,-0.4839700094659222,0.3634298472274586,-0.251064102813531,0.0908403665308965,-0.1928870403590519,-0.3112790583832316,0.0251228659323248
113,(주)네오티스,85910,2020,제조업,0,0.0485747376774259,0.4071228501143058,-0.3796914652532804,0.2245329485594049,0.1901224342347637,0.4894401818004428,-0.221209726930466,0.3435565580593238,0.2498175398201546
114,(주)네오티스,85910,2021,제조업,0,0.4001899324765309,0.093052428312184,-0.3012342748456738,0.1073561081675909,-0.3226652143417919,0.2397149963303655,-0.0335346617019904,1.1111352853038554,0.0091979214014695
115,(주)네오펙트,290660,2019,제조업,0,-1.9531902902063163,-3.459648584107302,-1.093751210861751,-2.146473028316072,0.0792317510628675,1.4235084236067892,-0.9959991781072132,0.7901898484491818,-0.2716350010557805
116,(주)네오펙트,290660,2020,제조업,0,-1.8205109161876345,-2.011665728272884,-0.7984608570913498,-2.2903700264607254,0.544225908939252,1.7500721276830442,-1.2632758992785051,0.5118621721235876,-0.2318997291164691
117,(주)네오펙트,290660,2021,제조업,0,-0.9871349277312864,-1.3441276195087193,-1.172208401269358,-2.667912529648312,-0.3638783621593475,1.3322626827619537,-1.0849026005871676,-0.656459375067631,-0.2230109856072808
118,(주)네온테크,306620,2021,제조업,0,-0.3088133676229063,-1.455717187435247,-0.2211218694505649,-0.2226737888542214,-0.1904128790697616,0.4774341632682276,-0.476799613221764,0.3807626062571046,-0.4609514806889315
119,(주)네이블커뮤니케이션즈,153460,2019,정보통신업,0,-0.1414942005583915,-1.1716691346680126,1.5456546082093376,0.028806933618303,-0.0063934525364613,-0.7711917640821586,-0.5185681225760285,-0.5908614327830864,-0.5639029849043243
120,(주)네이블커뮤니케이션즈,153460,2020,정보통신업,0,0.039819160425869,-1.1651496435574218,1.6198082396494382,0.053636692641499,0.2529372404947775,-0.5935026898053729,-0.4354186774732138,-0.1514208516568506,-0.5625071715545941
121,(주)네이블커뮤니케이션즈,153460,2021,정보통신업,0,0.4771263237100797,0.6179206128218939,1.6979343870595445,0.174019531871704,-0.3176357563887256,-0.5382750045571827,-0.3471711487875445,0.2024749037962036,-0.5600494757886416
122,(주)네이처셀,7390,2019,제조업,0,-0.0004039916984984,-0.3487009809551911,1.087822142666215,-0.3584782217511768,-0.3004612285166967,-0.2309209301324722,-0.3438022397532606,2.4185570598217283,-0.5901061115059908
123,(주)네이처셀,7390,2020,제조업,0,-1.3984227560114402,-1.0432484685803776,0.7974974338583202,-0.7883411967772639,1.8934304471506311,-0.3293702820966373,-0.57151663978743,-0.6073356736087088,-0.584627480702506
124,(주)네이처셀,7390,2021,제조업,0,-1.4504324729596891,-1.900195666609446,1.1411200652637872,-1.7839113408819574,2.400394841296816,0.4222064780200374,-0.9071851956901156,-0.9989361167005,-0.60230646536247
125,(주)네패스,33640,2019,제조업,0,0.5892440360047364,1.3994839134418593,-0.2403223633055909,0.0408964239078591,0.0969348228505171,-0.0700402818007878,2.0601081430112256,2.738881345108953,-0.2417739258836836
