,EBIT/총자산,현금흐름 대 자산,순운전자본비율,누적수익성비율,abs(영업현금흐름-당기순이익)/매출액,금융비용부담률,당기전기영업손익,총자본증가율,TMD,target_3
0,-0.6695472566101506,-0.674294645446479,1.7518943956521176,-2.0406731672088982,0.5120674311169844,0.3165535149365431,-0.5391989637417322,3.6092553267621112,-0.4292662136013935,0
1,0.0129314587323972,-1.119333176226169,1.3513323686765732,-2.071711028766252,0.2161920214077215,0.1052475887695547,-0.5346971472445916,-0.3979670074750484,-0.5547122683842697,0
2,-0.0538354966751258,-0.2590754590784892,0.5310078208704577,-2.012465103660317,-0.2966946232208353,-0.4470292637123468,-0.3961246765246624,-0.1837487247466532,-0.5368960793757923,0
3,-0.4714752215099516,0.0536081276937765,0.4350053515953272,-2.1931931275894447,0.2625735084163749,-0.3173642635644221,-0.4963869869874683,-0.4178129504990022,-0.5751853326499353,0
4,-0.0726182006899218,0.7824509163655079,0.695205147630681,-0.3109961868305586,-0.0865334636829139,-0.4470292637123468,-0.5390498969703037,-0.9196470955877698,-0.5581481458703506,0
5,-2.196382823104429,0.1815699518783198,1.853524595884756,-0.9510603716671396,0.5460456749300598,-0.4158136155285871,-0.4649637115703415,-0.2559627434997049,-0.5552401607882494,0
6,-0.2719398057916677,0.1407562929523624,1.7661292445446373,-0.3637349972494522,-0.1453690693475935,-0.6343231528149047,-0.4625190165189142,0.4014152942472099,-0.5231633541554928,0
7,-0.4669634341802967,-0.9066633403919648,1.5456546082093376,-0.2556201496677145,-0.335292718464351,-0.4206160229414732,-0.5488286771760129,-0.3857103030666604,-0.5447903398091728,0
8,1.2378718762008842,-0.2661793455740787,0.9093899670134722,0.1106255111388784,1.295689341168223,-0.4374244488865746,-0.4895001021474718,2.8862459644550693,-0.3184394221035181,0
9,0.0859375004993745,-0.1622064816395248,0.894493032125952,0.1375707277075635,-0.3216569997097057,-0.0484294484428004,-0.3014076499589965,-0.297685757161566,-0.3710044128759267,0
10,-0.4776426419385829,-0.512948780717873,-0.366118702355762,0.0583070788447651,0.030268877317816,0.25892462598191,-0.4019382806103737,-0.1001411518588924,-0.148288446213407,0
11,0.5071552591379974,1.2206617801879578,0.0804583012723451,0.3360020934592623,-0.2119145954721398,-1.602008246511454,0.0381962687094014,0.802731649792249,-0.3079632868842831,0
12,0.557065845962625,1.0682297083573666,0.2281034781575459,0.4117794685906228,-0.2352822996932953,-1.2442288942514397,0.0040003513437046,-0.0696314612831598,-0.3902699816241049,0
13,0.4231396957438029,1.319162311180051,0.2777599277826134,0.4157839632058676,-0.0360312911410373,-0.3677895413997261,0.026747940663693,-0.0338318191239319,-0.4448843893999737,0
14,0.5189406370855693,1.5123999207538583,0.6442245260156116,0.4688248465928043,-0.0379865897187761,-0.3918015784641566,0.1553925644064844,-0.0835907938828486,-0.4740381857298899,0
15,0.4835215482212592,1.0849976248568889,0.4634750493803659,0.418958794496184,-0.1552612537447945,-0.3773943562254984,0.2795949983607066,0.3875371915683425,-0.3760265127322807,0
16,0.442796774028539,1.2013615401897657,0.3257611624201786,0.4423306530999459,-0.1063355553099228,-0.3581847265739539,0.3202306002521145,-0.1053575929848228,-0.3491564513328105,0
17,0.6719632274106297,1.1093784900547303,0.4697648663328745,0.4446135629023235,-0.2242518349142701,-0.3581847265739539,0.4883481050691715,0.1651060185023538,-0.3422466585675818,0
18,-1.169717636815101,-2.015062116825322,0.7233438024182193,-1.6591411172191173,0.4963855824536555,1.685239627609082,-1.1314710599814295,1.6613833986066011,-0.5726056422971403,0
19,0.6742710505302472,-0.7540679646734832,0.4350053515953272,0.2371268695882033,-0.0470321911334543,-0.4662388933638912,0.1097483189950791,2.0605855661750128,0.0896470785477398,0
20,0.1890317380741936,2.042200699537439,1.0139995542236144,0.4492389756477056,0.3568566273848026,-0.5742930601538284,0.0096947020122731,-1.001291220773019,-0.0249489951330453,0
21,-0.0312059603723682,-2.647640908166371,1.0053924362886026,0.5311291886487338,0.4909064330292763,-0.6367243565213477,-0.2879916405304319,-0.5912642289367604,-0.2718624861510979,0
22,-0.0536687785798465,0.7644069960720632,1.121919571408761,0.3526783121103664,0.2045926069355439,-0.408610004409258,-0.3710814589246752,0.6671570575182256,-0.203385972840624,0
23,-0.1128698254347891,-2.509718797194548,1.2000457188188671,0.3973847250545452,0.606708373300943,-0.4542328748316759,-0.4586432804617733,-0.6711953290678844,-0.2834764233351053,0
24,-0.6078422980704001,-0.8012507169011163,0.6359484510781004,0.1504739523789946,-0.2727107706389158,-0.3101606524450929,-0.6385966869302528,0.4237523753063508,0.1161414030836187,0
25,0.0090058622842151,-1.5130039397850563,0.3654863221202326,0.2028773885659747,0.0217103687368522,0.071630736879352,-0.589345025650278,-0.2968020476638794,0.0273378104083004,0
26,0.2337048801233003,-0.2479611402079591,-0.0569245426903416,0.2283958663060111,-0.2711780625699929,-0.408610004409258,-0.2284841853761766,0.0397171453650828,-0.3045244031238072,0
27,1.1220562525807531,0.7553617781573757,1.4086028072441508,0.7920064082239947,-0.2671006944929495,-0.4230172266479163,0.7675203546004574,0.3541812194091228,-0.5586031948026731,0
28,0.764212853010146,0.7505604324812198,1.524136813371808,0.8111466176361432,-0.3503570904588826,-0.4206160229414732,0.7064626050233458,0.2908519800021772,-0.551794435374602,0
29,1.1724474197913874,1.4853543773098492,1.4744803637467403,0.903711306873056,-0.2980223628243995,-0.3990051895834858,0.9065698389889578,0.295940786463824,-0.5795884338227876,0
