,차입금의존도,부채비율,순운전자본비율,총자본정상영업이익률,자기자본순이익률,총자본순이익률,매출액총이익률,금융비용부담률,자본금회전률,유형자산회전율,자기자본회전률,타인자본회전률,총자본회전률,합계_기말인원(명),대주주지분율,유형자산증가율,매출액증가율,자기자본증가율,총자본증가율,정상영업이익증가율,누적수익성비율,현금흐름 대 자산,현금흐름 대 매출액,TMD,시총/총자산,EBIT/총자산,당기전기영업손익,FINDEP,WW지수,EBITDA마진율,abs(영업현금흐름-당기순이익)/매출액,target_1,target_2,target_3,회사명,거래소코드,회계년도,산업군
0,0.040805978115825994,0.001234379981190109,0.9923036253776436,0.6476123027114529,0.9773507346509112,0.8524016375511735,0.8113369793278987,0.07822956803893732,0.003815673613149398,0.009378524366356028,0.01824716615980094,0.1020408163265306,0.11501597444089456,0.024851632047477746,0.2955739692805174,0.028644224257806765,0.17308296047160043,0.48624535480161224,0.45694059348188815,0.5632191998172659,0.8899592794953598,0.6068056300323132,0.9272947152902213,0.00549718210268963,0.04584002983204717,0.897220336915791,0.5987396980579579,0.5484628494958652,0.4528825931292395,0.8443007117114267,0.025744706935428754,0,0,0,(주)CMG제약,058820,2012,제조업
1,0.0033760341606618627,0.0002156382510163729,0.9831646525679759,0.7625455281262647,0.9824621554702211,0.9033407293977936,0.8469714167784542,0.07376799837761101,0.0033754035808629293,0.011277972339288895,0.014100082941664363,0.13945578231292516,0.10543130990415335,0.025222551928783383,0.2603071948261924,0.03471786535246982,0.23802655312996734,0.4777071588930156,0.19812405275022815,0.7268922568551878,0.8889298173913869,0.5928408471387784,0.9144732881440324,0.001520722673452633,0.04301995865248071,0.9179861686980285,0.599013992657624,0.5562766881531513,0.4193705132501475,0.9166206689059744,0.01706070236745948,0,0,0,(주)CMG제약,058820,2013,제조업
2,0.0035495062716840143,0.00028272910303351516,0.9644486404833837,0.7562727640631324,0.9823843165744955,0.9025907059595613,0.8413648402297664,0.06210707767187182,0.0033754035808629293,0.008369442630735443,0.01271772186895217,0.31972789115646255,0.1182108626198083,0.030415430267062317,0.2603071948261924,0.05219848782543402,0.2112632327505852,0.4542803639125613,0.21195987973280922,0.6964503846538301,0.8908948830128915,0.6198347171558495,0.9444212901296736,0.0020854702288735536,0.04050970821818166,0.9159546454674339,0.6074571800698634,0.5597810614173886,0.4430747034144126,0.9136447327687073,0.0020073730989630368,0,0,0,(주)CMG제약,058820,2014,제조업
3,1.3344008540165467e-05,0.00031757355465061865,0.9622583081570998,0.7029542695265075,0.9809127907838748,0.8818088065252039,0.8385787500429952,0.06484485905495842,0.004035808629292633,0.00801329613581053,0.015482444014376555,0.32312925170068024,0.14057507987220447,0.028931750741839762,0.2551535974130962,0.028271071712290194,0.22528102522189775,0.45236932911226035,0.1968422525673104,0.5772860332503907,0.8849005057450778,0.6296463583995782,0.9520445462693192,0.000871755995421286,0.09873454582307807,0.9032470897934858,0.6013482215355774,0.5417607672195083,0.44153448841249787,0.8830199031422321,0.018422008619466485,0,0,0,(주)CMG제약,058820,2015,제조업
4,0.0004403522818254604,0.00024620355945242857,0.9681948640483384,0.7503035208417645,0.9823787566533724,0.8992781024407013,0.8102363017232483,0.06210707767187182,0.03463457587320223,0.10363863002314952,0.038706110035941384,0.9852607709750567,0.37699680511182104,0.04376854599406528,0.19149151172190784,0.022004987415048024,0.1985031384995645,0.4549405009118478,0.16443003117814456,0.7238339952328368,0.9473291115027437,0.6525165833427702,0.9526079072004515,0.001411810301111573,0.05173786680333841,0.9153831427037308,0.5987487806605958,0.5370005751664944,0.42492187033349726,0.9139420219033393,0.008175646667997976,0,0,0,(주)ES큐브,050120,2012,도매 및 소매업
5,0.006325060048038431,0.00021502694484765178,0.9926283987915409,0.7517199514366654,0.9825381410589056,0.8979968124003875,0.7875348261273346,0.05815250456296896,0.017390666275315526,0.11711283908114203,0.02681780481061653,0.8548752834467119,0.2651757188498402,0.005007418397626113,0.15561843168957157,0.03156742864358045,0.14305919113637702,0.4615578509839944,0.24975417077143164,0.7261209038910637,0.9455798735072543,0.6323809647836005,0.9488303888816371,0.0025207778580046314,0.026629387951876856,0.9093183690645543,0.60341178885492,0.5398574294190724,0.4142257509544258,0.8996493963727468,0.006448809453464425,0,0,0,(주)ES큐브,050120,2014,도매 및 소매업
6,0.004630370963437417,0.00018354467715851443,0.9875981873111783,0.675131525698098,0.98261412664759,0.8888715272352261,0.8094795858700512,0.0626647738795376,0.016436747872028177,0.11651926158960053,0.02350013823610727,0.7346938775510203,0.23003194888178913,0.007232937685459941,0.15561843168957157,0.025561178141920042,0.17928922713069012,0.4542974363637518,0.19891568285486355,0.2423950961727015,0.9491658208914366,0.5995141751318068,0.9314044601264607,0.0018352335323787896,0.03125796222193288,0.9033843702897395,0.5981529619275462,0.5501107794379677,0.4545730538083633,0.9080091129890943,0.00087451100765586,0,0,0,(주)ES큐브,050120,2015,도매 및 소매업
7,0.03604216706698693,0.0006941381545828248,0.9727416918429004,0.7699312019425334,0.9827716577460821,0.9068720897528048,0.8070718536098785,0.07052322044210098,0.007924860581156441,0.02196236718703627,0.013547138512579484,0.11791383219954647,0.09904153354632589,0.006491097922848665,0.18310428455941796,0.04926901549449317,0.19734622289890177,0.45494009920819967,0.20460096971204234,0.7054549972844721,0.9622071545264148,0.6228743511324489,0.9487865630407422,0.007343997351364424,0.02393477505217192,0.920207529083838,0.6132282657860175,0.5454602537139149,0.38371354425483906,0.912705757295671,0.001274722177854966,0,0,0,(주)ES큐브,050120,2017,도매 및 소매업
8,0.042687483319989325,0.0009004539865262006,0.9439803625377644,0.7371509510319709,0.9812982786484202,0.8841838807462733,0.7925910638736973,0.07701277631312106,0.005429997064866451,0.014186502047842347,0.012994194083494608,0.09863945578231291,0.08945686900958466,0.00556379821958457,0.18310428455941796,0.03912781992252194,0.1786086205266462,0.45306736574317213,0.21735988527003622,0.675949111537981,0.9595781421321142,0.6118684724962167,0.9348632964831759,0.014403773023143458,0.01445292901711055,0.9030594332229992,0.6071029585669833,0.5478778881259475,0.3813723683904896,0.90255418648699,0.01160381957292624,0,0,0,(주)ES큐브,050120,2018,도매 및 소매업
9,0.020709901254336804,0.0006819120312084024,0.9541691842900303,0.8510724403075678,0.9862725547466901,0.9409044032626019,0.8570838922711794,0.03772054350030419,0.07726739066627532,0.012880631566451,0.03538844346143213,0.36394557823129253,0.28434504792332266,0.039132047477744805,0.24464430072756668,0.05114977487157983,0.24794263324619373,0.46325769318686305,0.2756741977172229,0.7034128925574216,0.9687887152729079,0.6662671221200479,0.9656762715415926,0.009342310333889624,0.0185647921923443,0.9330239538644856,0.6339202511157978,0.5654571296150337,0.2255036311594676,0.9170878104726827,0.00449568447626093,0,0,0,(주)가비아,079940,2012,정보통신업
