,회사명,거래소코드,회계년도,차입금의존도,부채비율,순운전자본비율,산업군,총자본정상영업이익률,자기자본순이익률,총자본순이익률,매출액총이익률,금융비용부담률,자본금회전률,유형자산회전율,재고자산회전률,자기자본회전률,타인자본회전률,총자본회전률,외국인지분율,대주주지분율,유형자산증가율,매출액증가율,자기자본증가율,총자본증가율,정상영업이익증가율,업력,누적수익성비율,이자부담률,부채상환계수,현금흐름 대 자산,현금흐름 대 매출액,TMD,시총/총자산,EBIT/총자산,당기전기영업손익,FINDEP,EBITDA마진율,PBR변화율,ROA변화율,target_1,target_2,target_3,현금흐름/총부채비율,영업현금흐름-단기차입금,abs(영업현금흐름-당기순이익)/매출액
17,(주)SH에너지화학,002360,2014,8.64,31.46,35.8,제조업,19.23,21.7,15.13,14.4,0.34,4.14,7.31,17.87,3.0,6.85,2.09,36.92,31.12,-2.906595976921877,-0.4307668425954672,21.03191137803704,0.2280770031405841,231.1332503113325,56.0,0.1912390171661805,28.069585947302382,2.158157437777349,0.2234854299672208,0.1071788942155703,0.1394663456781155,1.716064314933042,0.1941015522706134,13848.0,-22815.161,9.688263545144707,95.14510067195968,251.8604651162791,0.0,0.0,0.0,0.9337835798370058,15180.0,0.0347143729456548
18,(주)SH에너지화학,002360,2015,5.96,26.05,44.26,제조업,20.29,14.62,11.13,17.24,0.09,3.88,6.79,16.78,2.46,8.59,1.91,35.07,31.12,4.9079754601227,-6.267295474919125,8.795422439070718,4.316377854633785,7.888303873636706,57.0,0.246691077812692,92.90766666666669,3.507420302013423,0.213216644592758,0.1138000656067935,0.1491883797215401,1.3853115121925883,0.1518684914431142,22111.0,-19797.713,11.58979583350659,-22.597362620701848,-26.43754130865829,0.0,0.0,0.0,1.0316649214659686,17749.0,0.0556271686048392
19,(주)SIMPAC,009160,2012,12.66,69.63,13.93,제조업,8.0,10.81,6.13,18.86,-0.95,15.5,3.07,8.7,1.26,1.65,0.72,3.17,41.56,1.45324924595558,4.637222217063046,11.199176043707569,2.504833070101229,-7.880494405031814,39.0,0.4450176674009778,17.285326354679803,0.8782732619986233,0.0412877432797976,0.0583839576131669,0.5902030174974722,0.6954840758035058,0.0610356925432898,26268.5,-8914.98,12.45662138955328,38.99733795021487,-28.80371660859465,0.0,0.0,0.0,0.1005848400290508,-17181.0,0.0271973304105115
20,(주)SIMPAC,009160,2013,18.32,73.34,-6.95,제조업,6.93,10.11,5.89,20.1,-1.49,14.15,2.79,8.07,1.04,1.45,0.6,15.33,41.2,-0.3891891891891891,-8.698353250234076,11.162508450396835,13.594170699101882,-6.31971735937438,40.0,0.4396717000104976,18.86066011235955,0.4396683364437023,0.0333189681368892,0.0586193991766747,0.7565784933477457,0.5592235003563674,0.0698562927848038,24395.0,-8815.815999999999,13.053438379400346,-17.833283945798463,-3.915171288743887,0.0,0.0,0.0,0.07875028565832,-45101.0,0.0387993253981754
21,(주)SIMPAC,009160,2014,10.69,74.3,2.13,제조업,4.66,6.7,3.85,16.37,0.53,18.1,2.17,7.93,1.23,1.67,0.71,17.56,41.2,129.78755155198613,27.898284820000875,4.9293447811867015,5.51209162785301,-26.51383533200559,41.0,0.4475505250838484,10.814071358748778,0.5478936681276775,0.0901819400480181,0.1308901319389554,1.093336474995208,0.389891621436931,0.0458240713831266,20470.5,-21392.855,8.407912537240835,-29.89261627030182,-34.63497453310696,0.0,0.0,0.0,0.2115542889432112,-560.0,0.0765033136742263
22,(주)SIMPAC,009160,2015,12.58,82.25,1.13,제조업,5.28,7.29,4.09,17.85,0.44,18.53,1.54,5.56,1.19,1.52,0.67,17.99,40.89,6.843742804682934,2.422934273727732,5.879292641186537,10.706945349911896,22.482989274593475,42.0,0.4380783902864724,18.894575569358175,0.5029898403483309,0.0242578039083988,0.0380554153928348,1.171605958364047,0.3852007293659671,0.0542601925582913,19291.5,-681.1790000000001,10.157846309103322,3.301596819937232,6.233766233766228,0.0,0.0,0.0,0.053750537138545,-40225.0,0.0229772045946988
23,(주)SIMPAC,009160,2016,13.12,73.81,5.13,제조업,5.61,6.85,3.85,18.48,0.42,18.37,1.49,5.23,1.13,1.45,0.64,18.71,40.88,-1.2593038740585614,-0.9104805437653972,3.624443984690183,-1.1749319471280624,10.9458123440516,43.0,0.4741100594689672,18.0837171286425,0.4543696203435837,0.0843478156820982,0.1319709144282109,1.2871443846011417,0.3299212532755794,0.0526629413805894,22403.5,-31583.693,9.526868957667164,-18.317673043087623,-5.867970660146693,0.0,0.0,0.0,0.1986260841143089,10655.0,0.0713734770138613
24,(주)SIMPAC,009160,2017,14.49,58.27,5.25,제조업,2.93,5.36,3.23,16.31,0.37,15.86,1.31,5.41,0.96,1.45,0.58,14.43,40.88,-3.3767222178696543,-13.643784119757072,0.1701210812879288,-8.784416019527837,-50.36068912840533,44.0,0.5467496418807949,16.51282383419689,0.340252495596007,-0.0250394849380047,-0.0413814035163786,1.1682578687738314,0.3151468426479308,0.0348018407064786,17632.0,10970.666,8.290957573655342,-13.017174435621198,-16.103896103896105,0.0,0.0,0.0,-0.0680101473648205,-29544.0,0.0972965941856179
25,(주)SIMPAC,009160,2018,16.64,56.71,12.06,제조업,1.92,20.48,13.02,11.16,0.5,12.96,1.16,4.1,0.91,1.58,0.58,8.16,60.01,106.95644619483376,32.74264530535261,80.64204031126208,78.86309614385635,-12.882544024619596,45.0,0.402069083873731,5.958377298161471,0.1287302149265588,0.054800066299866,0.1220312852154655,1.545387167868237,0.2341735018210461,0.1053830504099003,10944.5,-36077.872,4.869446776264001,-26.42560420471804,303.09597523219816,0.0,0.0,0.0,0.1514279460760868,-67640.0,0.1039977004811351
26,(주)SNT에너지,100840,2012,1.66,59.73,24.94,제조업,5.32,5.29,3.19,16.85,-0.27,65.13,1.88,14.06,1.34,2.05,0.81,0.0,51.21,-0.2414631360840552,18.118565014156328,14.141074497496826,5.891245226246962,329.39214794603606,4.0,0.4614517660398494,89.29964102564102,89.29964102564102,0.0909659087028094,0.1154489657922568,0.942406636503687,0.3968129889823156,0.0448904037540727,4268.0,-25033.604,7.547822355531668,-18.362588934746977,303.1847133757961,0.0,0.0,0.0,0.2432508950098633,26635.0,0.0760571805052273
27,(주)SNT에너지,100840,2013,1.67,57.28,28.66,제조업,5.56,8.49,5.36,19.4,-0.56,56.67,1.65,11.41,1.05,1.8,0.66,0.23,51.21,-1.5724916182844058,-12.984811970109403,8.10611763935714,6.445652693629142,11.04209343818146,5.0,0.4812545119114462,57.05945619335348,57.05945619335348,0.064583299911767,0.1002684918132412,0.9594125787359242,0.3796038193631186,0.0441613860591962,15968.5,-19118.086,9.408012911517252,-5.806192548338321,68.02507836990597,0.0,0.0,0.0,0.1773308313731708,20129.0,0.0196213219361298
28,(주)SNT에너지,100840,2014,1.82,46.6,30.83,제조업,4.47,5.55,3.66,16.12,-0.31,68.53,2.02,13.66,1.2,2.31,0.79,0.01,60.37,-0.2500685403806691,20.91944747473238,4.818207049680821,-2.29822732012513,-18.00761723399191,6.0,0.5228792297183691,47.781940298507465,47.781940298507465,-0.0813563997477931,-0.1020568740293391,0.8901156165646938,0.3571248233238756,0.039144598570828,15291.0,26169.061,6.594087671526322,-12.308967829315137,-31.716417910447763,0.0,0.0,0.0,-0.2559323959958264,-24774.0,0.1484590952720322
29,(주)SNT에너지,100840,2015,0.0,36.64,37.88,제조업,10.93,12.31,8.71,22.22,-0.18,73.43,2.18,18.29,1.18,2.86,0.84,7.11,53.31,-1.1252144653773757,7.146123330051453,11.403715703879874,3.836958806221101,146.17506169255336,7.0,0.5775278624650533,384.8406382978723,384.8406382978723,0.0069735227517109,0.00847770421463,0.4023206513335824,0.6665713892648863,0.1017912940075143,23848.0,-1761.034,13.908440794481994,73.97182283733906,137.9781420765027,0.0,0.0,0.0,0.0260035850747676,2205.0,0.0954462617361415
30,(주)SNT홀딩스,036530,2012,3.29,57.43,22.1,"전문, 과학 및 기술 서비스업",4.08,5.6,3.01,12.2,-0.11,217.8,1.69,6.01,1.27,2.12,0.79,7.17,71.13,-0.4912849746066637,0.2947388159721512,0.5351611394904833,-2.349554881618653,-28.887598024978217,30.0,0.1799143478445267,1.602583392476934,0.0948663296315487,0.0276210369250818,0.034343670411985,5.21250295148172,0.0699815055491723,0.0430728361408527,103099.5,-18928.323,0.4059397752808989,-23.18884125019906,-28.162291169451088,0.0,0.0,0.0,0.0757199612620742,-4164.0,0.0035613483146067
31,(주)SNT홀딩스,036530,2013,3.75,56.38,23.34,"전문, 과학 및 기술 서비스업",4.01,4.41,2.55,12.51,-0.19,205.75,1.6,5.33,1.17,2.06,0.75,7.77,68.36,0.2083968379767928,-5.536,4.274735721607286,3.579539101568072,-1.0455807874530303,31.0,0.1828421683473108,2.504743819419563,0.0843731820650534,0.0438186542191053,0.0597411264374816,3.1950228123317905,0.112836558639218,0.0302413576179894,85246.0,-54319.73,0.443471321417334,60.16271687222879,-15.282392026578073,0.0,0.0,0.0,0.1215444798796093,19773.0,0.0256355115049277
32,(주)SNT홀딩스,036530,2014,1.64,50.39,25.36,"전문, 과학 및 기술 서비스업",3.13,5.51,3.2,11.1,-0.24,202.61,1.62,5.22,1.14,2.13,0.74,7.91,68.36,-5.362333976522741,-1.522043076236006,-1.333270273908314,-5.108329890153249,-22.751715842354773,32.0,0.2038914596479631,3.170976377952756,0.1725818524655734,0.0467193850707246,0.0613762782832756,2.336239740544178,0.1434248644079182,0.0331417890358337,75151.5,-45345.94,0.3891269828488606,22.245244116455996,25.49019607843139,0.0,0.0,0.0,0.1394296902895742,68195.0,0.0182262662050084
