,회사명,거래소코드,회계년도,차입금의존도,부채비율,순운전자본비율,산업군,총자본정상영업이익률,자기자본순이익률,총자본순이익률,매출액총이익률,금융비용부담률,자본금회전률,유형자산회전율,자기자본회전률,타인자본회전률,총자본회전률,합계_기말인원(명),대주주지분율,유형자산증가율,매출액증가율,자기자본증가율,총자본증가율,정상영업이익증가율,누적수익성비율,현금흐름 대 자산,현금흐름 대 매출액,TMD,시총/총자산,EBIT/총자산,당기전기영업손익,FINDEP,WW지수,EBITDA마진율,target_1,target_2,target_3,abs(영업현금흐름-당기순이익)/매출액
1038,(주)쎌바이오텍,049960,2013,0.0,8.47,52.96,제조업,21.59,19.63,17.93,69.83,-1.26,6.72,2.31,0.8,8.39,0.73,88.0,25.11,50.43422616326904,22.051836687396197,18.203783531479093,15.864430329495832,43.71843917368018,0.6620840292946165,0.1924707696261081,0.2844483828090385,0.0201080366001543,3.884962953445544,0.1950190586320613,7963.5,-2673.271,-55.687694482054205,35.732103297677064,0,0,0,0.0375973162858408
1039,(주)쏠리드,050890,2012,37.83,214.81,7.97,제조업,7.66,9.15,3.02,28.25,3.25,17.65,7.65,2.88,1.36,0.93,158.0,30.5,-0.9395568507260212,137.092535819308,16.396344475547505,19.230614677793103,473.2520083308538,0.1800110095041229,0.0664502213135012,0.0780456266740556,1.7008710044662738,0.4011754676230705,0.0631979239220796,4592.0,-10372.215,-63.08184514579904,10.186445262505114,0,0,0,0.0454683397326788
1040,(주)쏠리드,050890,2013,34.5,163.28,4.38,제조업,10.27,21.97,7.59,28.72,1.11,18.8,8.79,2.64,1.42,0.92,166.0,29.2,-1.3948062487319943,13.503938566282706,30.39257294429708,9.048576628395534,52.3156636110004,0.2328510278823717,0.0086279277005413,0.0097357117531837,0.9347510547513518,0.6634714033903892,0.0929343710884581,15826.5,3.059999999999945,-59.18052659324255,13.28525344818567,0,0,0,0.0723930088871064
1041,(주)쏠리드,050890,2014,30.85,105.48,9.44,제조업,8.61,16.81,7.38,27.45,0.96,19.85,10.52,2.39,1.82,1.03,201.0,25.17,-3.837251170207294,16.5780280969735,28.04426542983848,-0.0679932212818782,-12.544483985765126,0.2957552640395866,0.0676065049869848,0.0653939542003001,0.5703999028328013,0.8999512939357233,0.0977397489755418,17909.5,-11724.353,-61.81768744964047,9.6473682373647,0,0,0,0.0060577656567066
1042,(주)쏠리드,050890,2015,28.92,213.93,-14.69,제조업,1.83,1.12,0.4,25.49,0.82,17.69,7.32,2.01,1.26,0.77,199.0,25.02,77.73736293126504,-5.289950091988294,0.2626673445178783,53.18213448107008,-73.08958171264437,0.1902073147341182,0.0021771243787456,0.0034059981364399,1.6400317566097218,0.4155164176040863,0.01383668538702,10604.0,1180.869,-61.48638215992845,7.198937665496239,0,0,0,0.0017793313293921
1043,(주)쏠리드,050890,2017,31.01,252.93,-19.14,제조업,6.48,-27.56,-8.29,35.02,2.73,13.51,7.26,3.3,1.11,0.83,201.0,14.23,-18.117970380172014,-11.039867713704462,2.945969014303081,-18.02385634836805,139.38667757710368,-0.0589719769209139,0.0690486105920333,0.0748103613835231,1.3514563028168127,0.5302859593802389,0.0765873990467953,-15555.5,-15766.966,-60.46726102103848,5.808294351526557,0,0,0,0.174540798815313
1044,(주)쏠리드,050890,2018,25.92,144.21,-12.64,제조업,0.39,9.48,4.08,30.77,2.46,9.36,6.48,2.34,1.24,0.81,212.0,13.2,13.51233762197775,-14.163796860116696,38.558363901311495,-4.123553552805333,-94.75662841313812,0.0762171353049056,-0.040027917820628,-0.0484407923407658,1.272671032514061,0.4640015297072341,0.0225347302143583,10638.0,12802.48,-60.03248968691266,1.582403709211478,0,0,0,0.0988494076313791
1045,(주)씨씨에스충북방송,066790,2012,36.81,189.39,-36.15,정보통신업,0.73,0.1,-0.25,37.76,3.92,1.02,0.62,0.82,0.43,0.28,35.0,34.13,189.5371026661578,0.5069208353569694,40.3491045920145,80.33382835220593,-39.11806543385491,-0.0114346986918292,0.043525627278576,0.1532421249735737,2.169094495858077,0.3017097959253699,0.0100536135535063,1131.0,193.7489999999998,-50.90985765783276,13.497931201111411,0,0,0,0.1621515508441303
1046,(주)씨씨에스충북방송,066790,2014,33.88,84.21,18.59,정보통신업,-4.73,-11.39,-6.58,19.06,-0.43,0.77,1.14,0.76,0.9,0.41,35.0,26.71,-6.835834248302225,-9.128602730490478,0.4762844178902573,0.4650380137981674,-45.651151857075696,-0.1194366197183098,-0.0113894175866006,-0.0277478947954149,0.8598147634060436,0.5316962191244765,-0.0673772363913209,-2612.5,6413.003,-48.714617408272645,8.785510257076085,0,0,0,0.132099269206514
1047,(주)씨씨에스충북방송,066790,2015,30.04,65.55,14.01,정보통신업,-1.5,-3.89,-4.63,24.38,0.43,0.64,0.93,0.69,0.92,0.4,35.0,18.28,29.489305979921436,-8.83629483993026,-1.082688208235162,-11.103159497525697,69.98063266623629,-0.1573060651216964,0.0034599112755425,0.0082197355035605,0.1358645582492938,2.91433105784218,-0.0473768048918349,-2014.0,5655.182,-47.798101413392985,15.65232960325534,0,0,0,0.1250457782299084
1048,(주)씨씨에스충북방송,066790,2017,16.5,36.42,9.48,정보통신업,-2.57,-21.97,-16.22,19.53,2.37,0.53,0.75,0.66,1.85,0.48,37.0,17.07,-9.37394589489307,1.6835660991008226,-7.519243914762089,-6.214651820431247,12.519440124416798,-0.3667051423994723,0.1108572236225295,0.2213546566321731,0.2389400490656391,1.117393998845728,-0.1557089350074203,-1205.5,-249.5630000000001,-47.378307346097984,18.216462841015996,0,0,0,0.5559736594543744
1049,(주)씨씨에스충북방송,066790,2018,7.88,46.32,-5.53,정보통신업,-9.43,-27.12,-19.26,11.63,1.64,0.5,0.85,0.76,1.86,0.54,35.0,16.16,-15.38690586965422,-1.1618062088428975,-21.608766911977376,-15.924242067324682,-227.37777777777777,-0.6842341206466617,0.1400633212854781,0.237900347403988,0.3121812835260144,1.0140851672690594,-0.2012552184023983,-2404.0,-3080.222,-48.39874003007096,5.93784799885785,0,0,0,0.596107171750821
1050,(주)씨에스,065770,2012,41.97,124.45,18.67,제조업,-0.61,-15.85,-2.18,29.79,2.59,13.69,2.08,1.74,1.41,0.78,120.0,20.62,30.136507844107456,36.68596718911184,25.583838769759776,27.29174529573516,75.69811320754717,0.15419674019857,0.024202839619125,0.0347774220642475,1.2284722222222222,0.451357121073498,-0.0307851309681135,-1647.0,9375.412,-51.08909938829957,-4.694927633260702,0,0,0,0.0627624739808401
1051,(주)씨에스,065770,2013,49.52,195.84,-16.17,제조업,-11.84,-62.27,-14.6,13.32,3.88,10.42,1.26,1.39,0.9,0.55,49.0,20.78,21.191653060768044,-23.915716181178563,-28.49482811073928,-5.750398156619566,-2008.0745341614904,0.0382631049111958,-0.0560868627309987,-0.0998336106489184,2.455,0.2696483785144172,-0.1364600560868627,-7110.0,18436.896,-48.4782416612253,-11.279166133367465,0,0,0,0.1679252527838218
1052,(주)씨에스,065770,2014,38.67,216.27,-3.96,제조업,1.89,-72.71,-15.87,15.96,2.73,14.37,1.95,2.25,1.09,0.74,71.0,20.86,-36.920975897833394,37.92237296813004,3.6456948359304366,10.802114043287553,116.3450206246317,-0.082393692100524,-0.0214643801612667,-0.0306935631677242,3.1714446952595936,0.2156172428898226,0.0158021967324821,-5678.5,5791.916,-53.52069864293304,8.850893778927466,0,0,0,0.1851937777674666
1053,(주)씨에스,065770,2016,43.53,178.61,-29.25,제조업,-0.57,-53.1,-13.52,15.95,3.6,6.29,1.4,3.29,1.12,0.84,77.0,35.47,5.341854934601665,-11.546948228385943,101.95596518177165,-9.678957144970656,96.68519454269833,-0.5524433524433524,-0.0189826189826189,-0.0215029378414596,0.9072914839817368,0.7065837742287743,-0.0078260078260078,-5111.5,1320.804,-47.30180217697297,2.067848675394289,0,0,0,0.1398824863416142
1054,(주)씨에스에이코스믹,083660,2012,35.92,151.52,13.26,제조업,-6.2,-69.78,-29.97,18.01,2.21,8.08,5.51,2.58,2.0,1.13,91.0,17.74,-10.32917139614075,-5.937272064186725,-44.27252308460194,-35.427865129782404,2.094818081587652,-0.4983529202279202,0.0808849715099715,0.0563585607940446,0.7466796879041119,0.8068125667735042,-0.3348913817663818,-1795.0,-1673.95,-44.26397239335255,-3.2989143920595527,0,0,0,0.322425558312655
1055,(주)씨에스에이코스믹,083660,2013,26.66,113.59,17.55,제조업,-4.01,-8.48,-5.66,16.08,2.42,4.89,3.94,2.33,1.76,1.0,74.0,19.91,-10.650994575045209,-35.99875930521092,-1.7689207344379758,-16.582086894586894,53.547297297297305,-0.6358396926196702,0.0271092374192859,0.0246195599495977,0.8808514197042767,0.6037703932974012,0.0194780938150381,-1300.5,-11.182999999999993,-41.44480756091175,-2.525346515459921,0,0,0,0.0810797712513327
1056,(주)씨에스에이코스믹,083660,2014,29.16,89.94,20.39,제조업,-2.89,-9.18,-4.22,17.31,1.75,4.28,4.34,2.21,2.16,1.09,65.0,19.91,-26.41165755919854,-9.78482116894446,-8.183268748575335,-18.34676343454827,40.36363636363636,-0.8279197438075943,0.0262074374223906,0.0215417673918882,0.5285462060838426,0.8958506535520554,-0.0327429579766028,-658.5,-254.226,-41.82688769761264,-1.3765243083534784,0,0,0,0.0601665323663712
1057,(주)씨에스에이코스믹,083660,2016,12.51,32.92,48.13,제조업,-10.21,-18.56,-11.79,38.97,2.35,4.16,6.34,1.25,2.18,0.8,199.0,12.83,25.9921047163931,72.45224522452244,34.26490009798492,-6.225376074498568,-994.5344129554657,-0.4157694970280012,-0.1514883865269389,-0.1840113666019079,0.1383405288208134,1.7902675762096871,-0.1027905755412857,-1962.5,8139.987,-46.90807942615675,-11.601531011685564,0,0,0,0.0360715631977266
1058,(주)씨에스에이코스믹,083660,2018,11.55,58.6,42.87,제조업,0.06,-1.97,-1.36,45.33,0.12,6.43,10.68,2.69,6.07,1.86,184.0,13.97,-10.317333758571202,101.89092989258246,-0.1859050194355247,21.792412963625136,100.20990764063814,-0.7263992313235648,-0.1267248512023914,-0.0747398743841201,0.1718125297529333,2.1504357242373286,-0.0090212720527397,-4754.0,5686.892,-47.4851916967089,0.8018008091047902,0,0,0,0.0674201520613282
1059,(주)씨엔플러스,115530,2012,27.66,71.27,3.03,제조업,5.7,15.0,8.12,18.39,0.34,24.31,1.55,1.53,1.91,0.85,193.0,41.39,6.104228465072995,-0.7651910270523903,17.79848150276778,5.881699263398526,-50.21563342318059,0.3306745430828973,0.0736764772028727,0.0893665775546947,0.7708767871584249,0.5398017841881944,0.0713975141310703,5557.0,2468.644,-54.08865034201993,14.013821448706056,0,0,0,0.0063469547347554
1060,(주)씨엔플러스,115530,2013,24.23,53.74,0.18,제조업,-0.71,0.4,0.06,11.14,0.21,18.48,1.21,1.1,1.76,0.68,197.0,43.2,-6.092914896532822,-22.308909378580392,-0.4519425827491462,-10.640658500382326,-112.10070384407148,0.3687248322147651,0.0480872483221476,0.0670880149812734,0.5842328829166932,0.5983007634228188,-0.0051845637583892,1623.5,2160.8860000000004,-46.91577926123271,9.837289325842695,0,0,0,0.0662453183520599
1061,(주)씨엔플러스,115530,2014,44.34,120.12,-15.43,제조업,-12.14,-40.21,-22.33,1.29,1.25,14.5,0.98,1.05,1.31,0.58,155.0,39.02,2.880742513571887,-19.866573033707866,-32.468336471741424,-3.308724832214765,-1492.170022371365,0.1554105643090164,-0.0283889775803428,-0.0477901440130867,2.1513620942949023,0.2536564855625737,-0.2222010133962657,-3782.0,9121.258,-47.94328326752024,-4.823766541056875,0,0,0,0.3345017965121374
1062,(주)씨엔플러스,115530,2015,57.9,192.84,-28.71,제조업,-8.3,-56.12,-22.73,7.73,2.57,11.53,0.85,1.28,0.85,0.51,132.0,10.9,-14.777724190757183,-18.55227412146175,-33.03284950343774,-10.907891996945928,36.43389068427708,-0.0633204783607962,-0.0433173620038175,-0.0797647227602037,0.4989330581667858,1.3198277725838496,-0.2226247516653032,-5820.5,7363.357,-46.47017713833401,-0.0361164909260454,0,0,0,0.3643210673552829
1063,(주)씨엔플러스,115530,2018,33.63,159.47,-24.23,제조업,-8.74,-52.68,-17.3,16.87,3.95,7.19,1.17,1.84,0.9,0.6,73.0,13.14,5.718635520243589,-11.965337954939342,23.64695412992476,-10.88314606741573,-1053.2915360501568,-0.5951030082961394,-0.0883576669944776,-0.1379636191826128,0.6806212621933907,0.902991410318481,-0.1583327029276042,-1999.0,5101.061,-45.07568184301263,-9.62611229230648,0,0,0,0.1487124970470116
1064,(주)씨유메디칼시스템,115480,2012,15.56,26.95,55.16,제조업,5.78,6.16,4.85,46.74,0.24,7.08,2.88,0.61,2.27,0.48,150.0,25.63,-4.374364191251272,-5.948811541302742,0.955641135358722,7.480682280328221,-66.03452785770337,0.363003027065527,-0.1347711894586894,-0.2797542043984476,0.1322029695753147,1.6058279825498574,0.0422008547008547,5121.5,6477.381,-43.46770173936856,19.94728331177232,0,0,0,0.3804749584180373
1065,(주)씨유메디칼시스템,115480,2013,33.63,59.42,46.13,제조업,0.11,0.11,0.34,42.93,2.43,7.44,2.79,0.63,1.41,0.43,142.0,23.68,25.45212765957447,9.374422472740711,13.871150042384857,42.99768518518518,-97.76665383134386,0.2538523799147029,-0.0282507860411543,-0.0766696236218476,0.5964722200390209,0.6249061504218162,-0.0064439809482302,1327.5,4139.625,-46.56610223153013,6.521733620580409,0,0,0,0.0844844337430828
1066,(주)씨유메디칼시스템,115480,2014,33.99,68.86,25.87,제조업,-0.74,-9.87,-6.18,45.09,2.97,7.47,2.65,0.65,1.01,0.39,124.0,24.12,-2.777188891244435,4.338275672707304,-10.295540832278718,-4.982411356349034,-898.2758620689655,0.2076664755508231,0.0090261282660332,0.0223076923076923,0.551893850027557,0.7389354089606028,-0.026210172823327,-202.5,419.943,-48.37463973338861,7.347854251012147,0,0,0,0.1790283400809716
1067,(주)씨유메디칼시스템,115480,2015,34.37,66.36,39.02,제조업,1.73,4.69,1.8,46.45,2.54,7.74,2.98,0.67,1.0,0.4,113.0,21.96,-11.829481029219362,3.97165991902834,10.934993084370678,9.289868130067983,338.22894168466524,0.2233946879309311,0.052551112176989,0.136521163506094,0.673377495368742,0.5923643542778344,0.0289435817495053,320.0,-3375.733,-47.79401323606618,13.603013901327827,0,0,0,0.091624157937775
1068,(주)씨유메디칼시스템,115480,2016,28.82,52.91,30.8,제조업,0.84,-3.94,-2.7,21.23,1.26,10.37,7.0,1.34,2.25,0.84,218.0,19.61,-7.184369976505503,112.5189829056501,3.618183178315837,-4.760477246837341,-50.31731640979148,0.2135190431224425,-0.0036197670758577,-0.0042142294373087,0.4466173309997084,0.7747533116147309,-0.0162417374881964,825.5,602.325,-50.73406969432474,4.05949392601279,0,0,0,0.0279788189163933
1069,(주)씨유메디칼시스템,115480,2017,21.62,46.55,28.37,제조업,-2.15,-7.53,-5.03,21.47,0.27,7.79,7.97,1.4,2.81,0.93,118.0,18.74,-4.836131095123901,6.907671729849571,1.2610097704192136,-2.950897072710104,-345.4379562043796,0.1690748398605367,0.1128030487310467,0.1192177832622071,0.4492807599256848,0.7069869001864915,-0.0653855509608367,-398.5,-6917.727,-48.406157263779534,-0.5129998114727407,0,0,0,0.1732051347969904
1070,(주)씨유메디칼시스템,115480,2018,42.33,116.39,3.65,제조업,4.4,3.91,2.08,22.27,1.31,9.7,3.05,1.69,2.01,0.92,108.0,18.47,501.119977600448,30.77621814317789,15.171823755881933,70.06081245439066,372.19330855018586,0.1164988366327192,0.0297040088492199,0.0408235479136087,1.5846254658067322,0.3394342693672045,0.0376568638669565,1158.0,33441.403,-51.33083015088118,3.447106311595723,0,0,0,0.018137974418117
1071,(주)씨젠,096530,2014,22.17,45.99,61.24,제조업,8.03,9.65,6.61,72.7,1.5,5.09,6.47,0.68,1.48,0.47,201.0,41.16,115.02915137119412,9.184140491244724,12.303866421931437,7.295468811754585,-21.07877927608233,0.2773215459397773,0.0489480184611384,0.1052149477573706,0.0792147422802248,3.977016236917943,0.0822445161896094,12605.0,-4138.23,-50.829804085456765,24.911443697505085,0,0,0,0.0367639067861079
1072,(주)씨젠,096530,2015,23.63,43.42,72.28,제조업,5.19,5.89,4.08,71.77,1.28,5.06,6.15,0.57,1.27,0.39,215.0,34.82,12.77364932717413,1.1271366692024654,42.67200927927453,40.15442063371686,-22.329136690647484,0.232045679419525,-0.0158414412928759,-0.0471928397070789,0.059160629444645,5.117072358385554,0.0407373433377308,9878.5,6316.869000000001,-51.11384486872178,24.50886592873482,0,0,0,0.1512504413774045
1073,(주)씨젠,096530,2016,24.02,45.97,67.93,제조업,5.02,5.14,3.57,71.16,1.43,5.62,5.32,0.53,1.19,0.37,235.0,34.17,46.65182546749777,13.136926785083746,5.119620407529767,6.993115105540896,16.75350237350932,0.2488849714379293,0.0797474207438661,0.2246722935381442,0.0713158443713029,4.416182599774586,0.0442061863614908,9360.5,-10657.959,-53.63555140671815,21.00682552175211,0,0,0,0.1275002035443862
1074,(주)씨젠,096530,2017,11.02,28.16,55.12,제조업,7.22,2.84,2.09,66.44,1.03,6.68,5.02,0.62,1.67,0.45,303.0,33.34,11.974011779707329,18.95541020978641,-1.4061730999085986,-13.435251278790854,38.63546211820706,0.3051456678017404,0.1076150096815116,0.2206289996920023,0.0449376619514683,4.889940519908304,0.0450245932652289,12032.0,-14509.161,-54.6077946161724,23.19366209233085,0,0,0,0.1744179414348128
1075,(주)씨젠,096530,2018,6.25,27.62,54.82,제조업,6.19,8.01,6.24,66.15,-0.05,7.8,5.52,0.76,2.73,0.6,322.0,32.78,0.7646006181877338,16.656970443630723,-8.467517649575697,-8.856913934699872,-23.99856938483548,0.2651734368704443,0.085528002637266,0.1369970175524373,0.0844561756070933,2.562447773585827,0.0647229039229332,12302.5,-11079.148,-53.5324946967197,15.33292915464724,0,0,0,0.0322593262602063
1076,(주)씨티씨바이오,060590,2013,29.37,63.16,33.66,제조업,1.53,1.12,0.62,27.16,0.51,15.59,3.9,1.6,2.04,0.89,183.0,15.22,12.857863751051305,-4.92822634705624,47.79967948717949,20.031268944832647,-81.16214522338616,0.1586831122571041,0.018215529386746,0.0222146579461369,0.1851975197401582,2.0901914634227388,0.01624179271113,6636.5,3306.08,-52.01113697073064,3.0392585928825566,0,0,0,0.0152690315835541
1077,(주)씨티씨바이오,060590,2014,34.9,89.64,11.0,제조업,0.07,-3.94,-2.27,30.04,0.27,13.99,2.44,1.37,1.81,0.78,251.0,15.22,97.60336244671656,-1.2416218888537691,-7.304802281327594,7.740104734309789,-94.72433460076046,0.1225057518057277,-0.0019923144772795,-0.002650691395511,0.2571804478492032,1.837924133528247,-0.0045089222380538,1107.5,28140.502,-50.56501676924208,1.9497189282343768,0,0,0,0.0264987074802018
1078,(주)씨티씨바이오,060590,2016,40.3,107.51,-2.75,제조업,-1.38,-2.88,-1.43,26.29,1.58,14.11,1.38,1.3,1.28,0.64,268.0,15.66,6.020417569249205,3.4918607289626946,-8.31417392707325,-2.550951893974609,-188.9638879514006,0.1070995097389691,0.0363800185504173,0.0557387166452828,0.5327406827584251,0.9725130329932424,-0.0106532396978932,163.5,6598.633,-52.33830852968401,0.0683822454647329,0,0,0,0.0779806083835447
1079,(주)씨티씨바이오,060590,2017,37.68,165.8,0.74,제조업,-7.29,-25.11,-10.74,22.93,2.09,14.9,1.42,1.58,1.18,0.68,261.0,16.25,-0.617304076597872,6.019683952381725,-18.52666542019071,4.358818073406652,-433.2701062215479,-0.0081107572918095,0.0014982300570343,0.0022595148553527,0.5417317611160032,1.15144929989487,-0.0666737769110051,-8346.5,3608.614,-53.46125322692723,-7.632840325063765,0,0,0,0.1608238420943787
1080,(주)씨티씨바이오,060590,2018,36.61,120.42,6.72,제조업,-3.01,-11.27,-4.66,26.67,2.6,15.01,1.54,1.72,1.22,0.71,273.0,14.99,-3.288315380830007,6.005713891803706,17.397877912470637,-2.6470423922924957,58.34104005122003,-0.0422355193622937,-0.0129012400423607,-0.0178684971098265,0.6695128166555332,0.8159928852765186,-0.0406809016782567,-9956.5,3971.191,-52.90004271274997,-0.4697904624277457,0,0,0,0.0476156069364161
1081,(주)아가방앤컴퍼니,013990,2012,1.17,39.8,39.68,도매 및 소매업,2.32,1.71,1.21,41.46,-0.15,14.5,3.33,1.36,3.26,0.96,249.0,17.22,9.957521454245274,-0.8099816312971431,-1.042186595324136,-3.5396094736060584,-52.078048780487805,0.5725480574958148,0.0211905174238488,0.0216954461726376,0.2284980694980695,1.2459350766803288,0.016812907694972,7581.0,-1594.774,-59.49298249070271,3.452831489671884,0,0,0,0.0090771185689378
1082,(주)아가방앤컴퍼니,013990,2013,2.52,38.31,39.5,도매 및 소매업,1.89,1.66,1.19,41.4,-0.03,13.9,2.61,1.3,3.34,0.94,244.0,17.82,32.89800897758731,-4.169662821737803,0.8339217862066647,-0.2410090630953068,-20.07328990228013,0.5801808318264015,0.0006317058468957,0.0006732726188763,0.3960286817429674,0.6994092827004219,0.0194671488848704,4419.0,2753.498,-58.1676262560324,3.269488929547931,0,0,0,0.0120572333120901
1083,(주)아가방앤컴퍼니,013990,2014,5.12,39.0,41.16,도매 및 소매업,-3.32,-4.54,-3.28,41.81,-0.03,10.54,1.79,1.01,2.6,0.73,226.0,26.6,10.086970848877852,-17.694735110910102,12.167939440424185,12.728149487643158,-286.62761079979623,0.4871797065491722,0.0194207982204731,0.0283496624891503,0.3394927536231884,0.8264533515848911,-0.0350301578474569,-1700.5,6255.960999999999,-54.39405277868514,-1.7855479165495836,0,0,0,0.0734780789669233
1084,(주)아가방앤컴퍼니,013990,2015,2.11,30.48,37.31,도매 및 소매업,0.05,0.12,0.09,43.71,-0.14,9.59,1.63,0.93,2.68,0.69,208.0,26.5,6.088174296038143,-1.7646728236638505,1.30634621445008,-4.903109894340592,101.4876484236386,0.5133463483095525,0.01712488979254,0.0241995461393237,0.1489696668980877,1.5681301689547835,-0.0030363279774007,-3609.0,4172.99,-52.96673483525641,3.406675693027454,0,0,0,0.0229028013501401
1085,(주)아가방앤컴퍼니,013990,2016,1.69,31.43,36.05,도매 및 소매업,0.73,1.17,0.83,44.43,-0.03,9.14,1.64,0.88,2.83,0.67,236.0,26.5,-15.271521710652278,-4.489025343732718,0.9631638258909706,1.7012433200784498,1410.091743119266,0.5130213631739573,0.0143438453713123,0.0215833083757612,0.2135297558463343,1.120058504135521,0.0067451015082489,877.5,720.6889999999999,-54.31115922107058,4.729273568267279,0,0,0,0.0091910418954444
1086,(주)아가방앤컴퍼니,013990,2017,0.65,26.64,35.97,도매 및 소매업,-1.8,-2.65,-2.24,45.73,0.01,8.57,2.15,0.83,2.86,0.64,198.0,26.5,-43.989201018053805,-6.252038201723736,-2.9351750117720923,-6.477508956610199,-339.2466585662212,0.5264820638936839,-0.027780273830074,-0.0417006836526788,0.2351994516944841,0.8943381588592778,-0.0205916432169122,-1146.0,10840.201,-52.64432601956568,1.8920922043716848,0,0,0,0.0069430147450323
1087,(주)아가방앤컴퍼니,013990,2018,1.02,26.61,34.03,도매 및 소매업,-7.17,-9.76,-7.76,46.29,-0.03,6.86,2.65,0.71,2.67,0.56,183.0,26.5,-19.01263403758361,-19.87775182626845,-9.523381725839682,-9.54621769254416,-266.70898933468766,0.5134528913520862,-0.040097249817003,-0.0679508421864062,0.3254686370537468,0.6456796908919795,-0.0970615915507685,-9189.5,9155.39,-51.62096826882004,-6.938632477117871,0,0,0,0.0705735373601155
1088,(주)아나패스,123860,2013,9.79,16.76,49.54,제조업,12.31,3.14,2.76,41.72,-1.87,18.0,28.72,1.03,7.48,0.91,85.0,16.53,258.2671480144404,-7.1740658131931925,-1.4791800344466584,3.696750755992125,-31.46011316986575,0.5104561156288837,0.130180352092691,0.1459574514773488,0.1248624036570239,1.1496474180195522,0.0349254812161778,15190.5,-8204.628,-56.85366280470666,15.907595756119504,0,0,0,0.115576621353258
1089,(주)아나패스,123860,2014,10.52,25.57,55.52,제조업,20.5,12.28,10.11,43.33,-0.91,26.47,35.63,1.44,6.71,1.18,102.0,16.53,-48.36759371221282,47.066697387621645,12.972040356951062,21.492528550039637,87.75394577094295,0.4975755525484889,0.2535037695727817,0.2348012921419565,0.2004919269284648,1.015608810168181,0.1095995231651524,17776.0,-28134.155,-62.65704672714877,21.22216336792474,0,0,0,0.1494095090308189
1090,(주)아나패스,123860,2015,8.13,19.5,43.44,제조업,8.41,2.37,1.94,41.83,-0.41,19.63,25.12,0.99,4.38,0.8,111.0,16.53,108.97736143637783,-25.82568020232616,4.164980985516627,-0.8674850183645854,-55.157994568263135,0.4952752386756043,0.0890838919358115,0.11027518506598,0.1358338943202157,1.2014171846435102,0.0151939874060532,16799.5,-5222.65,-57.707939990654246,17.251317589314453,0,0,0,0.0862065497264242
1091,(주)아나패스,123860,2016,10.08,29.59,54.75,제조업,6.47,-28.31,-22.87,36.0,-0.9,19.61,18.21,1.11,4.65,0.89,111.0,16.6,3.679491968621592,-0.1247183778564531,-25.68501796290902,-19.413365833841155,-30.85945010574889,0.339527333588756,0.1545139238974814,0.154330312185297,0.1515896242274292,1.5061561069548912,-0.2880563005384041,8797.0,-11484.061,-58.14060157319292,14.91192346424975,0,0,0,0.4102215508559919
1092,(주)아나패스,123860,2017,11.62,27.11,71.57,제조업,5.09,0.89,0.69,36.87,-1.36,17.19,15.56,1.14,4.03,0.89,111.0,16.65,1.5312556296162854,-12.327291037260826,-0.6820230738074395,-2.5780887661067533,-30.728587319243605,0.3361655886157826,0.1834411384217335,0.2035975602752156,0.0896481447336021,2.3792889003880986,-0.0167347994825355,6087.0,-13838.915,-56.7681759429464,11.588175834778712,0,0,0,0.1957982517603005
1093,(주)아나패스,123860,2018,12.58,34.38,57.87,제조업,-8.45,-5.8,-4.44,33.35,-1.97,10.17,8.84,0.71,2.32,0.54,122.0,16.71,6.67139815471966,-40.84816044291802,-8.867986581595739,-3.65640362225097,-260.9393817743877,0.2743415116229106,-0.020957762213724,-0.0378857020797328,0.1267852648365015,2.0180986013835773,-0.0782774029991836,-1518.0,6339.551,-54.65407409073565,-7.885838009981164,0,0,0,0.043866633007748
1094,(주)아모텍,052710,2013,43.34,130.57,-6.16,제조업,7.48,9.12,3.73,23.3,2.44,51.06,1.68,2.02,1.4,0.83,1120.0,25.9,11.237345734215705,32.318699846337715,16.24605400067016,2.7142104053743528,36.51305777074329,0.2642849622971746,0.1159641527063127,0.1421307515816723,1.5295237171447604,0.3702389138559528,0.0695363802655647,19426.0,-2545.815999999999,-56.44899555437364,16.738166187494205,0,0,0,0.0970253672423456
1095,(주)아모텍,052710,2014,47.16,149.95,-4.15,제조업,0.82,-1.77,-0.74,20.27,3.15,36.65,1.15,1.38,0.98,0.57,1022.0,25.9,-0.8013789377548526,-28.01283886498627,-3.057725859060912,5.093171380068168,-88.61092530657749,0.2424609547422496,0.0177405873458616,0.0317432754892844,1.3850970985178788,0.4331256717286977,0.0106030297053879,12489.5,8839.092,-55.47427361746408,11.148208104141691,0,0,0,0.0446041472950718
1096,(주)아모텍,052710,2015,41.01,138.37,3.72,제조업,6.34,11.22,4.6,18.39,1.48,64.45,2.0,2.26,1.57,0.93,1033.0,25.9,3.2826318109909494,75.88642550664889,17.84833997136128,12.389610470922278,742.6389976507439,0.2584077501155943,0.1099706418134111,0.1257344675050875,1.0137126809669512,0.5726402496838564,0.0748940152751703,12037.5,-32021.457,-59.61602390096122,11.549099849364495,0,0,0,0.0759897198434409
1097,(주)아모텍,052710,2016,36.95,114.8,9.4,제조업,8.13,10.36,4.58,21.98,1.26,60.76,1.96,1.88,1.49,0.83,914.0,25.87,-10.066604310133776,-5.737206332423575,9.49943230484234,-1.3297531572584913,34.687049858277966,0.3121725383920506,0.0934620596205962,0.1118558860494344,0.8852386095739458,0.6037369063346884,0.0724254742547425,25253.5,-27904.808,-56.431062902570005,14.794177466654052,0,0,0,0.0566441882779031
